yearnumber,quarternumber,quarternamear,quarterid,region_ar,city_ar,district_ar,typecategoryar,deed_counts,RealEstatePrice_SUM,Meter_Price_W_Avg_IQR
2021,3,الربع الثالث,20213,المنطقة الشرقية,الدمام,مدينة العمال,قطعة أرض-تجارى,3,6100000.0,
2020,4,الربع الرابع,20204,المنطقة الشرقية,الدمام,مدينة العمال,قطعة أرض-تجارى,1,1200000.0,
2020,1,الربع الأول,20201,المنطقة الشرقية,الدمام,مدينة العمال,قطعة أرض-تجارى,2,470107119.99,
2023,1,الربع الأول,20231,المنطقة الشرقية,الدمام,مدينة العمال,قطعة أرض-تجارى,5,6174000.0,
2019,2,الربع الثانى,20192,المنطقة الشرقية,الدمام,مدينة العمال,قطعة أرض-سكنى,4,2124000.0,
2018,3,الربع الثالث,20183,المنطقة الشرقية,الدمام,مدينة العمال,قطعة أرض-سكنى,6,2050000.0,834.855717
2023,1,الربع الأول,20231,المنطقة الشرقية,الدمام,مدينة العمال,قطعة أرض-سكنى,10,4565000.0,1164.786407
2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الحمراء,قطعة أرض-سكنى,17,23894235.0,2138.717502
2023,1,الربع الأول,20231,منطقة الرياض,الرياض,عريض,قطعة أرض-تجارى,45,24423500.0,712.264731
2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الحمراء,قطعة أرض-سكنى,18,42930608.0,2481.109996
2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الحمراء,قطعة أرض-سكنى,21,53051572.54,3080.420363
2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,الحمراء,قطعة أرض-سكنى,32,44336131.53,2332.369522
2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الحمراء,قطعة أرض-سكنى,9,10933375.61,1569.815534
2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الحمراء,قطعة أرض-سكنى,29,51975476.0,2451.088016
2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الحمراء,قطعة أرض-سكنى,23,43640600.08,2169.824973
2020,3,الربع الثالث,20203,منطقة مكة المكرمة,مكه المكرمه,,شقة,3,1912000.0,
2023,3,الربع الثالث,20233,منطقة مكة المكرمة,مكه المكرمه,,شقة,366,129843961.24,2652.338871
2022,4,الربع الرابع,20224,منطقة مكة المكرمة,مكه المكرمه,,شقة,488,209384483.88,2793.645936
2022,1,الربع الأول,20221,منطقة مكة المكرمة,مكه المكرمه,,شقة,15,6654909.0,6751.109767
2023,3,الربع الثالث,20233,منطقة مكة المكرمة,مكه المكرمه,,أخرى,1,500000.0,
2018,3,الربع الثالث,20183,منطقة مكة المكرمة,مكه المكرمه,,فيلا,8,31576093.79,22073.466473
2023,3,الربع الثالث,20233,منطقة مكة المكرمة,مكه المكرمه,,فيلا,66,68900336.04,2849.364642
2022,4,الربع الرابع,20224,منطقة مكة المكرمة,مكه المكرمه,,فيلا,121,131530281.61,3359.377442
2022,1,الربع الأول,20221,منطقة مكة المكرمة,مكه المكرمه,,فيلا,7,10774320.0,25704.838709
2023,2,الربع الثانى,20232,منطقة مكة المكرمة,مكه المكرمه,,قطعة أرض- زراعي,1,2000000.0,
2022,3,الربع الثالث,20223,منطقة مكة المكرمة,مكه المكرمه,,قطعة أرض- زراعي,3,1130000.0,
2022,2,الربع الثانى,20222,منطقة مكة المكرمة,مكه المكرمه,,شقة,442,192875556.88,2773.420566
2021,3,الربع الثالث,20213,منطقة مكة المكرمة,مكه المكرمه,,شقة,166,66365387.0,7008.921357
2020,4,الربع الرابع,20204,منطقة مكة المكرمة,مكه المكرمه,,شقة,12,7265200.0,3314.258155
2022,2,الربع الثانى,20222,منطقة مكة المكرمة,مكه المكرمه,,فيلا,64,222544927.42,3263.360985
2021,3,الربع الثالث,20213,منطقة مكة المكرمة,مكه المكرمه,,فيلا,28,42111801.0,14493.649514
2022,2,الربع الثانى,20222,منطقة مكة المكرمة,جدة,أم السلم,قطعة أرض-تجارى,5,8542635.0,
2021,3,الربع الثالث,20213,منطقة مكة المكرمة,جدة,أم السلم,قطعة أرض-تجارى,1,500000.0,
2020,4,الربع الرابع,20204,منطقة مكة المكرمة,جدة,أم السلم,قطعة أرض-تجارى,10,5442500.0,532.754538
2020,1,الربع الأول,20201,منطقة مكة المكرمة,جدة,أم السلم,قطعة أرض-تجارى,2,1179787.0,
2023,3,الربع الثالث,20233,منطقة مكة المكرمة,جدة,,قطعة أرض-تجارى,1,4000000.0,
2019,2,الربع الثانى,20192,منطقة مكة المكرمة,جدة,الخمرة,قطعة أرض-تجارى,3,1465000.0,
2018,3,الربع الثالث,20183,منطقة مكة المكرمة,جدة,الخمرة,قطعة أرض-تجارى,1,280000.0,
2020,2,الربع الثانى,20202,منطقة مكة المكرمة,جدة,أم السلم,قطعة أرض-تجارى,3,897000.0,
2019,3,الربع الثالث,20193,منطقة مكة المكرمة,جدة,أم السلم,قطعة أرض-تجارى,31,1600000.0,70.119745
2022,3,الربع الثالث,20223,منطقة مكة المكرمة,جدة,أم السلم,قطعة أرض-تجارى,1,100000.0,
2018,4,الربع الرابع,20184,منطقة مكة المكرمة,جدة,أم السلم,قطعة أرض-تجارى,1,3200000.0,
2021,4,الربع الرابع,20214,منطقة مكة المكرمة,جدة,أم السلم,قطعة أرض-تجارى,3,2800000.0,
2021,1,الربع الأول,20211,منطقة مكة المكرمة,جدة,أم السلم,قطعة أرض-تجارى,2,2000000.0,
2021,2,الربع الثانى,20212,منطقة المدينة المنورة,المدينه المنوره,العاقول,قطعة أرض-تجارى,11,4168766.05,551.473905
2020,3,الربع الثالث,20203,منطقة المدينة المنورة,المدينه المنوره,العاقول,قطعة أرض-تجارى,6,2254835.2,492.860909
2019,4,الربع الرابع,20194,منطقة المدينة المنورة,المدينه المنوره,العاقول,قطعة أرض-تجارى,17,7080653.21,412.670108
2019,1,الربع الأول,20191,منطقة المدينة المنورة,المدينه المنوره,العاقول,قطعة أرض-تجارى,4,1029750.0,
2021,2,الربع الثانى,20212,منطقة المدينة المنورة,المدينه المنوره,العاقول,قطعة أرض- زراعي,1,100000.0,
2021,1,الربع الأول,20211,منطقة المدينة المنورة,المدينه المنوره,العاقول,قطعة أرض- زراعي,3,3500000.0,
2023,1,الربع الأول,20231,منطقة المدينة المنورة,المدينه المنوره,العاقول,قطعة أرض-تجارى,19,15298252.0,754.928081
2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,القادسية,قطعة أرض-تجارى,21,67893182.84,1772.103699
2019,1,الربع الأول,20191,منطقة الرياض,الرياض,القادسية,قطعة أرض-تجارى,20,54991040.5,1057.430907
2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,73,71401046.0,1585.741259
2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,47,27592500.0,1157.170147
2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,49,35760873.93,1135.71198
2019,1,الربع الأول,20191,منطقة الرياض,الرياض,المهدية,قطعة أرض-تجارى,61,46209388.0,1000.055997
2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الدريهمية,قطعة أرض-سكنى,2,1210000.0,
2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الدريهمية,قطعة أرض-سكنى,7,6904190.38,1841.708412
2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الدريهمية,قطعة أرض-سكنى,5,2396900.0,
2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الدريهمية,قطعة أرض-سكنى,17,11233244.75,1115.313128
2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,النخيل,قطعة أرض-تجارى,1,7177500.0,
2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,النخيل,قطعة أرض-تجارى,4,67050000.0,
2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-تجارى,16,14980000.0,1075.989114
2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-تجارى,10,15239993.85,1374.284772
2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-تجارى,8,5698000.0,656.408753
2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-تجارى,10,14944320.0,1689.631308
2019,1,الربع الأول,20191,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-تجارى,10,8082000.0,233.505662
2022,1,الربع الأول,20221,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-تجارى,34,127379530.0,1643.267713
2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,غرناطة,قطعة أرض-تجارى,6,48190689.16,4195.589501
2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,غرناطة,قطعة أرض-تجارى,5,6841241.36,
2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,غرناطة,قطعة أرض-تجارى,4,31240689.16,
2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,غرناطة,قطعة أرض-تجارى,7,47181317.0,3091.996742
2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,غرناطة,قطعة أرض-تجارى,6,27094720.0,5897.041591
2019,1,الربع الأول,20191,منطقة الرياض,الرياض,غرناطة,قطعة أرض-تجارى,7,36946375.0,1676.16059
2022,1,الربع الأول,20221,منطقة الرياض,الرياض,غرناطة,قطعة أرض-تجارى,7,39452500.0,4653.381642
2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-تجارى,5,4067500.0,
2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-تجارى,21,18512515.0,727.620254
2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-تجارى,7,5548882.03,385.267375
2018,1,الربع الأول,20181,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-تجارى,3,5730000.0,
2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,سلطانة,فيلا,6,5103750.3,1681.068682
2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,سلطانة,فيلا,5,25063341.44,
2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,سلطانة,فيلا,1,555000.0,
2018,1,الربع الأول,20181,منطقة الرياض,الرياض,سلطانة,فيلا,2,980000.0,
2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-تجارى,2,1900000.0,
2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-تجارى,20,29311000.0,1648.810269
2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-تجارى,19,21897500.0,1235.296606
2020,1,الربع الأول,20201,منطقة الرياض,الرياض,ضاحية نمار,قطعة أرض-تجارى,17,14199340.0,948.686609
2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,غرناطة,قطعة أرض-تجارى,10,58657670.53,2336.551807
2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,غرناطة,قطعة أرض-تجارى,4,5150000.0,
2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,غرناطة,قطعة أرض-تجارى,6,33616000.0,3098.181818
2018,1,الربع الأول,20181,منطقة الرياض,الرياض,غرناطة,قطعة أرض-تجارى,4,16034375.0,
2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الخزامى,قطعة أرض-تجارى,2,8600000.0,
2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,الخزامى,قطعة أرض-تجارى,1,600000.0,
2020,2,الربع الثانى,20202,المنطقة الشرقية,الدمام,,قطعة أرض-سكنى,3,2840279.0,
2023,2,الربع الثانى,20232,المنطقة الشرقية,الدمام,,قطعة أرض-سكنى,4,6466400.0,
2019,3,الربع الثالث,20193,المنطقة الشرقية,الدمام,,قطعة أرض-سكنى,9,689714486.44,2931.31308
2022,3,الربع الثالث,20223,المنطقة الشرقية,الدمام,,قطعة أرض-سكنى,9,26436641.56,2382.153256
2018,4,الربع الرابع,20184,المنطقة الشرقية,الدمام,,قطعة أرض-سكنى,3,2116124.06,
2021,4,الربع الرابع,20214,المنطقة الشرقية,الدمام,,قطعة أرض-سكنى,2,3549750.0,
2018,1,الربع الأول,20181,المنطقة الشرقية,الدمام,,قطعة أرض-سكنى,10,16493661.0,3369.616036
2021,1,الربع الأول,20211,المنطقة الشرقية,الدمام,,قطعة أرض-سكنى,10,28626425.91,2849.716859
2023,2,الربع الثانى,20232,المنطقة الشرقية,الدمام,,قطعة أرض-سكنى,6,4423742.4,1394.612546
2022,3,الربع الثالث,20223,المنطقة الشرقية,الدمام,,قطعة أرض-سكنى,5,6677820.0,
2021,4,الربع الرابع,20214,المنطقة الشرقية,الدمام,,قطعة أرض-سكنى,34,31346859.0,1189.540605
2021,1,الربع الأول,20211,المنطقة الشرقية,الدمام,,قطعة أرض-سكنى,42,47476832.5,1300.062655
2018,2,الربع الثانى,20182,المنطقة الشرقية,الدمام,,قطعة أرض-سكنى,4,7586929.63,
