year,quarter,region_ar,city_ar,Category,total_deals,average
2020,4,المنطقة الشرقية,العيون,دور - سكني,19,16952.6
2020,4,المنطقة الشرقية,القطيف,دور - سكني,46,19093.90909
2020,4,المنطقة الشرقية,القيصومة,دور - سكني,12,14800
2020,4,المنطقة الشرقية,النعيرية,دور - سكني,20,21694.73684
2020,4,المنطقة الشرقية,ام قليب,دور - سكني,1,12000
2020,4,المنطقة الشرقية,بقيق,دور - سكني,33,48751.18182
2020,4,المنطقة الشرقية,حفر الباطن,دور - سكني,117,15067.7957
2020,4,المنطقة الشرقية,رأس تنورة,دور - سكني,31,20441
2020,4,المنطقة الشرقية,قرية العليا - الرفيعه,دور - سكني,1,9600
2020,4,المنطقة الشرقية,مليجة,دور - سكني,1,9600
2020,4,المنطقة الشرقية,الاحساء,شقة - سكني,5370,12301.4993
2020,4,المنطقة الشرقية,الجبيل,شقة - سكني,4508,18114.84363
2020,4,المنطقة الشرقية,الخبر,شقة - سكني,10520,19468.38965
2020,4,المنطقة الشرقية,الخفجي,شقة - سكني,350,14259.73145
2020,4,المنطقة الشرقية,الدمام,شقة - سكني,18348,16983.55677
2020,4,المنطقة الشرقية,الذيبية,شقة - سكني,73,17610.36538
2020,4,المنطقة الشرقية,العيون,شقة - سكني,82,13042.38889
2020,4,المنطقة الشرقية,القطيف,شقة - سكني,1331,16390.10624
2020,4,المنطقة الشرقية,القيصومة,شقة - سكني,70,8964.075
2020,4,المنطقة الشرقية,النعيرية,شقة - سكني,214,13871.9881
2020,4,المنطقة الشرقية,بقيق,شقة - سكني,136,15351.43878
2020,4,المنطقة الشرقية,حفر الباطن,شقة - سكني,894,11104.95306
2020,4,المنطقة الشرقية,رأس تنورة,شقة - سكني,553,15749.3028
2020,4,المنطقة الشرقية,قرية العليا,شقة - سكني,8,8399.666666
2020,4,المنطقة الشرقية,قرية العليا - الرفيعه,شقة - سكني,2,7000
2020,4,المنطقة الشرقية,الاحساء,فيلا - سكني,27,28553.85185
2020,4,المنطقة الشرقية,الجبيل,فيلا - سكني,69,52688.2
2020,4,المنطقة الشرقية,الخبر,فيلا - سكني,239,73137.1831
2020,4,المنطقة الشرقية,الخفجي,فيلا - سكني,3,29600
2020,4,المنطقة الشرقية,الدمام,فيلا - سكني,220,48378.46561
2020,4,المنطقة الشرقية,القطيف,فيلا - سكني,8,27625
2020,4,المنطقة الشرقية,القيصومة,فيلا - سكني,1,24000
2020,4,المنطقة الشرقية,بقيق,فيلا - سكني,2,72500
2020,4,المنطقة الشرقية,حفر الباطن,فيلا - سكني,2,34200
2020,4,المنطقة الشرقية,رأس تنورة,فيلا - سكني,3,81500
2020,4,المنطقة الشرقية,الاحساء,محل - تجاري,1307,406.71684
2020,4,المنطقة الشرقية,الجبيل,محل - تجاري,188,436.584352
2020,4,المنطقة الشرقية,الخبر,محل - تجاري,1070,630.804742
2020,4,المنطقة الشرقية,الخفجي,محل - تجاري,129,381.663992
2020,4,المنطقة الشرقية,الدمام,محل - تجاري,2499,703.69028
2020,4,المنطقة الشرقية,الذيبية,محل - تجاري,5,308.04127
2020,4,المنطقة الشرقية,العيون,محل - تجاري,23,297.458833
2020,4,المنطقة الشرقية,القطيف,محل - تجاري,558,407.711239
2020,4,المنطقة الشرقية,القيصومة,محل - تجاري,37,197.01859
2020,4,المنطقة الشرقية,النعيرية,محل - تجاري,58,290.010318
2020,4,المنطقة الشرقية,بقيق,محل - تجاري,25,464.053345
2020,4,المنطقة الشرقية,حفر الباطن,محل - تجاري,400,373.568498
2020,4,المنطقة الشرقية,رأس تنورة,محل - تجاري,50,251.437034
2020,4,المنطقة الشرقية,قرية العليا,محل - تجاري,5,294.285714
2020,4,المنطقة الشرقية,مليجة,محل - تجاري,2,121
2020,4,المنطقة الشرقية,الاحساء,معرض تجاري - تجاري,27,455.63231
2020,4,المنطقة الشرقية,الجبيل,معرض تجاري - تجاري,7,1511.776148
2020,4,المنطقة الشرقية,الخبر,معرض تجاري - تجاري,123,733.401124
2020,4,المنطقة الشرقية,الدمام,معرض تجاري - تجاري,157,853.818899
2020,4,المنطقة الشرقية,الذيبية,معرض تجاري - تجاري,1,205.56
2020,4,المنطقة الشرقية,القطيف,معرض تجاري - تجاري,10,430.374946
2020,4,المنطقة الشرقية,حفر الباطن,معرض تجاري - تجاري,6,254.619048
2020,4,المنطقة الشرقية,رأس تنورة,معرض تجاري - تجاري,2,487.80488
2020,4,المنطقة الشرقية,الاحساء,مكتب - تجاري,80,230.712023
2020,4,المنطقة الشرقية,الجبيل,مكتب - تجاري,39,346.544185
2020,4,المنطقة الشرقية,الخبر,مكتب - تجاري,598,425.58782
2020,4,المنطقة الشرقية,الخفجي,مكتب - تجاري,1,420
2020,4,المنطقة الشرقية,الدمام,مكتب - تجاري,636,315.224023
2020,4,المنطقة الشرقية,القطيف,مكتب - تجاري,53,257.48607
2020,4,المنطقة الشرقية,النعيرية,مكتب - تجاري,2,266.666665
2020,4,المنطقة الشرقية,حفر الباطن,مكتب - تجاري,8,178.457487
2020,4,المنطقة الشرقية,رأس تنورة,مكتب - تجاري,3,312.5
2021,1,المنطقة الشرقية,الاحساء,استديو - سكني,306,9960.777327
2021,1,المنطقة الشرقية,الجبيل,استديو - سكني,596,13269.69697
2021,1,المنطقة الشرقية,الخبر,استديو - سكني,1029,12700.55731
2021,1,المنطقة الشرقية,الخفجي,استديو - سكني,57,10538.09524
2021,1,المنطقة الشرقية,الدمام,استديو - سكني,2056,11005.6438
2021,1,المنطقة الشرقية,العيون,استديو - سكني,7,13200
2021,1,المنطقة الشرقية,القطيف,استديو - سكني,55,9458
2021,1,المنطقة الشرقية,النعيرية,استديو - سكني,16,24046.15385
2021,1,المنطقة الشرقية,بقيق,استديو - سكني,8,13000
2021,1,المنطقة الشرقية,حفر الباطن,استديو - سكني,67,8782.142857
2021,1,المنطقة الشرقية,رأس تنورة,استديو - سكني,27,12084.61538
2021,1,المنطقة الشرقية,الاحساء,دوبلاكس - سكني,24,31160.16667
2021,1,المنطقة الشرقية,الجبيل,دوبلاكس - سكني,64,39829.5082
2021,1,المنطقة الشرقية,الخبر,دوبلاكس - سكني,351,62533.73438
2021,1,المنطقة الشرقية,الخفجي,دوبلاكس - سكني,6,21534.4
2021,1,المنطقة الشرقية,الدمام,دوبلاكس - سكني,349,43096.51493
2021,1,المنطقة الشرقية,القطيف,دوبلاكس - سكني,33,23622.21875
2021,1,المنطقة الشرقية,حفر الباطن,دوبلاكس - سكني,6,17993.83333
2021,1,المنطقة الشرقية,رأس تنورة,دوبلاكس - سكني,1,22000
2021,1,المنطقة الشرقية,الاحساء,دور - سكني,170,17560
2021,1,المنطقة الشرقية,الجبيل,دور - سكني,21,57331
2021,1,المنطقة الشرقية,الخبر,دور - سكني,161,35178.50388
2021,1,المنطقة الشرقية,الخفجي,دور - سكني,31,21194.28571
2021,1,المنطقة الشرقية,الدمام,دور - سكني,389,28557.72785
2021,1,المنطقة الشرقية,الذيبية,دور - سكني,2,15600
2021,1,المنطقة الشرقية,العيون,دور - سكني,6,15709
2021,1,المنطقة الشرقية,القطيف,دور - سكني,50,17634.30612
2021,1,المنطقة الشرقية,القيصومة,دور - سكني,10,15962.5
2021,1,المنطقة الشرقية,النعيرية,دور - سكني,15,19393.91667
2021,1,المنطقة الشرقية,بقيق,دور - سكني,20,29566.66667
2021,1,المنطقة الشرقية,حفر الباطن,دور - سكني,108,16034.60227
2021,1,المنطقة الشرقية,رأس تنورة,دور - سكني,20,24803
2021,1,المنطقة الشرقية,قرية العليا,دور - سكني,1,16800
2021,1,المنطقة الشرقية,الاحساء,شقة - سكني,6187,12409.42273
2021,1,المنطقة الشرقية,الجبيل,شقة - سكني,5828,17893.39271
2021,1,المنطقة الشرقية,الخبر,شقة - سكني,11164,18862.83237
2021,1,المنطقة الشرقية,الخفجي,شقة - سكني,456,13737
2021,1,المنطقة الشرقية,الدمام,شقة - سكني,17923,16666.36728
2021,1,المنطقة الشرقية,الذيبية,شقة - سكني,100,14741.83117
2021,1,المنطقة الشرقية,السعيرة,شقة - سكني,1,6260
2021,1,المنطقة الشرقية,العيون,شقة - سكني,106,13378.85507
2021,1,المنطقة الشرقية,القطيف,شقة - سكني,1799,15986.34172
2021,1,المنطقة الشرقية,القيصومة,شقة - سكني,39,8750
2021,1,المنطقة الشرقية,النعيرية,شقة - سكني,241,13070.87791
2021,1,المنطقة الشرقية,بقيق,شقة - سكني,233,16587.84354
2021,1,المنطقة الشرقية,حفر الباطن,شقة - سكني,937,11286.46073
2021,1,المنطقة الشرقية,رأس تنورة,شقة - سكني,519,15898.74848
2021,1,المنطقة الشرقية,قرية العليا,شقة - سكني,8,7714.375
2021,1,المنطقة الشرقية,قرية العليا - الرفيعه,شقة - سكني,3,10866.66667
2021,1,المنطقة الشرقية,مليجة,شقة - سكني,2,6750
2021,1,المنطقة الشرقية,الاحساء,فيلا - سكني,36,27906.35294
2021,1,المنطقة الشرقية,الجبيل,فيلا - سكني,87,47345.2381
2021,1,المنطقة الشرقية,الخبر,فيلا - سكني,399,78010.51261
2021,1,المنطقة الشرقية,الدمام,فيلا - سكني,224,49767.1701
2021,1,المنطقة الشرقية,القطيف,فيلا - سكني,12,23916.66667
2021,1,المنطقة الشرقية,القيصومة,فيلا - سكني,1,12000
2021,1,المنطقة الشرقية,حفر الباطن,فيلا - سكني,2,25800
2021,1,المنطقة الشرقية,رأس تنورة,فيلا - سكني,3,44848.33333
2021,1,المنطقة الشرقية,الاحساء,محل - تجاري,966,386.087129
2021,1,المنطقة الشرقية,الجبيل,محل - تجاري,365,465.77908
2021,1,المنطقة الشرقية,الخبر,محل - تجاري,1011,593.23475
2021,1,المنطقة الشرقية,الخفجي,محل - تجاري,112,448.539066
2021,1,المنطقة الشرقية,الدمام,محل - تجاري,2329,667.860672
2021,1,المنطقة الشرقية,الذيبية,محل - تجاري,7,257.799441
2021,1,المنطقة الشرقية,السعيرة,محل - تجاري,1,900
2021,1,المنطقة الشرقية,العيون,محل - تجاري,22,379.937977
2021,1,المنطقة الشرقية,القطيف,محل - تجاري,502,421.863623
2021,1,المنطقة الشرقية,القيصومة,محل - تجاري,24,255.919953
2021,1,المنطقة الشرقية,النعيرية,محل - تجاري,47,421.004529
2021,1,المنطقة الشرقية,بقيق,محل - تجاري,62,520.332023
2021,1,المنطقة الشرقية,حفر الباطن,محل - تجاري,364,472.155005
2021,1,المنطقة الشرقية,رأس تنورة,محل - تجاري,49,340.745434
2021,1,المنطقة الشرقية,قرية العليا,محل - تجاري,6,417.410715
2021,1,المنطقة الشرقية,مليجة,محل - تجاري,6,193.929116
2021,1,المنطقة الشرقية,الاحساء,معرض تجاري - تجاري,14,552.338687
2021,1,المنطقة الشرقية,الجبيل,معرض تجاري - تجاري,14,940.072678
2021,1,المنطقة الشرقية,الخبر,معرض تجاري - تجاري,87,639.439664
2021,1,المنطقة الشرقية,الخفجي,معرض تجاري - تجاري,2,468.75
2021,1,المنطقة الشرقية,الدمام,معرض تجاري - تجاري,159,738.628752
2021,1,المنطقة الشرقية,القطيف,معرض تجاري - تجاري,8,430.825322
2021,1,المنطقة الشرقية,القيصومة,معرض تجاري - تجاري,1,114.70588
2021,1,المنطقة الشرقية,بقيق,معرض تجاري - تجاري,1,310.34483
2021,1,المنطقة الشرقية,حفر الباطن,معرض تجاري - تجاري,3,220.142373
2021,1,المنطقة الشرقية,رأس تنورة,معرض تجاري - تجاري,3,426.829266
2021,1,المنطقة الشرقية,الاحساء,مكتب - تجاري,62,251.420699
2021,1,المنطقة الشرقية,الجبيل,مكتب - تجاري,58,309.209616
2021,1,المنطقة الشرقية,الخبر,مكتب - تجاري,530,407.422203
2021,1,المنطقة الشرقية,الخفجي,مكتب - تجاري,4,547.135417
2021,1,المنطقة الشرقية,الدمام,مكتب - تجاري,620,312.051643
2021,1,المنطقة الشرقية,الذيبية,مكتب - تجاري,1,428.57143
2021,1,المنطقة الشرقية,العيون,مكتب - تجاري,1,77.77778
2021,1,المنطقة الشرقية,القطيف,مكتب - تجاري,64,257.324675
2021,1,المنطقة الشرقية,بقيق,مكتب - تجاري,6,1337.746831
2021,1,المنطقة الشرقية,حفر الباطن,مكتب - تجاري,9,205.702688
2021,1,المنطقة الشرقية,رأس تنورة,مكتب - تجاري,4,173.604267
2021,2,المنطقة الشرقية,الاحساء,استديو - سكني,185,9054.527027
2021,2,المنطقة الشرقية,الجبيل,استديو - سكني,345,13516.52174
2021,2,المنطقة الشرقية,الخبر,استديو - سكني,495,13137.52358
2021,2,المنطقة الشرقية,الخفجي,استديو - سكني,17,15975
2021,2,المنطقة الشرقية,الدمام,استديو - سكني,815,12755.11724
2021,2,المنطقة الشرقية,العيون,استديو - سكني,11,16200
2021,2,المنطقة الشرقية,القطيف,استديو - سكني,33,8893.75
2021,2,المنطقة الشرقية,القيصومة,استديو - سكني,1,12000
2021,2,المنطقة الشرقية,النعيرية,استديو - سكني,13,16800
2021,2,المنطقة الشرقية,بقيق,استديو - سكني,5,11400
2021,2,المنطقة الشرقية,حفر الباطن,استديو - سكني,77,9842.04878
2021,2,المنطقة الشرقية,رأس تنورة,استديو - سكني,11,11594.66667
2021,2,المنطقة الشرقية,الاحساء,دوبلاكس - سكني,8,42500
2021,2,المنطقة الشرقية,الجبيل,دوبلاكس - سكني,8,36857.14286
2021,2,المنطقة الشرقية,الخبر,دوبلاكس - سكني,96,50887.3125
2021,2,المنطقة الشرقية,الدمام,دوبلاكس - سكني,84,37895.08537
2021,2,المنطقة الشرقية,القطيف,دوبلاكس - سكني,18,23768.66667
2021,2,المنطقة الشرقية,القيصومة,دوبلاكس - سكني,1,12000
2021,2,المنطقة الشرقية,حفر الباطن,دوبلاكس - سكني,9,19000
2021,2,المنطقة الشرقية,الاحساء,دور - سكني,94,16463.02439
2021,2,المنطقة الشرقية,الجبيل,دور - سكني,3,31333.33333
2021,2,المنطقة الشرقية,الخبر,دور - سكني,118,35116.4625
2021,2,المنطقة الشرقية,الخفجي,دور - سكني,4,15500
2021,2,المنطقة الشرقية,الدمام,دور - سكني,169,29421.17778
2021,2,المنطقة الشرقية,العيون,دور - سكني,2,9500
2021,2,المنطقة الشرقية,القطيف,دور - سكني,32,19535.40625
2021,2,المنطقة الشرقية,القيصومة,دور - سكني,10,14600
2021,2,المنطقة الشرقية,النعيرية,دور - سكني,6,20900
2021,2,المنطقة الشرقية,بقيق,دور - سكني,8,40400
2021,2,المنطقة الشرقية,حفر الباطن,دور - سكني,98,15670.29487
2021,2,المنطقة الشرقية,رأس تنورة,دور - سكني,5,22036.2
2021,2,المنطقة الشرقية,قرية العليا,دور - سكني,2,6000
2021,2,المنطقة الشرقية,الاحساء,شقة - سكني,3029,12223.96456
2021,2,المنطقة الشرقية,الجبيل,شقة - سكني,1819,18581.24156
2021,2,المنطقة الشرقية,الخبر,شقة - سكني,4678,19201.63253
2021,2,المنطقة الشرقية,الخفجي,شقة - سكني,152,14450.04724
2021,2,المنطقة الشرقية,الدمام,شقة - سكني,8061,17235.81362
2021,2,المنطقة الشرقية,الذيبية,شقة - سكني,29,16592.14286
2021,2,المنطقة الشرقية,العيون,شقة - سكني,65,12972.86538
2021,2,المنطقة الشرقية,القطيف,شقة - سكني,857,16255.99868
2021,2,المنطقة الشرقية,القيصومة,شقة - سكني,25,8463.157894
2021,2,المنطقة الشرقية,النعيرية,شقة - سكني,75,13016.47059
2021,2,المنطقة الشرقية,بقيق,شقة - سكني,142,16370
2021,2,المنطقة الشرقية,حفر الباطن,شقة - سكني,840,10213.33471
2021,2,المنطقة الشرقية,رأس تنورة,شقة - سكني,205,14974.83226
2021,2,المنطقة الشرقية,قرية العليا,شقة - سكني,6,6127.2
2021,2,المنطقة الشرقية,قرية العليا - الرفيعه,شقة - سكني,2,10000
2021,2,المنطقة الشرقية,الاحساء,فيلا - سكني,24,21500
2021,2,المنطقة الشرقية,الجبيل,فيلا - سكني,12,58416.66667
2021,2,المنطقة الشرقية,الخبر,فيلا - سكني,121,68024.34545
2021,2,المنطقة الشرقية,الدمام,فيلا - سكني,95,46165.94382
2021,2,المنطقة الشرقية,الذيبية,فيلا - سكني,1,18000
2021,2,المنطقة الشرقية,القطيف,فيلا - سكني,7,23297.85714
2021,2,المنطقة الشرقية,النعيرية,فيلا - سكني,2,27250
2021,2,المنطقة الشرقية,حفر الباطن,فيلا - سكني,8,27970
2021,2,المنطقة الشرقية,رأس تنورة,فيلا - سكني,2,33090.5
2021,2,المنطقة الشرقية,الاحساء,محل - تجاري,575,426.132366
2021,2,المنطقة الشرقية,الجبيل,محل - تجاري,165,457.301187
2021,2,المنطقة الشرقية,الخبر,محل - تجاري,453,539.79147
2021,2,المنطقة الشرقية,الخفجي,محل - تجاري,37,371.656424
2021,2,المنطقة الشرقية,الدمام,محل - تجاري,1052,706.542027
2021,2,المنطقة الشرقية,الذيبية,محل - تجاري,7,203.47551
2021,2,المنطقة الشرقية,العيون,محل - تجاري,21,280.792145
2021,2,المنطقة الشرقية,القطيف,محل - تجاري,246,412.976817
2021,2,المنطقة الشرقية,القيصومة,محل - تجاري,26,309.912771
2021,2,المنطقة الشرقية,النعيرية,محل - تجاري,11,342.717321
2021,2,المنطقة الشرقية,بقيق,محل - تجاري,17,487.910858
2021,2,المنطقة الشرقية,حفر الباطن,محل - تجاري,228,419.523145
2021,2,المنطقة الشرقية,رأس تنورة,محل - تجاري,12,326.44514
2021,2,المنطقة الشرقية,الاحساء,معرض تجاري - تجاري,18,940.651858
2021,2,المنطقة الشرقية,الجبيل,معرض تجاري - تجاري,1,281.25
2021,2,المنطقة الشرقية,الخبر,معرض تجاري - تجاري,38,569.060583
2021,2,المنطقة الشرقية,الدمام,معرض تجاري - تجاري,88,738.768599
2021,2,المنطقة الشرقية,القطيف,معرض تجاري - تجاري,6,629.10053
2021,2,المنطقة الشرقية,القيصومة,معرض تجاري - تجاري,1,222.22222
2021,2,المنطقة الشرقية,حفر الباطن,معرض تجاري - تجاري,2,224.7191
2021,2,المنطقة الشرقية,رأس تنورة,معرض تجاري - تجاري,6,519.764875
2021,2,المنطقة الشرقية,الاحساء,مكتب - تجاري,41,340.047984
2021,2,المنطقة الشرقية,الجبيل,مكتب - تجاري,22,344.978194
2021,2,المنطقة الشرقية,الخبر,مكتب - تجاري,207,419.720208
2021,2,المنطقة الشرقية,الخفجي,مكتب - تجاري,2,253.59375
2021,2,المنطقة الشرقية,الدمام,مكتب - تجاري,284,322.967859
2021,2,المنطقة الشرقية,الذيبية,مكتب - تجاري,1,309.67742
2021,2,المنطقة الشرقية,القطيف,مكتب - تجاري,28,316.125586
2021,2,المنطقة الشرقية,حفر الباطن,مكتب - تجاري,5,285
2021,3,المنطقة الشرقية,الاحساء,استديو - سكني,355,9723.685314
2021,3,المنطقة الشرقية,الجبيل,استديو - سكني,121,13429.62963
2021,3,المنطقة الشرقية,الخبر,استديو - سكني,641,13866.15094
2021,3,المنطقة الشرقية,الخفجي,استديو - سكني,24,11810
2021,3,المنطقة الشرقية,الدمام,استديو - سكني,1311,12423.33074
2021,3,المنطقة الشرقية,العيون,استديو - سكني,3,10333.33333
2021,3,المنطقة الشرقية,القطيف,استديو - سكني,43,10683.33333
2021,3,المنطقة الشرقية,القيصومة,استديو - سكني,4,13200
2021,3,المنطقة الشرقية,النعيرية,استديو - سكني,22,14863.63636
2021,3,المنطقة الشرقية,بقيق,استديو - سكني,9,8300
2021,3,المنطقة الشرقية,حفر الباطن,استديو - سكني,190,10982.59259
2021,3,المنطقة الشرقية,رأس تنورة,استديو - سكني,16,13053.33333
2021,3,المنطقة الشرقية,قرية العليا,استديو - سكني,1,4800
2021,3,المنطقة الشرقية,الاحساء,دوبلاكس - سكني,19,21722.22222
2021,3,المنطقة الشرقية,الجبيل,دوبلاكس - سكني,9,35573.75
2021,3,المنطقة الشرقية,الخبر,دوبلاكس - سكني,100,53898.22785
2021,3,المنطقة الشرقية,الخفجي,دوبلاكس - سكني,2,32500
2021,3,المنطقة الشرقية,الدمام,دوبلاكس - سكني,165,39872.67974
2021,3,المنطقة الشرقية,العيون,دوبلاكس - سكني,2,18000
2021,3,المنطقة الشرقية,القطيف,دوبلاكس - سكني,31,27782.39286
2021,3,المنطقة الشرقية,بقيق,دوبلاكس - سكني,1,16000
2021,3,المنطقة الشرقية,حفر الباطن,دوبلاكس - سكني,2,19200
2021,3,المنطقة الشرقية,رأس تنورة,دوبلاكس - سكني,1,22000
2021,3,المنطقة الشرقية,الاحساء,دور - سكني,166,17593.21711
2021,3,المنطقة الشرقية,الجبيل,دور - سكني,5,24000
2021,3,المنطقة الشرقية,الخبر,دور - سكني,122,29843.06931
2021,3,المنطقة الشرقية,الخفجي,دور - سكني,11,21289.18182
2021,3,المنطقة الشرقية,الدمام,دور - سكني,368,26882.91639
2021,3,المنطقة الشرقية,السعيرة,دور - سكني,1,14400
2021,3,المنطقة الشرقية,العيون,دور - سكني,6,15878.66667
2021,3,المنطقة الشرقية,القطيف,دور - سكني,48,21805.19149
2021,3,المنطقة الشرقية,القيصومة,دور - سكني,13,16800
2021,3,المنطقة الشرقية,النعيرية,دور - سكني,10,18577.77778
2021,3,المنطقة الشرقية,بقيق,دور - سكني,10,26878.77778
2021,3,المنطقة الشرقية,حفر الباطن,دور - سكني,209,14538.12658
2021,3,المنطقة الشرقية,رأس تنورة,دور - سكني,17,22571.375
2021,3,المنطقة الشرقية,قرية العليا - الرفيعه,دور - سكني,4,18450
2021,3,المنطقة الشرقية,الاحساء,شقة - سكني,6406,12487.03296
2021,3,المنطقة الشرقية,الجبيل,شقة - سكني,2532,19179.73599
2021,3,المنطقة الشرقية,الخبر,شقة - سكني,7649,20591.18414
2021,3,المنطقة الشرقية,الخفجي,شقة - سكني,391,14151.121
2021,3,المنطقة الشرقية,الدمام,شقة - سكني,14465,18020.25175
2021,3,المنطقة الشرقية,الذيبية,شقة - سكني,42,15325.96875
2021,3,المنطقة الشرقية,العيون,شقة - سكني,182,12281.50714
2021,3,المنطقة الشرقية,القطيف,شقة - سكني,1734,16577.3823
2021,3,المنطقة الشرقية,القيصومة,شقة - سكني,79,10617.72727
2021,3,المنطقة الشرقية,النعيرية,شقة - سكني,126,14867.56637
2021,3,المنطقة الشرقية,بقيق,شقة - سكني,142,17541.5283
2021,3,المنطقة الشرقية,حفر الباطن,شقة - سكني,1982,10179.39014
2021,3,المنطقة الشرقية,رأس تنورة,شقة - سكني,360,15607.79913
2021,3,المنطقة الشرقية,قرية العليا,شقة - سكني,1,6000
2021,3,المنطقة الشرقية,قرية العليا - الرفيعه,شقة - سكني,2,9300
2021,3,المنطقة الشرقية,مليجة,شقة - سكني,3,8466.666666
2021,3,المنطقة الشرقية,الاحساء,فيلا - سكني,100,20247.3
2021,3,المنطقة الشرقية,الجبيل,فيلا - سكني,47,52638.23913
2021,3,المنطقة الشرقية,الخبر,فيلا - سكني,369,70321.08207
2021,3,المنطقة الشرقية,الخفجي,فيلا - سكني,9,23880.88889
2021,3,المنطقة الشرقية,الدمام,فيلا - سكني,354,49117.01455
2021,3,المنطقة الشرقية,العيون,فيلا - سكني,2,16227
2021,3,المنطقة الشرقية,القطيف,فيلا - سكني,28,26557.70833
2021,3,المنطقة الشرقية,القيصومة,فيلا - سكني,1,24000
2021,3,المنطقة الشرقية,النعيرية,فيلا - سكني,4,31333.33333
2021,3,المنطقة الشرقية,بقيق,فيلا - سكني,1,10000
2021,3,المنطقة الشرقية,حفر الباطن,فيلا - سكني,20,28882.35294
2021,3,المنطقة الشرقية,الاحساء,محل - تجاري,1369,404.293594
2021,3,المنطقة الشرقية,الجبيل,محل - تجاري,313,471.491487
2021,3,المنطقة الشرقية,الخبر,محل - تجاري,1098,561.62343
2021,3,المنطقة الشرقية,الخفجي,محل - تجاري,95,398.780801
2021,3,المنطقة الشرقية,الدمام,محل - تجاري,2239,715.339811
2021,3,المنطقة الشرقية,الذيبية,محل - تجاري,20,266.481188
2021,3,المنطقة الشرقية,السعيرة,محل - تجاري,1,18
2021,3,المنطقة الشرقية,العيون,محل - تجاري,43,421.299784
2021,3,المنطقة الشرقية,القطيف,محل - تجاري,561,450.829212
2021,3,المنطقة الشرقية,القيصومة,محل - تجاري,25,179.54143
2021,3,المنطقة الشرقية,النعيرية,محل - تجاري,17,250.219484
2021,3,المنطقة الشرقية,بقيق,محل - تجاري,47,443.813491
2021,3,المنطقة الشرقية,حفر الباطن,محل - تجاري,522,470.603038
2021,3,المنطقة الشرقية,رأس تنورة,محل - تجاري,29,347.522604
2021,3,المنطقة الشرقية,قرية العليا,محل - تجاري,8,289.6105
2021,3,المنطقة الشرقية,مليجة,محل - تجاري,1,96
2021,3,المنطقة الشرقية,الاحساء,معرض تجاري - تجاري,119,870.89345
2021,3,المنطقة الشرقية,الجبيل,معرض تجاري - تجاري,14,815.569678
2021,3,المنطقة الشرقية,الخبر,معرض تجاري - تجاري,329,761.113915
2021,3,المنطقة الشرقية,الخفجي,معرض تجاري - تجاري,3,650
2021,3,المنطقة الشرقية,الدمام,معرض تجاري - تجاري,480,725.010205
2021,3,المنطقة الشرقية,العيون,معرض تجاري - تجاري,3,450.432433
2021,3,المنطقة الشرقية,القطيف,معرض تجاري - تجاري,41,512.717748
2021,3,المنطقة الشرقية,حفر الباطن,معرض تجاري - تجاري,51,288.011982
2021,3,المنطقة الشرقية,رأس تنورة,معرض تجاري - تجاري,1,959.57576
2021,3,المنطقة الشرقية,الاحساء,مكتب - تجاري,89,279.158687
2021,3,المنطقة الشرقية,الجبيل,مكتب - تجاري,58,329.661956
2021,3,المنطقة الشرقية,الخبر,مكتب - تجاري,589,445.764283
2021,3,المنطقة الشرقية,الدمام,مكتب - تجاري,684,326.276666
2021,3,المنطقة الشرقية,الذيبية,مكتب - تجاري,1,400
2021,3,المنطقة الشرقية,القطيف,مكتب - تجاري,56,273.814153
2021,3,المنطقة الشرقية,حفر الباطن,مكتب - تجاري,7,458.129251
2021,3,المنطقة الشرقية,رأس تنورة,مكتب - تجاري,3,297.838826
2021,4,المنطقة الشرقية,الاحساء,استديو - سكني,345,9742.280701
2021,4,المنطقة الشرقية,الجبيل,استديو - سكني,260,14133.3012
2021,4,المنطقة الشرقية,الخبر,استديو - سكني,920,12672.75591
2021,4,المنطقة الشرقية,الخفجي,استديو - سكني,36,12630.30303
2021,4,المنطقة الشرقية,الدمام,استديو - سكني,1854,11624.39973
2021,4,المنطقة الشرقية,العيون,استديو - سكني,8,15433.33333
2021,4,المنطقة الشرقية,القطيف,استديو - سكني,44,10251.90476
2021,4,المنطقة الشرقية,القيصومة,استديو - سكني,1,12000
2021,4,المنطقة الشرقية,النعيرية,استديو - سكني,15,13542.85714
2021,4,المنطقة الشرقية,بقيق,استديو - سكني,6,9411
2021,4,المنطقة الشرقية,حفر الباطن,استديو - سكني,89,10230.23256
2021,4,المنطقة الشرقية,رأس تنورة,استديو - سكني,22,16084.21053
2021,4,المنطقة الشرقية,الاحساء,دوبلاكس - سكني,39,21984.94595
2021,4,المنطقة الشرقية,الجبيل,دوبلاكس - سكني,10,38435.66667
2021,4,المنطقة الشرقية,الخبر,دوبلاكس - سكني,135,50836.78512
2021,4,المنطقة الشرقية,الخفجي,دوبلاكس - سكني,4,25750
2021,4,المنطقة الشرقية,الدمام,دوبلاكس - سكني,229,40506.06912
2021,4,المنطقة الشرقية,العيون,دوبلاكس - سكني,1,20000
2021,4,المنطقة الشرقية,القطيف,دوبلاكس - سكني,25,26801.29167
2021,4,المنطقة الشرقية,النعيرية,دوبلاكس - سكني,1,90000
2021,4,المنطقة الشرقية,حفر الباطن,دوبلاكس - سكني,10,18044.44444
2021,4,المنطقة الشرقية,رأس تنورة,دوبلاكس - سكني,1,20000
