المنطقة,المدينة,نوع السند الرئيسي,تاريخ القرار ميلادي,الرقم المرجعي
 الرياض,الرياض,أوراق تجارية,2025/07/06,"15,518,823"
 الرياض,الرياض,احكام و قرارات,2025/07/06,"15,522,386"
 الرياض,الرياض,احكام و قرارات,2025/07/06,"15,524,286"
 مكة المكرمه,مكة المكرمة,احكام و قرارات,2025/07/06,"15,518,996"
 مكة المكرمه,مكة المكرمة,احكام و قرارات,2025/07/06,"15,519,237"
 مكة المكرمه,مكة المكرمة,احكام و قرارات,2025/07/06,"15,518,995"
 مكة المكرمه,جده,أوراق تجارية,2025/07/06,"15,518,628"
 مكة المكرمه,جده,احكام و قرارات,2025/07/06,"15,521,275"
 مكة المكرمه,جده,احكام و قرارات,2025/07/06,"15,521,274"
 مكة المكرمه,جده,أوراق تجارية,2025/07/06,"15,520,569"
 مكة المكرمه,جده,احكام و قرارات,2025/07/06,"15,523,630"
 المدينة المنوره,المدينة المنورة,احكام و قرارات,2025/07/06,"15,510,537"
 المدينة المنوره,المدينة المنورة,احكام و قرارات,2025/07/06,"15,519,645"
 المدينة المنوره,المدينة المنورة,احكام و قرارات,2025/07/06,"15,518,323"
 المدينة المنوره,المدينة المنورة,احكام و قرارات,2025/07/06,"15,518,322"
 الشرقية,الدمام,اخلاء,2025/07/06,"15,512,056"
 الشرقية,الدمام,عقود,2025/07/06,"15,519,066"
 الشرقية,حفر الباطن,عقود,2025/07/06,"15,512,749"
 الشرقية,حفر الباطن,عقود,2025/07/06,"15,517,624"
 الشرقية,حفر الباطن,عقود,2025/07/06,"15,517,716"
 الشرقية,حفر الباطن,عقود,2025/07/06,"15,517,535"
 الشرقية,حفر الباطن,عقود,2025/07/06,"15,517,751"
 عسير,ابها,اخلاء,2025/07/06,"15,522,910"
 حائل,حائل,احكام و قرارات,2025/07/06,"15,522,427"
 جازان,جيزان,أوراق تجارية,2025/07/06,"15,512,699"
 الرياض,الرياض,أوراق تجارية,2025/07/07,"15,535,283"
 الرياض,الرياض,أوراق تجارية,2025/07/07,"15,533,038"
 الرياض,الرياض,أوراق تجارية,2025/07/07,"15,537,863"
 الرياض,الرياض,أوراق تجارية,2025/07/07,"15,539,790"
 الرياض,الرياض,أوراق تجارية,2025/07/07,"15,539,792"
 الرياض,الرياض,أوراق تجارية,2025/07/07,"15,539,791"
 مكة المكرمه,مكة المكرمة,اخلاء,2025/07/07,"15,538,530"
 مكة المكرمه,مكة المكرمة,أوراق تجارية,2025/07/07,"15,532,721"
 مكة المكرمه,جده,أوراق تجارية,2025/07/07,"15,533,812"
 مكة المكرمه,جده,أوراق تجارية,2025/07/07,"15,533,813"
 المدينة المنوره,المدينة المنورة,احكام و قرارات,2025/07/07,"15,527,014"
 القصيم,بريده,احكام و قرارات,2025/07/07,"15,537,666"
 الشرقية,الدمام,اخلاء,2025/07/07,"15,537,457"
 الشرقية,الدمام,احكام و قرارات,2025/07/07,"15,526,625"
 الشرقية,الدمام,عقود,2025/07/07,"15,532,916"
 الشرقية,الدمام,احكام و قرارات,2025/07/07,"15,526,626"
 عسير,ابها,احكام و قرارات,2025/07/07,"15,533,133"
 حائل,حائل,عقود,2025/07/07,"15,537,179"
 جازان,جيزان,احكام و قرارات,2025/07/07,"15,534,248"
 جازان,جيزان,احكام و قرارات,2025/07/07,"15,534,247"
 جازان,جيزان,احكام و قرارات,2025/07/07,"15,535,355"
 جازان,جيزان,احكام و قرارات,2025/07/07,"15,535,354"
 الرياض,الرياض,اخلاء,2025/07/08,"15,553,152"
 الرياض,الرياض,اخلاء,2025/07/08,"15,553,151"
 الرياض,الرياض,اخلاء,2025/07/08,"15,553,150"
 الرياض,الرياض,اخلاء,2025/07/08,"15,553,149"
 الرياض,الرياض,اخلاء,2025/07/08,"15,553,148"
 الرياض,الرياض,اخلاء,2025/07/08,"15,553,147"
 الرياض,الرياض,اخلاء,2025/07/08,"15,553,146"
 الرياض,الرياض,اخلاء,2025/07/08,"15,553,145"
 الرياض,الرياض,اخلاء,2025/07/08,"15,553,182"
 الرياض,الرياض,اخلاء,2025/07/08,"15,553,181"
 الرياض,الرياض,اخلاء,2025/07/08,"15,553,180"
 الرياض,الرياض,اخلاء,2025/07/08,"15,553,174"
 الرياض,الرياض,اخلاء,2025/07/08,"15,553,173"
 الرياض,الرياض,اخلاء,2025/07/08,"15,553,172"
 الرياض,الرياض,اخلاء,2025/07/08,"15,553,171"
 الرياض,الرياض,اخلاء,2025/07/08,"15,553,170"
 الرياض,الرياض,اخلاء,2025/07/08,"15,553,169"
 الرياض,الرياض,اخلاء,2025/07/08,"15,553,168"
 الرياض,الرياض,اخلاء,2025/07/08,"15,553,167"
 الرياض,الرياض,اخلاء,2025/07/08,"15,553,166"
 الرياض,الرياض,اخلاء,2025/07/08,"15,553,165"
 الرياض,الرياض,اخلاء,2025/07/08,"15,553,164"
 الرياض,الرياض,اخلاء,2025/07/08,"15,553,163"
 الرياض,الرياض,اخلاء,2025/07/08,"15,553,162"
 الرياض,الرياض,اخلاء,2025/07/08,"15,553,161"
 الرياض,الرياض,اخلاء,2025/07/08,"15,553,160"
 الرياض,الرياض,اخلاء,2025/07/08,"15,553,159"
 الرياض,الرياض,اخلاء,2025/07/08,"15,553,158"
 الرياض,الرياض,اخلاء,2025/07/08,"15,553,156"
 الرياض,الرياض,اخلاء,2025/07/08,"15,553,155"
 الرياض,الرياض,اخلاء,2025/07/08,"15,553,154"
 الرياض,الرياض,اخلاء,2025/07/08,"15,553,153"
 الرياض,الرياض,أوراق تجارية إلكترونية,2025/07/08,"15,550,570"
 الرياض,الرياض,أوراق تجارية,2025/07/08,"15,547,856"
 مكة المكرمه,مكة المكرمة,احكام و قرارات,2025/07/08,"15,548,450"
 مكة المكرمه,مكة المكرمة,احكام و قرارات,2025/07/08,"15,542,638"
 مكة المكرمه,جده,أوراق تجارية,2025/07/08,"15,539,968"
 مكة المكرمه,الطائف,احكام و قرارات,2025/07/08,"15,548,858"
 المدينة المنوره,المدينة المنورة,احكام و قرارات,2025/07/08,"15,542,368"
 المدينة المنوره,المدينة المنورة,احكام و قرارات,2025/07/08,"15,549,065"
 المدينة المنوره,المدينة المنورة,أوراق تجارية,2025/07/08,"15,548,490"
 المدينة المنوره,المدينة المنورة,احكام و قرارات,2025/07/08,"15,543,007"
 القصيم,بريده,احكام و قرارات,2025/07/08,"15,542,889"
 الشرقية,الدمام,اخلاء,2025/07/08,"15,542,574"
 الشرقية,الدمام,اخلاء,2025/07/08,"15,549,505"
 الشرقية,الدمام,أوراق تجارية,2025/07/08,"15,549,379"
 الشرقية,الدمام,عقود,2025/07/08,"15,550,470"
 الشرقية,الدمام,أوراق تجارية,2025/07/08,"15,549,380"
 الشرقية,الدمام,أوراق تجارية,2025/07/08,"15,549,381"
 الشرقية,الدمام,أوراق تجارية,2025/07/08,"15,549,382"
 الشرقية,الدمام,أوراق تجارية,2025/07/08,"15,549,369"
 الشرقية,الدمام,أوراق تجارية,2025/07/08,"15,549,378"
 الشرقية,الدمام,احكام و قرارات,2025/07/08,"15,548,668"
 الشرقية,الدمام,أوراق تجارية,2025/07/08,"15,549,377"
 الشرقية,الدمام,أوراق تجارية,2025/07/08,"15,549,376"
 الشرقية,الدمام,أوراق تجارية,2025/07/08,"15,549,375"
 الشرقية,الدمام,أوراق تجارية,2025/07/08,"15,549,374"
 الشرقية,الدمام,أوراق تجارية,2025/07/08,"15,549,373"
 الشرقية,الدمام,أوراق تجارية,2025/07/08,"15,549,372"
 الشرقية,الدمام,أوراق تجارية,2025/07/08,"15,549,371"
 الشرقية,الدمام,أوراق تجارية,2025/07/08,"15,549,370"
 الشرقية,الدمام,اخلاء,2025/07/08,"15,541,253"
 الشرقية,الدمام,عقود,2025/07/08,"15,550,407"
 الشرقية,الدمام,احكام و قرارات,2025/07/08,"15,548,667"
 الشرقية,الدمام,احكام و قرارات,2025/07/08,"15,548,999"
 الشرقية,الاحساء,احكام و قرارات,2025/07/08,"15,550,041"
 عسير,ابها,أوراق تجارية,2025/07/08,"15,551,890"
 حائل,حائل,أوراق تجارية إلكترونية,2025/07/08,"15,543,352"
 الرياض,الرياض,أوراق تجارية,2025/07/09,"15,560,326"
 الرياض,الرياض,أوراق تجارية,2025/07/09,"15,560,328"
 الرياض,الرياض,أوراق تجارية,2025/07/09,"15,561,952"
 الرياض,الرياض,أوراق تجارية,2025/07/09,"15,561,951"
 الرياض,الرياض,أوراق تجارية,2025/07/09,"15,560,327"
 الرياض,الرياض,أوراق تجارية إلكترونية,2025/07/09,"15,557,355"
 الرياض,الرياض,أوراق تجارية,2025/07/09,"15,561,953"
 الرياض,الرياض,احكام و قرارات,2025/07/09,"15,556,750"
 الرياض,الرياض,احكام و قرارات,2025/07/09,"15,560,236"
 مكة المكرمه,جده,احكام و قرارات,2025/07/09,"15,562,047"
 مكة المكرمه,جده,احكام و قرارات,2025/07/09,"15,562,048"
 مكة المكرمه,جده,احكام و قرارات,2025/07/09,"15,562,045"
 مكة المكرمه,جده,احكام و قرارات,2025/07/09,"15,556,459"
 مكة المكرمه,جده,احكام و قرارات,2025/07/09,"15,556,457"
 مكة المكرمه,جده,احكام و قرارات,2025/07/09,"15,556,461"
 مكة المكرمه,جده,احكام و قرارات,2025/07/09,"15,556,460"
 مكة المكرمه,جده,احكام و قرارات,2025/07/09,"15,556,458"
 مكة المكرمه,جده,احكام و قرارات,2025/07/09,"15,562,094"
 مكة المكرمه,جده,أوراق تجارية,2025/07/09,"15,555,956"
 مكة المكرمه,جده,احكام و قرارات,2025/07/09,"15,562,046"
 مكة المكرمه,جده,اخلاء,2025/07/09,"15,554,790"
 مكة المكرمه,جده,احكام و قرارات,2025/07/09,"15,562,095"
 مكة المكرمه,جده,مزاد,2025/07/09,"15,564,276"
 المدينة المنوره,المدينة المنورة,أوراق تجارية إلكترونية,2025/07/09,"15,562,667"
 الشرقية,الدمام,اخلاء,2025/07/09,"15,560,339"
 الشرقية,الدمام,احكام و قرارات,2025/07/09,"15,563,571"
 الشرقية,الدمام,اخلاء,2025/07/09,"15,557,172"
 الشرقية,الدمام,احكام و قرارات,2025/07/09,"15,563,570"
 الشرقية,الدمام,احكام و قرارات,2025/07/09,"15,560,456"
 الشرقية,الدمام,احكام و قرارات,2025/07/09,"15,562,520"
 عسير,ابها,احكام و قرارات,2025/07/09,"15,564,033"
 حائل,حائل,أوراق تجارية,2025/07/09,"15,563,423"
 حائل,حائل,عقود,2025/07/09,"15,563,258"
 حائل,حائل,احكام و قرارات,2025/07/09,"15,563,502"
 جازان,جيزان,أوراق تجارية إلكترونية,2025/07/09,"15,555,040"
 جازان,جيزان,عقود,2025/07/09,"15,564,065"
 جازان,جيزان,احكام و قرارات,2025/07/09,"15,564,097"
 الباحة,الباحه,احكام و قرارات,2025/07/09,"15,563,763"
 الباحة,الباحه,احكام و قرارات,2025/07/09,"15,563,764"
 الباحة,الباحه,احكام و قرارات,2025/07/09,"15,563,765"
 الباحة,الباحه,احكام و قرارات,2025/07/09,"15,563,762"
 الرياض,الرياض,أوراق تجارية,2025/07/10,"15,571,424"
 الرياض,الرياض,عقود,2025/07/10,"15,572,926"
 الرياض,الرياض,أوراق تجارية,2025/07/10,"15,570,240"
 الرياض,الرياض,أوراق تجارية,2025/07/10,"15,572,794"
 الرياض,الرياض,احكام و قرارات,2025/07/10,"15,573,068"
 الرياض,الرياض,احكام و قرارات,2025/07/10,"15,569,613"
 مكة المكرمه,مكة المكرمة,مزاد,2025/07/10,"15,570,105"
 مكة المكرمه,مكة المكرمة,مزاد,2025/07/10,"15,570,782"
 مكة المكرمه,جده,أوراق تجارية,2025/07/10,"15,572,878"
 مكة المكرمه,جده,احكام و قرارات,2025/07/10,"15,572,112"
 المدينة المنوره,المدينة المنورة,احكام و قرارات,2025/07/10,"15,570,334"
 الشرقية,الدمام,اخلاء,2025/07/10,"15,570,865"
 الشرقية,الدمام,اخلاء,2025/07/10,"15,565,170"
 الشرقية,الدمام,محاضر,2025/07/10,"15,571,135"
 الشرقية,الدمام,احكام و قرارات,2025/07/10,"15,570,885"
 الشرقية,الدمام,احكام و قرارات,2025/07/10,"15,571,740"
 الشرقية,الدمام,أوراق تجارية,2025/07/10,"15,569,997"
 الشرقية,الدمام,اخلاء,2025/07/10,"15,567,200"
 الشرقية,الدمام,محاضر,2025/07/10,"15,571,134"
 الشرقية,الدمام,محاضر,2025/07/10,"15,571,136"
 عسير,ابها,عقود,2025/07/10,"15,573,787"
 عسير,ابها,احكام و قرارات,2025/07/10,"15,571,930"
 حائل,حائل,أوراق تجارية,2025/07/10,"15,573,212"
 حائل,حائل,أوراق تجارية,2025/07/10,"15,565,763"
 الجوف,سكاكا,أوراق تجارية,2025/07/10,"15,566,533"
 الجوف,سكاكا,أوراق تجارية,2025/07/10,"15,566,532"
 الرياض,الرياض,اخلاء,2025/07/11,"15,574,107"
 الرياض,الرياض,عقود,2025/07/13,"15,600,005"
 مكة المكرمه,جده,اخلاء,2025/07/13,"15,597,116"
 مكة المكرمه,جده,أوراق تجارية,2025/07/13,"15,600,112"
 المدينة المنوره,المدينة المنورة,أوراق تجارية,2025/07/13,"15,597,885"
 الشرقية,الدمام,أوراق تجارية,2025/07/13,"15,590,481"
 عسير,ابها,عقود,2025/07/13,"15,595,754"
 عسير,ابها,احكام و قرارات,2025/07/13,"15,596,999"
 جازان,جيزان,أوراق تجارية إلكترونية,2025/07/13,"15,596,163"
 جازان,جيزان,أوراق تجارية إلكترونية,2025/07/13,"15,596,162"
 جازان,جيزان,أوراق تجارية إلكترونية,2025/07/13,"15,596,161"
 نجران,نجران,عقود,2025/07/13,"15,588,856"
 نجران,نجران,عقود,2025/07/13,"15,588,743"
 الرياض,الرياض,أوراق تجارية,2025/07/14,"15,616,988"
 الرياض,الرياض,أوراق تجارية,2025/07/14,"15,616,989"
 الرياض,الرياض,احكام و قرارات,2025/07/14,"15,615,926"
 الرياض,الرياض,احكام و قرارات,2025/07/14,"15,614,951"
 مكة المكرمه,مكة المكرمة,احكام و قرارات,2025/07/14,"15,605,506"
 مكة المكرمه,مكة المكرمة,احكام و قرارات,2025/07/14,"15,605,507"
 مكة المكرمه,مكة المكرمة,احكام و قرارات,2025/07/14,"15,603,801"
 مكة المكرمه,مكة المكرمة,احكام و قرارات,2025/07/14,"15,603,800"
 مكة المكرمه,مكة المكرمة,احكام و قرارات,2025/07/14,"15,603,799"
 مكة المكرمه,جده,احكام و قرارات,2025/07/14,"15,618,112"
 مكة المكرمه,جده,احكام و قرارات,2025/07/14,"15,617,792"
 مكة المكرمه,جده,احكام و قرارات,2025/07/14,"15,617,791"
 مكة المكرمه,جده,احكام و قرارات,2025/07/14,"15,617,794"
 مكة المكرمه,جده,احكام و قرارات,2025/07/14,"15,617,793"
 المدينة المنوره,المدينة المنورة,محاضر,2025/07/14,"15,604,339"
 المدينة المنوره,المدينة المنورة,أوراق تجارية,2025/07/14,"15,613,944"
 المدينة المنوره,المدينة المنورة,أوراق تجارية,2025/07/14,"15,614,531"
 المدينة المنوره,المدينة المنورة,محاضر,2025/07/14,"15,604,338"
 المدينة المنوره,المدينة المنورة,محاضر,2025/07/14,"15,613,781"
 المدينة المنوره,المدينة المنورة,محاضر,2025/07/14,"15,613,780"
 المدينة المنوره,المدينة المنورة,احكام و قرارات,2025/07/14,"15,604,741"
 المدينة المنوره,المدينة المنورة,محاضر,2025/07/14,"15,604,340"
 المدينة المنوره,المدينة المنورة,أوراق تجارية,2025/07/14,"15,613,943"
 المدينة المنوره,المدينة المنورة,أوراق تجارية,2025/07/14,"15,604,361"
 المدينة المنوره,المدينة المنورة,أوراق تجارية,2025/07/14,"15,604,360"
 المدينة المنوره,المدينة المنورة,أوراق تجارية,2025/07/14,"15,604,359"
 المدينة المنوره,المدينة المنورة,أوراق تجارية,2025/07/14,"15,604,358"
 المدينة المنوره,المدينة المنورة,أوراق تجارية,2025/07/14,"15,604,357"
 المدينة المنوره,المدينة المنورة,أوراق تجارية,2025/07/14,"15,604,356"
 المدينة المنوره,المدينة المنورة,أوراق تجارية,2025/07/14,"15,613,945"
 المدينة المنوره,المدينة المنورة,احكام و قرارات,2025/07/14,"15,616,776"
 المدينة المنوره,المدينة المنورة,احكام و قرارات,2025/07/14,"15,605,517"
 المدينة المنوره,المدينة المنورة,احكام و قرارات,2025/07/14,"15,604,186"
 القصيم,بريده,أوراق تجارية,2025/07/14,"15,617,016"
 القصيم,بريده,احكام و قرارات,2025/07/14,"15,605,760"
 القصيم,بريده,احكام و قرارات,2025/07/14,"15,616,975"
 القصيم,بريده,محاضر,2025/07/14,"15,617,078"
 القصيم,بريده,احكام و قرارات,2025/07/14,"15,616,977"
 القصيم,بريده,احكام و قرارات,2025/07/14,"15,616,976"
 القصيم,بريده,محاضر,2025/07/14,"15,617,077"
 القصيم,بريده,احكام و قرارات,2025/07/14,"15,616,974"
 الشرقية,الدمام,اخلاء,2025/07/14,"15,613,600"
 الشرقية,الدمام,أوراق تجارية,2025/07/14,"15,615,391"
 الشرقية,الدمام,عقود,2025/07/14,"15,613,415"
 حائل,حائل,أوراق تجارية,2025/07/14,"15,611,691"
 جازان,جيزان,احكام و قرارات,2025/07/14,"15,603,858"
 جازان,جيزان,عقود,2025/07/14,"15,603,875"
 جازان,جيزان,احكام و قرارات,2025/07/14,"15,614,482"
 جازان,جيزان,اخلاء,2025/07/14,"15,603,792"
 جازان,جيزان,احكام و قرارات,2025/07/14,"15,614,481"
 جازان,جيزان,أوراق تجارية,2025/07/14,"15,603,918"
 الحدود الشمالية,عرعر,أوراق تجارية,2025/07/14,"15,617,454"
 الحدود الشمالية,عرعر,عقود,2025/07/14,"15,613,649"
 الباحة,الباحه,أوراق تجارية,2025/07/14,"15,611,663"
 الباحة,الباحه,احكام و قرارات,2025/07/14,"15,615,262"
 الباحة,الباحه,احكام و قرارات,2025/07/14,"15,615,260"
 الباحة,الباحه,احكام و قرارات,2025/07/14,"15,615,750"
 الباحة,الباحه,احكام و قرارات,2025/07/14,"15,615,264"
 الباحة,الباحه,احكام و قرارات,2025/07/14,"15,615,263"
 الرياض,الرياض,عقود,2025/07/15,"15,632,493"
 الرياض,الرياض,عقود,2025/07/15,"15,628,807"
 الرياض,الرياض,عقود,2025/07/15,"15,629,057"
 الرياض,الرياض,محاضر,2025/07/15,"15,633,060"
 الرياض,الرياض,اخلاء,2025/07/15,"15,628,517"
 مكة المكرمه,مكة المكرمة,احكام و قرارات,2025/07/15,"15,631,853"
 مكة المكرمه,مكة المكرمة,احكام و قرارات,2025/07/15,"15,631,854"
 مكة المكرمه,جده,اخلاء,2025/07/15,"15,627,048"
 مكة المكرمه,جده,أوراق تجارية,2025/07/15,"15,634,850"
 مكة المكرمه,جده,عقود,2025/07/15,"15,629,910"
 مكة المكرمه,جده,احكام و قرارات,2025/07/15,"15,631,165"
 مكة المكرمه,الطائف,أوراق تجارية إلكترونية,2025/07/15,"15,633,832"
 المدينة المنوره,المدينة المنورة,أوراق تجارية,2025/07/15,"15,635,280"
 المدينة المنوره,المدينة المنورة,عقود,2025/07/15,"15,621,866"
 المدينة المنوره,المدينة المنورة,عقود,2025/07/15,"15,622,419"
 المدينة المنوره,المدينة المنورة,عقود,2025/07/15,"15,621,168"
 المدينة المنوره,المدينة المنورة,أوراق تجارية,2025/07/15,"15,627,846"
 المدينة المنوره,المدينة المنورة,احكام و قرارات,2025/07/15,"15,620,029"
 القصيم,بريده,احكام و قرارات,2025/07/15,"15,634,920"
 الشرقية,الدمام,اخلاء,2025/07/15,"15,628,475"
 الشرقية,الدمام,اخلاء,2025/07/15,"15,631,660"
 عسير,ابها,احكام و قرارات,2025/07/15,"15,633,410"
 عسير,ابها,احكام و قرارات,2025/07/15,"15,633,416"
 عسير,ابها,احكام و قرارات,2025/07/15,"15,633,415"
 عسير,ابها,احكام و قرارات,2025/07/15,"15,633,414"
 عسير,ابها,احكام و قرارات,2025/07/15,"15,633,413"
 عسير,ابها,احكام و قرارات,2025/07/15,"15,633,412"
 عسير,ابها,احكام و قرارات,2025/07/15,"15,633,411"
 عسير,ابها,احكام و قرارات,2025/07/15,"15,633,409"
 حائل,حائل,احكام و قرارات,2025/07/15,"15,628,673"
 جازان,جيزان,أوراق تجارية,2025/07/15,"15,619,262"
 الحدود الشمالية,عرعر,أوراق تجارية,2025/07/15,"15,628,519"
