المنطقة,المدينة,نوع القطاع,نوع الخدمة,التاريخ ميلادي,الرقم المرجعي
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/02,"28,668,973"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/05,"28,686,503"
 الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/06,"28,695,996"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,"28,693,239"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,"28,693,218"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,"28,692,826"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,"28,694,341"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,"28,699,172"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,"28,699,860"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,"28,690,895"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,"28,690,688"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,"28,690,708"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,"28,691,392"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,"28,692,280"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,"28,690,877"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,"28,690,880"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,"28,691,442"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,"28,695,234"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,"28,690,874"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,"28,691,301"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,"28,694,988"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,"28,695,675"
 الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/06,"28,696,083"
 المدينة المنوره,المدينة المنورة,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/06,"28,695,261"
 الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/06,"28,692,815"
 مكة المكرمه,مكة المكرمة,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/06,"28,691,831"
 المدينة المنوره,المدينة المنورة,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/06,"28,698,794"
 عسير,ابها,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/06,"28,695,281"
 الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/06,"28,692,740"
 مكة المكرمه,مكة المكرمة,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/06,"28,693,482"
 المدينة المنوره,المدينة المنورة,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/06,"28,692,889"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/06,"28,695,552"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/06,"28,695,899"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/06,"28,692,936"
 مكة المكرمه,الطائف,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/07,"28,705,197"
 المدينة المنوره,المدينة المنورة,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/07,"28,710,446"
 مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/07,"28,710,482"
 مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/07,"28,710,559"
 مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/07,"28,710,422"
 مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/07,"28,710,293"
 مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/07,"28,711,525"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/07,"28,711,600"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,"28,703,635"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,"28,714,392"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,"28,705,994"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,"28,714,420"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,"28,714,626"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,"28,714,376"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,"28,714,915"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,"28,714,421"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,"28,713,253"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,"28,702,547"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,"28,703,259"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,"28,702,672"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,"28,706,086"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,"28,702,671"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,"28,706,501"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,"28,706,287"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,"28,706,301"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,"28,706,965"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,"28,705,593"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,"28,702,500"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,"28,702,603"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,"28,705,250"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,"28,707,247"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,"28,705,579"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,"28,703,220"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,"28,705,689"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,"28,705,215"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,"28,706,478"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,"28,705,670"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,"28,703,221"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/07,"28,702,655"
