المنطقة,المدينة,نوع السند الرئيسي,تاريخ القرار ميلادي,تاريخ القرارهجري,الرقم المرجعي
منطقة عسير,ابها,مزاد,2025/02/16,1446/08/17,"14,490,149"
منطقة حائل,حائل,مزاد,2025/02/16,1446/08/17,"14,490,142"
منطقة الباحة,الباحه,مزاد,2025/02/16,1446/08/17,"14,488,570"
منطقة الرياض,الرياض,مزاد,2025/02/17,1446/08/18,"14,501,492"
منطقة الرياض,الرياض,مزاد,2025/02/17,1446/08/18,"14,501,654"
منطقة الرياض,الرياض,مزاد,2025/02/17,1446/08/18,"14,502,912"
منطقة الرياض,الرياض,مزاد,2025/02/17,1446/08/18,"14,502,892"
منطقة الرياض,الرياض,مزاد,2025/02/17,1446/08/18,"14,500,667"
منطقة الرياض,الرياض,مزاد,2025/02/17,1446/08/18,"14,503,920"
منطقة الرياض,الرياض,مزاد,2025/02/17,1446/08/18,"14,502,911"
منطقة الرياض,الرياض,مزاد,2025/02/17,1446/08/18,"14,501,491"
منطقة الرياض,الرياض,مزاد,2025/02/17,1446/08/18,"14,501,490"
منطقة الرياض,الرياض,مزاد,2025/02/17,1446/08/18,"14,501,489"
منطقة الرياض,الرياض,مزاد,2025/02/17,1446/08/18,"14,501,488"
منطقة الرياض,الرياض,مزاد,2025/02/17,1446/08/18,"14,501,487"
منطقة الرياض,الرياض,مزاد,2025/02/17,1446/08/18,"14,501,486"
منطقة الرياض,الرياض,مزاد,2025/02/17,1446/08/18,"14,501,493"
منطقة الرياض,الرياض,مزاد,2025/02/17,1446/08/18,"14,501,483"
منطقة الرياض,الرياض,مزاد,2025/02/17,1446/08/18,"14,501,484"
منطقة الرياض,الرياض,مزاد,2025/02/17,1446/08/18,"14,501,485"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/02/17,1446/08/18,"14,501,912"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/02/17,1446/08/18,"14,501,911"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/02/17,1446/08/18,"14,501,910"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/02/17,1446/08/18,"14,503,792"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/02/17,1446/08/18,"14,503,790"
منطقة مكة المكرمه,جده,مزاد,2025/02/17,1446/08/18,"14,495,936"
منطقة مكة المكرمه,جده,مزاد,2025/02/17,1446/08/18,"14,495,781"
منطقة مكة المكرمه,جده,مزاد,2025/02/17,1446/08/18,"14,499,916"
منطقة مكة المكرمه,جده,مزاد,2025/02/17,1446/08/18,"14,503,669"
منطقة المدينة المنوره,المدينة المنورة,مزاد,2025/02/17,1446/08/18,"14,499,883"
منطقة القصيم,بريده,مزاد,2025/02/17,1446/08/18,"14,495,366"
منطقة القصيم,بريده,مزاد,2025/02/17,1446/08/18,"14,495,365"
منطقة القصيم,بريده,مزاد,2025/02/17,1446/08/18,"14,495,368"
منطقة القصيم,بريده,مزاد,2025/02/17,1446/08/18,"14,495,367"
منطقة القصيم,بريده,مزاد,2025/02/17,1446/08/18,"14,495,364"
منطقة القصيم,بريده,مزاد,2025/02/17,1446/08/18,"14,495,363"
منطقة الشرقية,الدمام,مزاد,2025/02/17,1446/08/18,"14,502,607"
منطقة عسير,ابها,مزاد,2025/02/17,1446/08/18,"14,502,294"
منطقة عسير,ابها,مزاد,2025/02/17,1446/08/18,"14,500,889"
منطقة عسير,ابها,مزاد,2025/02/17,1446/08/18,"14,500,887"
منطقة عسير,ابها,مزاد,2025/02/17,1446/08/18,"14,502,295"
منطقة عسير,ابها,مزاد,2025/02/17,1446/08/18,"14,500,888"
منطقة حائل,حائل,مزاد,2025/02/17,1446/08/18,"14,500,252"
منطقة جازان,جيزان,مزاد,2025/02/17,1446/08/18,"14,501,086"
منطقة الحدود الشمالية,عرعر,مزاد,2025/02/17,1446/08/18,"14,500,309"
منطقة مكة المكرمه,جده,مزاد,2025/02/18,1446/08/19,"14,517,148"
منطقة مكة المكرمه,جده,مزاد,2025/02/18,1446/08/19,"14,517,096"
منطقة المدينة المنوره,المدينة المنورة,مزاد,2025/02/18,1446/08/19,"14,514,088"
منطقة عسير,ابها,مزاد,2025/02/18,1446/08/19,"14,512,805"
منطقة عسير,ابها,مزاد,2025/02/18,1446/08/19,"14,512,167"
منطقة عسير,ابها,مزاد,2025/02/18,1446/08/19,"14,511,910"
منطقة حائل,حائل,مزاد,2025/02/18,1446/08/19,"14,511,869"
منطقة نجران,نجران,مزاد,2025/02/18,1446/08/19,"14,506,179"
منطقة الحدود الشمالية,عرعر,مزاد,2025/02/18,1446/08/19,"14,511,718"
منطقة الرياض,الرياض,مزاد,2025/02/19,1446/08/20,"14,523,884"
منطقة الرياض,الرياض,مزاد,2025/02/19,1446/08/20,"14,523,077"
منطقة الرياض,الرياض,مزاد,2025/02/19,1446/08/20,"14,521,626"
منطقة الرياض,الرياض,مزاد,2025/02/19,1446/08/20,"14,522,999"
منطقة الرياض,الرياض,مزاد,2025/02/19,1446/08/20,"14,518,693"
منطقة الرياض,الرياض,مزاد,2025/02/19,1446/08/20,"14,518,694"
منطقة الرياض,الرياض,مزاد,2025/02/19,1446/08/20,"14,518,695"
منطقة الرياض,الرياض,مزاد,2025/02/19,1446/08/20,"14,518,710"
منطقة الرياض,الرياض,مزاد,2025/02/19,1446/08/20,"14,518,183"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/02/19,1446/08/20,"14,522,321"
منطقة مكة المكرمه,جده,مزاد,2025/02/19,1446/08/20,"14,523,675"
منطقة مكة المكرمه,جده,مزاد,2025/02/19,1446/08/20,"14,524,272"
منطقة مكة المكرمه,جده,مزاد,2025/02/19,1446/08/20,"14,524,494"
منطقة مكة المكرمه,جده,مزاد,2025/02/19,1446/08/20,"14,524,456"
منطقة المدينة المنوره,المدينة المنورة,مزاد,2025/02/19,1446/08/20,"14,522,348"
منطقة الشرقية,الدمام,مزاد,2025/02/19,1446/08/20,"14,522,640"
منطقة تبوك,تبوك,مزاد,2025/02/19,1446/08/20,"14,522,893"
منطقة تبوك,تبوك,مزاد,2025/02/19,1446/08/20,"14,522,894"
منطقة الجوف,سكاكا,مزاد,2025/02/19,1446/08/20,"14,523,688"
منطقة الباحة,الباحه,مزاد,2025/02/19,1446/08/20,"14,521,996"
منطقة الباحة,الباحه,مزاد,2025/02/19,1446/08/20,"14,521,757"
منطقة الرياض,الرياض,مزاد,2025/02/20,1446/08/21,"14,528,205"
منطقة الرياض,الرياض,مزاد,2025/02/20,1446/08/21,"14,528,204"
منطقة الرياض,الرياض,مزاد,2025/02/20,1446/08/21,"14,529,915"
منطقة الرياض,الرياض,مزاد,2025/02/20,1446/08/21,"14,528,751"
منطقة الرياض,الرياض,مزاد,2025/02/20,1446/08/21,"14,528,218"
منطقة الرياض,الرياض,مزاد,2025/02/20,1446/08/21,"14,528,214"
منطقة الرياض,الرياض,مزاد,2025/02/20,1446/08/21,"14,528,213"
منطقة الرياض,الرياض,مزاد,2025/02/20,1446/08/21,"14,528,212"
منطقة الرياض,الرياض,مزاد,2025/02/20,1446/08/21,"14,528,211"
منطقة الرياض,الرياض,مزاد,2025/02/20,1446/08/21,"14,528,210"
منطقة الرياض,الرياض,مزاد,2025/02/20,1446/08/21,"14,528,209"
منطقة الرياض,الرياض,مزاد,2025/02/20,1446/08/21,"14,528,208"
منطقة الرياض,الرياض,مزاد,2025/02/20,1446/08/21,"14,528,207"
منطقة الرياض,الرياض,مزاد,2025/02/20,1446/08/21,"14,528,206"
منطقة الرياض,الرياض,مزاد,2025/02/20,1446/08/21,"14,529,790"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/02/20,1446/08/21,"14,529,376"
منطقة مكة المكرمه,جده,مزاد,2025/02/20,1446/08/21,"14,528,743"
منطقة المدينة المنوره,المدينة المنورة,مزاد,2025/02/20,1446/08/21,"14,528,909"
منطقة المدينة المنوره,المدينة المنورة,مزاد,2025/02/20,1446/08/21,"14,529,989"
منطقة الشرقية,الدمام,مزاد,2025/02/20,1446/08/21,"14,527,637"
منطقة الشرقية,الدمام,مزاد,2025/02/20,1446/08/21,"14,527,638"
منطقة الشرقية,الدمام,مزاد,2025/02/20,1446/08/21,"14,527,639"
منطقة الشرقية,الدمام,مزاد,2025/02/20,1446/08/21,"14,525,670"
منطقة الشرقية,الدمام,مزاد,2025/02/20,1446/08/21,"14,525,630"
منطقة الشرقية,الدمام,مزاد,2025/02/20,1446/08/21,"14,528,175"
منطقة الشرقية,الدمام,مزاد,2025/02/20,1446/08/21,"14,527,635"
منطقة الشرقية,الاحساء,مزاد,2025/02/20,1446/08/21,"14,527,614"
منطقة الشرقية,الاحساء,مزاد,2025/02/20,1446/08/21,"14,527,599"
منطقة الشرقية,الاحساء,مزاد,2025/02/20,1446/08/21,"14,527,615"
منطقة الشرقية,الاحساء,مزاد,2025/02/20,1446/08/21,"14,527,616"
منطقة الشرقية,الاحساء,مزاد,2025/02/20,1446/08/21,"14,527,600"
منطقة الشرقية,الاحساء,مزاد,2025/02/20,1446/08/21,"14,527,598"
منطقة الرياض,الرياض,مزاد,2025/02/24,1446/08/25,"14,554,765"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/02/24,1446/08/25,"14,553,937"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/02/24,1446/08/25,"14,553,938"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/02/24,1446/08/25,"14,549,843"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/02/24,1446/08/25,"14,549,844"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/02/24,1446/08/25,"14,549,840"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/02/24,1446/08/25,"14,549,842"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/02/24,1446/08/25,"14,555,037"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/02/24,1446/08/25,"14,549,841"
منطقة المدينة المنوره,المدينة المنورة,مزاد,2025/02/24,1446/08/25,"14,548,695"
منطقة المدينة المنوره,المدينة المنورة,مزاد,2025/02/24,1446/08/25,"14,552,976"
منطقة القصيم,بريده,مزاد,2025/02/24,1446/08/25,"14,553,518"
منطقة القصيم,بريده,مزاد,2025/02/24,1446/08/25,"14,555,105"
منطقة القصيم,بريده,مزاد,2025/02/24,1446/08/25,"14,551,261"
منطقة القصيم,بريده,مزاد,2025/02/24,1446/08/25,"14,554,946"
منطقة الشرقية,الدمام,مزاد,2025/02/24,1446/08/25,"14,547,829"
منطقة الشرقية,الدمام,مزاد,2025/02/24,1446/08/25,"14,553,728"
منطقة الشرقية,الدمام,مزاد,2025/02/24,1446/08/25,"14,554,660"
منطقة الشرقية,الدمام,مزاد,2025/02/24,1446/08/25,"14,554,661"
منطقة الشرقية,الدمام,مزاد,2025/02/24,1446/08/25,"14,554,658"
منطقة الشرقية,الدمام,مزاد,2025/02/24,1446/08/25,"14,554,659"
منطقة الشرقية,الدمام,مزاد,2025/02/24,1446/08/25,"14,551,398"
منطقة الشرقية,الدمام,مزاد,2025/02/24,1446/08/25,"14,547,828"
منطقة الشرقية,الدمام,مزاد,2025/02/24,1446/08/25,"14,547,831"
منطقة الشرقية,الدمام,مزاد,2025/02/24,1446/08/25,"14,547,830"
منطقة عسير,ابها,مزاد,2025/02/24,1446/08/25,"14,552,667"
منطقة نجران,نجران,مزاد,2025/02/24,1446/08/25,"14,547,971"
منطقة الرياض,الرياض,مزاد,2025/02/25,1446/08/26,"14,563,510"
منطقة الرياض,الرياض,مزاد,2025/02/25,1446/08/26,"14,557,948"
منطقة الرياض,الرياض,مزاد,2025/02/25,1446/08/26,"14,557,949"
منطقة الرياض,الرياض,مزاد,2025/02/25,1446/08/26,"14,557,946"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/02/25,1446/08/26,"14,557,400"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/02/25,1446/08/26,"14,557,374"
منطقة مكة المكرمه,جده,مزاد,2025/02/25,1446/08/26,"14,566,487"
منطقة مكة المكرمه,جده,مزاد,2025/02/25,1446/08/26,"14,557,528"
منطقة مكة المكرمه,جده,مزاد,2025/02/25,1446/08/26,"14,564,670"
منطقة مكة المكرمه,جده,مزاد,2025/02/25,1446/08/26,"14,566,684"
منطقة مكة المكرمه,جده,مزاد,2025/02/25,1446/08/26,"14,566,488"
منطقة مكة المكرمه,جده,مزاد,2025/02/25,1446/08/26,"14,566,489"
منطقة مكة المكرمه,جده,مزاد,2025/02/25,1446/08/26,"14,566,490"
منطقة مكة المكرمه,جده,مزاد,2025/02/25,1446/08/26,"14,566,485"
منطقة مكة المكرمه,جده,مزاد,2025/02/25,1446/08/26,"14,566,486"
منطقة مكة المكرمه,جده,مزاد,2025/02/25,1446/08/26,"14,566,491"
منطقة المدينة المنوره,المدينة المنورة,مزاد,2025/02/25,1446/08/26,"14,563,736"
منطقة المدينة المنوره,المدينة المنورة,مزاد,2025/02/25,1446/08/26,"14,563,066"
منطقة المدينة المنوره,المدينة المنورة,مزاد,2025/02/25,1446/08/26,"14,563,067"
منطقة القصيم,بريده,مزاد,2025/02/25,1446/08/26,"14,563,559"
منطقة القصيم,بريده,مزاد,2025/02/25,1446/08/26,"14,563,398"
منطقة الشرقية,الدمام,مزاد,2025/02/25,1446/08/26,"14,565,207"
منطقة الشرقية,الدمام,مزاد,2025/02/25,1446/08/26,"14,560,445"
منطقة الشرقية,حفر الباطن,مزاد,2025/02/25,1446/08/26,"14,563,726"
منطقة الشرقية,حفر الباطن,مزاد,2025/02/25,1446/08/26,"14,563,722"
منطقة الشرقية,حفر الباطن,مزاد,2025/02/25,1446/08/26,"14,563,721"
منطقة الشرقية,حفر الباطن,مزاد,2025/02/25,1446/08/26,"14,563,720"
منطقة الشرقية,حفر الباطن,مزاد,2025/02/25,1446/08/26,"14,563,719"
منطقة الشرقية,حفر الباطن,مزاد,2025/02/25,1446/08/26,"14,563,717"
منطقة الشرقية,حفر الباطن,مزاد,2025/02/25,1446/08/26,"14,563,716"
منطقة الشرقية,حفر الباطن,مزاد,2025/02/25,1446/08/26,"14,563,715"
منطقة حائل,حائل,مزاد,2025/02/25,1446/08/26,"14,563,844"
منطقة حائل,حائل,مزاد,2025/02/25,1446/08/26,"14,560,583"
منطقة الرياض,الرياض,مزاد,2025/02/26,1446/08/27,"14,570,266"
منطقة الرياض,الرياض,مزاد,2025/02/26,1446/08/27,"14,567,408"
منطقة الرياض,الرياض,مزاد,2025/02/26,1446/08/27,"14,570,267"
منطقة الرياض,الرياض,مزاد,2025/02/26,1446/08/27,"14,567,409"
منطقة الرياض,الرياض,مزاد,2025/02/26,1446/08/27,"14,571,297"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/02/26,1446/08/27,"14,571,396"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/02/26,1446/08/27,"14,570,737"
منطقة مكة المكرمه,جده,مزاد,2025/02/26,1446/08/27,"14,573,173"
منطقة مكة المكرمه,جده,مزاد,2025/02/26,1446/08/27,"14,568,388"
منطقة الشرقية,الدمام,مزاد,2025/02/26,1446/08/27,"14,567,460"
منطقة تبوك,تبوك,مزاد,2025/02/26,1446/08/27,"14,573,290"
منطقة تبوك,تبوك,مزاد,2025/02/26,1446/08/27,"14,573,291"
منطقة الباحة,الباحه,مزاد,2025/02/26,1446/08/27,"14,570,281"
منطقة الرياض,الرياض,مزاد,2025/02/27,1446/08/28,"14,578,290"
منطقة الرياض,الرياض,مزاد,2025/02/27,1446/08/28,"14,578,948"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/02/27,1446/08/28,"14,577,946"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/02/27,1446/08/28,"14,577,950"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/02/27,1446/08/28,"14,577,949"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/02/27,1446/08/28,"14,577,948"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/02/27,1446/08/28,"14,577,947"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/02/27,1446/08/28,"14,579,292"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/02/27,1446/08/28,"14,579,293"
منطقة مكة المكرمه,جده,مزاد,2025/02/27,1446/08/28,"14,578,516"
منطقة مكة المكرمه,الطائف,مزاد,2025/02/27,1446/08/28,"14,576,926"
منطقة الشرقية,حفر الباطن,مزاد,2025/02/27,1446/08/28,"14,577,796"
منطقة الشرقية,حفر الباطن,مزاد,2025/02/27,1446/08/28,"14,579,303"
منطقة الشرقية,حفر الباطن,مزاد,2025/02/27,1446/08/28,"14,579,304"
منطقة الشرقية,حفر الباطن,مزاد,2025/02/27,1446/08/28,"14,579,302"
منطقة حائل,حائل,مزاد,2025/02/27,1446/08/28,"14,577,550"
منطقة حائل,حائل,مزاد,2025/02/27,1446/08/28,"14,577,537"
منطقة الرياض,الرياض,مزاد,2025/03/02,1446/09/02,"14,593,742"
منطقة الرياض,الرياض,مزاد,2025/03/02,1446/09/02,"14,593,454"
منطقة الرياض,الرياض,مزاد,2025/03/02,1446/09/02,"14,593,455"
منطقة الرياض,الرياض,مزاد,2025/03/02,1446/09/02,"14,593,456"
منطقة الرياض,الرياض,مزاد,2025/03/02,1446/09/02,"14,593,457"
منطقة الرياض,الرياض,مزاد,2025/03/02,1446/09/02,"14,593,451"
منطقة الرياض,الرياض,مزاد,2025/03/02,1446/09/02,"14,593,744"
منطقة الرياض,الرياض,مزاد,2025/03/02,1446/09/02,"14,593,743"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/02,1446/09/02,"14,592,089"
منطقة مكة المكرمه,جده,مزاد,2025/03/02,1446/09/02,"14,591,377"
منطقة القصيم,بريده,مزاد,2025/03/02,1446/09/02,"14,590,431"
منطقة تبوك,تبوك,مزاد,2025/03/02,1446/09/02,"14,595,193"
منطقة حائل,حائل,مزاد,2025/03/02,1446/09/02,"14,594,759"
منطقة الرياض,الرياض,مزاد,2025/03/03,1446/09/03,"14,606,509"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/03,1446/09/03,"14,604,874"
منطقة مكة المكرمه,جده,مزاد,2025/03/03,1446/09/03,"14,596,069"
منطقة مكة المكرمه,جده,مزاد,2025/03/03,1446/09/03,"14,605,472"
منطقة مكة المكرمه,جده,مزاد,2025/03/03,1446/09/03,"14,605,746"
منطقة مكة المكرمه,جده,مزاد,2025/03/03,1446/09/03,"14,605,471"
منطقة مكة المكرمه,جده,مزاد,2025/03/03,1446/09/03,"14,601,922"
منطقة مكة المكرمه,جده,مزاد,2025/03/03,1446/09/03,"14,603,595"
منطقة مكة المكرمه,جده,مزاد,2025/03/03,1446/09/03,"14,605,747"
منطقة مكة المكرمه,الطائف,مزاد,2025/03/03,1446/09/03,"14,601,931"
منطقة القصيم,بريده,مزاد,2025/03/03,1446/09/03,"14,605,526"
منطقة القصيم,بريده,مزاد,2025/03/03,1446/09/03,"14,602,773"
منطقة القصيم,بريده,مزاد,2025/03/03,1446/09/03,"14,602,775"
منطقة الشرقية,الدمام,مزاد,2025/03/03,1446/09/03,"14,601,967"
منطقة الشرقية,الاحساء,مزاد,2025/03/03,1446/09/03,"14,605,328"
منطقة الشرقية,الاحساء,مزاد,2025/03/03,1446/09/03,"14,605,327"
منطقة عسير,ابها,مزاد,2025/03/03,1446/09/03,"14,603,457"
منطقة عسير,ابها,مزاد,2025/03/03,1446/09/03,"14,603,458"
منطقة عسير,ابها,مزاد,2025/03/03,1446/09/03,"14,606,696"
منطقة عسير,ابها,مزاد,2025/03/03,1446/09/03,"14,601,524"
منطقة عسير,ابها,مزاد,2025/03/03,1446/09/03,"14,606,697"
منطقة عسير,ابها,مزاد,2025/03/03,1446/09/03,"14,601,222"
منطقة حائل,حائل,مزاد,2025/03/03,1446/09/03,"14,606,042"
منطقة حائل,حائل,مزاد,2025/03/03,1446/09/03,"14,604,175"
منطقة نجران,نجران,مزاد,2025/03/03,1446/09/03,"14,605,824"
منطقة الرياض,الرياض,مزاد,2025/03/04,1446/09/04,"14,615,018"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/04,1446/09/04,"14,614,854"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/04,1446/09/04,"14,614,558"
منطقة مكة المكرمه,جده,مزاد,2025/03/04,1446/09/04,"14,615,467"
منطقة المدينة المنوره,المدينة المنورة,مزاد,2025/03/04,1446/09/04,"14,617,023"
منطقة المدينة المنوره,المدينة المنورة,مزاد,2025/03/04,1446/09/04,"14,617,687"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/04,1446/09/04,"14,615,177"
منطقة عسير,ابها,مزاد,2025/03/04,1446/09/04,"14,618,509"
منطقة عسير,ابها,مزاد,2025/03/04,1446/09/04,"14,616,989"
منطقة عسير,ابها,مزاد,2025/03/04,1446/09/04,"14,617,767"
منطقة عسير,ابها,مزاد,2025/03/04,1446/09/04,"14,616,555"
منطقة جازان,جيزان,مزاد,2025/03/04,1446/09/04,"14,615,114"
منطقة جازان,جيزان,مزاد,2025/03/04,1446/09/04,"14,616,273"
منطقة الرياض,الرياض,مزاد,2025/03/05,1446/09/05,"14,624,662"
منطقة الرياض,الرياض,مزاد,2025/03/05,1446/09/05,"14,624,987"
منطقة مكة المكرمه,جده,مزاد,2025/03/05,1446/09/05,"14,623,378"
منطقة الشرقية,الدمام,مزاد,2025/03/05,1446/09/05,"14,624,932"
منطقة الشرقية,الدمام,مزاد,2025/03/05,1446/09/05,"14,626,454"
منطقة عسير,ابها,مزاد,2025/03/05,1446/09/05,"14,623,349"
منطقة حائل,حائل,مزاد,2025/03/05,1446/09/05,"14,622,692"
منطقة الرياض,الرياض,مزاد,2025/03/06,1446/09/06,"14,629,605"
منطقة الرياض,الرياض,مزاد,2025/03/06,1446/09/06,"14,630,067"
منطقة المدينة المنوره,المدينة المنورة,مزاد,2025/03/06,1446/09/06,"14,631,507"
منطقة عسير,ابها,مزاد,2025/03/06,1446/09/06,"14,632,205"
منطقة عسير,ابها,مزاد,2025/03/06,1446/09/06,"14,632,204"
منطقة حائل,حائل,مزاد,2025/03/06,1446/09/06,"14,630,323"
منطقة حائل,حائل,مزاد,2025/03/06,1446/09/06,"14,630,324"
منطقة الرياض,الرياض,مزاد,2025/03/09,1446/09/09,"14,655,327"
منطقة الرياض,الرياض,مزاد,2025/03/09,1446/09/09,"14,655,325"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/09,1446/09/09,"14,652,385"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/09,1446/09/09,"14,651,560"
منطقة مكة المكرمه,جده,مزاد,2025/03/09,1446/09/09,"14,652,080"
منطقة مكة المكرمه,جده,مزاد,2025/03/09,1446/09/09,"14,654,188"
منطقة مكة المكرمه,جده,مزاد,2025/03/09,1446/09/09,"14,652,079"
منطقة القصيم,بريده,مزاد,2025/03/09,1446/09/09,"14,650,286"
منطقة الشرقية,الدمام,مزاد,2025/03/09,1446/09/09,"14,651,870"
منطقة الشرقية,الدمام,مزاد,2025/03/09,1446/09/09,"14,651,144"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,310"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,285"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,284"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,283"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,282"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,281"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,280"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,279"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,278"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,277"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,276"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,275"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,274"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,273"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,272"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,271"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,270"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,269"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,267"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,266"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,265"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,309"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,251"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,250"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,249"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,248"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,247"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,246"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,245"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,244"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,264"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,263"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,262"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,261"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,260"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,259"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,258"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,257"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,256"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,255"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,254"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,253"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,252"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,243"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,242"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,241"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,240"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,287"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,268"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,308"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,286"
