المنطقة,المدينة,نوع السند الرئيسي,تاريخ القرار ميلادي,تاريخ القرارهجري,الرقم المرجعي
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,288"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,289"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,290"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,291"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,292"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,293"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,294"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,295"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,296"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,297"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,298"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,299"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,300"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,301"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,302"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,303"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,304"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,305"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,306"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/09,1446/09/09,"14,656,307"
منطقة عسير,ابها,مزاد,2025/03/09,1446/09/09,"14,650,875"
منطقة عسير,ابها,مزاد,2025/03/09,1446/09/09,"14,650,398"
منطقة حائل,حائل,مزاد,2025/03/09,1446/09/09,"14,653,378"
منطقة حائل,حائل,مزاد,2025/03/09,1446/09/09,"14,651,600"
منطقة حائل,حائل,مزاد,2025/03/09,1446/09/09,"14,654,036"
منطقة الرياض,الرياض,مزاد,2025/03/10,1446/09/10,"14,666,084"
منطقة مكة المكرمه,جده,مزاد,2025/03/10,1446/09/10,"14,668,259"
منطقة مكة المكرمه,جده,مزاد,2025/03/10,1446/09/10,"14,668,261"
منطقة القصيم,بريده,مزاد,2025/03/10,1446/09/10,"14,663,255"
منطقة القصيم,بريده,مزاد,2025/03/10,1446/09/10,"14,668,385"
منطقة الشرقية,الدمام,مزاد,2025/03/10,1446/09/10,"14,663,870"
منطقة الشرقية,الاحساء,مزاد,2025/03/10,1446/09/10,"14,668,003"
منطقة الشرقية,الاحساء,مزاد,2025/03/10,1446/09/10,"14,668,002"
منطقة عسير,ابها,مزاد,2025/03/10,1446/09/10,"14,667,153"
منطقة الرياض,الرياض,مزاد,2025/03/11,1446/09/11,"14,685,904"
منطقة الرياض,الرياض,مزاد,2025/03/11,1446/09/11,"14,684,724"
منطقة الرياض,الرياض,مزاد,2025/03/11,1446/09/11,"14,684,726"
منطقة الرياض,الرياض,مزاد,2025/03/11,1446/09/11,"14,682,808"
منطقة الرياض,الرياض,مزاد,2025/03/11,1446/09/11,"14,688,126"
منطقة الرياض,الرياض,مزاد,2025/03/11,1446/09/11,"14,682,161"
منطقة الرياض,الرياض,مزاد,2025/03/11,1446/09/11,"14,685,903"
منطقة الرياض,الرياض,مزاد,2025/03/11,1446/09/11,"14,687,781"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/11,1446/09/11,"14,684,438"
منطقة مكة المكرمه,جده,مزاد,2025/03/11,1446/09/11,"14,688,578"
منطقة مكة المكرمه,جده,مزاد,2025/03/11,1446/09/11,"14,688,579"
منطقة مكة المكرمه,جده,مزاد,2025/03/11,1446/09/11,"14,688,576"
منطقة مكة المكرمه,جده,مزاد,2025/03/11,1446/09/11,"14,683,543"
منطقة مكة المكرمه,جده,مزاد,2025/03/11,1446/09/11,"14,688,577"
منطقة الشرقية,الدمام,مزاد,2025/03/11,1446/09/11,"14,686,909"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/11,1446/09/11,"14,686,801"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/11,1446/09/11,"14,681,237"
منطقة عسير,ابها,مزاد,2025/03/11,1446/09/11,"14,685,308"
منطقة حائل,حائل,مزاد,2025/03/11,1446/09/11,"14,685,759"
منطقة حائل,حائل,مزاد,2025/03/11,1446/09/11,"14,684,942"
منطقة حائل,حائل,مزاد,2025/03/11,1446/09/11,"14,683,812"
منطقة الرياض,الرياض,مزاد,2025/03/12,1446/09/12,"14,695,223"
منطقة الرياض,الرياض,مزاد,2025/03/12,1446/09/12,"14,695,755"
منطقة الرياض,الرياض,مزاد,2025/03/12,1446/09/12,"14,696,579"
منطقة الرياض,الرياض,مزاد,2025/03/12,1446/09/12,"14,696,580"
منطقة الرياض,الرياض,مزاد,2025/03/12,1446/09/12,"14,696,581"
منطقة الرياض,الرياض,مزاد,2025/03/12,1446/09/12,"14,696,582"
منطقة الرياض,الرياض,مزاد,2025/03/12,1446/09/12,"14,696,583"
منطقة الرياض,الرياض,مزاد,2025/03/12,1446/09/12,"14,696,584"
منطقة الرياض,الرياض,مزاد,2025/03/12,1446/09/12,"14,696,585"
منطقة الرياض,الرياض,مزاد,2025/03/12,1446/09/12,"14,696,586"
منطقة مكة المكرمه,جده,مزاد,2025/03/12,1446/09/12,"14,689,008"
منطقة مكة المكرمه,جده,مزاد,2025/03/12,1446/09/12,"14,689,009"
منطقة مكة المكرمه,جده,مزاد,2025/03/12,1446/09/12,"14,689,010"
منطقة مكة المكرمه,جده,مزاد,2025/03/12,1446/09/12,"14,689,011"
منطقة مكة المكرمه,جده,مزاد,2025/03/12,1446/09/12,"14,689,012"
منطقة مكة المكرمه,جده,مزاد,2025/03/12,1446/09/12,"14,689,013"
منطقة مكة المكرمه,جده,مزاد,2025/03/12,1446/09/12,"14,689,014"
منطقة مكة المكرمه,جده,مزاد,2025/03/12,1446/09/12,"14,689,015"
منطقة المدينة المنوره,المدينة المنورة,مزاد,2025/03/12,1446/09/12,"14,693,541"
منطقة القصيم,بريده,مزاد,2025/03/12,1446/09/12,"14,693,212"
منطقة القصيم,بريده,مزاد,2025/03/12,1446/09/12,"14,693,217"
منطقة القصيم,بريده,مزاد,2025/03/12,1446/09/12,"14,693,216"
منطقة القصيم,بريده,مزاد,2025/03/12,1446/09/12,"14,693,215"
منطقة القصيم,بريده,مزاد,2025/03/12,1446/09/12,"14,693,214"
منطقة القصيم,بريده,مزاد,2025/03/12,1446/09/12,"14,693,213"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/12,1446/09/12,"14,695,998"
منطقة الرياض,الرياض,مزاد,2025/03/13,1446/09/13,"14,701,262"
منطقة الرياض,الرياض,مزاد,2025/03/13,1446/09/13,"14,701,263"
منطقة الرياض,الرياض,مزاد,2025/03/13,1446/09/13,"14,701,166"
منطقة المدينة المنوره,المدينة المنورة,مزاد,2025/03/13,1446/09/13,"14,702,433"
منطقة القصيم,بريده,مزاد,2025/03/13,1446/09/13,"14,700,356"
منطقة الشرقية,الدمام,مزاد,2025/03/13,1446/09/13,"14,700,346"
منطقة الشرقية,الدمام,مزاد,2025/03/13,1446/09/13,"14,702,175"
منطقة الشرقية,الدمام,مزاد,2025/03/13,1446/09/13,"14,700,035"
منطقة الشرقية,الدمام,مزاد,2025/03/13,1446/09/13,"14,701,011"
منطقة الشرقية,الاحساء,مزاد,2025/03/13,1446/09/13,"14,703,788"
منطقة الشرقية,الاحساء,مزاد,2025/03/13,1446/09/13,"14,703,787"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/13,1446/09/13,"14,700,146"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/13,1446/09/13,"14,700,145"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/13,1446/09/13,"14,700,144"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/13,1446/09/13,"14,700,143"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/13,1446/09/13,"14,700,142"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/13,1446/09/13,"14,700,141"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/13,1446/09/13,"14,700,140"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/13,1446/09/13,"14,700,139"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/13,1446/09/13,"14,700,138"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/13,1446/09/13,"14,700,137"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/13,1446/09/13,"14,700,136"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/13,1446/09/13,"14,700,135"
منطقة حائل,حائل,مزاد,2025/03/13,1446/09/13,"14,701,669"
منطقة الرياض,الرياض,مزاد,2025/03/16,1446/09/16,"14,725,756"
منطقة الرياض,الرياض,مزاد,2025/03/16,1446/09/16,"14,722,241"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/16,1446/09/16,"14,724,863"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/16,1446/09/16,"14,724,861"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/16,1446/09/16,"14,724,261"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/16,1446/09/16,"14,724,862"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/16,1446/09/16,"14,726,441"
منطقة مكة المكرمه,جده,مزاد,2025/03/16,1446/09/16,"14,722,902"
منطقة القصيم,بريده,مزاد,2025/03/16,1446/09/16,"14,728,695"
منطقة الشرقية,الدمام,مزاد,2025/03/16,1446/09/16,"14,721,850"
منطقة الشرقية,الدمام,مزاد,2025/03/16,1446/09/16,"14,721,849"
منطقة جازان,جيزان,مزاد,2025/03/16,1446/09/16,"14,726,056"
منطقة جازان,جيزان,مزاد,2025/03/16,1446/09/16,"14,725,813"
منطقة الرياض,الرياض,مزاد,2025/03/17,1446/09/17,"14,738,796"
منطقة الرياض,الرياض,مزاد,2025/03/17,1446/09/17,"14,738,797"
منطقة الرياض,الرياض,مزاد,2025/03/17,1446/09/17,"14,738,798"
منطقة الرياض,الرياض,مزاد,2025/03/17,1446/09/17,"14,738,799"
منطقة الرياض,الرياض,مزاد,2025/03/17,1446/09/17,"14,738,795"
منطقة الرياض,الرياض,مزاد,2025/03/17,1446/09/17,"14,739,399"
منطقة الرياض,الرياض,مزاد,2025/03/17,1446/09/17,"14,739,400"
منطقة الرياض,الرياض,مزاد,2025/03/17,1446/09/17,"14,739,401"
منطقة الرياض,الرياض,مزاد,2025/03/17,1446/09/17,"14,739,402"
منطقة الرياض,الرياض,مزاد,2025/03/17,1446/09/17,"14,739,403"
منطقة الرياض,الرياض,مزاد,2025/03/17,1446/09/17,"14,739,404"
منطقة الرياض,الرياض,مزاد,2025/03/17,1446/09/17,"14,739,405"
منطقة الرياض,الرياض,مزاد,2025/03/17,1446/09/17,"14,739,398"
منطقة الرياض,الرياض,مزاد,2025/03/17,1446/09/17,"14,734,458"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/17,1446/09/17,"14,730,092"
منطقة القصيم,بريده,مزاد,2025/03/17,1446/09/17,"14,739,560"
منطقة القصيم,بريده,مزاد,2025/03/17,1446/09/17,"14,739,561"
منطقة الشرقية,الدمام,مزاد,2025/03/17,1446/09/17,"14,738,522"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/17,1446/09/17,"14,740,184"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/17,1446/09/17,"14,740,183"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/17,1446/09/17,"14,740,181"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/17,1446/09/17,"14,740,178"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/17,1446/09/17,"14,740,177"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/17,1446/09/17,"14,740,175"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/17,1446/09/17,"14,740,173"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/17,1446/09/17,"14,740,176"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/17,1446/09/17,"14,740,174"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/17,1446/09/17,"14,740,180"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/17,1446/09/17,"14,740,182"
منطقة الشرقية,حفر الباطن,مزاد,2025/03/17,1446/09/17,"14,740,179"
منطقة نجران,نجران,مزاد,2025/03/17,1446/09/17,"14,739,857"
منطقة نجران,نجران,مزاد,2025/03/17,1446/09/17,"14,739,777"
منطقة الرياض,الرياض,مزاد,2025/03/18,1446/09/18,"14,751,988"
منطقة الرياض,الرياض,مزاد,2025/03/18,1446/09/18,"14,746,372"
منطقة الرياض,الرياض,مزاد,2025/03/18,1446/09/18,"14,751,199"
منطقة الرياض,الرياض,مزاد,2025/03/18,1446/09/18,"14,752,367"
منطقة الرياض,الرياض,مزاد,2025/03/18,1446/09/18,"14,742,451"
منطقة الشرقية,الدمام,مزاد,2025/03/18,1446/09/18,"14,749,244"
منطقة الرياض,الرياض,مزاد,2025/03/19,1446/09/19,"14,759,887"
منطقة الرياض,الرياض,مزاد,2025/03/19,1446/09/19,"14,761,546"
منطقة الرياض,الرياض,مزاد,2025/03/19,1446/09/19,"14,759,961"
منطقة الرياض,الرياض,مزاد,2025/03/19,1446/09/19,"14,761,544"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/19,1446/09/19,"14,754,944"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/19,1446/09/19,"14,754,935"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/19,1446/09/19,"14,754,946"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/19,1446/09/19,"14,754,945"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/19,1446/09/19,"14,754,936"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/19,1446/09/19,"14,754,937"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/19,1446/09/19,"14,754,938"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/19,1446/09/19,"14,754,939"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/19,1446/09/19,"14,754,940"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/19,1446/09/19,"14,754,941"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/19,1446/09/19,"14,754,942"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/19,1446/09/19,"14,754,943"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/19,1446/09/19,"14,757,911"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/19,1446/09/19,"14,754,903"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/19,1446/09/19,"14,754,904"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/19,1446/09/19,"14,754,902"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/19,1446/09/19,"14,754,906"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/19,1446/09/19,"14,754,899"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/19,1446/09/19,"14,761,457"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/19,1446/09/19,"14,754,900"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/19,1446/09/19,"14,754,901"
منطقة مكة المكرمه,جده,مزاد,2025/03/19,1446/09/19,"14,758,218"
منطقة مكة المكرمه,جده,مزاد,2025/03/19,1446/09/19,"14,758,219"
منطقة مكة المكرمه,جده,مزاد,2025/03/19,1446/09/19,"14,758,220"
منطقة مكة المكرمه,جده,مزاد,2025/03/19,1446/09/19,"14,758,217"
منطقة مكة المكرمه,جده,مزاد,2025/03/19,1446/09/19,"14,758,568"
منطقة مكة المكرمه,الطائف,مزاد,2025/03/19,1446/09/19,"14,758,944"
منطقة الشرقية,الاحساء,مزاد,2025/03/19,1446/09/19,"14,759,282"
منطقة الشرقية,الاحساء,مزاد,2025/03/19,1446/09/19,"14,759,283"
منطقة الشرقية,الاحساء,مزاد,2025/03/19,1446/09/19,"14,759,284"
منطقة حائل,حائل,مزاد,2025/03/19,1446/09/19,"14,759,015"
منطقة الرياض,الرياض,مزاد,2025/03/20,1446/09/20,"14,765,185"
منطقة الرياض,الرياض,مزاد,2025/03/20,1446/09/20,"14,764,518"
منطقة الرياض,الرياض,مزاد,2025/03/20,1446/09/20,"14,765,867"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/20,1446/09/20,"14,764,867"
منطقة مكة المكرمه,جده,مزاد,2025/03/20,1446/09/20,"14,765,142"
منطقة مكة المكرمه,جده,مزاد,2025/03/20,1446/09/20,"14,764,962"
منطقة مكة المكرمه,جده,مزاد,2025/03/20,1446/09/20,"14,765,242"
منطقة مكة المكرمه,جده,مزاد,2025/03/20,1446/09/20,"14,766,933"
منطقة الشرقية,الدمام,مزاد,2025/03/20,1446/09/20,"14,766,322"
منطقة الرياض,الرياض,مزاد,2025/03/23,1446/09/23,"14,784,134"
منطقة الرياض,الرياض,مزاد,2025/03/23,1446/09/23,"14,784,133"
منطقة الرياض,الرياض,مزاد,2025/03/23,1446/09/23,"14,790,214"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/23,1446/09/23,"14,780,410"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/23,1446/09/23,"14,780,411"
منطقة مكة المكرمه,جده,مزاد,2025/03/23,1446/09/23,"14,783,356"
منطقة مكة المكرمه,جده,مزاد,2025/03/23,1446/09/23,"14,785,506"
منطقة مكة المكرمه,جده,مزاد,2025/03/23,1446/09/23,"14,786,194"
منطقة مكة المكرمه,جده,مزاد,2025/03/23,1446/09/23,"14,784,223"
منطقة المدينة المنوره,المدينة المنورة,مزاد,2025/03/23,1446/09/23,"14,784,894"
منطقة القصيم,بريده,مزاد,2025/03/23,1446/09/23,"14,784,609"
منطقة عسير,ابها,مزاد,2025/03/23,1446/09/23,"14,790,645"
منطقة عسير,ابها,مزاد,2025/03/23,1446/09/23,"14,786,839"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/24,1446/09/24,"14,800,605"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/03/24,1446/09/24,"14,796,320"
منطقة المدينة المنوره,المدينة المنورة,مزاد,2025/03/24,1446/09/24,"14,798,345"
منطقة الشرقية,الدمام,مزاد,2025/03/24,1446/09/24,"14,800,392"
