المنطقة,المدينة,نوع السند الرئيسي,تاريخ القرار ميلادي,الرقم المرجعي
 الرياض,الرياض,قسمة تركة,2025/07/10,"15,572,995"
 مكة المكرمه,جده,قسمة تركة,2025/07/10,"15,572,989"
 مكة المكرمه,الطائف,قسمة تركة,2025/07/10,"15,572,994"
 مكة المكرمه,الطائف,مزاد,2025/07/10,"15,572,980"
 مكة المكرمه,الطائف,مزاد,2025/07/10,"15,572,988"
 مكة المكرمه,الطائف,قسمة تركة,2025/07/10,"15,572,981"
 مكة المكرمه,الطائف,قسمة تركة,2025/07/10,"15,572,990"
 القصيم,بريده,مزاد,2025/07/10,"15,572,979"
 القصيم,بريده,قسمة تركة,2025/07/10,"15,572,973"
 القصيم,بريده,مزاد,2025/07/10,"15,572,982"
 القصيم,بريده,مزاد,2025/07/10,"15,572,986"
 القصيم,بريده,قسمة تركة,2025/07/10,"15,572,975"
 القصيم,بريده,قسمة تركة,2025/07/10,"15,572,978"
 الشرقية,الدمام,قسمة تركة,2025/07/10,"15,572,971"
 الشرقية,الدمام,قسمة تركة,2025/07/10,"15,572,976"
 الشرقية,الدمام,قسمة تركة,2025/07/10,"15,572,974"
 الشرقية,الدمام,قسمة تركة,2025/07/10,"15,572,972"
 الشرقية,الاحساء,أوراق تجارية,2025/07/10,"15,572,969"
 الشرقية,الاحساء,أوراق تجارية,2025/07/10,"15,572,992"
 الشرقية,الاحساء,قسمة تركة,2025/07/10,"15,572,983"
 الرياض,الرياض,قسمة تركة,2025/07/13,"15,603,081"
 الرياض,الرياض,قسمة تركة,2025/07/13,"15,603,078"
 الرياض,الرياض,قسمة تركة,2025/07/13,"15,603,066"
 الرياض,الرياض,قسمة تركة,2025/07/13,"15,603,075"
 الرياض,الرياض,قسمة تركة,2025/07/13,"15,603,069"
 الرياض,الرياض,قسمة تركة,2025/07/13,"15,603,070"
 الرياض,الرياض,اخلاء,2025/07/13,"15,601,825"
 الرياض,الرياض,قسمة تركة,2025/07/13,"15,601,813"
 الرياض,الرياض,قسمة تركة,2025/07/13,"15,601,812"
 الرياض,الرياض,قسمة تركة,2025/07/13,"15,601,814"
 الرياض,الرياض,قسمة تركة,2025/07/13,"15,603,073"
 مكة المكرمه,مكة المكرمة,مزاد,2025/07/13,"15,603,072"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/07/13,"15,603,077"
 مكة المكرمه,جده,قسمة تركة,2025/07/13,"15,603,080"
 مكة المكرمه,جده,قسمة تركة,2025/07/13,"15,603,076"
 مكة المكرمه,جده,مزاد,2025/07/13,"15,603,071"
 مكة المكرمه,جده,مزاد,2025/07/13,"15,603,064"
 مكة المكرمه,الطائف,مزاد,2025/07/13,"15,601,816"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/07/13,"15,601,815"
 القصيم,بريده,مزاد,2025/07/13,"15,601,811"
 القصيم,بريده,قسمة تركة,2025/07/13,"15,601,826"
 الشرقية,الدمام,عقود,2025/07/13,"15,603,074"
 الشرقية,الاحساء,قسمة تركة,2025/07/13,"15,601,824"
 جازان,جيزان,احكام و قرارات,2025/07/13,"15,601,810"
 الجوف,سكاكا,مزاد,2025/07/13,"15,603,067"
 الجوف,سكاكا,مزاد,2025/07/13,"15,603,079"
 الجوف,سكاكا,قسمة تركة,2025/07/13,"15,603,068"
 الحدود الشمالية,عرعر,قسمة تركة,2025/07/13,"15,603,065"
 الرياض,الرياض,قسمة تركة,2025/07/14,"15,618,462"
 الرياض,الرياض,قسمة تركة,2025/07/14,"15,611,506"
 الرياض,الرياض,قسمة تركة,2025/07/14,"15,618,460"
 الرياض,الرياض,قسمة تركة,2025/07/14,"15,618,463"
 الرياض,الرياض,قسمة تركة,2025/07/14,"15,618,458"
 الرياض,الرياض,قسمة تركة,2025/07/14,"15,618,459"
 الرياض,الرياض,مزاد,2025/07/14,"15,618,461"
 مكة المكرمه,جده,قسمة تركة,2025/07/14,"15,611,505"
 الرياض,الرياض,مزاد,2025/07/15,"15,630,857"
 الرياض,الرياض,قسمة تركة,2025/07/15,"15,630,898"
 الرياض,الرياض,أوراق تجارية إلكترونية,2025/07/15,"15,630,897"
 الرياض,الرياض,قسمة تركة,2025/07/15,"15,635,055"
 الرياض,الرياض,قسمة تركة,2025/07/15,"15,635,062"
 الرياض,الرياض,احكام و قرارات,2025/07/15,"15,630,855"
 الرياض,الرياض,قسمة تركة,2025/07/15,"15,630,859"
 الرياض,الرياض,قسمة تركة,2025/07/15,"15,630,900"
 الرياض,الرياض,قسمة تركة,2025/07/15,"15,630,854"
 الرياض,الرياض,قسمة تركة,2025/07/15,"15,630,891"
 الرياض,الرياض,مزاد,2025/07/15,"15,630,899"
 الرياض,الرياض,احكام و قرارات,2025/07/15,"15,630,868"
 الرياض,الرياض,مزاد,2025/07/15,"15,630,908"
 الرياض,الرياض,أوراق تجارية إلكترونية,2025/07/15,"15,630,901"
 الرياض,الرياض,أوراق تجارية,2025/07/15,"15,630,920"
 الرياض,الرياض,أوراق تجارية,2025/07/15,"15,630,872"
 الرياض,الرياض,مزاد,2025/07/15,"15,630,858"
 الرياض,الرياض,مزاد,2025/07/15,"15,630,873"
 الرياض,الرياض,قسمة تركة,2025/07/15,"15,635,063"
 الرياض,الرياض,قسمة تركة,2025/07/15,"15,635,059"
 الرياض,الرياض,قسمة تركة,2025/07/15,"15,635,056"
 الرياض,الرياض,أوراق تجارية,2025/07/15,"15,630,921"
 الرياض,الرياض,قسمة تركة,2025/07/15,"15,630,895"
 الرياض,الرياض,مزاد,2025/07/15,"15,630,883"
 الرياض,الرياض,قسمة تركة,2025/07/15,"15,630,880"
 الرياض,الرياض,قسمة تركة,2025/07/15,"15,630,917"
 الرياض,الرياض,قسمة تركة,2025/07/15,"15,630,912"
 الرياض,الرياض,قسمة تركة,2025/07/15,"15,630,853"
 الرياض,الرياض,أوراق تجارية إلكترونية,2025/07/15,"15,630,852"
 الرياض,الرياض,مزاد,2025/07/15,"15,630,894"
 الرياض,الرياض,قسمة تركة,2025/07/15,"15,630,913"
 الرياض,الرياض,قسمة تركة,2025/07/15,"15,630,916"
 الرياض,الرياض,قسمة تركة,2025/07/15,"15,630,926"
 الرياض,الرياض,مزاد,2025/07/15,"15,630,856"
 الرياض,الرياض,احكام و قرارات,2025/07/15,"15,630,865"
 الرياض,الرياض,مزاد,2025/07/15,"15,635,058"
 الرياض,الرياض,مزاد,2025/07/15,"15,630,876"
 مكة المكرمه,مكة المكرمة,احكام و قرارات,2025/07/15,"15,630,909"
 مكة المكرمه,مكة المكرمة,أوراق تجارية,2025/07/15,"15,630,918"
 مكة المكرمه,مكة المكرمة,أوراق تجارية,2025/07/15,"15,630,892"
 مكة المكرمه,مكة المكرمة,احكام و قرارات,2025/07/15,"15,630,906"
 مكة المكرمه,مكة المكرمة,مزاد,2025/07/15,"15,630,869"
 مكة المكرمه,مكة المكرمة,مزاد,2025/07/15,"15,630,904"
 مكة المكرمه,مكة المكرمة,مزاد,2025/07/15,"15,630,893"
 مكة المكرمه,مكة المكرمة,عام,2025/07/15,"15,630,915"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/07/15,"15,635,061"
 مكة المكرمه,جده,احكام و قرارات,2025/07/15,"15,630,884"
 مكة المكرمه,جده,عقود,2025/07/15,"15,630,888"
 مكة المكرمه,جده,احكام و قرارات,2025/07/15,"15,630,850"
 مكة المكرمه,جده,مزاد,2025/07/15,"15,630,886"
 مكة المكرمه,جده,قسمة تركة,2025/07/15,"15,630,878"
 مكة المكرمه,جده,مزاد,2025/07/15,"15,630,919"
 مكة المكرمه,جده,احكام و قرارات,2025/07/15,"15,630,875"
 مكة المكرمه,جده,احكام و قرارات,2025/07/15,"15,630,885"
 مكة المكرمه,جده,احكام و قرارات,2025/07/15,"15,630,861"
 مكة المكرمه,جده,مزاد,2025/07/15,"15,630,923"
 مكة المكرمه,جده,أوراق تجارية,2025/07/15,"15,630,871"
 مكة المكرمه,جده,مزاد,2025/07/15,"15,630,863"
 مكة المكرمه,جده,مزاد,2025/07/15,"15,630,864"
 مكة المكرمه,جده,مزاد,2025/07/15,"15,630,910"
 مكة المكرمه,جده,احكام و قرارات,2025/07/15,"15,630,927"
 مكة المكرمه,جده,عقود,2025/07/15,"15,630,902"
 مكة المكرمه,جده,قسمة تركة,2025/07/15,"15,630,890"
 مكة المكرمه,جده,مزاد,2025/07/15,"15,630,922"
 مكة المكرمه,جده,مزاد,2025/07/15,"15,630,867"
 مكة المكرمه,جده,احكام و قرارات,2025/07/15,"15,630,851"
 مكة المكرمه,الطائف,قسمة تركة,2025/07/15,"15,632,184"
 مكة المكرمه,الطائف,قسمة تركة,2025/07/15,"15,621,111"
 القصيم,بريده,أوراق تجارية,2025/07/15,"15,630,881"
 القصيم,بريده,مزاد,2025/07/15,"15,630,860"
 القصيم,بريده,احكام و قرارات,2025/07/15,"15,630,889"
 القصيم,بريده,أوراق تجارية,2025/07/15,"15,630,870"
 القصيم,بريده,أوراق تجارية,2025/07/15,"15,630,879"
 عسير,ابها,قسمة تركة,2025/07/15,"15,635,060"
 الحدود الشمالية,عرعر,قسمة تركة,2025/07/15,"15,635,057"
 الرياض,الرياض,أوراق تجارية إلكترونية,2025/07/17,"15,654,035"
 الرياض,الرياض,قسمة تركة,2025/07/17,"15,654,032"
 مكة المكرمه,جده,قسمة تركة,2025/07/17,"15,654,059"
 مكة المكرمه,جده,قسمة تركة,2025/07/17,"15,654,020"
 مكة المكرمه,جده,اخلاء,2025/07/17,"15,654,063"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/07/17,"15,654,021"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/07/17,"15,654,060"
 المدينة المنوره,المدينة المنورة,احكام و قرارات,2025/07/17,"15,654,062"
 الشرقية,الدمام,احكام و قرارات,2025/07/17,"15,654,036"
 الشرقية,الدمام,قسمة تركة,2025/07/17,"15,654,030"
 الشرقية,الدمام,قسمة تركة,2025/07/17,"15,654,033"
 عسير,ابها,قسمة تركة,2025/07/17,"15,654,019"
 تبوك,تبوك,قسمة تركة,2025/07/17,"15,654,026"
 تبوك,تبوك,قسمة تركة,2025/07/17,"15,654,031"
 تبوك,تبوك,قسمة تركة,2025/07/17,"15,654,057"
 حائل,حائل,قسمة تركة,2025/07/17,"15,654,034"
 حائل,حائل,قسمة تركة,2025/07/17,"15,654,025"
 حائل,حائل,عقود,2025/07/17,"15,654,058"
 حائل,حائل,مزاد,2025/07/17,"15,654,028"
 حائل,حائل,قسمة تركة,2025/07/17,"15,654,023"
 حائل,حائل,قسمة تركة,2025/07/17,"15,654,038"
 حائل,حائل,قسمة تركة,2025/07/17,"15,654,022"
 الجوف,سكاكا,مزاد,2025/07/17,"15,654,024"
 الجوف,سكاكا,مزاد,2025/07/17,"15,654,027"
 الجوف,سكاكا,قسمة تركة,2025/07/17,"15,654,037"
 الحدود الشمالية,عرعر,قسمة تركة,2025/07/17,"15,654,061"
 الحدود الشمالية,عرعر,قسمة تركة,2025/07/17,"15,654,029"
 الرياض,الرياض,قسمة تركة,2025/07/20,"15,677,192"
 الرياض,الرياض,قسمة تركة,2025/07/20,"15,677,185"
 الرياض,الرياض,قسمة تركة,2025/07/20,"15,677,194"
 الرياض,الرياض,قسمة تركة,2025/07/20,"15,677,187"
 الرياض,الرياض,احكام و قرارات,2025/07/20,"15,677,186"
 الرياض,الرياض,قسمة تركة,2025/07/20,"15,677,195"
 القصيم,بريده,قسمة تركة,2025/07/20,"15,677,193"
 القصيم,بريده,قسمة تركة,2025/07/20,"15,677,184"
 القصيم,بريده,قسمة تركة,2025/07/20,"15,677,181"
 القصيم,بريده,مزاد,2025/07/20,"15,677,191"
 الشرقية,حفر الباطن,مزاد,2025/07/20,"15,677,183"
 الشرقية,حفر الباطن,قسمة تركة,2025/07/20,"15,677,182"
 الرياض,الرياض,قسمة تركة,2025/07/22,"15,711,404"
 الرياض,الرياض,قسمة تركة,2025/07/22,"15,711,443"
 الرياض,الرياض,قسمة تركة,2025/07/22,"15,711,416"
 الرياض,الرياض,قسمة تركة,2025/07/22,"15,711,403"
 الرياض,الرياض,قسمة تركة,2025/07/22,"15,711,441"
 الرياض,الرياض,قسمة تركة,2025/07/22,"15,711,433"
 الرياض,الرياض,قسمة تركة,2025/07/22,"15,711,437"
 الرياض,الرياض,قسمة تركة,2025/07/22,"15,711,435"
 الرياض,الرياض,قسمة تركة,2025/07/22,"15,711,461"
 الرياض,الرياض,مزاد,2025/07/22,"15,711,408"
 الرياض,الرياض,قسمة تركة,2025/07/22,"15,711,451"
 الرياض,الرياض,قسمة تركة,2025/07/22,"15,711,439"
 الرياض,الرياض,قسمة تركة,2025/07/22,"15,711,411"
 الرياض,الرياض,قسمة تركة,2025/07/22,"15,711,420"
 الرياض,الرياض,قسمة تركة,2025/07/22,"15,711,436"
 الرياض,الرياض,قسمة تركة,2025/07/22,"15,711,432"
 الرياض,الرياض,قسمة تركة,2025/07/22,"15,711,418"
 الرياض,الرياض,قسمة تركة,2025/07/22,"15,711,460"
 الرياض,الرياض,قسمة تركة,2025/07/22,"15,711,440"
 الرياض,الرياض,قسمة تركة,2025/07/22,"15,711,447"
 الرياض,الرياض,قسمة تركة,2025/07/22,"15,711,400"
 الرياض,الرياض,قسمة تركة,2025/07/22,"15,711,429"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/07/22,"15,711,450"
 مكة المكرمه,مكة المكرمة,مزاد,2025/07/22,"15,711,459"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/07/22,"15,711,444"
 مكة المكرمه,مكة المكرمة,مزاد,2025/07/22,"15,711,419"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/07/22,"15,711,462"
 مكة المكرمه,جده,قسمة تركة,2025/07/22,"15,711,646"
 مكة المكرمه,جده,قسمة تركة,2025/07/22,"15,711,398"
 مكة المكرمه,جده,قسمة تركة,2025/07/22,"15,711,427"
 مكة المكرمه,جده,قسمة تركة,2025/07/22,"15,711,425"
 مكة المكرمه,جده,قسمة تركة,2025/07/22,"15,711,426"
 مكة المكرمه,جده,قسمة تركة,2025/07/22,"15,711,402"
 مكة المكرمه,جده,قسمة تركة,2025/07/22,"15,711,647"
 مكة المكرمه,جده,قسمة تركة,2025/07/22,"15,711,412"
 مكة المكرمه,جده,قسمة تركة,2025/07/22,"15,711,446"
 مكة المكرمه,الطائف,مزاد,2025/07/22,"15,711,421"
 مكة المكرمه,الطائف,قسمة تركة,2025/07/22,"15,711,393"
 مكة المكرمه,الطائف,قسمة تركة,2025/07/22,"15,711,397"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/07/22,"15,711,410"
 المدينة المنوره,المدينة المنورة,احكام و قرارات,2025/07/22,"15,711,438"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/07/22,"15,711,417"
 القصيم,بريده,قسمة تركة,2025/07/22,"15,711,428"
 القصيم,بريده,قسمة تركة,2025/07/22,"15,711,415"
 القصيم,بريده,قسمة تركة,2025/07/22,"15,711,406"
 القصيم,بريده,قسمة تركة,2025/07/22,"15,711,407"
 الشرقية,الدمام,قسمة تركة,2025/07/22,"15,711,391"
 الشرقية,الدمام,اخلاء,2025/07/22,"15,711,395"
 الشرقية,الدمام,اخلاء,2025/07/22,"15,711,430"
 الشرقية,الدمام,اخلاء,2025/07/22,"15,711,405"
 الشرقية,الدمام,قسمة تركة,2025/07/22,"15,711,423"
 الشرقية,الدمام,اخلاء,2025/07/22,"15,711,388"
 الشرقية,الدمام,اخلاء,2025/07/22,"15,711,389"
 الشرقية,الدمام,اخلاء,2025/07/22,"15,711,390"
 الشرقية,الدمام,قسمة تركة,2025/07/22,"15,711,392"
 الشرقية,الدمام,قسمة تركة,2025/07/22,"15,711,456"
 الشرقية,الدمام,قسمة تركة,2025/07/22,"15,711,442"
 الشرقية,الدمام,قسمة تركة,2025/07/22,"15,711,457"
 الشرقية,الدمام,مزاد,2025/07/22,"15,711,413"
 الشرقية,الدمام,مزاد,2025/07/22,"15,711,458"
 الشرقية,الدمام,مزاد,2025/07/22,"15,711,452"
 الشرقية,الاحساء,قسمة تركة,2025/07/22,"15,711,431"
 الشرقية,الاحساء,قسمة تركة,2025/07/22,"15,711,409"
 الشرقية,الاحساء,مزاد,2025/07/22,"15,711,422"
 الشرقية,الاحساء,اخلاء,2025/07/22,"15,711,399"
 الشرقية,الاحساء,قسمة تركة,2025/07/22,"15,711,453"
 الشرقية,حفر الباطن,احكام و قرارات,2025/07/22,"15,711,394"
 الشرقية,حفر الباطن,مزاد,2025/07/22,"15,711,455"
 عسير,ابها,مزاد,2025/07/22,"15,711,449"
 عسير,ابها,احكام و قرارات,2025/07/22,"15,711,396"
 عسير,ابها,مزاد,2025/07/22,"15,711,454"
 عسير,ابها,أوراق تجارية,2025/07/22,"15,711,414"
 تبوك,تبوك,قسمة تركة,2025/07/22,"15,711,463"
 تبوك,تبوك,قسمة تركة,2025/07/22,"15,711,401"
 الجوف,سكاكا,قسمة تركة,2025/07/22,"15,711,424"
 الجوف,سكاكا,قسمة تركة,2025/07/22,"15,711,448"
 الجوف,سكاكا,قسمة تركة,2025/07/22,"15,711,434"
 الجوف,سكاكا,قسمة تركة,2025/07/22,"15,711,445"
 الرياض,الرياض,مزاد,2025/07/23,"15,718,504"
 الرياض,الرياض,قسمة تركة,2025/07/23,"15,718,501"
 الرياض,الرياض,مزاد,2025/07/23,"15,718,497"
 الرياض,الرياض,قسمة تركة,2025/07/23,"15,718,503"
 الرياض,الرياض,أوراق تجارية,2025/07/23,"15,718,499"
 مكة المكرمه,مكة المكرمة,عقود,2025/07/23,"15,718,508"
 مكة المكرمه,جده,قسمة تركة,2025/07/23,"15,718,505"
 مكة المكرمه,جده,احكام و قرارات,2025/07/23,"15,718,502"
 مكة المكرمه,جده,مزاد,2025/07/23,"15,718,506"
 مكة المكرمه,جده,مزاد,2025/07/23,"15,718,510"
 القصيم,بريده,أوراق تجارية,2025/07/23,"15,718,498"
 القصيم,بريده,أوراق تجارية,2025/07/23,"15,718,509"
 الشرقية,الاحساء,قسمة تركة,2025/07/23,"15,716,028"
 الجوف,سكاكا,قسمة تركة,2025/07/23,"15,716,026"
 الرياض,الرياض,قسمة تركة,2025/07/27,"15,755,286"
 الرياض,الرياض,مزاد,2025/07/27,"15,755,289"
 الرياض,الرياض,مزاد,2025/07/27,"15,755,283"
 الرياض,الرياض,قسمة تركة,2025/07/27,"15,755,272"
 الرياض,الرياض,قسمة تركة,2025/07/27,"15,755,275"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/07/27,"15,755,281"
 مكة المكرمه,مكة المكرمة,أوراق تجارية,2025/07/27,"15,755,284"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/07/27,"15,755,285"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/07/27,"15,755,295"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/07/27,"15,755,291"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/07/27,"15,755,273"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/07/27,"15,755,278"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/07/27,"15,755,290"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/07/27,"15,755,287"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/07/27,"15,755,280"
 مكة المكرمه,جده,مزاد,2025/07/27,"15,755,282"
 مكة المكرمه,جده,قسمة تركة,2025/07/27,"15,755,271"
 مكة المكرمه,جده,قسمة تركة,2025/07/27,"15,755,288"
 مكة المكرمه,جده,احكام و قرارات,2025/07/27,"15,755,274"
 مكة المكرمه,جده,مزاد,2025/07/27,"15,755,294"
 مكة المكرمه,جده,قسمة تركة,2025/07/27,"15,755,223"
 مكة المكرمه,جده,قسمة تركة,2025/07/27,"15,755,276"
 القصيم,بريده,قسمة تركة,2025/07/27,"15,755,279"
 القصيم,بريده,قسمة تركة,2025/07/27,"15,755,459"
 القصيم,بريده,قسمة تركة,2025/07/27,"15,755,460"
 القصيم,بريده,قسمة تركة,2025/07/27,"15,755,461"
 القصيم,بريده,قسمة تركة,2025/07/27,"15,755,222"
 القصيم,بريده,قسمة تركة,2025/07/27,"15,755,277"
 القصيم,بريده,قسمة تركة,2025/07/27,"15,755,293"
 القصيم,بريده,مزاد,2025/07/27,"15,755,292"
 مكة المكرمه,جده,قسمة تركة,2025/07/29,"15,784,544"
 مكة المكرمه,جده,قسمة تركة,2025/07/29,"15,784,543"
 الرياض,الرياض,مزاد,2025/07/30,"15,792,399"
 الرياض,الرياض,قسمة تركة,2025/07/30,"15,792,678"
