المنطقة,المدينة,نوع القطاع,نوع الخدمة,التاريخ ميلادي,الرقم المرجعي
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,"30,419,923"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,"30,412,074"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,"30,422,619"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/02,"30,441,529"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/02,"30,459,041"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/02,"30,458,759"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/02,"30,458,842"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/02,"30,438,469"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/02,"30,433,963"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/02,"30,450,450"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/02,"30,450,391"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/03,"30,471,885"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/03,"30,472,503"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/03,"30,468,789"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/03,"30,468,360"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/03,"30,463,196"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/03,"30,470,440"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/03,"30,460,046"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/03,"30,470,202"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/03,"30,469,679"
 الشرقية,الجبيل,القطاع العام,خدمة إلكترونية جزئيا,2025/07/06,"30,531,120"
 الشرقية,الجبيل,القطاع العام,خدمة إلكترونية جزئيا,2025/07/06,"30,535,783"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/06,"30,531,662"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/06,"30,531,925"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/06,"30,541,786"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/06,"30,536,310"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/07,"30,565,351"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/07,"30,560,806"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/07,"30,568,609"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/07,"30,551,621"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/07,"30,555,420"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/08,"30,600,566"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/08,"30,600,662"
 الشرقية,الجبيل,القطاع العام,خدمة إلكترونية جزئيا,2025/07/08,"30,604,526"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/08,"30,591,280"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/08,"30,571,342"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/08,"30,573,579"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/08,"30,572,074"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/08,"30,572,098"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/09,"30,618,932"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/09,"30,625,134"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/09,"30,619,134"
 الشرقية,الجبيل,القطاع العام,خدمة إلكترونية جزئيا,2025/07/09,"30,607,624"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/09,"30,633,249"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/09,"30,632,989"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/10,"30,658,052"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/10,"30,657,952"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/10,"30,655,230"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/10,"30,655,115"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/10,"30,659,868"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/11,"30,669,854"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/13,"30,720,056"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/13,"30,721,265"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/13,"30,720,374"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/13,"30,721,629"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/13,"30,721,444"
