المنطقة,المدينة,نوع القطاع,نوع الخدمة,التاريخ ميلادي,الرقم المرجعي
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/1/2025,"28,659,473"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/1/2025,"28,659,474"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/2/2025,"28,666,058"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/2/2025,"28,668,107"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/2/2025,"28,666,063"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/2/2025,"28,666,103"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/2/2025,"28,668,108"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/2/2025,"28,669,137"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/2/2025,"28,666,073"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/2/2025,"28,667,586"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/2/2025,"28,667,083"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/2/2025,"28,666,066"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/2/2025,"28,669,825"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/3/2025,"28,674,766"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/3/2025,"28,675,239"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/3/2025,"28,674,782"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/3/2025,"28,675,225"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/5/2025,"28,682,152"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/5/2025,"28,686,405"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/5/2025,"28,686,201"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/5/2025,"28,685,964"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/5/2025,"28,686,389"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/5/2025,"28,685,965"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/5/2025,"28,686,192"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/5/2025,"28,682,181"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/5/2025,"28,684,542"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/6/2025,"28,693,185"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/6/2025,"28,695,371"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/6/2025,"28,693,062"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/6/2025,"28,698,433"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/6/2025,"28,693,036"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/6/2025,"28,692,967"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/6/2025,"28,695,385"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/6/2025,"28,692,596"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/6/2025,"28,691,978"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/6/2025,"28,693,074"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/6/2025,"28,692,140"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/6/2025,"28,691,628"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/6/2025,"28,698,469"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/6/2025,"28,695,378"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/6/2025,"28,692,008"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/6/2025,"28,694,523"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/6/2025,"28,692,970"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/6/2025,"28,693,063"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/6/2025,"28,693,191"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/6/2025,"28,693,490"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/6/2025,"28,692,611"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/6/2025,"28,700,056"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/7/2025,"28,715,099"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/7/2025,"28,716,050"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/7/2025,"28,716,094"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/7/2025,"28,705,395"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/7/2025,"28,716,781"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/7/2025,"28,716,126"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/7/2025,"28,715,900"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/7/2025,"28,716,105"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/7/2025,"28,714,782"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/7/2025,"28,717,644"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/7/2025,"28,712,797"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,4/7/2025,"28,715,992"
