المنطقة,المدينة,نوع القطاع,نوع الخدمة,التاريخ ميلادي,الرقم المرجعي
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,399,007"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,398,182"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,399,924"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,399,743"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,399,825"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,402,200"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,403,967"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,399,234"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,399,923"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,400,813"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,403,770"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,403,726"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,404,439"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,404,934"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,401,829"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,403,221"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,403,264"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,403,999"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,404,276"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,399,682"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,399,827"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,402,192"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,400,990"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,402,613"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,401,499"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,403,982"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,401,543"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,403,117"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,405,504"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,401,337"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,402,470"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,402,796"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,404,903"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,382,906"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,387,655"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,394,690"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,395,077"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,395,153"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,382,065"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,393,257"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,378,887"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,379,634"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,381,971"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,381,010"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,384,980"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,387,246"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,388,044"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,381,212"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,381,338"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,387,155"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,394,909"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,379,838"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/10/01,"32,383,694"
