المنطقة,المدينة,نوع السند الرئيسي,تاريخ القرار ميلادي,الرقم المرجعي
 الرياض,الرياض,مزاد,2025/04/06,"14,822,327"
 مكة المكرمه,مكة المكرمة,مزاد,2025/04/06,"14,812,639"
 مكة المكرمه,مكة المكرمة,مزاد,2025/04/06,"14,809,718"
 مكة المكرمه,مكة المكرمة,مزاد,2025/04/06,"14,809,665"
 مكة المكرمه,جده,مزاد,2025/04/06,"14,810,715"
 مكة المكرمه,جده,مزاد,2025/04/06,"14,810,714"
 مكة المكرمه,جده,مزاد,2025/04/06,"14,810,713"
 مكة المكرمه,جده,مزاد,2025/04/06,"14,810,712"
 مكة المكرمه,جده,مزاد,2025/04/06,"14,810,711"
 مكة المكرمه,جده,مزاد,2025/04/06,"14,810,710"
 مكة المكرمه,جده,مزاد,2025/04/06,"14,810,709"
 مكة المكرمه,جده,مزاد,2025/04/06,"14,810,708"
 مكة المكرمه,جده,مزاد,2025/04/06,"14,810,707"
 مكة المكرمه,جده,مزاد,2025/04/06,"14,813,364"
 مكة المكرمه,جده,مزاد,2025/04/06,"14,810,648"
 مكة المكرمه,جده,مزاد,2025/04/06,"14,810,647"
 مكة المكرمه,جده,مزاد,2025/04/06,"14,812,355"
 المدينة المنوره,المدينة المنورة,مزاد,2025/04/06,"14,812,630"
 الشرقية,حفر الباطن,مزاد,2025/04/06,"14,815,507"
 الشرقية,حفر الباطن,مزاد,2025/04/06,"14,815,508"
 الشرقية,حفر الباطن,مزاد,2025/04/06,"14,815,506"
 عسير,ابها,مزاد,2025/04/06,"14,811,224"
 عسير,ابها,مزاد,2025/04/06,"14,811,225"
 الرياض,الرياض,مزاد,2025/04/07,"14,825,488"
 الرياض,الرياض,مزاد,2025/04/07,"14,827,227"
 الرياض,الرياض,مزاد,2025/04/07,"14,822,690"
 مكة المكرمه,مكة المكرمة,مزاد,2025/04/07,"14,825,687"
 مكة المكرمه,مكة المكرمة,مزاد,2025/04/07,"14,825,688"
 مكة المكرمه,مكة المكرمة,مزاد,2025/04/07,"14,825,452"
 مكة المكرمه,مكة المكرمة,مزاد,2025/04/07,"14,823,897"
 مكة المكرمه,مكة المكرمة,مزاد,2025/04/07,"14,825,959"
 مكة المكرمه,مكة المكرمة,مزاد,2025/04/07,"14,826,917"
 مكة المكرمه,مكة المكرمة,مزاد,2025/04/07,"14,824,792"
 مكة المكرمه,الطائف,مزاد,2025/04/07,"14,826,793"
 مكة المكرمه,الطائف,مزاد,2025/04/07,"14,827,719"
 مكة المكرمه,الطائف,مزاد,2025/04/07,"14,826,792"
 مكة المكرمه,الطائف,مزاد,2025/04/07,"14,826,791"
 القصيم,بريده,مزاد,2025/04/07,"14,826,641"
 الشرقية,الدمام,مزاد,2025/04/07,"14,824,049"
 الشرقية,حفر الباطن,مزاد,2025/04/07,"14,826,201"
 عسير,ابها,مزاد,2025/04/07,"14,825,830"
 حائل,حائل,مزاد,2025/04/07,"14,823,859"
 حائل,حائل,مزاد,2025/04/07,"14,823,862"
 الرياض,الرياض,مزاد,2025/04/08,"14,831,319"
 الرياض,الرياض,مزاد,2025/04/08,"14,832,001"
 الرياض,الرياض,مزاد,2025/04/08,"14,831,324"
 الرياض,الرياض,مزاد,2025/04/08,"14,831,321"
 مكة المكرمه,مكة المكرمة,مزاد,2025/04/08,"14,832,574"
 مكة المكرمه,مكة المكرمة,مزاد,2025/04/08,"14,832,575"
 مكة المكرمه,جده,مزاد,2025/04/08,"14,829,513"
 مكة المكرمه,جده,مزاد,2025/04/08,"14,832,391"
 القصيم,بريده,مزاد,2025/04/08,"14,831,875"
 القصيم,بريده,مزاد,2025/04/08,"14,831,874"
 الشرقية,الدمام,مزاد,2025/04/08,"14,832,433"
 الشرقية,حفر الباطن,مزاد,2025/04/08,"14,832,221"
 الشرقية,حفر الباطن,مزاد,2025/04/08,"14,829,138"
 عسير,ابها,مزاد,2025/04/08,"14,831,993"
 عسير,ابها,مزاد,2025/04/08,"14,831,991"
 عسير,ابها,مزاد,2025/04/08,"14,831,990"
 عسير,ابها,مزاد,2025/04/08,"14,831,989"
 عسير,ابها,مزاد,2025/04/08,"14,831,988"
 عسير,ابها,مزاد,2025/04/08,"14,831,987"
 عسير,ابها,مزاد,2025/04/08,"14,831,986"
 عسير,ابها,مزاد,2025/04/08,"14,831,984"
 عسير,ابها,مزاد,2025/04/08,"14,831,985"
 عسير,ابها,مزاد,2025/04/08,"14,831,983"
 عسير,ابها,مزاد,2025/04/08,"14,831,360"
 عسير,ابها,مزاد,2025/04/08,"14,831,363"
