المنطقة,المدينة,نوع القطاع,نوع الخدمة,التاريخ ميلادي,الرقم المرجعي
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,403,449"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,403,445"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,404,917"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,382,850"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,383,785"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,391,345"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,401,643"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,403,430"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,403,421"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,380,194"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,396,329"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,401,732"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,396,362"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,403,444"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,396,326"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,401,650"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,403,427"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,396,370"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,403,443"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,378,506"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,396,309"
 مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2025/10/01,"32,403,203"
 الباحة,الباحه,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,383,691"
 مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2025/10/01,"32,383,979"
 مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2025/10/01,"32,403,197"
 عسير,ابها,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,387,187"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,391,768"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,391,708"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,391,715"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,391,712"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,391,766"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,391,772"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,391,769"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,391,697"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,387,886"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,387,888"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,387,884"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/01,"32,387,894"
 جازان,جيزان,القطاع العام,خدمة إلكترونية جزئيا,2025/10/02,"32,411,942"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/02,"32,425,946"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/02,"32,419,052"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/02,"32,425,903"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/02,"32,426,004"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/02,"32,425,904"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/02,"32,424,498"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/02,"32,424,500"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/02,"32,425,876"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/02,"32,424,542"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/02,"32,425,969"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/02,"32,422,529"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/02,"32,424,547"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/02,"32,424,545"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/02,"32,422,536"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/02,"32,425,907"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/02,"32,425,987"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/02,"32,427,177"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/02,"32,420,666"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/02,"32,424,541"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/02,"32,422,510"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/02,"32,406,059"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/02,"32,422,397"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/02,"32,422,425"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/02,"32,406,849"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/02,"32,422,563"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/02,"32,422,530"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/02,"32,406,853"
 الباحة,الباحه,القطاع العام,خدمة إلكترونية جزئيا,2025/10/02,"32,412,791"
 مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2025/10/02,"32,412,136"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/02,"32,418,941"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/02,"32,419,972"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/02,"32,418,934"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/10/02,"32,418,967"
