المنطقة,المدينة,نوع السند الرئيسي,تاريخ القرار ميلادي,تاريخ القرارهجري,الرقم المرجعي
منطقة الرياض,الرياض,أوراق تجارية,2025/01/01,1446/07/01,"14,100,381"
منطقة القصيم,بريده,عقود,2025/01/02,1446/07/02,"14,108,209"
منطقة القصيم,بريده,عقود,2025/01/02,1446/07/02,"14,108,205"
منطقة الرياض,الرياض,عقود,2025/01/06,1446/07/06,"14,139,790"
منطقة الرياض,الرياض,احكام و قرارات,2025/01/06,1446/07/06,"14,136,927"
منطقة الشرقية,الدمام,احكام و قرارات,2025/01/07,1446/07/07,"14,151,057"
منطقة مكة المكرمه,مكة المكرمة,احكام و قرارات,2025/01/08,1446/07/08,"14,153,064"
منطقة مكة المكرمه,مكة المكرمة,احكام و قرارات,2025/01/08,1446/07/08,"14,153,071"
منطقة الرياض,الرياض,مزاد,2025/01/11,1446/07/11,"14,172,804"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/11,1446/07/11,"14,172,834"
منطقة الرياض,الرياض,قسمة تركة,2025/01/11,1446/07/11,"14,172,809"
منطقة الرياض,الرياض,قسمة تركة,2025/01/11,1446/07/11,"14,172,814"
منطقة الرياض,الرياض,قسمة تركة,2025/01/11,1446/07/11,"14,172,799"
منطقة الرياض,الرياض,قسمة تركة,2025/01/11,1446/07/11,"14,172,840"
منطقة الرياض,الرياض,مزاد,2025/01/11,1446/07/11,"14,172,851"
منطقة الرياض,الرياض,مزاد,2025/01/11,1446/07/11,"14,173,039"
منطقة الرياض,الرياض,قسمة تركة,2025/01/11,1446/07/11,"14,172,835"
منطقة الرياض,الرياض,قسمة تركة,2025/01/11,1446/07/11,"14,172,826"
منطقة الرياض,الرياض,احكام و قرارات,2025/01/11,1446/07/11,"14,172,792"
منطقة الرياض,الرياض,مزاد,2025/01/11,1446/07/11,"14,172,828"
منطقة الرياض,الرياض,مزاد,2025/01/11,1446/07/11,"14,172,816"
منطقة الرياض,الرياض,قسمة تركة,2025/01/11,1446/07/11,"14,172,808"
منطقة الرياض,الرياض,قسمة تركة,2025/01/11,1446/07/11,"14,172,844"
منطقة الرياض,الرياض,قسمة تركة,2025/01/11,1446/07/11,"14,172,841"
منطقة الرياض,الرياض,قسمة تركة,2025/01/11,1446/07/11,"14,172,801"
منطقة الرياض,الرياض,قسمة تركة,2025/01/11,1446/07/11,"14,172,843"
منطقة الرياض,الرياض,قسمة تركة,2025/01/11,1446/07/11,"14,172,795"
منطقة الرياض,الرياض,قسمة تركة,2025/01/11,1446/07/11,"14,172,847"
منطقة الرياض,الرياض,قسمة تركة,2025/01/11,1446/07/11,"14,172,832"
منطقة الرياض,الرياض,قسمة تركة,2025/01/11,1446/07/11,"14,172,793"
منطقة الرياض,الرياض,قسمة تركة,2025/01/11,1446/07/11,"14,172,794"
منطقة الرياض,الرياض,مزاد,2025/01/11,1446/07/11,"14,173,044"
منطقة الرياض,الرياض,قسمة تركة,2025/01/11,1446/07/11,"14,172,800"
منطقة الرياض,الرياض,قسمة تركة,2025/01/11,1446/07/11,"14,172,831"
منطقة مكة المكرمه,مكة المكرمة,قسمة تركة,2025/01/11,1446/07/11,"14,172,817"
منطقة مكة المكرمه,مكة المكرمة,قسمة تركة,2025/01/11,1446/07/11,"14,172,848"
منطقة مكة المكرمه,مكة المكرمة,قسمة تركة,2025/01/11,1446/07/11,"14,173,048"
منطقة مكة المكرمه,جده,مزاد,2025/01/11,1446/07/11,"14,172,806"
منطقة مكة المكرمه,جده,قسمة تركة,2025/01/11,1446/07/11,"14,172,839"
منطقة مكة المكرمه,جده,مزاد,2025/01/11,1446/07/11,"14,172,810"
منطقة مكة المكرمه,جده,قسمة تركة,2025/01/11,1446/07/11,"14,172,827"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/11,1446/07/11,"14,172,829"
منطقة مكة المكرمه,جده,مزاد,2025/01/11,1446/07/11,"14,172,842"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/11,1446/07/11,"14,173,042"
منطقة مكة المكرمه,جده,قسمة تركة,2025/01/11,1446/07/11,"14,172,683"
منطقة مكة المكرمه,جده,مزاد,2025/01/11,1446/07/11,"14,172,824"
منطقة مكة المكرمه,جده,قسمة تركة,2025/01/11,1446/07/11,"14,172,798"
منطقة مكة المكرمه,الطائف,قسمة تركة,2025/01/11,1446/07/11,"14,173,043"
منطقة مكة المكرمه,الطائف,مزاد,2025/01/11,1446/07/11,"14,172,688"
منطقة المدينة المنوره,المدينة المنورة,قسمة تركة,2025/01/11,1446/07/11,"14,172,849"
منطقة المدينة المنوره,المدينة المنورة,مزاد,2025/01/11,1446/07/11,"14,172,818"
منطقة المدينة المنوره,المدينة المنورة,قسمة تركة,2025/01/11,1446/07/11,"14,172,820"
منطقة المدينة المنوره,المدينة المنورة,احكام و قرارات,2025/01/11,1446/07/11,"14,172,682"
منطقة المدينة المنوره,المدينة المنورة,قسمة تركة,2025/01/11,1446/07/11,"14,172,850"
منطقة المدينة المنوره,المدينة المنورة,قسمة تركة,2025/01/11,1446/07/11,"14,172,822"
منطقة القصيم,بريده,مزاد,2025/01/11,1446/07/11,"14,172,830"
منطقة القصيم,بريده,مزاد,2025/01/11,1446/07/11,"14,172,825"
منطقة القصيم,بريده,مزاد,2025/01/11,1446/07/11,"14,172,813"
منطقة القصيم,بريده,مزاد,2025/01/11,1446/07/11,"14,172,807"
منطقة القصيم,بريده,مزاد,2025/01/11,1446/07/11,"14,172,803"
منطقة القصيم,بريده,مزاد,2025/01/11,1446/07/11,"14,172,677"
منطقة القصيم,بريده,مزاد,2025/01/11,1446/07/11,"14,172,676"
منطقة القصيم,بريده,مزاد,2025/01/11,1446/07/11,"14,172,796"
منطقة القصيم,بريده,قسمة تركة,2025/01/11,1446/07/11,"14,172,797"
منطقة الشرقية,الدمام,قسمة تركة,2025/01/11,1446/07/11,"14,172,836"
منطقة الشرقية,الدمام,قسمة تركة,2025/01/11,1446/07/11,"14,172,679"
منطقة الشرقية,الدمام,قسمة تركة,2025/01/11,1446/07/11,"14,172,819"
منطقة الشرقية,حفر الباطن,مزاد,2025/01/11,1446/07/11,"14,172,691"
منطقة عسير,ابها,قسمة تركة,2025/01/11,1446/07/11,"14,173,046"
منطقة عسير,ابها,قسمة تركة,2025/01/11,1446/07/11,"14,172,812"
منطقة عسير,ابها,قسمة تركة,2025/01/11,1446/07/11,"14,172,821"
منطقة عسير,ابها,قسمة تركة,2025/01/11,1446/07/11,"14,172,680"
منطقة تبوك,تبوك,قسمة تركة,2025/01/11,1446/07/11,"14,172,689"
منطقة تبوك,تبوك,قسمة تركة,2025/01/11,1446/07/11,"14,172,846"
منطقة حائل,حائل,قسمة تركة,2025/01/11,1446/07/11,"14,172,833"
منطقة حائل,حائل,قسمة تركة,2025/01/11,1446/07/11,"14,172,838"
منطقة حائل,حائل,قسمة تركة,2025/01/11,1446/07/11,"14,172,687"
منطقة حائل,حائل,قسمة تركة,2025/01/11,1446/07/11,"14,172,845"
منطقة حائل,حائل,قسمة تركة,2025/01/11,1446/07/11,"14,172,823"
منطقة حائل,حائل,عقود,2025/01/11,1446/07/11,"14,172,811"
منطقة جازان,جيزان,قسمة تركة,2025/01/11,1446/07/11,"14,172,837"
منطقة جازان,جيزان,قسمة تركة,2025/01/11,1446/07/11,"14,172,681"
منطقة نجران,نجران,قسمة تركة,2025/01/11,1446/07/11,"14,172,802"
منطقة نجران,نجران,قسمة تركة,2025/01/11,1446/07/11,"14,173,041"
منطقة نجران,نجران,قسمة تركة,2025/01/11,1446/07/11,"14,173,047"
منطقة الجوف,سكاكا,قسمة تركة,2025/01/11,1446/07/11,"14,172,690"
منطقة الحدود الشمالية,عرعر,قسمة تركة,2025/01/11,1446/07/11,"14,172,815"
منطقة الحدود الشمالية,عرعر,قسمة تركة,2025/01/11,1446/07/11,"14,172,805"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/12,1446/07/12,"14,184,715"
منطقة الشرقية,الدمام,مزاد,2025/01/14,1446/07/14,"14,208,818"
منطقة الشرقية,الدمام,عقود,2025/01/14,1446/07/14,"14,208,991"
منطقة الشرقية,الدمام,مزاد,2025/01/14,1446/07/14,"14,208,830"
منطقة الشرقية,الدمام,احكام و قرارات,2025/01/14,1446/07/14,"14,208,971"
منطقة الشرقية,الدمام,احكام و قرارات,2025/01/14,1446/07/14,"14,208,927"
منطقة الجوف,سكاكا,عقود,2025/01/14,1446/07/14,"14,209,689"
منطقة الشرقية,الدمام,احكام و قرارات,2025/01/15,1446/07/15,"14,215,097"
منطقة مكة المكرمه,جده,عقود,2025/01/16,1446/07/16,"14,223,827"
منطقة الرياض,الرياض,مزاد,2025/01/17,1446/07/17,"14,229,759"
منطقة الرياض,الرياض,قسمة تركة,2025/01/17,1446/07/17,"14,229,760"
منطقة الرياض,الرياض,مزاد,2025/01/17,1446/07/17,"14,229,758"
منطقة الرياض,الرياض,مزاد,2025/01/17,1446/07/17,"14,229,761"
منطقة القصيم,بريده,أوراق تجارية,2025/01/19,1446/07/19,"14,249,033"
منطقة الرياض,الرياض,احكام و قرارات,2025/01/20,1446/07/20,"14,259,479"
منطقة الرياض,الرياض,احكام و قرارات,2025/01/20,1446/07/20,"14,258,274"
منطقة الرياض,الرياض,احكام و قرارات,2025/01/20,1446/07/20,"14,259,380"
منطقة الرياض,الرياض,احكام و قرارات,2025/01/20,1446/07/20,"14,259,375"
منطقة الرياض,الرياض,احكام و قرارات,2025/01/20,1446/07/20,"14,259,442"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/20,1446/07/20,"14,252,403"
منطقة الشرقية,الدمام,أوراق تجارية,2025/01/21,1446/07/21,"14,273,614"
منطقة الرياض,الرياض,مزاد,2025/01/22,1446/07/22,"14,284,844"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/22,1446/07/22,"14,287,189"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/22,1446/07/22,"14,287,352"
منطقة الرياض,الرياض,مزاد,2025/01/26,1446/07/26,"14,316,933"
منطقة الرياض,الرياض,قسمة تركة,2025/01/30,1446/07/30,"14,352,873"
منطقة الرياض,الرياض,قسمة تركة,2025/01/30,1446/07/30,"14,352,859"
منطقة الرياض,الرياض,قسمة تركة,2025/01/30,1446/07/30,"14,352,885"
منطقة الرياض,الرياض,قسمة تركة,2025/01/30,1446/07/30,"14,352,858"
منطقة الرياض,الرياض,قسمة تركة,2025/01/30,1446/07/30,"14,352,867"
منطقة الرياض,الرياض,قسمة تركة,2025/01/30,1446/07/30,"14,352,878"
منطقة الرياض,الرياض,قسمة تركة,2025/01/30,1446/07/30,"14,352,860"
منطقة مكة المكرمه,مكة المكرمة,قسمة تركة,2025/01/30,1446/07/30,"14,352,881"
منطقة مكة المكرمه,مكة المكرمة,قسمة تركة,2025/01/30,1446/07/30,"14,352,871"
منطقة مكة المكرمه,مكة المكرمة,قسمة تركة,2025/01/30,1446/07/30,"14,352,886"
منطقة مكة المكرمه,مكة المكرمة,قسمة تركة,2025/01/30,1446/07/30,"14,352,895"
منطقة مكة المكرمه,مكة المكرمة,قسمة تركة,2025/01/30,1446/07/30,"14,352,862"
منطقة مكة المكرمه,مكة المكرمة,قسمة تركة,2025/01/30,1446/07/30,"14,352,875"
منطقة مكة المكرمه,مكة المكرمة,قسمة تركة,2025/01/30,1446/07/30,"14,352,877"
منطقة مكة المكرمه,مكة المكرمة,قسمة تركة,2025/01/30,1446/07/30,"14,352,893"
منطقة مكة المكرمه,مكة المكرمة,قسمة تركة,2025/01/30,1446/07/30,"14,352,869"
منطقة مكة المكرمه,جده,قسمة تركة,2025/01/30,1446/07/30,"14,352,870"
منطقة مكة المكرمه,جده,قسمة تركة,2025/01/30,1446/07/30,"14,352,874"
منطقة مكة المكرمه,جده,قسمة تركة,2025/01/30,1446/07/30,"14,352,882"
منطقة مكة المكرمه,جده,مزاد,2025/01/30,1446/07/30,"14,352,866"
منطقة مكة المكرمه,جده,قسمة تركة,2025/01/30,1446/07/30,"14,353,162"
منطقة مكة المكرمه,جده,قسمة تركة,2025/01/30,1446/07/30,"14,352,928"
منطقة مكة المكرمه,جده,قسمة تركة,2025/01/30,1446/07/30,"14,352,906"
منطقة مكة المكرمه,الطائف,قسمة تركة,2025/01/30,1446/07/30,"14,352,863"
منطقة مكة المكرمه,الطائف,قسمة تركة,2025/01/30,1446/07/30,"14,352,876"
منطقة المدينة المنوره,المدينة المنورة,عقود,2025/01/30,1446/07/30,"14,352,864"
منطقة المدينة المنوره,المدينة المنورة,قسمة تركة,2025/01/30,1446/07/30,"14,352,896"
منطقة المدينة المنوره,المدينة المنورة,قسمة تركة,2025/01/30,1446/07/30,"14,352,890"
منطقة المدينة المنوره,المدينة المنورة,قسمة تركة,2025/01/30,1446/07/30,"14,352,915"
منطقة القصيم,بريده,عقود,2025/01/30,1446/07/30,"14,352,880"
منطقة القصيم,بريده,قسمة تركة,2025/01/30,1446/07/30,"14,352,918"
منطقة القصيم,بريده,قسمة تركة,2025/01/30,1446/07/30,"14,352,894"
منطقة القصيم,بريده,قسمة تركة,2025/01/30,1446/07/30,"14,352,887"
منطقة القصيم,بريده,قسمة تركة,2025/01/30,1446/07/30,"14,352,905"
منطقة القصيم,بريده,قسمة تركة,2025/01/30,1446/07/30,"14,352,879"
منطقة القصيم,بريده,قسمة تركة,2025/01/30,1446/07/30,"14,352,889"
منطقة الشرقية,الدمام,مزاد,2025/01/30,1446/07/30,"14,352,899"
منطقة الشرقية,الدمام,قسمة تركة,2025/01/30,1446/07/30,"14,352,929"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,352,903"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,352,902"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,352,900"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,352,898"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,352,904"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,352,907"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,352,908"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,352,909"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,352,910"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,352,911"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,352,914"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,352,916"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,352,917"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,352,919"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,352,920"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,352,921"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,352,922"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,352,923"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,352,924"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,352,925"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,352,926"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,352,927"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,352,930"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,352,931"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,352,932"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,352,933"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,352,934"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,352,939"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,352,935"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,352,936"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,352,937"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,352,938"
منطقة الشرقية,الاحساء,قسمة تركة,2025/01/30,1446/07/30,"14,352,861"
منطقة الشرقية,الاحساء,قسمة تركة,2025/01/30,1446/07/30,"14,352,897"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,352,940"
منطقة الشرقية,الاحساء,مزاد,2025/01/30,1446/07/30,"14,353,169"
منطقة عسير,ابها,قسمة تركة,2025/01/30,1446/07/30,"14,352,865"
منطقة عسير,ابها,قسمة تركة,2025/01/30,1446/07/30,"14,352,901"
منطقة حائل,حائل,قسمة تركة,2025/01/30,1446/07/30,"14,352,891"
منطقة الجوف,سكاكا,احكام و قرارات,2025/01/30,1446/07/30,"14,352,883"
منطقة الجوف,سكاكا,مزاد,2025/01/30,1446/07/30,"14,352,872"
منطقة الحدود الشمالية,عرعر,قسمة تركة,2025/01/30,1446/07/30,"14,352,884"
منطقة الحدود الشمالية,عرعر,مزاد,2025/01/30,1446/07/30,"14,352,912"
منطقة الحدود الشمالية,عرعر,قسمة تركة,2025/01/30,1446/07/30,"14,352,892"
منطقة الباحة,الباحه,قسمة تركة,2025/01/30,1446/07/30,"14,352,888"
منطقة الرياض,الرياض,قسمة تركة,2025/02/01,1446/08/02,"14,355,669"
منطقة الرياض,الرياض,قسمة تركة,2025/02/01,1446/08/02,"14,355,633"
منطقة الرياض,الرياض,قسمة تركة,2025/02/01,1446/08/02,"14,355,745"
منطقة الرياض,الرياض,مزاد,2025/02/01,1446/08/02,"14,355,706"
منطقة الرياض,الرياض,قسمة تركة,2025/02/01,1446/08/02,"14,355,654"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/02/01,1446/08/02,"14,355,631"
منطقة مكة المكرمه,جده,قسمة تركة,2025/02/01,1446/08/02,"14,355,697"
منطقة مكة المكرمه,جده,قسمة تركة,2025/02/01,1446/08/02,"14,355,713"
منطقة مكة المكرمه,جده,قسمة تركة,2025/02/01,1446/08/02,"14,355,645"
منطقة مكة المكرمه,جده,قسمة تركة,2025/02/01,1446/08/02,"14,355,625"
منطقة مكة المكرمه,الطائف,قسمة تركة,2025/02/01,1446/08/02,"14,355,638"
منطقة المدينة المنوره,المدينة المنورة,قسمة تركة,2025/02/01,1446/08/02,"14,355,632"
منطقة القصيم,بريده,قسمة تركة,2025/02/01,1446/08/02,"14,355,646"
منطقة القصيم,بريده,قسمة تركة,2025/02/01,1446/08/02,"14,355,728"
منطقة القصيم,بريده,قسمة تركة,2025/02/01,1446/08/02,"14,355,711"
منطقة الشرقية,الدمام,قسمة تركة,2025/02/01,1446/08/02,"14,355,691"
منطقة الشرقية,الدمام,مزاد,2025/02/01,1446/08/02,"14,355,620"
منطقة الشرقية,الدمام,قسمة تركة,2025/02/01,1446/08/02,"14,355,651"
منطقة الشرقية,الدمام,قسمة تركة,2025/02/01,1446/08/02,"14,355,652"
منطقة الشرقية,الدمام,مزاد,2025/02/01,1446/08/02,"14,355,674"
منطقة الشرقية,الدمام,مزاد,2025/02/01,1446/08/02,"14,355,615"
منطقة الشرقية,الدمام,قسمة تركة,2025/02/01,1446/08/02,"14,355,757"
منطقة الشرقية,الدمام,قسمة تركة,2025/02/01,1446/08/02,"14,355,700"
منطقة الشرقية,الدمام,قسمة تركة,2025/02/01,1446/08/02,"14,355,649"
منطقة الشرقية,الدمام,قسمة تركة,2025/02/01,1446/08/02,"14,355,686"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,756"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,755"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,753"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,752"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,751"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,743"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,742"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,741"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,665"
منطقة الشرقية,الاحساء,قسمة تركة,2025/02/01,1446/08/02,"14,355,709"
منطقة الشرقية,الاحساء,قسمة تركة,2025/02/01,1446/08/02,"14,355,717"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,666"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,667"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,670"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,671"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,675"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,677"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,678"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,681"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,682"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,685"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,687"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,688"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,689"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,690"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,692"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,693"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,694"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,695"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,696"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,698"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,699"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,701"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,702"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,703"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,704"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,705"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,708"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,710"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,715"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,716"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,718"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,719"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,720"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,721"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,722"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,723"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,724"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,725"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,726"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,727"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,729"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,731"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,732"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,733"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,734"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,737"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,739"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,740"
منطقة الشرقية,الاحساء,قسمة تركة,2025/02/01,1446/08/02,"14,355,707"
منطقة الشرقية,الاحساء,قسمة تركة,2025/02/01,1446/08/02,"14,355,668"
منطقة الشرقية,الاحساء,قسمة تركة,2025/02/01,1446/08/02,"14,355,672"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,612"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,613"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,614"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,616"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,617"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,618"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,619"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,621"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,622"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,623"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,624"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,626"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,627"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,628"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,629"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,630"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,634"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,635"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,636"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,637"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,639"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,640"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,641"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,642"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,643"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,644"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,647"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,648"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,650"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,653"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,664"
منطقة الشرقية,الاحساء,مزاد,2025/02/01,1446/08/02,"14,355,663"
