المنطقة,المدينة,نوع السند الرئيسي,تاريخ القرار ميلادي,تاريخ القرارهجري,الرقم المرجعي
منطقة الرياض,الرياض,قسمة تركة,2025/03/24,1446/09/24,"14,798,620"
منطقة الرياض,الرياض,قسمة تركة,2025/03/24,1446/09/24,"14,798,631"
منطقة الرياض,الرياض,قسمة تركة,2025/03/24,1446/09/24,"14,801,805"
منطقة الرياض,الرياض,قسمة تركة,2025/03/24,1446/09/24,"14,798,687"
منطقة الرياض,الرياض,قسمة تركة,2025/03/24,1446/09/24,"14,798,654"
منطقة الرياض,الرياض,قسمة تركة,2025/03/24,1446/09/24,"14,801,931"
منطقة الرياض,الرياض,قسمة تركة,2025/03/24,1446/09/24,"14,798,685"
منطقة الرياض,الرياض,قسمة تركة,2025/03/24,1446/09/24,"14,801,815"
منطقة الرياض,الرياض,قسمة تركة,2025/03/24,1446/09/24,"14,798,671"
منطقة الرياض,الرياض,مزاد,2025/03/24,1446/09/24,"14,798,642"
منطقة الرياض,الرياض,قسمة تركة,2025/03/24,1446/09/24,"14,801,814"
منطقة الرياض,الرياض,قسمة تركة,2025/03/24,1446/09/24,"14,798,676"
منطقة الرياض,الرياض,قسمة تركة,2025/03/24,1446/09/24,"14,801,933"
منطقة الرياض,الرياض,قسمة تركة,2025/03/24,1446/09/24,"14,798,624"
منطقة الرياض,الرياض,قسمة تركة,2025/03/24,1446/09/24,"14,798,651"
منطقة الرياض,الرياض,قسمة تركة,2025/03/24,1446/09/24,"14,801,820"
منطقة الرياض,الرياض,قسمة تركة,2025/03/24,1446/09/24,"14,798,660"
منطقة الرياض,الرياض,احكام و قرارات,2025/03/24,1446/09/24,"14,798,630"
منطقة الرياض,الرياض,قسمة تركة,2025/03/24,1446/09/24,"14,801,828"
منطقة الرياض,الرياض,قسمة تركة,2025/03/24,1446/09/24,"14,798,682"
منطقة الرياض,الرياض,قسمة تركة,2025/03/24,1446/09/24,"14,798,670"
منطقة الرياض,الرياض,قسمة تركة,2025/03/24,1446/09/24,"14,798,649"
منطقة الرياض,الرياض,قسمة تركة,2025/03/24,1446/09/24,"14,801,834"
منطقة الرياض,الرياض,قسمة تركة,2025/03/24,1446/09/24,"14,798,638"
منطقة الرياض,الرياض,قسمة تركة,2025/03/24,1446/09/24,"14,798,629"
منطقة مكة المكرمه,مكة المكرمة,قسمة تركة,2025/03/24,1446/09/24,"14,798,656"
منطقة مكة المكرمه,مكة المكرمة,قسمة تركة,2025/03/24,1446/09/24,"14,798,625"
منطقة مكة المكرمه,مكة المكرمة,قسمة تركة,2025/03/24,1446/09/24,"14,801,817"
منطقة مكة المكرمه,مكة المكرمة,قسمة تركة,2025/03/24,1446/09/24,"14,798,634"
منطقة مكة المكرمه,جده,قسمة تركة,2025/03/24,1446/09/24,"14,801,838"
منطقة مكة المكرمه,جده,قسمة تركة,2025/03/24,1446/09/24,"14,801,811"
منطقة مكة المكرمه,جده,قسمة تركة,2025/03/24,1446/09/24,"14,798,623"
منطقة مكة المكرمه,جده,قسمة تركة,2025/03/24,1446/09/24,"14,798,617"
منطقة مكة المكرمه,جده,مزاد,2025/03/24,1446/09/24,"14,798,639"
منطقة مكة المكرمه,جده,قسمة تركة,2025/03/24,1446/09/24,"14,801,827"
منطقة مكة المكرمه,الطائف,قسمة تركة,2025/03/24,1446/09/24,"14,801,823"
منطقة مكة المكرمه,الطائف,قسمة تركة,2025/03/24,1446/09/24,"14,801,809"
منطقة مكة المكرمه,الطائف,قسمة تركة,2025/03/24,1446/09/24,"14,798,622"
منطقة مكة المكرمه,الطائف,قسمة تركة,2025/03/24,1446/09/24,"14,798,694"
منطقة مكة المكرمه,الطائف,مزاد,2025/03/24,1446/09/24,"14,798,678"
منطقة مكة المكرمه,الطائف,قسمة تركة,2025/03/24,1446/09/24,"14,801,799"
منطقة مكة المكرمه,الطائف,قسمة تركة,2025/03/24,1446/09/24,"14,801,831"
منطقة المدينة المنوره,المدينة المنورة,قسمة تركة,2025/03/24,1446/09/24,"14,798,627"
منطقة المدينة المنوره,المدينة المنورة,قسمة تركة,2025/03/24,1446/09/24,"14,798,659"
منطقة المدينة المنوره,المدينة المنورة,مزاد,2025/03/24,1446/09/24,"14,798,666"
منطقة المدينة المنوره,المدينة المنورة,قسمة تركة,2025/03/24,1446/09/24,"14,798,618"
منطقة المدينة المنوره,المدينة المنورة,قسمة تركة,2025/03/24,1446/09/24,"14,798,662"
منطقة القصيم,بريده,مزاد,2025/03/24,1446/09/24,"14,798,661"
منطقة القصيم,بريده,قسمة تركة,2025/03/24,1446/09/24,"14,801,813"
منطقة القصيم,بريده,مزاد,2025/03/24,1446/09/24,"14,801,822"
منطقة القصيم,بريده,قسمة تركة,2025/03/24,1446/09/24,"14,798,686"
منطقة القصيم,بريده,قسمة تركة,2025/03/24,1446/09/24,"14,801,826"
منطقة القصيم,بريده,قسمة تركة,2025/03/24,1446/09/24,"14,798,626"
منطقة القصيم,بريده,قسمة تركة,2025/03/24,1446/09/24,"14,798,650"
منطقة القصيم,بريده,قسمة تركة,2025/03/24,1446/09/24,"14,798,653"
منطقة القصيم,بريده,قسمة تركة,2025/03/24,1446/09/24,"14,801,830"
منطقة القصيم,بريده,قسمة تركة,2025/03/24,1446/09/24,"14,801,821"
منطقة الشرقية,الدمام,قسمة تركة,2025/03/24,1446/09/24,"14,798,691"
منطقة الشرقية,الدمام,قسمة تركة,2025/03/24,1446/09/24,"14,798,663"
منطقة الشرقية,الدمام,قسمة تركة,2025/03/24,1446/09/24,"14,798,665"
منطقة الشرقية,الدمام,قسمة تركة,2025/03/24,1446/09/24,"14,798,640"
منطقة الشرقية,الدمام,احكام و قرارات,2025/03/24,1446/09/24,"14,798,684"
منطقة الشرقية,الدمام,احكام و قرارات,2025/03/24,1446/09/24,"14,798,675"
منطقة الشرقية,الدمام,احكام و قرارات,2025/03/24,1446/09/24,"14,798,673"
منطقة الشرقية,الدمام,احكام و قرارات,2025/03/24,1446/09/24,"14,798,641"
منطقة الشرقية,الدمام,احكام و قرارات,2025/03/24,1446/09/24,"14,798,633"
منطقة الشرقية,الدمام,احكام و قرارات,2025/03/24,1446/09/24,"14,798,621"
منطقة الشرقية,الدمام,أوراق تجارية,2025/03/24,1446/09/24,"14,798,637"
منطقة الشرقية,الدمام,احكام و قرارات,2025/03/24,1446/09/24,"14,798,619"
منطقة الشرقية,الاحساء,قسمة تركة,2025/03/24,1446/09/24,"14,798,648"
منطقة عسير,ابها,احكام و قرارات,2025/03/24,1446/09/24,"14,801,803"
منطقة عسير,ابها,قسمة تركة,2025/03/24,1446/09/24,"14,798,628"
منطقة عسير,ابها,قسمة تركة,2025/03/24,1446/09/24,"14,801,807"
منطقة حائل,حائل,عقود,2025/03/24,1446/09/24,"14,798,700"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,801,819"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,798,698"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,798,680"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,798,697"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,801,835"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,801,832"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,801,829"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,801,825"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,798,692"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,798,643"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,801,808"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,801,816"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,798,636"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,798,688"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,798,689"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,801,818"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,798,658"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,798,664"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,801,802"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,798,645"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,798,668"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,798,674"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,798,644"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,798,647"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,798,652"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,798,669"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,798,677"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,801,806"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,801,833"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,801,824"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,801,812"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,801,810"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,798,681"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,798,690"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,801,804"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,801,801"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,801,800"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,798,699"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,798,695"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,798,679"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,798,657"
منطقة حائل,حائل,قسمة تركة,2025/03/24,1446/09/24,"14,798,696"
منطقة الجوف,سكاكا,مزاد,2025/03/24,1446/09/24,"14,798,646"
منطقة الجوف,سكاكا,قسمة تركة,2025/03/24,1446/09/24,"14,798,672"
منطقة الجوف,سكاكا,قسمة تركة,2025/03/24,1446/09/24,"14,798,655"
منطقة الجوف,سكاكا,عقود,2025/03/24,1446/09/24,"14,798,632"
