المنطقة,المدينة,نوع القطاع,نوع الخدمة,التاريخ ميلادي,الرقم المرجعي
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/04/01,"28,655,574"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/04/02,"28,669,147"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/04/02,"28,669,472"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/04/02,"28,665,715"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/04/03,"28,673,539"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2025/04/03,"28,670,586"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/03,"28,672,735"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/04/03,"28,674,642"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/04/03,"28,672,782"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/04/03,"28,672,948"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/04/03,"28,673,143"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/04/03,"28,673,459"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/04/03,"28,673,402"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/04/03,"28,673,029"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/04/03,"28,673,854"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/04/03,"28,672,943"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/04/03,"28,673,809"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/04/03,"28,674,552"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/04/03,"28,673,738"
