المنطقة,المدينة,نوع السند الرئيسي,تاريخ القرار ميلادي,تاريخ القرارهجري,الرقم المرجعي
منطقة الشرقية,الدمام,احكام و قرارات,2025/01/16,1446/07/16,"14,223,849"
منطقة الشرقية,الدمام,احكام و قرارات,2025/01/16,1446/07/16,"14,226,021"
منطقة جازان,جيزان,عقود,2025/01/16,1446/07/16,"14,223,470"
منطقة الجوف,سكاكا,عقود,2025/01/16,1446/07/16,"14,218,141"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/17,1446/07/17,"14,230,968"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/17,1446/07/17,"14,231,019"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/18,1446/07/18,"14,236,485"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/18,1446/07/18,"14,236,486"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/18,1446/07/18,"14,236,487"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/18,1446/07/18,"14,236,488"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/18,1446/07/18,"14,236,489"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/18,1446/07/18,"14,236,490"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/18,1446/07/18,"14,236,491"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/18,1446/07/18,"14,236,464"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/18,1446/07/18,"14,236,465"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/18,1446/07/18,"14,236,466"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/18,1446/07/18,"14,236,467"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/18,1446/07/18,"14,236,468"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/18,1446/07/18,"14,236,469"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/18,1446/07/18,"14,236,470"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/18,1446/07/18,"14,236,471"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/18,1446/07/18,"14,236,492"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/18,1446/07/18,"14,236,493"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/18,1446/07/18,"14,236,494"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/18,1446/07/18,"14,236,472"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/18,1446/07/18,"14,236,473"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/18,1446/07/18,"14,236,474"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/18,1446/07/18,"14,236,475"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/18,1446/07/18,"14,236,476"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/18,1446/07/18,"14,236,477"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/18,1446/07/18,"14,236,478"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/18,1446/07/18,"14,236,479"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/18,1446/07/18,"14,236,480"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/18,1446/07/18,"14,236,481"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/18,1446/07/18,"14,236,482"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/18,1446/07/18,"14,236,483"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/18,1446/07/18,"14,236,484"
منطقة الرياض,الرياض,احكام و قرارات,2025/01/19,1446/07/19,"14,249,594"
منطقة الرياض,الرياض,احكام و قرارات,2025/01/19,1446/07/19,"14,248,757"
منطقة الرياض,الرياض,احكام و قرارات,2025/01/19,1446/07/19,"14,249,174"
منطقة مكة المكرمه,مكة المكرمة,احكام و قرارات,2025/01/19,1446/07/19,"14,249,606"
منطقة مكة المكرمه,مكة المكرمة,احكام و قرارات,2025/01/19,1446/07/19,"14,247,620"
منطقة مكة المكرمه,مكة المكرمة,أوراق تجارية,2025/01/19,1446/07/19,"14,245,221"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/19,1446/07/19,"14,245,157"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/19,1446/07/19,"14,246,933"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/19,1446/07/19,"14,246,658"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/19,1446/07/19,"14,246,661"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/19,1446/07/19,"14,246,662"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/19,1446/07/19,"14,245,158"
منطقة القصيم,بريده,أوراق تجارية إلكترونية,2025/01/19,1446/07/19,"14,245,567"
منطقة القصيم,بريده,أوراق تجارية إلكترونية,2025/01/19,1446/07/19,"14,245,568"
منطقة القصيم,بريده,أوراق تجارية إلكترونية,2025/01/19,1446/07/19,"14,245,566"
منطقة الشرقية,الدمام,عقود,2025/01/19,1446/07/19,"14,247,821"
منطقة الشرقية,الدمام,أوراق تجارية,2025/01/19,1446/07/19,"14,238,557"
منطقة الشرقية,الدمام,أوراق تجارية,2025/01/19,1446/07/19,"14,248,576"
منطقة الشرقية,الدمام,عقود,2025/01/19,1446/07/19,"14,247,822"
منطقة الشرقية,الدمام,أوراق تجارية,2025/01/19,1446/07/19,"14,249,083"
منطقة الشرقية,الدمام,احكام و قرارات,2025/01/19,1446/07/19,"14,239,263"
منطقة الشرقية,الدمام,احكام و قرارات,2025/01/19,1446/07/19,"14,239,266"
منطقة الشرقية,الدمام,احكام و قرارات,2025/01/19,1446/07/19,"14,239,265"
منطقة الشرقية,الدمام,اخلاء,2025/01/19,1446/07/19,"14,248,654"
منطقة الشرقية,الدمام,احكام و قرارات,2025/01/19,1446/07/19,"14,239,264"
منطقة عسير,ابها,احكام و قرارات,2025/01/19,1446/07/19,"14,248,777"
منطقة عسير,ابها,احكام و قرارات,2025/01/19,1446/07/19,"14,248,779"
منطقة عسير,ابها,أوراق تجارية,2025/01/19,1446/07/19,"14,246,326"
منطقة تبوك,تبوك,عقود,2025/01/19,1446/07/19,"14,247,195"
منطقة تبوك,تبوك,عقود,2025/01/19,1446/07/19,"14,245,544"
منطقة جازان,جيزان,أوراق تجارية,2025/01/19,1446/07/19,"14,238,749"
منطقة جازان,جيزان,عقود,2025/01/19,1446/07/19,"14,238,346"
منطقة الباحة,الباحه,أوراق تجارية,2025/01/19,1446/07/19,"14,247,373"
منطقة الباحة,الباحه,أوراق تجارية,2025/01/19,1446/07/19,"14,247,381"
منطقة الباحة,الباحه,أوراق تجارية,2025/01/19,1446/07/19,"14,247,374"
منطقة الباحة,الباحه,أوراق تجارية,2025/01/19,1446/07/19,"14,247,375"
منطقة الباحة,الباحه,أوراق تجارية,2025/01/19,1446/07/19,"14,247,378"
منطقة الباحة,الباحه,أوراق تجارية,2025/01/19,1446/07/19,"14,247,379"
منطقة الباحة,الباحه,أوراق تجارية,2025/01/19,1446/07/19,"14,247,380"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/20,1446/07/20,"14,263,789"
منطقة الرياض,الرياض,عقود,2025/01/20,1446/07/20,"14,264,357"
منطقة الرياض,الرياض,احكام و قرارات,2025/01/20,1446/07/20,"14,264,490"
منطقة مكة المكرمه,مكة المكرمة,احكام و قرارات,2025/01/20,1446/07/20,"14,259,653"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/20,1446/07/20,"14,260,932"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/20,1446/07/20,"14,252,483"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/20,1446/07/20,"14,261,624"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/20,1446/07/20,"14,262,656"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/20,1446/07/20,"14,262,655"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/20,1446/07/20,"14,262,654"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/20,1446/07/20,"14,262,653"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/20,1446/07/20,"14,262,652"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/20,1446/07/20,"14,262,661"
منطقة مكة المكرمه,جده,اخلاء,2025/01/20,1446/07/20,"14,250,845"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/20,1446/07/20,"14,262,660"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/20,1446/07/20,"14,262,659"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/20,1446/07/20,"14,262,658"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/20,1446/07/20,"14,262,657"
منطقة مكة المكرمه,جده,عقود,2025/01/20,1446/07/20,"14,260,540"
منطقة مكة المكرمه,جده,عقود,2025/01/20,1446/07/20,"14,252,874"
منطقة المدينة المنوره,المدينة المنورة,أوراق تجارية,2025/01/20,1446/07/20,"14,262,143"
منطقة الشرقية,الدمام,اخلاء,2025/01/20,1446/07/20,"14,258,982"
منطقة عسير,ابها,احكام و قرارات,2025/01/20,1446/07/20,"14,259,368"
منطقة عسير,ابها,احكام و قرارات,2025/01/20,1446/07/20,"14,262,288"
منطقة عسير,ابها,احكام و قرارات,2025/01/20,1446/07/20,"14,262,287"
منطقة عسير,ابها,احكام و قرارات,2025/01/20,1446/07/20,"14,262,286"
منطقة تبوك,تبوك,عقود,2025/01/20,1446/07/20,"14,261,157"
منطقة تبوك,تبوك,أوراق تجارية,2025/01/20,1446/07/20,"14,263,697"
منطقة حائل,حائل,أوراق تجارية إلكترونية,2025/01/20,1446/07/20,"14,251,242"
منطقة جازان,جيزان,احكام و قرارات,2025/01/20,1446/07/20,"14,259,496"
منطقة الجوف,سكاكا,أوراق تجارية,2025/01/20,1446/07/20,"14,262,776"
منطقة الرياض,الرياض,احكام و قرارات,2025/01/21,1446/07/21,"14,272,961"
منطقة الرياض,الرياض,احكام و قرارات,2025/01/21,1446/07/21,"14,266,179"
منطقة الرياض,الرياض,احكام و قرارات,2025/01/21,1446/07/21,"14,272,960"
منطقة مكة المكرمه,مكة المكرمة,احكام و قرارات,2025/01/21,1446/07/21,"14,276,154"
منطقة مكة المكرمه,مكة المكرمة,احكام و قرارات,2025/01/21,1446/07/21,"14,276,153"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/21,1446/07/21,"14,277,313"
منطقة مكة المكرمه,جده,اخلاء,2025/01/21,1446/07/21,"14,278,205"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/21,1446/07/21,"14,275,844"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/21,1446/07/21,"14,275,845"
منطقة مكة المكرمه,جده,عقود,2025/01/21,1446/07/21,"14,264,828"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/21,1446/07/21,"14,274,739"
منطقة مكة المكرمه,الطائف,أوراق تجارية,2025/01/21,1446/07/21,"14,274,600"
منطقة المدينة المنوره,المدينة المنورة,عقود,2025/01/21,1446/07/21,"14,265,965"
منطقة المدينة المنوره,المدينة المنورة,أوراق تجارية,2025/01/21,1446/07/21,"14,277,013"
منطقة المدينة المنوره,المدينة المنورة,أوراق تجارية,2025/01/21,1446/07/21,"14,277,012"
منطقة الشرقية,الدمام,اخلاء,2025/01/21,1446/07/21,"14,273,566"
منطقة الشرقية,الدمام,اخلاء,2025/01/21,1446/07/21,"14,274,630"
منطقة الشرقية,الدمام,اخلاء,2025/01/21,1446/07/21,"14,273,461"
منطقة الشرقية,الدمام,أوراق تجارية,2025/01/21,1446/07/21,"14,274,273"
منطقة الشرقية,الدمام,احكام و قرارات,2025/01/21,1446/07/21,"14,273,667"
منطقة الشرقية,الدمام,عقود,2025/01/21,1446/07/21,"14,273,402"
منطقة الشرقية,الدمام,احكام و قرارات,2025/01/21,1446/07/21,"14,272,858"
منطقة الشرقية,الدمام,احكام و قرارات,2025/01/21,1446/07/21,"14,272,865"
منطقة الشرقية,الدمام,احكام و قرارات,2025/01/21,1446/07/21,"14,272,864"
منطقة الشرقية,الدمام,احكام و قرارات,2025/01/21,1446/07/21,"14,272,863"
منطقة الشرقية,الدمام,احكام و قرارات,2025/01/21,1446/07/21,"14,272,862"
منطقة الشرقية,الدمام,احكام و قرارات,2025/01/21,1446/07/21,"14,272,861"
منطقة الشرقية,الدمام,أوراق تجارية,2025/01/21,1446/07/21,"14,273,436"
منطقة الشرقية,الدمام,أوراق تجارية,2025/01/21,1446/07/21,"14,273,438"
منطقة الشرقية,الدمام,احكام و قرارات,2025/01/21,1446/07/21,"14,277,653"
منطقة الشرقية,الدمام,احكام و قرارات,2025/01/21,1446/07/21,"14,272,860"
منطقة الشرقية,الدمام,أوراق تجارية,2025/01/21,1446/07/21,"14,273,437"
منطقة الشرقية,الاحساء,احكام و قرارات,2025/01/21,1446/07/21,"14,267,179"
منطقة الشرقية,حفر الباطن,احكام و قرارات,2025/01/21,1446/07/21,"14,266,577"
منطقة تبوك,تبوك,أوراق تجارية,2025/01/21,1446/07/21,"14,278,618"
منطقة حائل,حائل,مزاد,2025/01/21,1446/07/21,"14,264,900"
منطقة حائل,حائل,عقود,2025/01/21,1446/07/21,"14,277,906"
منطقة جازان,جيزان,احكام و قرارات,2025/01/21,1446/07/21,"14,265,876"
منطقة مكة المكرمه,جده,أوراق تجارية إلكترونية,2025/01/22,1446/07/22,"14,287,556"
منطقة مكة المكرمه,جده,أوراق تجارية إلكترونية,2025/01/22,1446/07/22,"14,287,555"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/22,1446/07/22,"14,285,999"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/22,1446/07/22,"14,285,257"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/22,1446/07/22,"14,285,258"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/22,1446/07/22,"14,285,259"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/22,1446/07/22,"14,285,260"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/22,1446/07/22,"14,287,557"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/22,1446/07/22,"14,287,898"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/22,1446/07/22,"14,287,558"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/22,1446/07/22,"14,286,087"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/22,1446/07/22,"14,285,366"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/22,1446/07/22,"14,280,953"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/22,1446/07/22,"14,280,954"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/22,1446/07/22,"14,280,955"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/22,1446/07/22,"14,280,956"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/22,1446/07/22,"14,280,957"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/22,1446/07/22,"14,280,958"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/22,1446/07/22,"14,285,367"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/22,1446/07/22,"14,285,602"
منطقة مكة المكرمه,جده,أوراق تجارية,2025/01/22,1446/07/22,"14,285,324"
منطقة مكة المكرمه,جده,أوراق تجارية إلكترونية,2025/01/22,1446/07/22,"14,285,986"
منطقة مكة المكرمه,جده,أوراق تجارية إلكترونية,2025/01/22,1446/07/22,"14,287,554"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/22,1446/07/22,"14,285,261"
منطقة الشرقية,الدمام,أوراق تجارية,2025/01/22,1446/07/22,"14,285,373"
منطقة الشرقية,الدمام,أوراق تجارية,2025/01/22,1446/07/22,"14,285,863"
منطقة الشرقية,الدمام,أوراق تجارية,2025/01/22,1446/07/22,"14,285,864"
منطقة الشرقية,الدمام,احكام و قرارات,2025/01/22,1446/07/22,"14,279,818"
منطقة الشرقية,الاحساء,احكام و قرارات,2025/01/22,1446/07/22,"14,286,785"
منطقة الشرقية,الاحساء,احكام و قرارات,2025/01/22,1446/07/22,"14,286,784"
منطقة الشرقية,الاحساء,احكام و قرارات,2025/01/22,1446/07/22,"14,280,782"
منطقة تبوك,تبوك,أوراق تجارية,2025/01/22,1446/07/22,"14,287,512"
منطقة تبوك,تبوك,أوراق تجارية,2025/01/22,1446/07/22,"14,287,485"
منطقة جازان,جيزان,احكام و قرارات,2025/01/22,1446/07/22,"14,284,704"
منطقة جازان,جيزان,احكام و قرارات,2025/01/22,1446/07/22,"14,284,703"
منطقة الجوف,سكاكا,احكام و قرارات,2025/01/22,1446/07/22,"14,285,238"
منطقة الجوف,سكاكا,احكام و قرارات,2025/01/22,1446/07/22,"14,285,247"
منطقة الباحة,الباحه,احكام و قرارات,2025/01/22,1446/07/22,"14,284,782"
منطقة الباحة,الباحه,احكام و قرارات,2025/01/22,1446/07/22,"14,284,781"
منطقة الباحة,الباحه,احكام و قرارات,2025/01/22,1446/07/22,"14,284,780"
منطقة الباحة,الباحه,احكام و قرارات,2025/01/22,1446/07/22,"14,284,779"
منطقة الباحة,الباحه,احكام و قرارات,2025/01/22,1446/07/22,"14,284,778"
منطقة الباحة,الباحه,احكام و قرارات,2025/01/22,1446/07/22,"14,284,786"
منطقة الباحة,الباحه,احكام و قرارات,2025/01/22,1446/07/22,"14,284,785"
منطقة الباحة,الباحه,احكام و قرارات,2025/01/22,1446/07/22,"14,284,784"
منطقة الباحة,الباحه,احكام و قرارات,2025/01/22,1446/07/22,"14,284,991"
منطقة الباحة,الباحه,احكام و قرارات,2025/01/22,1446/07/22,"14,284,783"
منطقة الرياض,الرياض,احكام و قرارات,2025/01/23,1446/07/23,"14,292,894"
منطقة الرياض,الرياض,احكام و قرارات,2025/01/23,1446/07/23,"14,296,055"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,948"
منطقة الرياض,الرياض,احكام و قرارات,2025/01/23,1446/07/23,"14,292,893"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,208"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,209"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,210"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,211"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,212"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,213"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,214"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,215"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,216"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,217"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,218"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,219"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,220"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,221"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,222"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,223"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,224"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,225"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,226"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,227"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,206"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,207"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,228"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,229"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,230"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,231"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,232"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,233"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,234"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,235"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,236"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,237"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,238"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,240"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,241"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,242"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,243"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,244"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,245"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,246"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,247"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,248"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,249"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,250"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,251"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,252"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,253"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,254"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,255"
منطقة الرياض,الرياض,أوراق تجارية,2025/01/23,1446/07/23,"14,293,256"
منطقة مكة المكرمه,مكة المكرمة,مزاد,2025/01/23,1446/07/23,"14,295,476"
منطقة مكة المكرمه,مكة المكرمة,احكام و قرارات,2025/01/23,1446/07/23,"14,295,419"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,294,426"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,292,601"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,292,603"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,294,427"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,294,428"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,294,429"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,294,430"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,294,432"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,294,433"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,294,434"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,294,435"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,294,437"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,294,438"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,294,439"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,294,440"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,294,441"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,294,443"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,294,444"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,294,445"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,294,448"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,294,449"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,294,416"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,294,417"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,294,418"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,294,419"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,294,420"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,294,421"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,294,422"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,294,424"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,294,451"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,293,828"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,287,924"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,294,515"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,292,602"
منطقة مكة المكرمه,جده,احكام و قرارات,2025/01/23,1446/07/23,"14,294,425"
منطقة المدينة المنوره,المدينة المنورة,احكام و قرارات,2025/01/23,1446/07/23,"14,293,057"
منطقة المدينة المنوره,المدينة المنورة,احكام و قرارات,2025/01/23,1446/07/23,"14,293,056"
منطقة المدينة المنوره,المدينة المنورة,احكام و قرارات,2025/01/23,1446/07/23,"14,293,055"
منطقة المدينة المنوره,المدينة المنورة,احكام و قرارات,2025/01/23,1446/07/23,"14,293,054"
منطقة المدينة المنوره,المدينة المنورة,احكام و قرارات,2025/01/23,1446/07/23,"14,293,053"
منطقة المدينة المنوره,المدينة المنورة,احكام و قرارات,2025/01/23,1446/07/23,"14,293,052"
منطقة المدينة المنوره,المدينة المنورة,احكام و قرارات,2025/01/23,1446/07/23,"14,293,058"
منطقة المدينة المنوره,المدينة المنورة,أوراق تجارية,2025/01/23,1446/07/23,"14,292,806"
منطقة المدينة المنوره,المدينة المنورة,أوراق تجارية,2025/01/23,1446/07/23,"14,292,805"
منطقة القصيم,بريده,عقود,2025/01/23,1446/07/23,"14,294,332"
منطقة الشرقية,الدمام,احكام و قرارات,2025/01/23,1446/07/23,"14,292,543"
منطقة الشرقية,الدمام,اخلاء,2025/01/23,1446/07/23,"14,293,079"
منطقة الشرقية,الدمام,احكام و قرارات,2025/01/23,1446/07/23,"14,292,302"
منطقة الشرقية,الدمام,احكام و قرارات,2025/01/23,1446/07/23,"14,292,301"
منطقة الشرقية,الدمام,احكام و قرارات,2025/01/23,1446/07/23,"14,292,542"
منطقة الشرقية,الاحساء,احكام و قرارات,2025/01/23,1446/07/23,"14,292,863"
منطقة جازان,جيزان,احكام و قرارات,2025/01/23,1446/07/23,"14,295,549"
منطقة جازان,جيزان,احكام و قرارات,2025/01/23,1446/07/23,"14,295,548"
