المنطقة,المدينة,نوع القطاع,نوع الخدمة,التاريخ ميلادي,الرقم المرجعي
 حائل,حائل,القطاع العام,خدمة إلكترونية جزئيا,2025/01/01,"27,042,531"
 حائل,حائل,القطاع العام,خدمة إلكترونية جزئيا,2025/01/01,"27,041,887"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/01/01,"27,040,835"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/01/01,"27,052,387"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/01/01,"27,042,773"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/01/01,"27,041,747"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/01/01,"27,039,558"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/01/01,"27,043,902"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/01/01,"27,045,899"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/01/01,"27,039,882"
 حائل,حائل,القطاع العام,خدمة إلكترونية جزئيا,2025/01/01,"27,051,883"
 حائل,حائل,القطاع العام,خدمة إلكترونية جزئيا,2025/01/01,"27,051,805"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/01/02,"27,058,040"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/01/02,"27,061,259"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/01/02,"27,054,408"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/01/02,"27,054,589"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/01/02,"27,061,481"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/01/02,"27,058,514"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/01/02,"27,054,485"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/01/02,"27,054,698"
