المنطقة,المدينة,نوع القطاع,نوع الخدمة,التاريخ ميلادي,الرقم المرجعي
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,"30,417,293"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/02,"30,433,081"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/03,"30,474,374"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/03,"30,475,788"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/03,"30,463,474"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/03,"30,472,104"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/03,"30,463,616"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/05,"30,508,206"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/06,"30,522,274"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/06,"30,532,652"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/06,"30,521,580"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/06,"30,535,965"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/06,"30,525,799"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/06,"30,525,313"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/06,"30,521,924"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/07,"30,543,322"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/07,"30,566,366"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/07,"30,547,651"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/07,"30,557,315"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/07,"30,561,658"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/08,"30,578,053"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/09,"30,638,960"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/09,"30,638,792"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/09,"30,630,779"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/09,"30,628,655"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/09,"30,617,857"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/09,"30,626,854"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/10,"30,656,741"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/10,"30,656,427"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/10,"30,657,519"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/10,"30,648,142"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/10,"30,657,266"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/10,"30,647,237"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/12,"30,695,518"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/13,"30,713,828"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/13,"30,714,302"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/13,"30,708,663"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/13,"30,703,941"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/13,"30,704,030"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/13,"30,720,552"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/13,"30,709,587"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/13,"30,716,558"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/14,"30,739,376"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/14,"30,739,781"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/14,"30,739,565"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/14,"30,739,264"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/14,"30,740,815"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/14,"30,738,204"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/16,"30,799,141"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/17,"30,827,075"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/17,"30,826,846"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/17,"30,836,450"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/17,"30,837,426"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/18,"30,841,888"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/18,"30,841,637"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/18,"30,842,314"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/18,"30,849,286"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/20,"30,876,995"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/20,"30,880,722"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/20,"30,877,654"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/20,"30,885,915"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/21,"30,902,693"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/21,"30,905,822"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/21,"30,906,023"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/21,"30,903,899"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/22,"30,940,601"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/22,"30,940,297"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/22,"30,939,344"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/22,"30,939,802"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/22,"30,931,558"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/23,"30,951,203"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/23,"30,954,660"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/23,"30,958,082"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/24,"30,992,555"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/24,"30,992,803"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/24,"30,992,963"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/24,"30,980,463"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/24,"30,976,598"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/24,"30,979,492"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/24,"30,988,602"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/24,"30,988,837"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/24,"30,990,549"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/25,"31,014,343"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/25,"31,013,987"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/25,"31,014,553"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/25,"31,014,956"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/25,"31,005,560"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/26,"31,027,590"
 مكة المكرمه,القنفذه,القطاع العام,خدمة إلكترونية جزئيا,2025/07/27,"31,045,391"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/27,"31,045,645"
