المنطقة,المدينة,نوع القطاع,نوع الخدمة,التاريخ ميلادي,الرقم المرجعي
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,"30,408,376"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,"30,425,464"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,"30,409,123"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,"30,409,303"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,"30,408,509"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,"30,408,218"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,"30,418,405"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,"30,412,325"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,"30,421,838"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,"30,418,422"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,"30,413,071"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,"30,410,881"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,"30,411,512"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,"30,412,374"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,"30,426,275"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,"30,411,666"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,"30,415,177"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,"30,420,276"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,"30,410,911"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,"30,415,505"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,"30,414,872"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,"30,413,385"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,"30,415,603"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,"30,412,341"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,"30,412,009"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,"30,415,989"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,"30,416,278"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,"30,411,602"
 الشرقية,الدمام,القطاع العام,خدمة إلكترونية جزئيا,2025/07/01,"30,416,563"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/02,"30,433,150"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/02,"30,437,270"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/02,"30,437,016"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/02,"30,449,137"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/02,"30,449,161"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/02,"30,449,081"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/02,"30,449,092"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/02,"30,440,773"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/02,"30,440,843"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/02,"30,440,705"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2025/07/02,"30,435,453"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,438,924"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,438,947"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,438,967"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,438,985"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,439,067"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,439,123"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,439,406"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,439,424"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,439,458"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,439,473"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,438,956"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,439,035"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,439,056"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,439,086"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,439,105"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,439,126"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,439,342"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,439,344"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,439,498"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,439,517"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,439,536"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,439,594"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,439,668"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,439,744"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/02,"30,439,750"
