المنطقة,المدينة,نوع القطاع,نوع الخدمة,التاريخ ميلادي,الرقم المرجعي
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/02,"28,668,997"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/02,"28,669,062"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/03,"28,672,935"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/03,"28,673,364"
 عسير,ابها,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/04,"28,676,697"
 عسير,ابها,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/04,"28,676,672"
 عسير,ابها,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/04,"28,676,840"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/05,"28,687,444"
 الشرقية,حفر الباطن,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/06,"28,697,194"
 الشرقية,الاحساء,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/06,"28,694,212"
 مكة المكرمه,مكة المكرمة,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/06,"28,693,213"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,"28,696,142"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,"28,691,805"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,"28,692,666"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,"28,696,902"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,"28,699,208"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,"28,695,525"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,"28,692,982"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,"28,699,783"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/04/06,"28,691,818"
 الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/06,"28,690,367"
 المدينة المنوره,المدينة المنورة,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/06,"28,695,487"
 المدينة المنوره,المدينة المنورة,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/06,"28,695,640"
 الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/06,"28,694,040"
 الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/06,"28,693,147"
 الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/06,"28,692,025"
 الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/06,"28,696,067"
 الشرقية,الاحساء,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/06,"28,694,392"
 الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2025/04/06,"28,695,582"
