القائمة الرئيسية   Main List,,,,,,,,,,,,,,, الأرقام القياسية للأسعار       Price Indices
Table 1: Consumer Price Indices By Expenditure Divisions,,,,,,,,,,,,,,,جدول 1: الأرقام القياسية لأسعار المستهلك حسب أقسام الإنفاق
 ( 2023=100 ),,,,,,,,,,,,,,, ( 2023=100 )
متوسط,,الرقم,الاغذية,,الملابس,السكن والمياه والكهرباء,الأثاث والأجهزة المنزلية,الصحة,النقل ,المعلومات,الترفيه والرياضة,خدمات ,المطاعم,التأمين,العناية الشخصية والحماية الاجتماعية
الفترة,,القياسي,والمشروبات,التبغ,والاحذية, والغاز و أنواع وقود أخرى,والصيانة الدورية للمنزل,,,والاتصالات, والثقافة,التعليم,وخدمات الإقامة,والخدمات المالية, والسلع والخدمات الأخرى
,,العام,Food ,Tobacco,Clothing  ,"Housing , Water, Electricity, Gas, and other fuels","Furnishings, Household Equipment and Routine Household Maintenance",Health,Transport,Information,"Recreation, Sport and Culture",Education Services,Restaurants and Accommodation Services,Insurance and Financial Services,"Personal Care, Social Protection and Miscellaneous Goods and Services"
Period,,General,and,Toobcco,and,,,,, and ,,Education,Restaurants and Hotels,,
Average,,Index, beverages,,Footwear,,,,,Communication,,,,,
,,,,Toobcco,,,,,,,,Education,Restaurants and Hotels,,
45657,,101.50203261979432,100.7151060008823,98.863728382491658,96.757855098284836,106.49280152695319,98.765558217768032,100.0042326853317,100.21661751649209,98.32827696319832,100.79821014800569,101.30749504542028,104.18822343215949,98.474110903993207,102.31425077655193,
45658,,103.56822926289176,101.82503921413927,99.471570540613826,96.729909294567847,112.97567041478057,97.990562069965776,99.764586137654362,100.66312829177576,97.606317726672685,103.36857323105799,101.58086094586743,106.05757137600501,104.72069270285401,107.55213137993375,
Q1,2013,84.50311580419968,76.244483737693301,46.916469478353235,111.98944380200635,93.766798427147663,86.687046332859708,86.177024796134106,73.278045988464257,90.939704786793641,72.524215630112565,87.331574418979201,72.688659030447695,68.079309469521434,87.155515881487403,
Q2,2013,84.451525874947833,76.479713414184829,46.793837395131824,112.053227125037,93.784598395618033,86.768381455884011,86.386807154104929,73.164334917164368,90.631633654048429,71.452341206828407,87.331574418979201,72.674143958428232,64.401118158818505,87.027326797526484,
Q3,2013,84.841025851162968,77.235642905391458,47.038379960735398,112.69344199522834,94.49237674402913,86.382881264032036,86.159819609562703,73.055599214016738,90.664327222615142,72.565428831968276,87.331574418979201,73.391539968095927,64.618155042893875,87.049939868681463
Q4,2013,85.135539149527403,77.330374099160835,47.885838389015568,112.75846060279032,95.040511492801969,86.944651859691405,86.377786700400065,73.054658539217371,90.404965001720427,71.717921873827734,92.04361258243982,72.899261202106047,64.279696417567607,87.56298836629098
Q1,2014,85.680485393234292,77.263690022710762,49.068934501811704,112.33257865096168,97.227147605620303,87.658150445577633,86.697063118628577,73.277059407192027,89.896238567384444,71.357882298351498,92.04361256290251,73.292000096304136,64.484588877685709,87.488510780562592
Q2,2014,86.152594329538616,77.497958676230539,49.177442722769598,112.20628107643135,98.498573360502462,87.329063176722045,87.211162273105131,73.239525773431865,92.198698655952697,70.287073766324795,92.04361256290251,73.625519422998764,64.281652801272699,87.807943515719572
Q3,2014,86.537591424228708,78.062883194956271,49.249465964455737,112.91430540716999,98.24035248745038,87.886298538109997,87.892511596984832,73.819909477302431,91.844270577718632,73.58557340101909,92.04361256290251,73.785179839521632,64.357848633858836,88.395560994651092
Q4,2014,86.780599119439898,78.394355304995429,49.431715117641168,113.40314579624733,98.657260917134806,89.282810230170909,88.149354708149971,73.684274343214568,91.560226299249564,72.728974386474604,91.783652114486003,74.287185596431257,64.260511794052206,88.476935744303276
Q1,2015,86.995894680445403,77.970699427906709,49.600062204415472,113.49851001777934,99.799680681252028,89.301144283601431,88.603202148977928,73.846001214271936,91.190430274823996,72.450565664019365,91.783652114486003,74.551316084816065,64.321739819642445,88.707518931533016
Q2,2015,87.210525362417059,78.245459974412725,50.013627928400005,113.92241345194698,100.0921484621648,89.453727761035267,88.918496129704991,74.032652885789403,90.866740711049559,72.222786216164934,91.783652114486003,74.685279563094426,64.239389491875102,89.20173417971391
Q3,2015,87.382226071174941,78.331312499812597,49.990938000768061,114.417117324421,100.37232400050466,90.142401056270629,88.826660432416233,74.024753293866937,90.62220240512012,72.626444752527206,91.783652114486003,74.905903167984107,64.431075455530859,89.375023295697815
Q4,2015,87.649045695964162,78.336674568259468,49.903258799631864,114.86072908988068,101.320853355503,90.248523161052034,89.090637569309578,73.672295688341805,90.397065986579761,73.085036658534065,93.749583625200003,75.203377571988199,64.218261785622701,89.505515865142499
Q1,2016,89.929583211925603,77.701633367677843,52.427311944987032,114.79023018853466,108.80408657469233,90.697478693432629,89.515130408973548,78.549244819325565,90.305136335735014,71.70106197262136,93.749583625200003,74.69485821275579,64.502924270564534,90.177659677263208
Q2,2016,89.985454002622348,77.127445604438307,57.750585914536494,114.90772324035034,109.595231592828,90.45837014566068,90.399195592547571,77.95166132359553,90.581822835668504,71.488902993008239,93.749583625200003,74.822416801067689,64.197149014095004,90.508374394258951
Q3,2016,89.95464754259477,76.982514081229226,57.736899191899795,115.04026033465099,109.63194603053266,90.4432038781693,90.356188973034591,77.809197033823537,90.382917801707137,71.692766457181406,93.749583625200003,75.242992384779598,64.443596384363673,90.370433566007407
Q4,2016,89.553790929277383,76.569018920822785,57.68913043768223,114.13103940140034,108.93089208042034,90.806846312863968,90.342223583391274,77.455737750265939,89.869903348071944,70.823607012140897,93.640354663474099,75.025013584080696,64.661589071552939,90.178085702592739
Q1,2017,89.294392035038598,76.055043180545837,57.744786883904368,113.33436837542833,108.39532319482367,90.860303715203472,90.31201370543404,77.333807343508198,89.465193818846501,71.255777102984368,93.578967591550693,75.312037902904635,64.902492262369023,90.153883725287528
Q2,2017,89.269891673598465,76.572732794268902,58.102953348849134,113.43757560473,107.90086099058833,90.512420518279541,90.193235893115627,77.420209359826586,89.234900479193257,71.543488721369826,93.554701827474204,75.180020243427165,64.929323424159676,90.019954430716169
Q3,2017,89.129584534621259,76.411912786557323,58.761898469078972,112.99154485332866,107.67269857524566,89.90019984776076,90.1846841897583,77.22358299592652,89.1103667739646,72.01582067865067,93.753474947570695,75.069865362503364,64.991460893406398,90.179030190341464
