Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
  المؤشر العقاري للأحياء بمدينة جدة  في عام 2018 و2019 و2020 و 2021,,,,,,,,,,,,
,,,,,,,,,,,,
المدينة,جده,,,,,,,,,,,
حالة العملية(معتمدة/ملغية/..),معتمدة,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,2018,,,2019,,,2020,,,2021,,
الأحياء,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات
ابريل,,,,,,,,,,1550000,1049.34,1
مايو,2230000,593.13,2,4019152,1703.17,5,,,,,,
يونيو,700000,480,1,1850000,2482.77,4,1850000,1875.04,4,,,
يوليو,690000,198.59,1,130000,170.07,1,650000,468.53,2,,,
اوغسطس,300000,193.45,1,26400000,4966,1,600000,269.15,2,,,
سبتمبر,1300000,321.48,1,1429633,730.27,2,1100000,585.5,2,,,
اكتوبر,2450000,879.17,3,963184,1159.35,4,3150000,1104,2,,,
نوفمبر,5806000,4219,3,,,,,,,,,
ديسمبر,18270000,4955.98,8,1480000,761.15,2,570000,618.66,3,,,
حي/الثغر/ 2,,,,1000000,439.31,1,,,,,,
يناير,,,,1000000,439.31,1,,,,,,
حي/الجامعة,93993075,28225.13,55,38120463,15719.95,52,30784092,19913.41,54,16677331,7463.91,18
يناير,3400000,815.92,3,2101000,1033.61,5,10435000,5382.38,5,4780831,2066.01,5
فبراير,18800000,4608.89,7,4102559,1656.34,5,3385000,2363.13,8,4700000,1440.41,4
مارس,16548000,5101.7,8,1250000,395.88,2,737000,727.49,4,1140000,1379.21,3
ابريل,4138075,1281.09,4,3593001,2333.59,7,,,,6056500,2578.28,6
مايو,645000,1158.87,5,220223,446.04,2,580000,195.23,2,,,
يونيو,360000,437.7,2,1280000,486.95,2,3305000,4559.42,6,,,
يوليو,1395000,1382.08,3,1873000,1117.42,5,2478092,1598.67,7,,,
اوغسطس,300000,328.66,1,13326779,3660.13,7,500000,300.09,2,,,
سبتمبر,2150000,2039.74,5,1340000,1038.8,5,3444000,1394.05,7,,,
اكتوبر,41865000,8195.58,5,7040000,2048.46,7,1410000,1797.11,6,,,
نوفمبر,1872000,1781.05,6,993901,727,3,1755000,1082.38,4,,,
ديسمبر,2520000,1093.85,6,1000000,775.73,2,2755000,513.46,3,,,
حي/الجامعيين,15204000,94947.99,81,63260180,238865.42,198,139917095,397823.86,332,77996666,164577.49,141
يناير,1505000,11838.57,10,5657000,25931.12,22,6323650,24062.21,20,22600713,54177.48,46
فبراير,905000,4705.14,4,4317000,15801.76,13,10317600,32307.06,26,21690000,44916.77,39
مارس,1604000,10800,9,4195000,16725.46,14,9644500,28971.3,23,21810000,43859.01,38
ابريل,555000,5412.7,5,3907180,18289.41,15,350000,1200,1,11895953,21624.23,18
مايو,1365000,7200,6,2311000,9715.26,8,1162500,3600,3,,,
يونيو,520000,3600,3,1180000,4711.1,4,9430000,30607.12,26,,,
يوليو,446000,3505.14,3,6734000,24062.18,20,8189000,28675.5,24,,,
اوغسطس,470000,3600,3,5490000,19939.74,16,9832000,32627.22,27,,,
سبتمبر,1935000,11792.86,10,11304000,36796.8,30,8920000,31711,27,,,
اكتوبر,1555000,9587.32,8,10075000,35465.09,30,29517356,80167.27,68,,,
نوفمبر,2529000,13117,12,3785000,14627.5,12,29091669,61334.72,50,,,
ديسمبر,1815000,9789.26,8,4305000,16800,14,17138820,42560.46,37,,,
حي/الجزء الشرقى غرب طريق المدينة الكيلو 8/7,,,,50000000,4857,2,,,,,,
ديسمبر,,,,50000000,4857,2,,,,,,
حي/الجزيرة,,,,14936000,75390.86,110,24331521,99783.23,141,24225500,66779.05,95
يناير,,,,,,,562500,3188.5,4,3045000,9371.5,13
فبراير,,,,503000,3086.5,5,2631000,13006.5,18,8485000,21555,30
مارس,,,,2327000,7288.04,11,2459000,11620.5,16,8113000,22038.55,33
ابريل,,,,677000,3963.5,6,,,,4582500,13814,19
مايو,,,,1321000,7218.5,10,520000,1235.5,2,,,
يونيو,,,,561000,2759,4,1835000,8992,14,,,
يوليو,,,,1000000,6479,9,1414000,6315,10,,,
اوغسطس,,,,667000,4340,7,1458260,6923.63,10,,,
سبتمبر,,,,2287000,12433.46,18,3703000,15554.04,22,,,
اكتوبر,,,,2373000,11616,18,3643761,13231,18,,,
نوفمبر,,,,1788000,8992.93,12,2155000,7485,11,,,
ديسمبر,,,,1432000,7213.93,10,3950000,12231.56,16,,,
حي/الجوهرة,22067000,12700.23,11,29242368,19641.03,17,44244670,20667.1166,25,16350000,10579.5,8
يناير,4050000,3000,3,1650000,1378.28,1,2350000,575,1,2000000,1200,1
فبراير,,,,3000000,2400,2,4000000,1595.5,1,7300000,3299.5,3
مارس,,,,1337500,2400,2,500000,575,1,7050000,6080,4
ابريل,,,,504868,618.75,1,,,,,,
مايو,,,,,,,1800000,1200,1,,,
يونيو,,,,800000,1120,1,8300000,3619.9,4,,,
يوليو,,,,,,,1369566,1120,1,,,
اوغسطس,3512000,3600,2,,,,,,,,,
سبتمبر,,,,8700000,4395.5,4,7263298,3301.33,4,,,
اكتوبر,1560000,1175,2,3050000,1320,1,17361806,8011.6366,11,,,
نوفمبر,11245000,3605.23,3,9150000,3233,3,,,,,,
ديسمبر,1700000,1320,1,1050000,2775.5,2,1300000,668.75,1,,,
حي/الحمدانية,375530646,180614.06,358,338891864,172017.984,337,332805203,172179.912,318,139183228,76823.44,127
يناير,52676854,21892.08,39,25645580,9969.36,26,37049568,18225.5,32,25709917,15387.06,24
فبراير,30323540,15005.14,32,36820607,23375.65,47,32190020,14775.03,33,47092108,27151.11,53
مارس,34339142,14301.1,30,37982744,16774.432,35,22137865,11054.49,28,43914698,24503.73,33
ابريل,24587571,12041.71,27,24070429,12780.68,25,5720000,2034.82,6,22466505,9781.54,17
مايو,27718078,10552.61,20,21004491,10247.89,20,5250000,2083,4,,,
يونيو,10372270,4882.59,11,12023124,6026.214,15,58295282,32504.04,53,,,
يوليو,36418678,20246.71,40,43587671,24651.091,43,10627438,5586.38,9,,,
اوغسطس,18462990,6361.91,15,29356932,13064.857,27,20999228,8266.38,12,,,
سبتمبر,29419835,10076.06,23,34058022,18537.9,33,30007582,19998.44,33,,,
اكتوبر,42247777,26720.91,50,32642407,13856.28,26,26789509,14048.472,30,,,
نوفمبر,29551752,17736.33,31,21284845,11466.26,22,42191020,22256.15,41,,,
ديسمبر,39412159,20796.91,40,20415012,11267.37,18,41547691,21347.21,37,,,
حي/الحمراء,402689208,51424.74,75,517956343,66239.975,67,110181428,21126.8,49,292084505,21337.54,25
يناير,52690000,11899.03,16,15256250,1644.14,2,3218000,767.69,4,56145032,4654.94,8
فبراير,10336666,2059.92,5,33298751,5616.06,7,31838136,5667.91,9,29796673,5218.18,8
مارس,18245670,2282.25,4,34204376,5163.07,6,1985213,454.83,3,203000000,9860.98,6
ابريل,37210000,8318.52,10,22967690,3858.95,4,1122500,450,1,3142800,1603.44,3
مايو,5865000,1232.065,4,6450000,1175.22,4,2302887,419.99,3,,,
يونيو,625000,115.24,1,128343750,8409,5,8094111,1724.8,9,,,
يوليو,2411046,537.95,4,84150040,11292.94,7,18365000,3616.29,5,,,
اوغسطس,25750000,2318.89,5,783983,155.75,1,9105881,1985.29,5,,,
سبتمبر,219143326,15908.805,13,103125008,14264.235,14,9874700,3525.93,3,,,
اكتوبر,5662500,1042.36,3,18091666,1975.8,5,10675000,1216.27,4,,,
نوفمبر,21700000,4029.41,6,53204959,8741.84,5,12200000,1139.67,2,,,
ديسمبر,3050000,1680.3,4,18079870,3942.97,7,1400000,158.13,1,,,
حي/الحمراء/ 1,,,,,,,220000,60.01,1,,,
سبتمبر,,,,,,,220000,60.01,1,,,
حي/الخالدية,206341513,89896.36,40,429713893,59830.23,41,260355754,61144.06,50,20615935,5180.5,7
يناير,1000000,375,1,7900000,1487.68,2,16850002,3860.5,6,7000000,1700,1
فبراير,7300000,931.97,2,57775259,4956.38,5,5000000,1500,1,,,
مارس,6500000,774,2,1250000,1405,2,4750000,1132,2,13615935,3480.5,6
ابريل,24100000,8762,3,10315034,2813,5,6650000,1675,2,,,
مايو,22295638,3777,4,14475000,2130.5,4,500000,139.81,1,,,
يونيو,,,,8100000,1530,2,130759104,37004.13,19,,,
يوليو,54770655,64660.89,6,115137095,17133.5,5,14325000,3765.5,5,,,
اوغسطس,4425000,480,1,100000,3117.38,1,3000000,390,1,,,
سبتمبر,8950000,1270.5,2,166260000,15665.79,5,25459148,4460.24,6,,,
اكتوبر,19758913,3327.5,8,33499998,2550,7,3412500,375,1,,,
نوفمبر,45075000,3600.5,7,12301507,6591,2,38750000,5569.2,3,,,
ديسمبر,12166307,1937,4,2600000,450,1,10900000,1272.68,3,,,
حي/الخالدية شمال جده غرب طريق المدينه كيلو 10/9,,,,,,,,,,1217841,308,1
يناير,,,,,,,,,,1217841,308,1
حي/الخليج,62293073,198786.99,205,216483866,508182.94,569,295507477,594856.43,656,246674045,371627.77,385
يناير,1721000,16230.8,7,23540922,64768,75,16800990,36395.37,44,66906700,106004.04,83
فبراير,2310000,9900,11,17263605,49340,56,32797998,67360.6,66,71579000,104054.03,120
مارس,5619250,17862.5,20,13465500,28521.5,34,25349250,51485.1,58,74015881,109836.7,121
ابريل,5275000,17086.5,20,11634378,31468.5,37,594000,1800,2,34172464,51733,61
مايو,2095000,8035.5,9,10176887,20075.5,24,2230000,5391,6,,,
يونيو,1693000,3540,4,7599079,21531,25,34670000,90259.19,71,,,
يوليو,3235000,8439.69,9,28990500,69078.05,75,12023631,26196.94,32,,,
اوغسطس,2600274,4495.5,5,19610900,42827.67,52,15217826,30301.5,35,,,
سبتمبر,2614278,10200,14,30462232,67725.25,67,23313622,51032,63,,,
اكتوبر,7338146,22452,25,28668963,57966.87,68,36003955,70111.32,83,,,
نوفمبر,9811125,31230,34,10042900,20986.5,26,49103035,89584.84,106,,,
ديسمبر,17981000,49314.5,47,15028000,33894.1,30,47403170,74938.57,90,,,
حي/الخمرة,56726128,83173.66,123,114872603,123186,242,165122133,271358.21,210,149688852,216422.38,76
يناير,6348000,5187.5,13,12235000,13550,33,11210000,10400,20,59361940,117768.85,16
فبراير,4590000,4172.07,6,8669227,10400,22,14703655,15970.5,29,53027638,32548.05,30
مارس,11004000,7200,17,10093900,12200,23,9393784,8375,17,31760000,62905.48,22
ابريل,2220000,3600,7,8462000,9600,17,5530000,2392.1,6,5539274,3200,8
مايو,4377157,4437.5,10,6056000,8177,10,4383315,2200,6,,,
يونيو,938000,2000,5,2810000,3537.5,8,14087203,24194.05,20,,,
يوليو,7271701,30601.59,10,9885394,9400,18,4663744,8993,12,,,
اوغسطس,1525000,1600,3,6467000,5995.5,11,15228209,14577.24,22,,,
سبتمبر,2745000,3975,10,14958495,14800,33,9038689,10567.57,18,,,
اكتوبر,5442266,6400,14,10808000,12000,21,32132528,62669.36,21,,,
نوفمبر,6910004,8800,16,17648587,16338.5,27,33697053,102219.39,21,,,
ديسمبر,3355000,5200,12,6779000,7187.5,19,11053953,8800,18,,,
حي/الدرة,,,,11678000,55895.32,70,27673095,102091.22,136,21616000,50317.63,64
يناير,,,,,,,2865000,11707,16,3265000,9333.75,12
فبراير,,,,145000,899,1,2213000,8432.5,12,10091000,21951.72,28
مارس,,,,155000,899,2,2585000,10607.81,14,4525000,10874.5,14
ابريل,,,,640000,3360,4,485000,2480,4,3735000,8157.66,10
مايو,,,,1161500,4696.46,6,,,,,,
يونيو,,,,535000,3587,5,1708000,8079.5,11,,,
يوليو,,,,1680000,8465.38,10,1580000,6902,8,,,
اوغسطس,,,,1159500,5843.5,7,3199000,11847.5,15,,,
سبتمبر,,,,2860000,13374.22,16,2000000,7262.22,10,,,
اكتوبر,,,,1310000,4717,6,3329095,9406.69,12,,,
نوفمبر,,,,1070000,4769,6,4974000,14751,20,,,
ديسمبر,,,,962000,5284.76,7,2735000,10615,14,,,
حي/الرابية,11900000,102561.2,2,,,,,,,,,
اوغسطس,9900000,73968.23,1,,,,,,,,,
سبتمبر,2000000,28592.97,1,,,,,,,,,
حي/الربوه,205757958,64573.5537,223,148911107,62569.11,142,228328667,83726.84,137,60227305,23069.76,51
يناير,9639349,2704.59,10,30109255,16741.46,22,13641360,5569.65,11,14242667,5712.36,14
فبراير,19600850,5869.71,59,11854501,5373.58,16,16341000,6625,13,13379000,6511.34,13
مارس,10581088,3702.91,11,9610000,4052.33,9,14995942,6252.5,10,25270638,8817.64,20
ابريل,14959815,5634.21,17,12027500,6579.51,15,3755000,1196.34,4,7335000,2028.42,4
مايو,7631333,2582.87,15,8361669,4151.92,9,5230000,2335.49,6,,,
يونيو,721865,420.64,3,13804413,3278.58,8,19167575,5877.48,17,,,
يوليو,7875000,3310.62,14,13092839,6837.16,13,2418000,1212.03,5,,,
اوغسطس,4690908,2317.87,13,4899014,2303.22,8,7260245,4070.42,10,,,
سبتمبر,6733186,4044.07,25,9419996,2703.09,8,69255585,21537.93,31,,,
اكتوبر,22709099,6502.16,13,10450000,3698.47,13,5220000,2161.06,7,,,
نوفمبر,58067211,11120.825,10,12075920,3860.74,11,59851501,22802.6,15,,,
ديسمبر,42548254,16363.0787,33,13206000,2989.05,10,11192459,4086.34,8,,,
حي/الربيع,,,,100000,310,1,1835000,4591.5,7,2670000,5551,10
يناير,,,,,,,,,,415000,900,2
فبراير,,,,,,,280000,900,1,1250000,2480,4
مارس,,,,,,,,,,1005000,2171,4
سبتمبر,,,,,,,755000,1847.5,3,,,
اكتوبر,,,,100000,310,1,,,,,,
نوفمبر,,,,,,,800000,1844,3,,,
حي/الرحاب,122428917,38698.67,66,165936479,57969.73,72,110469602,40623.881,62,66711483,20383.63,23
يناير,850000,1437.65,2,16015250,7073.97,6,10455000,2792.87,3,26477500,4826.1,7
فبراير,2000000,1230,1,38140600,15835.85,9,14615000,5170.58,8,5065000,2021.15,5
مارس,7395000,2067.76,4,24900000,7971.09,10,6750000,2774.78,4,9360000,2388.19,5
ابريل,11610000,5272.08,12,13527272,3709.21,8,2250000,750,1,25808983,11148.19,6
مايو,17271625,4987.92,8,4866696,1398.94,4,500000,176.24,1,,,
يونيو,6300000,1500,1,1755741,1970.08,3,30000000,11748.536,13,,,
يوليو,3885000,946.73,4,10850000,2578.65,7,2041379,2675.5,3,,,
اوغسطس,2320000,1225.91,4,2140852,3015.52,6,7100000,2456.23,3,,,
سبتمبر,9925000,3848.89,7,17855000,3777.24,4,3761989,1143.51,4,,,
اكتوبر,9480000,4635.25,7,4201447,1706.62,6,3230000,1322.81,4,,,
نوفمبر,40738892,8943.36,11,14785000,3951.7,4,16657000,4901.645,9,,,
ديسمبر,10653400,2603.12,5,16898621,4980.86,5,13109234,4711.18,9,,,
حي/الرحمانية,196130384,227706.28,366,557604413,412379.94,739,354293155,198552.78,392,131215347,97563.58,173
يناير,14950000,11760.41,17,52677192,44587.55,83,37826680,22351.79,47,46469250,28508.75,55
فبراير,11750000,16472.97,26,40694400,33115.61,57,61132837,34120.23,64,16108237,7933.55,16
مارس,9256000,15077.09,24,37075936,23701.26,41,38520420,17048.41,41,40551539,37914.61,64
ابريل,9562237,11892.08,18,84367009,81165.29,140,26354110,7315.25,24,28086321,23206.67,38
مايو,14291000,17646.88,27,35458434,27375.21,48,24387392,6745,22,,,
يونيو,2010000,2132.5,3,29816000,22526.8,39,40431167,27918.15,51,,,
يوليو,28916000,38319.58,62,56487887,39383.02,68,9171282,5961.58,12,,,
اوغسطس,4229000,5612.5,10,16855000,11316.47,20,11977434,8628.75,19,,,
سبتمبر,9980250,11217.51,19,64044635,38170.1,69,27254079,18370.18,30,,,
اكتوبر,27140000,29740.96,47,48351500,29350.75,57,12961323,11095.1,17,,,
نوفمبر,31280000,39012.14,64,48344109,28514.33,55,35565000,20200.5,33,,,
ديسمبر,32765897,28821.66,49,43432311,33173.55,62,28711431,18797.84,32,,,
حي/الرغامة,103874507,64963.721,105,98187525,66380.09,126,68347266,67088.45,72,49296234,23264.31,30
يناير,2040000,1522.48,2,10432258,5542.88,11,14796800,6690.22,9,18600234,6593.98,7
فبراير,6067714,3412.48,7,10322996,9845.72,15,1150000,793.5,2,8076000,4515.05,6
مارس,8793586,4712.55,11,7908688,6074.3,15,3430000,2543.36,5,15120000,9008.28,13
ابريل,12736152,10890.32,14,10139659,8051.12,14,1815000,859.24,2,7500000,3147,4
مايو,16045860,7337.79,16,8951305,7648.58,14,445000,129.83,1,,,
يونيو,742700,600,1,6350000,3201.96,19,16542000,12052.2,19,,,
يوليو,13798095,7163.081,11,3831000,2095.57,3,5019774,2517.72,6,,,
اوغسطس,2848518,2188.95,5,4679001,5182.7,4,2419050,2045,3,,,
سبتمبر,13904147,7680.44,7,7834000,4387.66,9,4504439,4140,7,,,
اكتوبر,5068192,3447.87,5,10398044,3593.52,6,8354500,25887.78,7,,,
نوفمبر,8232543,6966.73,11,7904925,3879.66,6,3365703,2447.31,4,,,
ديسمبر,13597000,9041.03,15,9435649,6876.42,10,6505000,6982.29,7,,,
حي/الرغامة بطريق مكه وفى جوار السليمانية,,,,1380000,810,1,,,,,,
ابريل,,,,1380000,810,1,,,,,,
حي/الرغامة شرق الخط السريع,3420000,1809.09,3,5692400,4100.9,7,575167,238.02,1,513969,113.63,1
يناير,730000,238.02,1,610000,238.02,1,,,,,,
فبراير,,,,250000,770,1,,,,,,
مارس,1300000,831.57,1,,,,,,,,,
ابريل,,,,600000,238.02,1,,,,513969,113.63,1
يونيو,,,,1700000,1204.48,1,,,,,,
يوليو,,,,2009900,1536.75,2,,,,,,
سبتمبر,,,,,,,575167,238.02,1,,,
ديسمبر,1390000,739.5,1,522500,113.63,1,,,,,,
حي/الرغامة طريق مكه بين الكيلو 7 و 8,,,,500000,720,1,400000,720,1,,,
سبتمبر,,,,500000,720,1,,,,,,
اكتوبر,,,,,,,400000,720,1,,,
حي/الروابى,99301069,49838.09,282,124460203,46797.875,186,79988535,32681.955,121,93369697,30765.195,52
يناير,14440000,4070.16,18,12540542,5525.05,24,5149567,2427.135,14,56034343,18804.565,14
فبراير,3880375,1145.17,9,25508033,7098.66,23,11292156,3747.17,10,11096246,2668.12,10
مارس,13485000,7412.84,38,17187840,5736.04,30,6933500,2515.09,8,6899000,2909.44,7
ابريل,5743000,4663.97,27,11976000,4935.94,24,610000,510.2,2,19340108,6383.07,21
مايو,6431075,3289.43,17,2807078,1629.33,8,3595275,1179.73,3,,,
يونيو,1210000,802.23,7,1756120,550.05,4,8042000,2621.85,11,,,
يوليو,11475261,5650.08,27,5259313,2496.19,9,6997546,3303.26,10,,,
اوغسطس,4539047,2881.33,17,2577917,936.04,6,6050105,2923.59,9,,,
سبتمبر,8430373,5313.83,34,10277000,5354.82,17,9176763,3706.87,19,,,
اكتوبر,4115000,3414.13,25,15566577,4541.435,18,5507999,2495.91,15,,,
نوفمبر,10347000,4275.1,32,13826381,2754.495,10,10987309,4540.49,12,,,
ديسمبر,15204938,6919.82,31,5177402,5239.825,13,5646315,2710.66,8,,,
حي/الروضة,573222771,100644.8,182,458338424,108639.3725,174,560589560,146894.1685,171,133009285,30911.39,67
يناير,19192200,5667.58,14,79529500,27677.66,23,38227416,7456.32,14,20055000,4464.65,15
فبراير,36270333,7142.5,24,86239218,20319.19,16,8461000,2722.8075,10,50705766,10741.13,27
مارس,26127500,4970.34,16,91146786,7614.11,19,15491478,4357.86,9,39812319,10977.81,17
ابريل,46924000,8546.39,19,27792250,9166.97,16,1256911,151.71,1,22436200,4727.8,8
مايو,33141557,13121.42,13,15890000,2774.32,7,2505000,476.76,4,,,
يونيو,203041306,17040.12,13,9518740,1362.05,4,91901400,22899.436,34,,,
يوليو,12678250,2257.47,11,27621524,6886.22,14,43588893,5407.73,13,,,
اوغسطس,18090000,4325.9,9,21882980,5648.39,16,2437223,702,4,,,
سبتمبر,57007500,13786.33,12,17084988,3239.06,12,22867810,5889.095,22,,,
اكتوبر,30811000,7886.55,9,23672000,6943.75,11,204985000,73627.57,14,,,
نوفمبر,30584127,6861.75,25,33945190,9504.365,19,41749495,9255.3,18,,,
ديسمبر,59354998,9038.45,17,24015248,7503.2875,17,87117934,13947.58,28,,,
حي/الروضة 5 بالجهة الشمالية غرب طريق المدينة,8000000,1809.67,1,,,,,,,,,
سبتمبر,8000000,1809.67,1,,,,,,,,,
حي/الروضة/ 3,,,,,,,4000000,788.39,1,,,
نوفمبر,,,,,,,4000000,788.39,1,,,
حي/الرويس,258779603,43783.36,68,207978694,31928.466,72,116198934,22534.57,31,15910465,6996.38,14
يناير,1974752,735,7,10524500,1319.77,4,1150000,1387.57,2,13450000,4828.21,5
فبراير,59670000,2841.17,6,4150000,1166.646,4,6665000,1249.32,3,330000,466.8,2
مارس,13175000,4361.57,6,1336952,382.66,3,2000000,1052,1,1238431,1391.51,5
ابريل,36851900,10145.95,9,11605995,1450.32,6,750000,211.27,1,892034,309.86,2
مايو,7100000,2298.81,2,35500000,6988.16,6,853112,209.17,1,,,
يونيو,5450000,792,1,18877573,4193.4,5,30910000,5095.61,6,,,
يوليو,2093000,462.78,3,1600000,804.08,4,9990333,4376.19,4,,,
اوغسطس,400000,95,1,1590750,416.64,2,,,,,,
سبتمبر,62012743,8164.35,10,6468604,1746.9,13,6930489,1849.81,8,,,
اكتوبر,7815017,1041,4,3095000,802.1,4,50950000,2959.79,3,,,
نوفمبر,54989996,10329.14,14,7451871,1576.39,7,,,,,,
ديسمبر,7247195,2516.59,5,105777449,11081.4,14,6000000,4143.84,2,,,
حي/الرويس/ 3,800000,234.91,1,,,,,,,,,
يوليو,800000,234.91,1,,,,,,,,,
حي/الرياض,277053248,524052.64,809,845336535,2627788.99,1174,430534698,633666.37,933,281441586,337756.035,500
يناير,30246436,77386.71,165,55233397,102785.07,139,31099160,52394.68,79,66581858,90022.245,136
فبراير,20995491,31209.29,47,396702851,1892122.16,119,41945157,57516.09,97,87221323,106811.19,146
مارس,18277558,34187.04,49,49652273,82508.65,123,23209701,36607.07,58,98846375,109438.06,168
ابريل,25323065,39258.49,61,46774015,77749.2,104,3605773,6173.62,10,28792030,31484.54,50
مايو,29237878,36418.63,47,25089679,38125.44,58,10007046,10172.51,16,,,
يونيو,3386600,8248.5,11,21832323,35059.4,44,38753673,62435.45,93,,,
يوليو,23792108,47682.82,61,51125884,82465.86,123,44323427,71092.43,108,,,
اوغسطس,11981263,19021,33,29462751,46486.34,71,30922427,46479.37,73,,,
سبتمبر,18080511,37132.99,57,52732176,90640.84,122,52682309,74647.0,86,,,
اكتوبر,30203704,60705.4,70,49006400,76253.18,117,34293765,61068.38,89,,,
نوفمبر,21032395,40159.45,61,31783942,53316.59,80,63546115,84664.86,124,,,
ديسمبر,44496239,92642.32,147,35940844,50276.26,74,56146145,70414.91,100,,,
حي/الرياض شرق جده شمال طريق عسفان,8072425,16293.02,25,14856779,28796.18,41,21587130,40899.74,48,10083571,12229.5,19
يناير,1770000,2103.12,3,1740000,3750,6,920000,1781.24,3,2568571,3820.5,6
فبراير,1255000,1725.9,3,320000,1600,1,760000,1250,2,2950000,3422.5,5
مارس,1270000,3741,6,395000,1245.5,2,1842500,3045.5,4,4025000,4361.5,7
ابريل,,,,280000,625,1,,,,540000,625,1
مايو,799925,1250,2,,,,350000,625,1,,,
يونيو,,,,2294900,4080.44,5,2500000,4222.5,5,,,
يوليو,,,,3106004,4712.5,6,2419000,4263.24,7,,,
اوغسطس,480000,1558,2,990000,2890,3,610000,907.5,1,,,
سبتمبر,165000,625,1,340000,620.5,1,1988000,3945.5,5,,,
اكتوبر,585000,1553.5,2,910000,1875,3,1675000,4140,5,,,
نوفمبر,1107500,2491,4,2883875,4281.24,7,3527500,7835.85,8,,,
ديسمبر,640000,1245.5,2,1597000,3116,6,4995130,8883.41,7,,,
حي/الريان,260473421,192478.601,370,255948361,167265.816,456,251097054,163255.753,335,200926267,118146.99,218
يناير,33048602,15991.859,33,24597023,12969.017,56,25796880,16612.26,38,68928244,41206.81,65
فبراير,53924834,59044.14,76,15039305,11623.72,30,39638717,25252.735,41,52298220,30986.21,68
مارس,40921824,25563.4,36,23421665,14383.28,46,12728714,6421.63,16,52477348,31504.65,61
ابريل,31796000,16552.76,29,29632625,23293.75,45,2238156,1242.14,5,27222455,14449.32,24
مايو,10487174,12878.72,30,16992303,11720.3,27,3450848,1405.22,7,,,
يونيو,3334898,2602.02,7,16222875,11432.42,29,23452087,13929.95,33,,,
يوليو,8950250,6117.76,22,15816287,13832.16,28,9074002,10605.22,23,,,
اوغسطس,11356393,6585.46,24,16084288,11235.609,28,16771459,8374.009,23,,,
سبتمبر,13186200,14023.245,32,23205071,13099.36,48,27559306,18427.949,35,,,
اكتوبر,17553506,11560.827,25,18514073,10762.44,36,34890750,24523.01,44,,,
نوفمبر,17188240,10489.69,29,31285012,19490.67,50,31304235,20903.82,37,,,
ديسمبر,18725500,11068.72,27,25137834,13423.09,33,24191900,15557.81,33,,,
حي/الزمرد,279231635,211661.67,412,373076183,286906.075,535,453672740,298160.885,533,171800767,105936.46,169
يناير,13330432,12254.84,23,40387033,26073.69,49,30615935,23705.77,40,49344500,31993.5,37
فبراير,27366489,15598.18,30,33990125,33948.11,60,50061858,29336.0,52,51717227,31093.68,57
مارس,27823071,20599.64,41,31258327,24694.82,44,22512805,13059.28,27,50969645,30994.91,55
ابريل,34365718,21796.72,43,29208566,24469.57,41,1696280,562.5,2,19769395,11854.37,20
مايو,15822466,10447.14,23,27872003,17590.83,38,9945278,4156.37,10,,,
يونيو,7135611,4407.21,9,15337297,15122.9,31,85599632,56176.615,103,,,
يوليو,23264162,17055.2,38,37002150,33615.56,58,15073173,15386.42,30,,,
اوغسطس,18490149,12184.89,27,23176517,19190.22,37,38321774,24871.65,55,,,
سبتمبر,18231918,12590.96,26,37585661,28504.28,52,50601159,35025.88,58,,,
اكتوبر,19231431,16927.88,33,44538000,34012.24,62,43981498,30163.5,54,,,
نوفمبر,34642902,33265.91,56,31464000,17577.015,34,30343491,19268.2,37,,,
ديسمبر,39527286,34533.1,63,21256504,12106.84,29,74919857,46448.7,65,,,
حي/الزهراء,337373781,125248.434,150,487713577,97898.289,151,282678683,76704.857,129,159608359,29005.77,42
يناير,24600000,26411.62,27,25560158,6460.48,12,26554491,5118.37,12,15113792,4439.31,9
فبراير,47853530,22315.7,7,20138587,9654.68,16,7644999,2533.489,6,17904158,3682.91,9
مارس,23532484,6931.918,12,43120183,6042.69,10,21680001,4013.039,9,106573752,17022.39,18
ابريل,33890004,13191.597,22,107367119,26482.22,21,,,,20016657,3861.16,6
مايو,53577944,11498.43,19,21280000,5693.4,8,10205000,1807.29,4,,,
يونيو,5580000,854.45,2,71605404,6093.05,9,67295089,16960.689,37,,,
يوليو,20931444,6857.76,10,92340603,10281.3,18,10126981,3996.3,8,,,
اوغسطس,4383000,2990.17,4,15573332,3310.77,7,12642515,4528.7,8,,,
سبتمبر,24624786,13397.08,13,13574000,4682.35,8,33783361,8772.87,15,,,
اكتوبر,51190000,4935.66,7,25661354,8086.49,13,38525000,12912.23,6,,,
نوفمبر,21999933,7664.179,13,13161525,3956.269,15,29867463,9010.43,11,,,
ديسمبر,25210656,8199.87,14,38331312,7154.59,14,24353783,7051.45,13,,,
حي/الزهراء/ 2,,,,250376,127.935,1,650000,97.35,1,,,
سبتمبر,,,,250376,127.935,1,,,,,,
ديسمبر,,,,,,,650000,97.35,1,,,
