Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
  المؤشر العقاري للأحياء بمدينة جدة  في عام 2018 و2019 و2020 و 2021,,,,,,,,,,,,
,,,,,,,,,,,,
المدينة,جده,,,,,,,,,,,
حالة العملية(معتمدة/ملغية/..),معتمدة,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,2018,,,2019,,,2020,,,2021,,
الأحياء,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات,السعر بالريال السعودي,المساحة بالمتر المربع,عدد الصفقات
اوغسطس,,,,,,,500000,599.45,1,,,
اكتوبر,,,,,,,500000,563.4,1,,,
حي/الفردوس,55490818,46049.68,59,17847248,9537.5,21,29663637,19202.7,28,15703237,11052.18,12
يناير,6356909,2510,5,1150000,1320,2,5820230,3543.5,6,5100000,3600,1
فبراير,6160000,5572.5,7,,,,1550000,900,1,3970000,1645.7,4
مارس,5430000,2043.84,3,850000,210,1,3291000,612.5,2,5677000,5596.48,6
ابريل,528000,400,1,1550000,1372.5,4,,,,956237,210,1
مايو,1275000,2131.5,5,1100000,750,2,,,,,,
يونيو,398557,750,1,,,,1250000,811.6,2,,,
يوليو,6800000,3511.02,7,2381196,1305,3,2500000,1275,2,,,
اوغسطس,3900000,715,3,1901292,250,1,1900000,1306.6,2,,,
سبتمبر,5020000,1555,5,5619760,3520,5,1332407,3000,2,,,
اكتوبر,4109593,7527.5,6,1695000,510,2,6630000,1812.5,5,,,
نوفمبر,6522759,13114.82,8,1600000,300,1,1550000,300,1,,,
ديسمبر,8990000,6218.5,8,,,,3840000,5641,5,,,
حي/الفرقان,,,,6889500,39341.3,48,13391924,70026.43,83,15218000,49465.5,63
يناير,,,,,,,1192000,6833.5,8,1570000,5460,7
فبراير,,,,135000,864,1,891250,5690,7,4552000,17482,22
مارس,,,,998000,6264,7,1242000,7453.5,9,5851000,16631.5,21
ابريل,,,,755000,3575.8,4,,,,3245000,9892,13
مايو,,,,659000,3600,4,,,,,,
يونيو,,,,432000,2135.5,3,140000,900,1,,,
يوليو,,,,980000,5115.5,6,1777000,10184.43,13,,,
اوغسطس,,,,1165500,6865.5,8,1817174,9883,11,,,
سبتمبر,,,,574000,3600,5,1422500,7540,9,,,
اكتوبر,,,,685000,4505.5,6,1180000,5455.5,7,,,
نوفمبر,,,,376000,1915.5,3,1770000,8091,9,,,
ديسمبر,,,,130000,900,1,1960000,7995.5,9,,,
حي/الفروسية,101148293,141886.16,222,294343726,349894.85,464,204605239,395141.44,276,105949029,124119.89,120
يناير,6038619,7506.5,14,34186802,38254.74,60,16738315,18026.07,23,22293357,19466.55,27
فبراير,3845000,6501,11,19948997,24726.8,38,27304782,68397.05,41,36210805,63035.19,33
مارس,10092500,13584.28,20,30172000,30344.38,33,12868428,9153,18,31360000,26663.86,41
ابريل,4922163,5811,11,23968163,26022.6,39,5387692,2472.81,5,16084867,14954.29,19
مايو,5735000,7796.5,12,18896679,48189.74,32,8403618,3999.76,8,,,
يونيو,270000,400,1,12886900,14282,23,20939417,59264.19,23,,,
يوليو,11979000,13561.8,24,27971842,30358.77,46,10376000,54644.89,14,,,
اوغسطس,2010000,4377.25,6,25736032,26436,37,16848925,46515.03,14,,,
سبتمبر,4633000,7995,16,42007827,51181.57,64,15331500,16234.5,33,,,
اكتوبر,9166815,13502,19,27780030,29476.24,44,27478000,76872.2,42,,,
نوفمبر,19604000,30375.37,44,15535678,16295.51,25,22143800,20114.94,28,,,
ديسمبر,22852196,30475.46,44,15252776,14326.5,23,20784762,19447,27,,,
حي/الفضل,9530000,8399.17,6,5550000,5251.9,12,3678462,11645.14,15,2626789,3873,1
يناير,,,,550000,325.18,1,900000,1800.5,3,,,
فبراير,200000,194.4,1,2780000,2571.81,2,429537,4037.92,2,2626789,3873,1
مارس,150000,170.3,1,,,,,,,,,
ابريل,,,,560000,144.95,1,,,,,,
مايو,300000,305.03,1,120000,198.01,1,,,,,,
يونيو,,,,100000,93.44,1,265000,419.17,2,,,
يوليو,8500000,6921.1,1,730000,537.81,3,1068098,4028.1,2,,,
سبتمبر,100000,333.7,1,,,,65827,114,1,,,
اكتوبر,,,,285000,975.11,1,730000,682.09,3,,,
نوفمبر,280000,474.64,1,425000,405.59,2,220000,563.36,2,,,
حي/الفضيلة,97535537,126206.1,264,170283799,205355.59,426,137480583,139432.62,291,61256145,65733.86,137
يناير,6584227,9118,19,19964717,23299,45,17838329,18635.2,39,13650993,14695.5,30
فبراير,10590338,11255.85,23,11844000,17416.5,33,14418147,12271,26,18795000,21354.5,45
مارس,9752000,13616.75,28,17112398,17685,38,12182530,12149.42,26,21325000,21612.86,43
ابريل,11305555,13237.5,28,14342194,15069.5,33,420000,400,2,7485152,8071,19
مايو,7624500,8295.5,16,9606556,8695.5,19,2900000,2064,4,,,
يونيو,3005000,3291,7,8839162,12166.5,24,20548608,16539.5,30,,,
يوليو,4940000,9000,18,15827259,21346.55,45,7640000,9545.5,21,,,
اوغسطس,5807287,6258.5,15,10322000,15513.5,31,3910000,4991,10,,,
سبتمبر,5486000,8391,17,20989738,27125.2,56,11158000,13754.5,29,,,
اكتوبر,9343500,12351,25,19538769,24617,50,15100310,16404,38,,,
نوفمبر,11440630,12800,28,12154569,12155.5,28,14738333,14951.5,30,,,
ديسمبر,11656500,18591,40,9742437,10265.84,24,16626326,17727,36,,,
حي/الفلاح,367758435,173373.04,369,279150405,151410.377,291,195160693,147807.37,237,106168345,73048.155,110
يناير,34138139,18107.01,35,38704959,22548.4,34,18156420,14577.66,18,18578100,13117.14,22
فبراير,30157629,15663.88,35,22697659,13421.03,25,14892877,9129.71,14,28839049,19362.065,32
مارس,43166568,19846.12,46,38975909,17814.81,36,13558600,9479.35,16,36851352,29926.03,38
ابريل,67109794,25997.16,62,36544008,17624.547,38,3660135,2426.54,4,21899844,10642.92,18
مايو,31004091,16409.31,34,19901218,9299.7,22,13374600,6844.09,14,,,
يونيو,7603238,4201.5,9,13172174,5273.5,12,22510602,15088.48,25,,,
يوليو,27501978,9879.53,22,33291899,19807.94,37,8917476,8965.8,12,,,
اوغسطس,7973100,5776.28,10,14143196,10469.55,18,11539492,8989.84,15,,,
سبتمبر,29005385,12755.56,27,16968521,9767.81,18,24535974,20194.08,30,,,
اكتوبر,22678777,11555.2,23,23477784,13388.61,25,25112327,19480.89,30,,,
نوفمبر,36004232,15999.44,32,9731433,5417.39,12,27707607,22143.11,42,,,
ديسمبر,31415504,17182.05,34,11541645,6577.09,14,11194583,10487.82,17,,,
حي/الفنار,121854233,225628.68,230,269158033,308169.35,343,456796545,618058.7,477,290315090,312124.73,223
يناير,22479060,28317.44,23,62876999,49614.0833,47,18787218,26869.96,33,68968263,62624.08,50
فبراير,8531743,21338.54,22,18306500,27673.58,38,24713115,30832.82,42,56185055,49584.96,49
مارس,4720751,9271.59,14,9245000,16024.26,21,14148750,15022.56,22,101095642,118804.46,77
ابريل,21385000,33595.26,13,10443250,20180.93,24,1980000,746.66,1,64066130,81111.23,47
مايو,4701000,9884.73,15,7315000,12842.15,15,690000,900,1,,,
يونيو,3140000,5236.5,6,5634000,8756.31,12,77098301,75777.58,80,,,
يوليو,7117817,14746.36,15,28299530,39568.08,50,10063309,15507.38,23,,,
اوغسطس,1400000,4853.41,5,21927500,36001.46,40,31087082,71282.14,25,,,
سبتمبر,7542362,14336.5,17,18185000,28202.5,28,64159203,121552.71,57,,,
اكتوبر,11751500,25989.27,28,18851666,24544.9867,30,58200050,95409.91,56,,,
نوفمبر,17825000,36603.95,43,60796000,33650.71,19,72928743,68582.38,61,,,
ديسمبر,11260000,21455.13,29,7277588,11110.3,19,82940774,95574.6,76,,,
حي/الفيحاء,109849996,22595.59,44,839679482,214158.637,86,167576300,47684.893,70,283335181,78560.51,91
يناير,23933565,4196.68,6,29258584,18382.69,9,11594100,5407.53,3,153850230,43762.03,47
فبراير,,,,7600000,1058.61,2,12470384,2243.072,8,56807545,15639.31,19
مارس,1034885,727.7,2,2130000,788.76,2,16891252,4045.65,4,65931937,17407.6,23
ابريل,13644278,3230.51,5,9704716,4611.27,17,4194900,965.63,3,6745469,1751.57,2
مايو,3343867,563.46,3,300000,300.99,2,6465000,1370.85,3,,,
يونيو,,,,650800000,159291.37,2,9470000,3105.14,7,,,
يوليو,16820000,3911.14,7,3970000,1038.6,3,5469592,1778,3,,,
اوغسطس,5100000,1333.01,3,58576666,8921.9,6,2090000,1962.39,5,,,
سبتمبر,3481000,930.44,3,9008709,2254.31,5,1240000,875,1,,,
اكتوبر,30622401,4298.8,8,48326910,10830.902,20,,,,,,
نوفمبر,11720000,3211.98,6,10928897,3884.655,13,2534913,1408.807,6,,,
ديسمبر,150000,191.87,1,9075000,2794.58,5,95156159,24522.824,27,,,
حي/الفيصلية,282427286,66840.3649,254,169566994,67604.936,211,173866030,61830.135,175,147414397,40827.77,101
يناير,8978899,3892.5,9,21820000,7411.3,20,21701200,8516.32,23,27755072,7840.66,25
فبراير,49928591,11089.78,87,17973773,5308.4,19,17038535,5874.185,20,39749413,8967.56,30
مارس,4900000,3478.55,14,17859007,3768.86,15,4938900,1493.37,9,40343130,16016.88,30
ابريل,37549148,6985.542,16,7583083,4674.595,10,398700,82.01,1,39566782,8002.67,16
مايو,44902827,8437.9,19,15067814,4612.416,14,6329300,3029.92,7,,,
يونيو,,,,4400000,8135.231,6,35734569,12056.96,27,,,
يوليو,13565019,3129.9685,12,13672500,4758.94,17,5977514,2007.2,11,,,
اوغسطس,23019925,5175.14,10,15490983,5067.01,15,7045000,1810.01,8,,,
سبتمبر,16151940,4896.9844,16,13885000,4452.49,9,16238454,8241.33,21,,,
اكتوبر,36113337,8890.68,32,13872834,7086.03,25,19815408,8369.66,17,,,
نوفمبر,30143191,6034.91,24,19456000,8300.314,40,23965070,6815.12,17,,,
ديسمبر,17174409,4828.41,15,8486000,4029.35,21,14683380,3534.05,14,,,
حي/القريات,8604998,5126.45,12,6057000,5536.45,13,5535000,4494.01,14,1020000,594.73,4
يناير,,,,1000000,588.98,1,,,,,,
فبراير,2050000,347.38,2,,,,300000,372.49,3,200000,247.42,1
مارس,700000,1353.87,1,100000,400,1,410000,325,1,820000,347.31,3
يونيو,,,,2757000,2785.52,1,1150000,895.68,3,,,
يوليو,550000,245.55,2,290000,283.87,3,1150000,400,1,,,
اوغسطس,,,,630000,395.02,2,,,,,,
سبتمبر,,,,100000,140,1,1775000,1864.72,3,,,
اكتوبر,,,,180000,263.06,2,350000,246.64,1,,,
نوفمبر,3680000,1842.81,4,,,,200000,268.73,1,,,
ديسمبر,1624998,1336.84,3,1000000,680,2,200000,120.75,1,,,
حي/القرينية,166487530,283687.72,464,404693979,586256.96,966,437022707,614626.41,888,191839562,233970.06,361
يناير,15139844,24719.5,37,35350345,57993.35,94,37683062,41744.5,76,46369084,66917.78,101
فبراير,11163000,16317.5,27,28964129,48542.25,79,51365400,68629.75,108,56354079,73063.5,108
مارس,18344481,24875,41,33654279,44722.39,77,39372200,50362.7,74,72680097,75855.25,121
ابريل,10664113,18581.5,28,38936706,52514.75,89,9191525,6123.5,12,16436302,18133.53,31
مايو,11190500,21049.75,37,23744098,29104,48,12446804,9091.5,18,,,
يونيو,2331000,5664,8,14884303,22644,39,45453945,58816.26,89,,,
يوليو,16059476,25896.75,47,36615447,53105.04,89,41086685,62918.65,98,,,
اوغسطس,5720009,11931.5,20,26721889,41068.05,70,27315253,33880.5,56,,,
سبتمبر,13492094,20223.55,33,64992531,97191.58,147,28745492,51176.58,78,,,
اكتوبر,15577138,26340.37,38,37882995,57291.75,96,53952338,85347.94,127,,,
نوفمبر,17548788,32789.66,60,31701875,39786.8,72,39713871,59513.5,73,,,
ديسمبر,29257087,55298.64,88,31245382,42293,66,50696132,87021.03,79,,,
حي/القوزين,730000,146.46,2,47000,44.94,1,,,,,,
ابريل,230000,73.23,1,,,,,,,,,
يونيو,500000,73.23,1,,,,,,,,,
نوفمبر,,,,47000,44.94,1,,,,,,
حي/الكرنتينة,3340000,2566.54,4,,,,235000,524.15,2,,,
يناير,1700000,1425.5,1,,,,,,,,,
ابريل,140000,152.22,1,,,,,,,,,
اوغسطس,800000,510,1,,,,235000,524.15,2,,,
نوفمبر,700000,478.82,1,,,,,,,,,
حي/الكندرة,36476417,13278.82,23,13849000,6344.29,37,16640000,9188.29,31,9595000,3903.14,16
يناير,1155000,441.74,4,745000,287.44,2,,,,600000,133.03,1
فبراير,,,,1700000,687.06,3,1090000,460.98,2,6595000,1329.78,6
مارس,16000000,2597.63,1,1700000,580.84,3,3200000,1160,2,1020000,736.16,4
ابريل,1100000,289,1,2557000,1086.88,5,,,,1380000,1704.17,5
مايو,4000000,4023.15,2,500000,215,1,,,,,,
يونيو,,,,600000,474.4,2,3840000,2435.5,5,,,
يوليو,4676417,4199.43,7,2495000,949.06,7,1450000,348.03,2,,,
اوغسطس,1745000,799.18,3,,,,970000,534.72,4,,,
سبتمبر,700000,292.6,3,1022000,620.4,5,1000000,500,1,,,
اكتوبر,,,,475000,195.29,2,1325000,1150.72,4,,,
نوفمبر,100000,187,1,1265000,572.6,3,995000,632.44,3,,,
ديسمبر,7000000,449.09,1,790000,675.32,4,2770000,1965.9,8,,,
حي/الكوثر,99112021,126906.26,28,51106252,25966.58,46,24086485,19869.36,26,12283768,7266,13
يناير,3156000,1672.83,4,2721000,1790.74,4,3655000,3012,5,3857100,2116,4
فبراير,1762500,2100,4,4661831,1512.5,3,928200,300,1,1476667,1225,2
مارس,2863800,1918.17,4,5642100,3979,6,1725000,600,1,5400000,2725,5
ابريل,,,,4421056,1495.5,3,1400000,595.5,1,1550001,1200,2
مايو,,,,3100000,1800,3,1350000,600,1,,,
يونيو,,,,,,,3742785,6032.36,2,,,
يوليو,5161613,3159,6,12967265,4034,7,2250000,1800,3,,,
اوغسطس,80955863,114183.44,2,1400000,1483,2,1200000,1225,2,,,
سبتمبر,1640000,1368,3,5738000,3463.18,6,690000,625,1,,,
اكتوبر,1165000,1225,3,3210000,2712.5,5,1350000,857,2,,,
نوفمبر,,,,4815000,1900.66,4,2995500,2204.5,4,,,
ديسمبر,2407245,1279.82,2,2430000,1795.5,3,2800000,2018,3,,,
حي/الكيلو الحادى عشر غرب طريق المدينة المنورة,,,,,,,3893363,616,2,,,
سبتمبر,,,,,,,1737363,308,1,,,
اكتوبر,,,,,,,2156000,308,1,,,
حي/اللؤلؤ,133359612,82395.256,185,211623435,132925.78,241,303166050,158752.57,321,174505744,56011.58,87
يناير,9294997,5651.5,10,25697000,18151.85,32,9397371,6787.3,13,24059013,12671.07,21
فبراير,16441628,8290.45,18,22153256,8406.5,19,18988500,11160,22,26777373,12955,21
مارس,16325634,8379.16,23,16805588,9374.85,24,33601924,15605.96,36,20724710,8921.02,20
ابريل,9350363,6527.48,14,15171058,11480.3,26,7050000,2164.5,6,102944648,21464.49,25
مايو,6293000,2923,6,14158090,6685,16,8731000,2786,6,,,
يونيو,2423943,1600,3,15024579,9012,11,47051935,24456.52,55,,,
يوليو,11089843,7028,20,22299807,12486.5,24,14033608,6910,18,,,
اوغسطس,5330000,3890.066,11,11885059,10259.23,8,18038719,6958.5,18,,,
سبتمبر,7967000,6959.45,13,12752500,6211,15,22678801,13087.51,27,,,
اكتوبر,14400830,7913,18,36540247,26017.75,40,44490142,23008.77,48,,,
نوفمبر,9350000,7177,16,7829338,7117.3,12,34015909,17900.34,32,,,
ديسمبر,25092374,16056.15,33,11306913,7723.5,14,45088141,27927.17,40,,,
حي/المجد,,,,,,,28417900,276998.18,306,26166926,175926.17,194
يناير,,,,,,,,,,7180250,53604.81,59
فبراير,,,,,,,,,,8140000,52315.31,58
مارس,,,,,,,,,,7190476,47243.64,52
ابريل,,,,,,,,,,3656200,22762.41,25
يونيو,,,,,,,1798000,24409.54,27,,,
يوليو,,,,,,,4003400,46063.97,51,,,
اوغسطس,,,,,,,2893000,29579.36,33,,,
سبتمبر,,,,,,,4088000,32447.75,36,,,
اكتوبر,,,,,,,4693000,45974.01,51,,,
نوفمبر,,,,,,,5141000,50119.16,55,,,
ديسمبر,,,,,,,5801500,48404.39,53,,,
حي/المحاميد,,,,,,,1000000,3846.19,1,,,
فبراير,,,,,,,1000000,3846.19,1,,,
حي/المحاميد شمال جدة كيلو 27,500000,1494.08,1,,,,,,,,,
مارس,500000,1494.08,1,,,,,,,,,
حي/المحجر,33497700,9000,1,28484000,31583.44,12,21528074,6567.93,12,1426000,16858.73,12
يناير,,,,,,,4200000,606.44,1,1426000,16858.73,12
فبراير,,,,884000,3923.99,6,984000,84,3,,,
مارس,,,,,,,1700000,1145.01,2,,,
ابريل,,,,7000000,4101.5,1,,,,,,
يونيو,,,,500000,2515,1,3600000,2369,2,,,
سبتمبر,,,,,,,931574,714.26,1,,,
اكتوبر,,,,2400000,5542.95,1,,,,,,
نوفمبر,,,,15000000,15000,2,10112500,1649.22,3,,,
ديسمبر,33497700,9000,1,2700000,500,1,,,,,,
حي/المحمدية,956598615,362650.9475,140,380308338,87253.234,153,508600208,82607.28,125,1079386703,213253.61,64
يناير,19487500,3092.6,8,25375544,4997.35,10,46600568,8634.16,13,25995000,4619.62,9
فبراير,123737027,19690.49,13,26623450,6243.99,12,29510339,7217.45,13,44143200,9389.17,18
مارس,51929372,8445.6,14,43859351,12257.53,22,61778388,6422.93,6,994122397,194991.45,31
ابريل,119029948,18973.38,20,24205928,6130.47,12,,,,15126106,4253.37,6
مايو,92695000,7407.87,14,76932150,10408.94,17,7675349,1846.66,3,,,
يونيو,10429998,1342.1625,4,8553150,1555.81,3,154179279,24490.39,29,,,
يوليو,25165860,7281.4825,11,58427753,9227.157,14,28327016,5416.97,11,,,
اوغسطس,20100000,3244.3,6,7269027,1815,4,30661664,4733.68,7,,,
سبتمبر,283162750,254931.5,9,21225000,6047.53,12,24651061,5001.61,11,,,
اكتوبر,119207074,19156.65,12,31861723,8197.09,13,2590000,1325,3,,,
نوفمبر,34753452,8139.75,12,28271876,15024.09,23,87313544,11150.73,17,,,
ديسمبر,56900634,10945.1625,17,27703386,5348.277,11,35313000,6367.7,12,,,
حي/المرجان,158163800,36050.565,48,399349409,73728.11,92,220069043,58182.134,54,50071810,13883.97,20
يناير,6633079,1870.375,4,8991673,3674.22,8,38872858,17187.58,6,2300000,333.48,1
فبراير,6452927,1119.67,4,11750000,2783.94,7,13435000,3546.96,6,22422606,8513.45,9
مارس,7800000,1711.795,4,7966357,2268.12,5,18108750,5330,4,16800000,2398.62,3
ابريل,3900000,1572.5,3,152185486,24600.34,15,3100000,1049.654,2,8549204,2638.42,7
مايو,11608085,4318.46,6,19133587,3348.5,12,,,,,,
يونيو,8040931,2612.765,4,20182649,5030.47,9,47241731,13583.82,14,,,
يوليو,6100000,2656.34,3,9395000,3592.19,7,8000000,554.17,1,,,
اوغسطس,,,,8420000,4346.56,5,38932000,5125.47,5,,,
سبتمبر,20000000,4845.04,3,7241657,1563.26,5,9136919,2146.3,3,,,
اكتوبر,67500000,9877,7,113023000,16847.32,10,18710000,2766,5,,,
نوفمبر,5328778,1657.04,4,5850000,1431.92,3,20281785,6134.93,7,,,
ديسمبر,14800000,3809.58,6,35210000,4241.27,6,4250000,757.25,1,,,
حي/المرسلات,1150000,2431.97,2,,,,,,,,,
يونيو,1000000,1907.84,1,,,,,,,,,
ديسمبر,150000,524.13,1,,,,,,,,,
حي/المروة,653604851,227431.819,972,674020645,204721.684,988,531096794,161298.1276,657,142783005,49044.141,214
يناير,88917155,44561.618,148,74550604,25172.28,111,58927222,19497.247,87,25253912,9508.033,45
فبراير,55645667,18174.18,94,54944265,17538.955,88,52344292,17169.3026,77,50798873,16726.098,61
مارس,56269771,20912.33,99,53670751,17080.84,87,20045264,6925.13,41,46612042,16512.658,71
ابريل,76526956,22996.815,92,57986091,17730.233,88,10584255,2772.87,14,20118178,6297.352,37
مايو,52532776,16174.89,69,38234377,13207.286,72,10568000,3532.96,18,,,
يونيو,19981372,6168.27,24,26175412,7697.585,44,113841430,25809.01,85,,,
يوليو,48661957,24366.753,115,59235828,18057.305,94,30525356,11236.163,52,,,
اوغسطس,20137351,8378.183,47,22754157,7547.77,42,29715723,10554.109,56,,,
سبتمبر,35655951,10715.467,52,76993418,28469.212,117,72643354,20978.195,92,,,
اكتوبر,54507375,16921.461,63,119232025,20467.546,101,49236911,13672.318,42,,,
نوفمبر,53603981,17505.137,82,51039065,16741.5,72,49309773,16400.803,55,,,
ديسمبر,91164539,20556.715,87,39204652,15011.172,72,33355214,12750.02,38,,,
حي/المروة /2 طريق المدينة المنورة كيلو 10/9,,,,400000,141,1,,,,,,
نوفمبر,,,,400000,141,1,,,,,,
حي/المروة شرق طريق المدينة المنورة كيلو 14/13,1610000,613.17,3,,,,732430,204.39,1,,,
ابريل,490000,204.39,1,,,,,,,,,
اوغسطس,,,,,,,732430,204.39,1,,,
سبتمبر,1120000,408.78,2,,,,,,,,,
حي/المروة/ 1,1056697,489.34,2,7230778,2338.5,11,,,,2826091,690.43,3
مارس,,,,,,,,,,976995,221.09,1
ابريل,,,,,,,,,,1849096,469.34,2
مايو,,,,600000,206.6,1,,,,,,
يونيو,,,,300000,230,1,,,,,,
اوغسطس,826697,226.34,1,,,,,,,,,
سبتمبر,,,,740000,206.6,1,,,,,,
اكتوبر,230000,263,1,820000,216.41,1,,,,,,
نوفمبر,,,,2241402,618.3,3,,,,,,
ديسمبر,,,,2529376,860.59,4,,,,,,
حي/المروة/ 2,5167753,1394.43,8,3874395,1375.05,9,5247322,1539.87,8,1483080,432.13,2
يناير,450000,112.03,1,1166895,328.67,2,,,,594000,209,1
فبراير,,,,,,,495097,119.71,1,,,
مارس,580000,135.85,1,,,,1049146,223.13,1,889080,223.13,1
يونيو,,,,1052500,266.98,2,800000,229.69,1,,,
يوليو,340000,115.91,1,240000,223.41,2,670000,209,1,,,
اوغسطس,1180000,364.82,2,,,,680000,215.01,1,,,
سبتمبر,1719753,436.13,2,,,,1228079,424.01,2,,,
نوفمبر,,,,540000,112.03,1,,,,,,
ديسمبر,898000,229.69,1,875000,443.96,2,325000,119.32,1,,,
حي/المروج,46899656,118144.82,147,120493165,236815.84,286,178665502,275164.08,327,118001136,130504.74,152
يناير,7888825,8875,13,6571623,20039.16,25,14041000,27083.75,33,34269000,28384.05,30
فبراير,2336000,14109.02,14,7125500,14923.62,20,22827500,36718.79,46,40460592,53494.18,56
مارس,1554500,5045.5,6,14022500,20470.06,15,8577500,12283.81,17,24862344,29019.26,39
ابريل,2604000,7976,10,6618000,17868,21,,,,18409200,19607.25,27
مايو,5865018,14401.5,18,4509512,13893,16,698096,1020,2,,,
يونيو,2484000,5507.25,8,5150000,7479.81,10,24768381,39292.08,38,,,
يوليو,3894657,10174.81,13,21201393,35904.43,47,6450000,12516.75,16,,,
اوغسطس,2945504,7630,10,4765000,10606.5,13,8024500,12480,15,,,
سبتمبر,2812652,6686.5,9,16575553,31882.58,36,9879000,19045.5,25,,,
اكتوبر,3119875,7166.31,9,16072781,27467.37,35,22516660,33606,41,,,
نوفمبر,3274625,11386.5,12,8947503,19139,24,24772579,35133.9,42,,,
ديسمبر,8120000,19186.43,25,8933800,17142.31,24,36110286,45983.5,52,,,
حي/المروج غرب طريق المدينة,,,,,,,600000,900,1,,,
اكتوبر,,,,,,,600000,900,1,,,
حي/المشرفة,6630000,3115,2,16352552,6952.81,11,25615000,9058,11,4200000,1235,2
يناير,4130000,615,1,,,,3205000,1245,2,,,
فبراير,,,,,,,2000000,900,1,,,
مارس,,,,2550000,630,1,,,,2200000,615,1
ابريل,,,,705500,1262.81,2,,,,2000000,620,1
مايو,,,,3150000,750,1,,,,,,
يونيو,,,,,,,3675000,441,1,,,
يوليو,,,,,,,4275000,1364,2,,,
سبتمبر,,,,3363000,1235,2,,,,,,
اكتوبر,,,,4234052,1575,3,5960000,2110,3,,,
نوفمبر,,,,2100000,750,1,6000000,2500,1,,,
ديسمبر,2500000,2500,1,250000,750,1,500000,498,1,,,
حي/المصفاه,560000,452.81,5,1310000,1153.72,9,100000,77.21,1,162922,365.63,2
فبراير,,,,100000,142.96,1,,,,105000,146,1
مارس,140000,78.4,1,175000,119.95,1,,,,,,
ابريل,,,,100000,200,1,,,,57922,219.63,1
مايو,95000,26.7,1,,,,,,,,,
يوليو,,,,300000,243.49,2,,,,,,
اوغسطس,,,,95000,23.4,1,100000,77.21,1,,,
سبتمبر,100000,161.06,1,200000,183.44,1,,,,,,
اكتوبر,,,,240000,103,1,,,,,,
نوفمبر,100000,66.15,1,,,,,,,,,
ديسمبر,125000,120.5,1,100000,137.48,1,,,,,,
حي/المنار,217035578,87272.63,277,231491059,88659.6,266,237626656,93842.6242,265,55012277,20946.67,60
يناير,21369007,10622.54,27,28178784,7774.71,32,24216855,9207.04,29,25847349,6502.87,17
فبراير,17837029,7104.69,19,21897403,9136.51,21,16653421,6732.76,27,9531137,3455.58,15
مارس,15462700,6200.84,23,10460654,5365.9,19,47062548,22016.26,41,12878791,8548.3,17
ابريل,17260298,7499.32,25,17191274,6764.29,19,2520000,1144.85,6,6755000,2439.92,11
مايو,16762022,7160.91,27,31926574,10966.27,23,2837140,3192.14,4,,,
يونيو,3157501,1270.89,3,35312125,12460.51,16,42862040,15120.55,47,,,
يوليو,36417780,12843.39,29,18424848,5842.49,32,12418352,4995.2842,18,,,
اوغسطس,4615000,2769.84,9,7645000,4242.46,14,19580051,5029.17,19,,,
سبتمبر,19290472,7168.27,30,23937874,11070.18,32,19022077,7364.83,19,,,
اكتوبر,22768417,9027.48,31,16883390,5610.44,30,18779669,6994.35,16,,,
نوفمبر,28729064,8673.75,32,10693000,3539.53,10,10115397,3615.18,15,,,
ديسمبر,13366288,6930.71,22,8940133,5886.31,18,21559106,8430.21,24,,,
حي/المنارات,11518705,25865.15,25,65035667,81949.51,94,92991709,83125.85,119,32905000,26597.16,34
يناير,597292,550,1,3260000,3702.84,6,4335000,4149,6,8660000,6019.26,7
فبراير,,,,7152500,8982,10,26138690,21370.9,32,8050000,7969.85,10
مارس,1180000,1708.74,3,2937000,3316,4,4170000,3869.61,5,11575000,9332.41,12
ابريل,550000,605.78,1,3816000,4157.87,6,,,,4620000,3275.64,5
مايو,,,,2858400,4199,6,,,,,,
يونيو,,,,2800000,3622.5,6,17257605,13753.22,24,,,
يوليو,2705000,4440.22,7,5980000,7820.21,11,5000000,3067.33,4,,,
اوغسطس,,,,7310000,7796.68,9,1700000,1800,2,,,
سبتمبر,1360000,11357.56,3,8680000,9486.12,11,4421000,5695.69,7,,,
اكتوبر,3885000,4853,7,10230800,17339.5,10,5410000,6007.35,8,,,
نوفمبر,,,,5125000,5880.5,8,9199890,9814.39,14,,,
ديسمبر,1241413,2349.85,3,4885967,5646.29,7,15359524,13598.36,17,,,
حي/المنتزه,,,,,,,590000,902.48,1,200000,321.35,1
فبراير,,,,,,,,,,200000,321.35,1
مارس,,,,,,,590000,902.48,1,,,
حي/المنتزه بثول,840000,2644.97,3,,,,680000,3160.48,4,1990000,6300,3
مارس,290000,864,1,,,,,,,1990000,6300,3
يوليو,250000,880.97,1,,,,,,,,,
اوغسطس,,,,,,,430000,1800,2,,,
اكتوبر,,,,,,,250000,1360.48,2,,,
ديسمبر,300000,900,1,,,,,,,,,
حي/المنتزهات,16094777,18399.62,31,22955000,34619.77,35,61764420,30054.81,21,18865000,21314.43,12
يناير,740000,1060.07,2,180000,580,2,969500,644.36,3,190000,6845.5,2
