الجنسية,المحافظة,المنطقة,حجم السكن,الأسر
غير سعودي,المجمعة,الرياض,7,251
غير سعودي,المجمعة,الرياض,8,181
غير سعودي,المجمعة,الرياض,9,107
غير سعودي,المجمعة,الرياض,10+,399
سعودي,المزاحمية,الرياض,1,729
سعودي,المزاحمية,الرياض,2,745
سعودي,المزاحمية,الرياض,3,774
سعودي,المزاحمية,الرياض,4,962
سعودي,المزاحمية,الرياض,5,1020
سعودي,المزاحمية,الرياض,6,1231
سعودي,المزاحمية,الرياض,7,999
سعودي,المزاحمية,الرياض,8,664
سعودي,المزاحمية,الرياض,9,412
سعودي,المزاحمية,الرياض,10+,586
غير سعودي,المزاحمية,الرياض,1,3381
غير سعودي,المزاحمية,الرياض,2,1593
غير سعودي,المزاحمية,الرياض,3,515
غير سعودي,المزاحمية,الرياض,4,290
غير سعودي,المزاحمية,الرياض,5,248
غير سعودي,المزاحمية,الرياض,6,240
غير سعودي,المزاحمية,الرياض,7,123
غير سعودي,المزاحمية,الرياض,8,94
غير سعودي,المزاحمية,الرياض,9,36
غير سعودي,المزاحمية,الرياض,10+,179
سعودي,ثادق,الرياض,1,221
سعودي,ثادق,الرياض,2,154
سعودي,ثادق,الرياض,3,165
سعودي,ثادق,الرياض,4,199
سعودي,ثادق,الرياض,5,178
سعودي,ثادق,الرياض,6,247
سعودي,ثادق,الرياض,7,182
سعودي,ثادق,الرياض,8,110
سعودي,ثادق,الرياض,9,72
سعودي,ثادق,الرياض,10+,117
غير سعودي,ثادق,الرياض,1,949
غير سعودي,ثادق,الرياض,2,223
غير سعودي,ثادق,الرياض,3,126
غير سعودي,ثادق,الرياض,4,85
غير سعودي,ثادق,الرياض,5,76
غير سعودي,ثادق,الرياض,6,46
غير سعودي,ثادق,الرياض,7,28
غير سعودي,ثادق,الرياض,8,21
غير سعودي,ثادق,الرياض,9,8
غير سعودي,ثادق,الرياض,10+,23
سعودي,حريملاء,الرياض,1,235
سعودي,حريملاء,الرياض,2,215
سعودي,حريملاء,الرياض,3,254
سعودي,حريملاء,الرياض,4,283
سعودي,حريملاء,الرياض,5,287
سعودي,حريملاء,الرياض,6,384
سعودي,حريملاء,الرياض,7,297
سعودي,حريملاء,الرياض,8,201
سعودي,حريملاء,الرياض,9,116
سعودي,حريملاء,الرياض,10+,189
غير سعودي,حريملاء,الرياض,1,1303
غير سعودي,حريملاء,الرياض,2,602
غير سعودي,حريملاء,الرياض,3,213
غير سعودي,حريملاء,الرياض,4,105
غير سعودي,حريملاء,الرياض,5,98
غير سعودي,حريملاء,الرياض,6,84
غير سعودي,حريملاء,الرياض,7,43
غير سعودي,حريملاء,الرياض,8,28
غير سعودي,حريملاء,الرياض,9,21
غير سعودي,حريملاء,الرياض,10+,99
سعودي,حوطة بنى تميم,الرياض,1,1102
سعودي,حوطة بنى تميم,الرياض,2,584
سعودي,حوطة بنى تميم,الرياض,3,713
سعودي,حوطة بنى تميم,الرياض,4,676
سعودي,حوطة بنى تميم,الرياض,5,743
سعودي,حوطة بنى تميم,الرياض,6,875
سعودي,حوطة بنى تميم,الرياض,7,700
سعودي,حوطة بنى تميم,الرياض,8,473
سعودي,حوطة بنى تميم,الرياض,9,316
سعودي,حوطة بنى تميم,الرياض,10+,355
غير سعودي,حوطة بنى تميم,الرياض,1,2028
غير سعودي,حوطة بنى تميم,الرياض,2,1038
غير سعودي,حوطة بنى تميم,الرياض,3,427
غير سعودي,حوطة بنى تميم,الرياض,4,184
غير سعودي,حوطة بنى تميم,الرياض,5,150
غير سعودي,حوطة بنى تميم,الرياض,6,100
غير سعودي,حوطة بنى تميم,الرياض,7,55
غير سعودي,حوطة بنى تميم,الرياض,8,33
غير سعودي,حوطة بنى تميم,الرياض,9,13
غير سعودي,حوطة بنى تميم,الرياض,10+,63
سعودي,رماح,الرياض,1,521
سعودي,رماح,الرياض,2,344
سعودي,رماح,الرياض,3,407
سعودي,رماح,الرياض,4,424
سعودي,رماح,الرياض,5,488
سعودي,رماح,الرياض,6,627
سعودي,رماح,الرياض,7,542
سعودي,رماح,الرياض,8,355
سعودي,رماح,الرياض,9,256
سعودي,رماح,الرياض,10+,466
غير سعودي,رماح,الرياض,1,2491
غير سعودي,رماح,الرياض,2,779
غير سعودي,رماح,الرياض,3,325
غير سعودي,رماح,الرياض,4,187
غير سعودي,رماح,الرياض,5,98
غير سعودي,رماح,الرياض,6,104
غير سعودي,رماح,الرياض,7,66
غير سعودي,رماح,الرياض,8,47
غير سعودي,رماح,الرياض,9,21
غير سعودي,رماح,الرياض,10+,82
سعودي,شقراء,الرياض,1,1064
سعودي,شقراء,الرياض,2,587
سعودي,شقراء,الرياض,3,641
سعودي,شقراء,الرياض,4,751
سعودي,شقراء,الرياض,5,782
سعودي,شقراء,الرياض,6,927
سعودي,شقراء,الرياض,7,703
سعودي,شقراء,الرياض,8,431
سعودي,شقراء,الرياض,9,245
سعودي,شقراء,الرياض,10+,307
غير سعودي,شقراء,الرياض,1,2842
غير سعودي,شقراء,الرياض,2,1068
غير سعودي,شقراء,الرياض,3,454
غير سعودي,شقراء,الرياض,4,247
غير سعودي,شقراء,الرياض,5,191
غير سعودي,شقراء,الرياض,6,164
غير سعودي,شقراء,الرياض,7,94
غير سعودي,شقراء,الرياض,8,52
غير سعودي,شقراء,الرياض,9,37
غير سعودي,شقراء,الرياض,10+,179
سعودي,ضرما,الرياض,1,333
سعودي,ضرما,الرياض,2,272
سعودي,ضرما,الرياض,3,261
سعودي,ضرما,الرياض,4,338
سعودي,ضرما,الرياض,5,334
سعودي,ضرما,الرياض,6,429
سعودي,ضرما,الرياض,7,340
سعودي,ضرما,الرياض,8,245
سعودي,ضرما,الرياض,9,127
سعودي,ضرما,الرياض,10+,239
غير سعودي,ضرما,الرياض,1,3475
غير سعودي,ضرما,الرياض,2,532
غير سعودي,ضرما,الرياض,3,183
غير سعودي,ضرما,الرياض,4,167
غير سعودي,ضرما,الرياض,5,127
غير سعودي,ضرما,الرياض,6,86
غير سعودي,ضرما,الرياض,7,42
غير سعودي,ضرما,الرياض,8,26
غير سعودي,ضرما,الرياض,9,18
غير سعودي,ضرما,الرياض,10+,89
سعودي,عفيف,الرياض,1,1770
سعودي,عفيف,الرياض,2,1338
سعودي,عفيف,الرياض,3,1265
سعودي,عفيف,الرياض,4,1393
سعودي,عفيف,الرياض,5,1435
سعودي,عفيف,الرياض,6,1506
سعودي,عفيف,الرياض,7,1307
سعودي,عفيف,الرياض,8,781
سعودي,عفيف,الرياض,9,522
سعودي,عفيف,الرياض,10+,753
غير سعودي,عفيف,الرياض,1,2804
غير سعودي,عفيف,الرياض,2,1305
غير سعودي,عفيف,الرياض,3,325
غير سعودي,عفيف,الرياض,4,138
غير سعودي,عفيف,الرياض,5,102
غير سعودي,عفيف,الرياض,6,98
غير سعودي,عفيف,الرياض,7,64
غير سعودي,عفيف,الرياض,8,38
غير سعودي,عفيف,الرياض,9,26
غير سعودي,عفيف,الرياض,10+,97
سعودي,مرات,الرياض,1,178
سعودي,مرات,الرياض,2,146
سعودي,مرات,الرياض,3,148
سعودي,مرات,الرياض,4,179
سعودي,مرات,الرياض,5,175
سعودي,مرات,الرياض,6,218
سعودي,مرات,الرياض,7,170
سعودي,مرات,الرياض,8,100
سعودي,مرات,الرياض,9,62
سعودي,مرات,الرياض,10+,81
غير سعودي,مرات,الرياض,1,354
غير سعودي,مرات,الرياض,2,96
غير سعودي,مرات,الرياض,3,65
غير سعودي,مرات,الرياض,4,47
غير سعودي,مرات,الرياض,5,48
غير سعودي,مرات,الرياض,6,23
غير سعودي,مرات,الرياض,7,22
غير سعودي,مرات,الرياض,8,11
غير سعودي,مرات,الرياض,9,10
غير سعودي,مرات,الرياض,10+,35
سعودي,وادى الدواسر,الرياض,1,2118
سعودي,وادى الدواسر,الرياض,2,1386
سعودي,وادى الدواسر,الرياض,3,1383
سعودي,وادى الدواسر,الرياض,4,1581
سعودي,وادى الدواسر,الرياض,5,1444
سعودي,وادى الدواسر,الرياض,6,1848
سعودي,وادى الدواسر,الرياض,7,1487
سعودي,وادى الدواسر,الرياض,8,998
سعودي,وادى الدواسر,الرياض,9,670
سعودي,وادى الدواسر,الرياض,10+,1179
غير سعودي,وادى الدواسر,الرياض,1,3991
غير سعودي,وادى الدواسر,الرياض,2,1832
غير سعودي,وادى الدواسر,الرياض,3,353
غير سعودي,وادى الدواسر,الرياض,4,243
غير سعودي,وادى الدواسر,الرياض,5,212
غير سعودي,وادى الدواسر,الرياض,6,152
غير سعودي,وادى الدواسر,الرياض,7,85
غير سعودي,وادى الدواسر,الرياض,8,44
غير سعودي,وادى الدواسر,الرياض,9,28
غير سعودي,وادى الدواسر,الرياض,10+,99
سعودي,الأسياح,القصيم,1,691
سعودي,الأسياح,القصيم,2,541
سعودي,الأسياح,القصيم,3,610
سعودي,الأسياح,القصيم,4,617
سعودي,الأسياح,القصيم,5,647
سعودي,الأسياح,القصيم,6,805
سعودي,الأسياح,القصيم,7,583
سعودي,الأسياح,القصيم,8,436
سعودي,الأسياح,القصيم,9,251
سعودي,الأسياح,القصيم,10+,403
غير سعودي,الأسياح,القصيم,1,1583
غير سعودي,الأسياح,القصيم,2,475
غير سعودي,الأسياح,القصيم,3,241
غير سعودي,الأسياح,القصيم,4,137
غير سعودي,الأسياح,القصيم,5,100
غير سعودي,الأسياح,القصيم,6,62
غير سعودي,الأسياح,القصيم,7,32
غير سعودي,الأسياح,القصيم,8,20
غير سعودي,الأسياح,القصيم,9,11
غير سعودي,الأسياح,القصيم,10+,38
سعودي,البدائع,القصيم,1,1001
سعودي,البدائع,القصيم,2,750
سعودي,البدائع,القصيم,3,825
سعودي,البدائع,القصيم,4,991
سعودي,البدائع,القصيم,5,1086
سعودي,البدائع,القصيم,6,1300
سعودي,البدائع,القصيم,7,954
سعودي,البدائع,القصيم,8,647
سعودي,البدائع,القصيم,9,392
سعودي,البدائع,القصيم,10+,599
غير سعودي,البدائع,القصيم,1,1256
غير سعودي,البدائع,القصيم,2,1150
غير سعودي,البدائع,القصيم,3,305
غير سعودي,البدائع,القصيم,4,104
غير سعودي,البدائع,القصيم,5,87
غير سعودي,البدائع,القصيم,6,75
غير سعودي,البدائع,القصيم,7,76
غير سعودي,البدائع,القصيم,8,25
غير سعودي,البدائع,القصيم,9,15
غير سعودي,البدائع,القصيم,10+,41
سعودي,البكيرية,القصيم,1,1007
سعودي,البكيرية,القصيم,2,819
سعودي,البكيرية,القصيم,3,831
سعودي,البكيرية,القصيم,4,993
سعودي,البكيرية,القصيم,5,1092
سعودي,البكيرية,القصيم,6,1390
سعودي,البكيرية,القصيم,7,961
سعودي,البكيرية,القصيم,8,689
سعودي,البكيرية,القصيم,9,430
سعودي,البكيرية,القصيم,10+,624
غير سعودي,البكيرية,القصيم,1,2995
غير سعودي,البكيرية,القصيم,2,1610
غير سعودي,البكيرية,القصيم,3,596
غير سعودي,البكيرية,القصيم,4,307
غير سعودي,البكيرية,القصيم,5,252
غير سعودي,البكيرية,القصيم,6,178
غير سعودي,البكيرية,القصيم,7,123
غير سعودي,البكيرية,القصيم,8,70
غير سعودي,البكيرية,القصيم,9,37
غير سعودي,البكيرية,القصيم,10+,125
سعودي,الرس,القصيم,1,2277
سعودي,الرس,القصيم,2,1689
سعودي,الرس,القصيم,3,1873
سعودي,الرس,القصيم,4,2134
سعودي,الرس,القصيم,5,2315
سعودي,الرس,القصيم,6,2545
سعودي,الرس,القصيم,7,2119
سعودي,الرس,القصيم,8,1350
سعودي,الرس,القصيم,9,748
سعودي,الرس,القصيم,10+,1052
غير سعودي,الرس,القصيم,1,3850
غير سعودي,الرس,القصيم,2,2755
غير سعودي,الرس,القصيم,3,927
غير سعودي,الرس,القصيم,4,456
غير سعودي,الرس,القصيم,5,375
غير سعودي,الرس,القصيم,6,322
غير سعودي,الرس,القصيم,7,178
غير سعودي,الرس,القصيم,8,100
غير سعودي,الرس,القصيم,9,79
غير سعودي,الرس,القصيم,10+,325
سعودي,الشماسية,القصيم,1,220
سعودي,الشماسية,القصيم,2,146
سعودي,الشماسية,القصيم,3,153
سعودي,الشماسية,القصيم,4,180
سعودي,الشماسية,القصيم,5,191
سعودي,الشماسية,القصيم,6,193
سعودي,الشماسية,القصيم,7,145
سعودي,الشماسية,القصيم,8,89
سعودي,الشماسية,القصيم,9,44
سعودي,الشماسية,القصيم,10+,42
غير سعودي,الشماسية,القصيم,1,355
غير سعودي,الشماسية,القصيم,2,103
غير سعودي,الشماسية,القصيم,3,43
غير سعودي,الشماسية,القصيم,4,26
غير سعودي,الشماسية,القصيم,5,17
غير سعودي,الشماسية,القصيم,6,12
غير سعودي,الشماسية,القصيم,7,5
غير سعودي,الشماسية,القصيم,8,5
غير سعودي,الشماسية,القصيم,9,5
غير سعودي,الشماسية,القصيم,10+,16
سعودي,المذنب,القصيم,1,772
سعودي,المذنب,القصيم,2,630
سعودي,المذنب,القصيم,3,754
سعودي,المذنب,القصيم,4,864
سعودي,المذنب,القصيم,5,894
سعودي,المذنب,القصيم,6,1021
سعودي,المذنب,القصيم,7,738
سعودي,المذنب,القصيم,8,491
سعودي,المذنب,القصيم,9,292
سعودي,المذنب,القصيم,10+,357
غير سعودي,المذنب,القصيم,1,1263
غير سعودي,المذنب,القصيم,2,650
غير سعودي,المذنب,القصيم,3,245
غير سعودي,المذنب,القصيم,4,172
غير سعودي,المذنب,القصيم,5,134
غير سعودي,المذنب,القصيم,6,97
غير سعودي,المذنب,القصيم,7,54
غير سعودي,المذنب,القصيم,8,34
غير سعودي,المذنب,القصيم,9,32
غير سعودي,المذنب,القصيم,10+,74
سعودي,النبهانية,القصيم,1,1023
سعودي,النبهانية,القصيم,2,710
سعودي,النبهانية,القصيم,3,797
سعودي,النبهانية,القصيم,4,800
سعودي,النبهانية,القصيم,5,834
سعودي,النبهانية,القصيم,6,1071
سعودي,النبهانية,القصيم,7,783
سعودي,النبهانية,القصيم,8,579
سعودي,النبهانية,القصيم,9,412
سعودي,النبهانية,القصيم,10+,767
غير سعودي,النبهانية,القصيم,1,1265
غير سعودي,النبهانية,القصيم,2,355
غير سعودي,النبهانية,القصيم,3,140
غير سعودي,النبهانية,القصيم,4,64
غير سعودي,النبهانية,القصيم,5,49
غير سعودي,النبهانية,القصيم,6,19
غير سعودي,النبهانية,القصيم,7,12
غير سعودي,النبهانية,القصيم,8,10
غير سعودي,النبهانية,القصيم,9,10
غير سعودي,النبهانية,القصيم,10+,30
سعودي,بريدة (مقرالامارة),القصيم,1,12066
سعودي,بريدة (مقرالامارة),القصيم,2,8399
سعودي,بريدة (مقرالامارة),القصيم,3,9298
سعودي,بريدة (مقرالامارة),القصيم,4,11046
سعودي,بريدة (مقرالامارة),القصيم,5,11980
سعودي,بريدة (مقرالامارة),القصيم,6,13699
سعودي,بريدة (مقرالامارة),القصيم,7,10507
سعودي,بريدة (مقرالامارة),القصيم,8,6793
سعودي,بريدة (مقرالامارة),القصيم,9,4102
سعودي,بريدة (مقرالامارة),القصيم,10+,5014
غير سعودي,بريدة (مقرالامارة),القصيم,1,32059
غير سعودي,بريدة (مقرالامارة),القصيم,2,21493
غير سعودي,بريدة (مقرالامارة),القصيم,3,5452
غير سعودي,بريدة (مقرالامارة),القصيم,4,3086
غير سعودي,بريدة (مقرالامارة),القصيم,5,2447
غير سعودي,بريدة (مقرالامارة),القصيم,6,2180
غير سعودي,بريدة (مقرالامارة),القصيم,7,1278
غير سعودي,بريدة (مقرالامارة),القصيم,8,669
غير سعودي,بريدة (مقرالامارة),القصيم,9,397
غير سعودي,بريدة (مقرالامارة),القصيم,10+,1939
سعودي,رياض الخبراء,القصيم,1,548
سعودي,رياض الخبراء,القصيم,2,418
سعودي,رياض الخبراء,القصيم,3,431
سعودي,رياض الخبراء,القصيم,4,577
سعودي,رياض الخبراء,القصيم,5,644
سعودي,رياض الخبراء,القصيم,6,770
سعودي,رياض الخبراء,القصيم,7,555
سعودي,رياض الخبراء,القصيم,8,391
سعودي,رياض الخبراء,القصيم,9,247
سعودي,رياض الخبراء,القصيم,10+,288
غير سعودي,رياض الخبراء,القصيم,1,1029
غير سعودي,رياض الخبراء,القصيم,2,352
غير سعودي,رياض الخبراء,القصيم,3,125
غير سعودي,رياض الخبراء,القصيم,4,101
غير سعودي,رياض الخبراء,القصيم,5,72
غير سعودي,رياض الخبراء,القصيم,6,55
غير سعودي,رياض الخبراء,القصيم,7,37
غير سعودي,رياض الخبراء,القصيم,8,15
غير سعودي,رياض الخبراء,القصيم,9,12
غير سعودي,رياض الخبراء,القصيم,10+,50
سعودي,ضرية,القصيم,1,458
سعودي,ضرية,القصيم,2,298
سعودي,ضرية,القصيم,3,347
سعودي,ضرية,القصيم,4,384
سعودي,ضرية,القصيم,5,376
سعودي,ضرية,القصيم,6,459
سعودي,ضرية,القصيم,7,384
سعودي,ضرية,القصيم,8,242
سعودي,ضرية,القصيم,9,148
سعودي,ضرية,القصيم,10+,264
غير سعودي,ضرية,القصيم,1,711
غير سعودي,ضرية,القصيم,2,190
غير سعودي,ضرية,القصيم,3,119
غير سعودي,ضرية,القصيم,4,93
غير سعودي,ضرية,القصيم,5,57
غير سعودي,ضرية,القصيم,6,33
غير سعودي,ضرية,القصيم,7,13
غير سعودي,ضرية,القصيم,8,14
غير سعودي,ضرية,القصيم,9,2
غير سعودي,ضرية,القصيم,10+,26
سعودي,عقلة الصقور,القصيم,1,615
سعودي,عقلة الصقور,القصيم,2,402
سعودي,عقلة الصقور,القصيم,3,389
سعودي,عقلة الصقور,القصيم,4,424
سعودي,عقلة الصقور,القصيم,5,389
سعودي,عقلة الصقور,القصيم,6,506
سعودي,عقلة الصقور,القصيم,7,341
سعودي,عقلة الصقور,القصيم,8,244
سعودي,عقلة الصقور,القصيم,9,131
سعودي,عقلة الصقور,القصيم,10+,222
غير سعودي,عقلة الصقور,القصيم,1,607
غير سعودي,عقلة الصقور,القصيم,2,177
غير سعودي,عقلة الصقور,القصيم,3,99
غير سعودي,عقلة الصقور,القصيم,4,78
غير سعودي,عقلة الصقور,القصيم,5,57
غير سعودي,عقلة الصقور,القصيم,6,37
غير سعودي,عقلة الصقور,القصيم,7,30
غير سعودي,عقلة الصقور,القصيم,8,15
غير سعودي,عقلة الصقور,القصيم,9,9
غير سعودي,عقلة الصقور,القصيم,10+,30
سعودي,عنيزة,القصيم,1,3559
سعودي,عنيزة,القصيم,2,2578
سعودي,عنيزة,القصيم,3,2832
سعودي,عنيزة,القصيم,4,3374
سعودي,عنيزة,القصيم,5,3672
سعودي,عنيزة,القصيم,6,3964
سعودي,عنيزة,القصيم,7,3001
سعودي,عنيزة,القصيم,8,1808
سعودي,عنيزة,القصيم,9,960
سعودي,عنيزة,القصيم,10+,1160
غير سعودي,عنيزة,القصيم,1,6211
غير سعودي,عنيزة,القصيم,2,3728
غير سعودي,عنيزة,القصيم,3,1663
غير سعودي,عنيزة,القصيم,4,943
غير سعودي,عنيزة,القصيم,5,732
غير سعودي,عنيزة,القصيم,6,632
غير سعودي,عنيزة,القصيم,7,312
غير سعودي,عنيزة,القصيم,8,175
غير سعودي,عنيزة,القصيم,9,119
غير سعودي,عنيزة,القصيم,10+,562
سعودي,عيون الجواء,القصيم,1,398
سعودي,عيون الجواء,القصيم,2,300
سعودي,عيون الجواء,القصيم,3,368
سعودي,عيون الجواء,القصيم,4,389
سعودي,عيون الجواء,القصيم,5,449
سعودي,عيون الجواء,القصيم,6,558
سعودي,عيون الجواء,القصيم,7,406
سعودي,عيون الجواء,القصيم,8,309
سعودي,عيون الجواء,القصيم,9,201
سعودي,عيون الجواء,القصيم,10+,327
غير سعودي,عيون الجواء,القصيم,1,2336
غير سعودي,عيون الجواء,القصيم,2,750
غير سعودي,عيون الجواء,القصيم,3,201
غير سعودي,عيون الجواء,القصيم,4,114
غير سعودي,عيون الجواء,القصيم,5,80
غير سعودي,عيون الجواء,القصيم,6,70
غير سعودي,عيون الجواء,القصيم,7,41
غير سعودي,عيون الجواء,القصيم,8,24
غير سعودي,عيون الجواء,القصيم,9,8
غير سعودي,عيون الجواء,القصيم,10+,44
سعودي,الحناكية,المدينة المنورة,1,1060
سعودي,الحناكية,المدينة المنورة,2,801
سعودي,الحناكية,المدينة المنورة,3,836
سعودي,الحناكية,المدينة المنورة,4,859
سعودي,الحناكية,المدينة المنورة,5,876
سعودي,الحناكية,المدينة المنورة,6,1087
سعودي,الحناكية,المدينة المنورة,7,757
سعودي,الحناكية,المدينة المنورة,8,524
سعودي,الحناكية,المدينة المنورة,9,345
سعودي,الحناكية,المدينة المنورة,10+,592
غير سعودي,الحناكية,المدينة المنورة,1,813
غير سعودي,الحناكية,المدينة المنورة,2,279
غير سعودي,الحناكية,المدينة المنورة,3,117
غير سعودي,الحناكية,المدينة المنورة,4,77
غير سعودي,الحناكية,المدينة المنورة,5,56
غير سعودي,الحناكية,المدينة المنورة,6,45
غير سعودي,الحناكية,المدينة المنورة,7,23
غير سعودي,الحناكية,المدينة المنورة,8,10
غير سعودي,الحناكية,المدينة المنورة,9,5
غير سعودي,الحناكية,المدينة المنورة,10+,29
سعودي,العلا,المدينة المنورة,1,1551
سعودي,العلا,المدينة المنورة,2,988
سعودي,العلا,المدينة المنورة,3,994
سعودي,العلا,المدينة المنورة,4,1045
سعودي,العلا,المدينة المنورة,5,995
سعودي,العلا,المدينة المنورة,6,1223
سعودي,العلا,المدينة المنورة,7,936
سعودي,العلا,المدينة المنورة,8,645
سعودي,العلا,المدينة المنورة,9,413
سعودي,العلا,المدينة المنورة,10+,725
غير سعودي,العلا,المدينة المنورة,1,2671
غير سعودي,العلا,المدينة المنورة,2,1070
غير سعودي,العلا,المدينة المنورة,3,371
غير سعودي,العلا,المدينة المنورة,4,189
غير سعودي,العلا,المدينة المنورة,5,165
غير سعودي,العلا,المدينة المنورة,6,137
غير سعودي,العلا,المدينة المنورة,7,85
غير سعودي,العلا,المدينة المنورة,8,43
غير سعودي,العلا,المدينة المنورة,9,37
غير سعودي,العلا,المدينة المنورة,10+,130
سعودي,العيص,المدينة المنورة,1,719
سعودي,العيص,المدينة المنورة,2,481
سعودي,العيص,المدينة المنورة,3,438
سعودي,العيص,المدينة المنورة,4,442
سعودي,العيص,المدينة المنورة,5,407
سعودي,العيص,المدينة المنورة,6,498
سعودي,العيص,المدينة المنورة,7,397
سعودي,العيص,المدينة المنورة,8,272
سعودي,العيص,المدينة المنورة,9,171
سعودي,العيص,المدينة المنورة,10+,355
غير سعودي,العيص,المدينة المنورة,1,499
غير سعودي,العيص,المدينة المنورة,2,139
غير سعودي,العيص,المدينة المنورة,3,53
غير سعودي,العيص,المدينة المنورة,4,25
غير سعودي,العيص,المدينة المنورة,5,28
غير سعودي,العيص,المدينة المنورة,6,26
غير سعودي,العيص,المدينة المنورة,7,7
غير سعودي,العيص,المدينة المنورة,8,2
غير سعودي,العيص,المدينة المنورة,9,4
غير سعودي,العيص,المدينة المنورة,10+,9
سعودي,المدينة المنورة (مقر الامارة),المدينة المنورة,1,26069
سعودي,المدينة المنورة (مقر الامارة),المدينة المنورة,2,20896
سعودي,المدينة المنورة (مقر الامارة),المدينة المنورة,3,22968
سعودي,المدينة المنورة (مقر الامارة),المدينة المنورة,4,26093
سعودي,المدينة المنورة (مقر الامارة),المدينة المنورة,5,25506
سعودي,المدينة المنورة (مقر الامارة),المدينة المنورة,6,26342
سعودي,المدينة المنورة (مقر الامارة),المدينة المنورة,7,20105
سعودي,المدينة المنورة (مقر الامارة),المدينة المنورة,8,12426
سعودي,المدينة المنورة (مقر الامارة),المدينة المنورة,9,6967
سعودي,المدينة المنورة (مقر الامارة),المدينة المنورة,10+,8653
غير سعودي,المدينة المنورة (مقر الامارة),المدينة المنورة,1,40405
غير سعودي,المدينة المنورة (مقر الامارة),المدينة المنورة,2,55533
غير سعودي,المدينة المنورة (مقر الامارة),المدينة المنورة,3,25861
غير سعودي,المدينة المنورة (مقر الامارة),المدينة المنورة,4,10158
غير سعودي,المدينة المنورة (مقر الامارة),المدينة المنورة,5,7782
غير سعودي,المدينة المنورة (مقر الامارة),المدينة المنورة,6,6930
غير سعودي,المدينة المنورة (مقر الامارة),المدينة المنورة,7,5486
غير سعودي,المدينة المنورة (مقر الامارة),المدينة المنورة,8,2776
غير سعودي,المدينة المنورة (مقر الامارة),المدينة المنورة,9,1281
غير سعودي,المدينة المنورة (مقر الامارة),المدينة المنورة,10+,4145
سعودي,المهد,المدينة المنورة,1,2019
سعودي,المهد,المدينة المنورة,2,883
سعودي,المهد,المدينة المنورة,3,878
سعودي,المهد,المدينة المنورة,4,992
سعودي,المهد,المدينة المنورة,5,1024
سعودي,المهد,المدينة المنورة,6,1128
سعودي,المهد,المدينة المنورة,7,863
سعودي,المهد,المدينة المنورة,8,541
سعودي,المهد,المدينة المنورة,9,302
سعودي,المهد,المدينة المنورة,10+,580
غير سعودي,المهد,المدينة المنورة,1,1613
غير سعودي,المهد,المدينة المنورة,2,519
غير سعودي,المهد,المدينة المنورة,3,209
غير سعودي,المهد,المدينة المنورة,4,110
غير سعودي,المهد,المدينة المنورة,5,80
غير سعودي,المهد,المدينة المنورة,6,67
غير سعودي,المهد,المدينة المنورة,7,42
غير سعودي,المهد,المدينة المنورة,8,15
غير سعودي,المهد,المدينة المنورة,9,14
غير سعودي,المهد,المدينة المنورة,10+,30
سعودي,بدر,المدينة المنورة,1,1358
سعودي,بدر,المدينة المنورة,2,1221
سعودي,بدر,المدينة المنورة,3,1328
سعودي,بدر,المدينة المنورة,4,1386
سعودي,بدر,المدينة المنورة,5,1463
سعودي,بدر,المدينة المنورة,6,1494
سعودي,بدر,المدينة المنورة,7,1123
سعودي,بدر,المدينة المنورة,8,625
سعودي,بدر,المدينة المنورة,9,332
سعودي,بدر,المدينة المنورة,10+,327
غير سعودي,بدر,المدينة المنورة,1,1183
غير سعودي,بدر,المدينة المنورة,2,673
غير سعودي,بدر,المدينة المنورة,3,333
غير سعودي,بدر,المدينة المنورة,4,173
غير سعودي,بدر,المدينة المنورة,5,137
غير سعودي,بدر,المدينة المنورة,6,99
غير سعودي,بدر,المدينة المنورة,7,84
غير سعودي,بدر,المدينة المنورة,8,53
غير سعودي,بدر,المدينة المنورة,9,22
غير سعودي,بدر,المدينة المنورة,10+,109
سعودي,خيبر,المدينة المنورة,1,1017
سعودي,خيبر,المدينة المنورة,2,764
سعودي,خيبر,المدينة المنورة,3,783
سعودي,خيبر,المدينة المنورة,4,849
سعودي,خيبر,المدينة المنورة,5,857
سعودي,خيبر,المدينة المنورة,6,1039
سعودي,خيبر,المدينة المنورة,7,689
سعودي,خيبر,المدينة المنورة,8,543
سعودي,خيبر,المدينة المنورة,9,355
سعودي,خيبر,المدينة المنورة,10+,732
غير سعودي,خيبر,المدينة المنورة,1,1226
غير سعودي,خيبر,المدينة المنورة,2,321
