السنة,التاريخ,رمز المنطقة الإدارية,المنطقة الإدارية,رمز البند,البند,الرقم القياسي,الأهمية النسبية,نسبة التغير السنوي,نسبة التغير الربعي
2021,2021 / Q1,99,المملكة,024,مركز تجاري,102.432,0.07028,1.952552963e-05,0
2018,2018 / Q3,9,الحدود الشمالية,022,عمارة تجاري,100,0.00298,0,0
2016,2016 / Q4,99,المملكة,021,قطعة أرض تجاري,81.61,30.86673,-0.122633497,-0.040976768
2022,2022 / Q3,4,القصيم,011,قطعة أرض سكني,82.999,62.15994,0.048801446,-0.003816748
2023,2023 / Q1,10,جازان,015,بيت سكني,100,0.20994,0,0
2017,2017 / Q1,12,الباحة,031,أرض زراعية,107.26,3.60776,0,0
2023,2023 / Q4,3,المدينة المنوره,031,أرض زراعية,92.559,3.60776,1.080403639e-05,-2.160737244e-05
2017,2017 / Q3,1,الرياض,012,عمارة سكني,85.933,0.0265,-0.086042777,-0.018727233
2019,2019 / Q3,10,جازان,014,شقة سكني,58.14,2.57881,0.002932551,-0.003991571
2017,2017 / Q1,8,حائل,023,معرض/ محل تجاري,92.18,0.07853,-0.055823005,0
2018,2018 / Q1,3,المدينة المنوره,011,قطعة أرض سكني,93.63,62.15994,-0.009971133,-0.002163418
2021,2021 / Q3,8,حائل,021,قطعة أرض تجاري,74.554,30.86673,-0.027446581,0.004026665
2019,2019 / Q4,8,حائل,0,الرقم القياسي العام,91.2,100,0.063395637,0.023304871
2020,2020 / Q1,13,الجوف,021,قطعة أرض تجاري,83.273,30.86673,0.009822587,-0.001762167
2020,2020 / Q4,3,المدينة المنوره,014,شقة سكني,91.864,2.57881,-0.007733852,-0.003633445
2015,2015 / Q2,3,المدينة المنوره,013,فيلا سكني,108.323,0.39854,0.114319514,2.769571640e-05
2022,2022 / Q4,3,المدينة المنوره,03,زراعي,92.558,3.60776,-0.003606300,3.241315974e-05
2018,2018 / Q4,12,الباحة,03,زراعي,107.26,3.60776,0,0
2016,2016 / Q2,5,المنطقة الشرقية,021,قطعة أرض تجاري,91.627,30.86673,-0.037966045,-0.026146014
2019,2019 / Q1,8,حائل,023,معرض/ محل تجاري,89.57,0.07853,0,0
2018,2018 / Q4,11,نجران,01,سكني,82.38,65.37373,-0.031017326,-0.016440417
2023,2023 / Q3,7,تبوك,0,الرقم القياسي العام,88.585,100,0.058957838,0.011036545
2017,2017 / Q4,11,نجران,014,شقة سكني,102.07,2.57881,-0.006550325,0
2016,2016 / Q3,6,عسير,015,بيت سكني,94.957,0.20994,0.021592254,0.023717887
2017,2017 / Q1,12,الباحة,02,تجاري,97.1,31.01851,-0.002260584,0.001371601
2017,2017 / Q4,8,حائل,03,زراعي,97.557,3.60776,-0.011950940,0.001067181
2020,2020 / Q4,99,المملكة,013,فيلا سكني,88.321,0.39854,0.003157548,9.058688981e-05
2015,2015 / Q2,5,المنطقة الشرقية,012,عمارة سكني,113.97,0.0265,0.259058772,0
2019,2019 / Q2,7,تبوك,031,أرض زراعية,100.02,3.60776,-0.002622578,-0.003516882
2023,2023 / Q2,10,جازان,014,شقة سكني,74.185,2.57881,0.028832552,0.052792166
2020,2020 / Q3,8,حائل,011,قطعة أرض سكني,94.878,62.15994,0.039223633,0.017709462
2016,2016 / Q2,10,جازان,031,أرض زراعية,83.39,3.60776,0,0
2021,2021 / Q4,1,الرياض,013,فيلا سكني,59.349,0.39854,-0.039722348,-0.023013482
2019,2019 / Q3,6,عسير,013,فيلا سكني,104.237,0.39854,0.012402875,0.008065530
2015,2015 / Q1,13,الجوف,03,زراعي,100.577,3.60776,0.035168794,-0.001944965
2016,2016 / Q1,12,الباحة,021,قطعة أرض تجاري,97.32,30.86673,-0.008628154,-0.001846154
2015,2015 / Q4,12,الباحة,021,قطعة أرض تجاري,97.5,30.86673,-0.025,0.014599831
2022,2022 / Q4,2,مكة المكرمة,023,معرض/ محل تجاري,93.838,0.07853,0,0
2020,2020 / Q2,7,تبوك,03,زراعي,100.66,3.60776,0.006398720,0.000994431
2018,2018 / Q2,5,المنطقة الشرقية,024,مركز تجاري,102.29,0.07028,0,0
2018,2018 / Q4,2,مكة المكرمة,01,سكني,82.517,65.37373,-0.035340192,-0.017806768
2017,2017 / Q1,13,الجوف,011,قطعة أرض سكني,82.087,62.15994,-0.070046448,-0.007052135
2018,2018 / Q4,1,الرياض,013,فيلا سكني,74.993,0.39854,0.037678151,0.079968318
2024,2024 / Q1,12,الباحة,0,الرقم القياسي العام,78.111,100,0.016845230,-0.002056930
2019,2019 / Q4,7,تبوك,013,فيلا سكني,108.65,0.39854,-0.003786802,0.001170259
2021,2021 / Q1,4,القصيم,015,بيت سكني,87.224,0.20994,0.001423651,0
2020,2020 / Q3,13,الجوف,023,معرض/ محل تجاري,100,0.07853,0,0
2017,2017 / Q2,5,المنطقة الشرقية,013,فيلا سكني,100.7,0.39854,0.007503752,0
2016,2016 / Q2,12,الباحة,014,شقة سكني,96.09,2.57881,-0.0391,0
2016,2016 / Q3,9,الحدود الشمالية,012,عمارة سكني,100.95,0.0265,-0.007306304,0
2024,2024 / Q1,1,الرياض,01,سكني,98.82,65.37373,0.006969919,0.000617665
2018,2018 / Q4,6,عسير,023,معرض/ محل تجاري,83.31,0.07853,0,0
2015,2015 / Q1,9,الحدود الشمالية,01,سكني,100.007,65.37373,0.066286384,0.020271373
2018,2018 / Q4,9,الحدود الشمالية,022,عمارة تجاري,100,0.00298,0,0
2015,2015 / Q4,99,المملكة,02,تجاري,93.04,31.01851,-0.083259434,0.001862879
2021,2021 / Q2,11,نجران,011,قطعة أرض سكني,81.593,62.15994,-0.010478189,-0.003833616
2018,2018 / Q1,99,المملكة,02,تجاري,76.7,31.01851,-0.043283024,-0.004581262
2021,2021 / Q3,8,حائل,015,بيت سكني,90.571,0.20994,0.013903660,0.005461872
2019,2019 / Q4,3,المدينة المنوره,024,مركز تجاري,95.15,0.07028,0,0
2022,2022 / Q2,1,الرياض,015,بيت سكني,79.629,0.20994,-0.021347983,-0.016428069
2018,2018 / Q3,13,الجوف,023,معرض/ محل تجاري,100,0.07853,0,0
2015,2015 / Q3,13,الجوف,014,شقة سكني,106.137,2.57881,0.066810735,0.004990058
2018,2018 / Q1,2,مكة المكرمة,01,سكني,85.593,65.37373,0.002964612,0.000619593
2023,2023 / Q4,4,القصيم,015,بيت سكني,86.726,0.20994,-0.009864140,-0.003905083
2021,2021 / Q4,99,المملكة,014,شقة سكني,80.553,2.57881,-0.036274451,-0.010891454
2017,2017 / Q4,12,الباحة,0,الرقم القياسي العام,80.027,100,-0.053830693,-0.005752267
2023,2023 / Q2,9,الحدود الشمالية,011,قطعة أرض سكني,85.053,62.15994,0.011283649,0.020591094
2020,2020 / Q2,4,القصيم,011,قطعة أرض سكني,81.203,62.15994,0.056134327,0.016778734
2016,2016 / Q4,1,الرياض,022,عمارة تجاري,102.29,0.00298,0.003236563,0
2017,2017 / Q1,6,عسير,013,فيلا سكني,104.59,0.39854,-0.018026476,-0.015317699
2022,2022 / Q1,99,المملكة,021,قطعة أرض تجاري,72.374,30.86673,-0.017205090,-0.002865724
2016,2016 / Q3,99,المملكة,02,تجاري,85.153,31.01851,-0.083065028,-0.032572143
2021,2021 / Q4,9,الحدود الشمالية,021,قطعة أرض تجاري,94.534,30.86673,0.002045770,0.005103451
2022,2022 / Q3,6,عسير,01,سكني,85.431,65.37373,0.018017374,0.001148442
2023,2023 / Q2,7,تبوك,03,زراعي,98.677,3.60776,-0.013703422,-0.003383428
2022,2022 / Q4,2,مكة المكرمة,011,قطعة أرض سكني,82.327,62.15994,0.014166574,0.000875327
2021,2021 / Q1,2,مكة المكرمة,014,شقة سكني,79.482,2.57881,0.005045332,0.003079331
2023,2023 / Q3,2,مكة المكرمة,011,قطعة أرض سكني,82.386,62.15994,0.001592608,0.005651648
2022,2022 / Q2,4,القصيم,031,أرض زراعية,81.466,3.60776,-0.011886568,0
2016,2016 / Q1,10,جازان,011,قطعة أرض سكني,93.897,62.15994,-0.091817390,-0.045306193
2016,2016 / Q3,6,عسير,03,زراعي,92.033,3.60776,-0.009439242,-0.003540494
2015,2015 / Q4,11,نجران,02,تجاري,92.963,31.01851,-0.073399982,0.013077166
2015,2015 / Q3,8,حائل,031,أرض زراعية,99.697,3.60776,0.003058565,-0.001162173
2016,2016 / Q3,11,نجران,01,سكني,89.587,65.37373,-0.031701254,0.001565173
2019,2019 / Q1,11,نجران,014,شقة سكني,98.91,2.57881,-0.030959146,-0.010009008
2017,2017 / Q1,12,الباحة,011,قطعة أرض سكني,76.757,62.15994,-0.138626417,-0.059845915
2021,2021 / Q4,3,المدينة المنوره,021,قطعة أرض تجاري,96.982,30.86673,0.000567437,0.000505504
2020,2020 / Q3,99,المملكة,0,الرقم القياسي العام,80.538,100,0.005556041,-0.005421292
2019,2019 / Q1,5,المنطقة الشرقية,0,الرقم القياسي العام,82.063,100,-0.050449533,-0.007426491
2018,2018 / Q1,4,القصيم,03,زراعي,81.96,3.60776,-0.009822043,-0.012256408
2018,2018 / Q1,1,الرياض,013,فيلا سكني,70.34,0.39854,-0.043344622,-0.026705410
2015,2015 / Q3,1,الرياض,022,عمارة تجاري,100,0.00298,0,0
2016,2016 / Q4,1,الرياض,023,معرض/ محل تجاري,85.59,0.07853,-0.020339487,-0.041835055
2022,2022 / Q4,10,جازان,02,تجاري,67.54,31.01851,-0.018813104,0.000222140
2018,2018 / Q4,2,مكة المكرمة,03,زراعي,95.84,3.60776,-0.001073554,-0.001177660
2015,2015 / Q2,9,الحدود الشمالية,021,قطعة أرض تجاري,99.07,30.86673,-0.021946235,-0.012036658
2022,2022 / Q3,10,جازان,031,أرض زراعية,83.39,3.60776,0,0
2022,2022 / Q4,5,المنطقة الشرقية,011,قطعة أرض سكني,81.204,62.15994,0.004254267,-0.002665160
2016,2016 / Q2,3,المدينة المنوره,021,قطعة أرض تجاري,101.283,30.86673,-0.020852668,-0.007875635
2019,2019 / Q4,10,جازان,01,سكني,93.857,65.37373,0.069315165,0.018557305
2023,2023 / Q4,2,مكة المكرمة,024,مركز تجاري,105.934,0.07028,0,0
2018,2018 / Q4,3,المدينة المنوره,024,مركز تجاري,95.15,0.07028,0,0
2015,2015 / Q2,1,الرياض,015,بيت سكني,88.263,0.20994,-0.126108911,-0.038393237
2018,2018 / Q1,12,الباحة,015,بيت سكني,100,0.20994,0,0
2015,2015 / Q1,2,مكة المكرمة,024,مركز تجاري,105.22,0.07028,0.050309443,0.017572024
2021,2021 / Q1,2,مكة المكرمة,024,مركز تجاري,105.81,0.07028,0,0
2020,2020 / Q2,1,الرياض,011,قطعة أرض سكني,88.993,62.15994,0.089438956,-0.001649091
2021,2021 / Q4,10,جازان,011,قطعة أرض سكني,97.739,62.15994,-0.011759115,-0.039995678
2017,2017 / Q2,99,المملكة,021,قطعة أرض تجاري,78.307,30.86673,-0.109945442,-0.022421133
2016,2016 / Q4,1,الرياض,031,أرض زراعية,129.21,3.60776,0.072549182,0
2016,2016 / Q2,11,نجران,01,سكني,89.447,65.37373,-0.057033218,-0.005260231
2018,2018 / Q1,10,جازان,011,قطعة أرض سكني,80.817,62.15994,-0.086472922,0.001288516
2022,2022 / Q1,12,الباحة,031,أرض زراعية,106.832,3.60776,0,0
2019,2019 / Q3,5,المنطقة الشرقية,023,معرض/ محل تجاري,80.4,0.07853,-0.110028780,-0.039575693
2016,2016 / Q3,11,نجران,031,أرض زراعية,99.707,3.60776,-0.005287469,-0.000731610
2015,2015 / Q4,1,الرياض,022,عمارة تجاري,101.96,0.00298,0.019600000,0.0196
2018,2018 / Q3,3,المدينة المنوره,03,زراعي,92.83,3.60776,-0.000398419,0
2020,2020 / Q4,13,الجوف,03,زراعي,110.487,3.60776,0.000606774,0.000362165
2015,2015 / Q2,5,المنطقة الشرقية,011,قطعة أرض سكني,93.507,62.15994,-0.068655378,-0.019123046
2023,2023 / Q4,8,حائل,0,الرقم القياسي العام,85.433,100,-0.039571459,-0.012163959
2018,2018 / Q3,9,الحدود الشمالية,011,قطعة أرض سكني,84.17,62.15994,0.008869711,0.020700193
2016,2016 / Q3,3,المدينة المنوره,024,مركز تجاري,95.15,0.07028,0,0
2022,2022 / Q2,10,جازان,03,زراعي,83.39,3.60776,0,0
2016,2016 / Q4,6,عسير,03,زراعي,92.01,3.60776,-0.009686794,-0.000249910
2022,2022 / Q1,11,نجران,02,تجاري,81.73,31.01851,-0.000831316,0.003376097
2020,2020 / Q3,99,المملكة,03,زراعي,93.424,3.60776,0.003049173,0.000760554
2023,2023 / Q2,9,الحدود الشمالية,01,سكني,85.346,65.37373,0.011124670,0.020238366
2015,2015 / Q1,13,الجوف,014,شقة سكني,105.61,2.57881,0.061513720,0.040256888
2018,2018 / Q4,10,جازان,014,شقة سكني,60.077,2.57881,-0.126279814,0.036346386
2019,2019 / Q2,10,جازان,021,قطعة أرض تجاري,75.647,30.86673,-0.072612480,-0.011150327
2023,2023 / Q2,2,مكة المكرمة,013,فيلا سكني,82.313,0.39854,-0.061756962,-0.021911427
2022,2022 / Q2,4,القصيم,015,بيت سكني,87.382,0.20994,0.001811428,-0.001531149
2016,2016 / Q1,99,المملكة,011,قطعة أرض سكني,96.917,62.15994,-0.032928545,-0.003495892
2020,2020 / Q3,8,حائل,015,بيت سكني,89.329,0.20994,-0.006130396,-0.005355751
2023,2023 / Q3,9,الحدود الشمالية,021,قطعة أرض تجاري,93.654,30.86673,-0.011682021,-0.005511134
2023,2023 / Q3,6,عسير,024,مركز تجاري,100,0.07028,0,0
2017,2017 / Q1,10,جازان,03,زراعي,83.39,3.60776,0,0
2023,2023 / Q1,8,حائل,0,الرقم القياسي العام,88.909,100,-0.002781610,-0.000494643
2024,2024 / Q1,9,الحدود الشمالية,021,قطعة أرض تجاري,93.524,30.86673,-0.007671332,0
2022,2022 / Q4,7,تبوك,013,فيلا سكني,96.221,0.39854,-0.051776300,-0.000623176
2022,2022 / Q3,5,المنطقة الشرقية,01,سكني,82.014,65.37373,0.017391952,0.001453080
2015,2015 / Q2,99,المملكة,024,مركز تجاري,102.67,0.07028,0.026936195,0.001951791
2023,2023 / Q2,5,المنطقة الشرقية,015,بيت سكني,121.025,0.20994,0.068540199,0.021066752
2021,2021 / Q3,5,المنطقة الشرقية,01,سكني,80.612,65.37373,0.012891715,-0.003695418
2015,2015 / Q1,8,حائل,015,بيت سكني,99.82,0.20994,0.026426735,0.000230468
2020,2020 / Q1,12,الباحة,014,شقة سكني,96.09,2.57881,0,0
2023,2023 / Q1,2,مكة المكرمة,014,شقة سكني,78.356,2.57881,0.018999935,-0.009781372
2017,2017 / Q1,13,الجوف,02,تجاري,83.623,31.01851,-0.037743231,-0.010765027
2016,2016 / Q2,99,المملكة,012,عمارة سكني,99.447,0.0265,-0.025984329,0.006375421
2023,2023 / Q1,4,القصيم,021,قطعة أرض تجاري,76.08,30.86673,-0.031210605,-0.002648069
2017,2017 / Q1,1,الرياض,014,شقة سكني,84.977,2.57881,-0.091834990,-0.021374362
2016,2016 / Q2,12,الباحة,015,بيت سكني,100,0.20994,0,0
2019,2019 / Q2,5,المنطقة الشرقية,03,زراعي,89.02,3.60776,-0.045975780,-0.014284132
2020,2020 / Q3,9,الحدود الشمالية,01,سكني,87.708,65.37373,-0.025574936,-0.006704417
2023,2023 / Q4,7,تبوك,02,تجاري,103.405,31.01851,0.055465393,-0.013743967
2024,2024 / Q1,5,المنطقة الشرقية,012,عمارة سكني,113.973,0.0265,0,0
2015,2015 / Q2,10,جازان,015,بيت سكني,100,0.20994,0,0
2017,2017 / Q2,99,المملكة,014,شقة سكني,85.75,2.57881,-0.067093138,-0.011607133
2020,2020 / Q4,99,المملكة,01,سكني,83.696,65.37373,0.004512722,0.001603600
2016,2016 / Q3,7,تبوك,011,قطعة أرض سكني,86.113,62.15994,-0.072727664,-0.042412179
2022,2022 / Q3,1,الرياض,024,مركز تجاري,96.673,0.07028,0,0
2022,2022 / Q4,99,المملكة,013,فيلا سكني,84.202,0.39854,0.016969214,0.001319999
2020,2020 / Q2,1,الرياض,014,شقة سكني,85.7,2.57881,0.049306380,-0.004992453
2024,2024 / Q1,1,الرياض,02,تجاري,65.149,31.01851,-0.004142464,-0.000306894
2021,2021 / Q2,3,المدينة المنوره,015,بيت سكني,90.955,0.20994,-0.019744145,-0.008016141
2019,2019 / Q1,6,عسير,01,سكني,83.677,65.37373,-0.017725709,0.001520048
2021,2021 / Q1,12,الباحة,021,قطعة أرض تجاري,100.039,30.86673,-0.001407467,0
2023,2023 / Q2,6,عسير,012,عمارة سكني,100,0.0265,0,0
2016,2016 / Q3,10,جازان,031,أرض زراعية,83.39,3.60776,0,0
2022,2022 / Q4,2,مكة المكرمة,012,عمارة سكني,100,0.0265,0,0
2015,2015 / Q4,8,حائل,014,شقة سكني,87.79,2.57881,-0.139903987,0.005347961
2022,2022 / Q1,13,الجوف,02,تجاري,83.558,31.01851,-0.002125728,0.002315120
2023,2023 / Q1,99,المملكة,031,أرض زراعية,92.384,3.60776,-0.003892393,-0.000746325
2022,2022 / Q2,1,الرياض,01,سكني,95.787,65.37373,0.043510943,0.026732981
2022,2022 / Q3,6,عسير,02,تجاري,90.455,31.01851,-0.006480312,0.000176915
2016,2016 / Q2,10,جازان,0,الرقم القياسي العام,88.043,100,-0.113006246,-0.044392346
2021,2021 / Q1,11,نجران,03,زراعي,99.844,3.60776,0.005883538,0.003679205
2021,2021 / Q1,13,الجوف,03,زراعي,110.487,3.60776,0.000606774,0
2022,2022 / Q2,3,المدينة المنوره,012,عمارة سكني,100,0.0265,0,0
2021,2021 / Q2,4,القصيم,0,الرقم القياسي العام,79.948,100,-0.016351489,-0.003316129
2023,2023 / Q2,4,القصيم,021,قطعة أرض تجاري,75.86,30.86673,-0.023077319,-0.002891693
2021,2021 / Q4,1,الرياض,02,تجاري,65.364,31.01851,-0.015454135,-0.004401931
2018,2018 / Q3,6,عسير,023,معرض/ محل تجاري,83.31,0.07853,0,0
2017,2017 / Q4,99,المملكة,0,الرقم القياسي العام,84.647,100,-0.032351361,-0.003250003
2017,2017 / Q1,3,المدينة المنوره,014,شقة سكني,94.887,2.57881,-0.055004482,-0.016205288
2018,2018 / Q4,2,مكة المكرمة,024,مركز تجاري,105.867,0.07028,0.006149021,-0.001066239
2019,2019 / Q4,2,مكة المكرمة,0,الرقم القياسي العام,80.067,100,-0.020227606,-0.002615942
2022,2022 / Q2,13,الجوف,031,أرض زراعية,110.487,3.60776,0,0
2015,2015 / Q3,7,تبوك,021,قطعة أرض تجاري,100.657,30.86673,-0.019988317,0.008082123
2022,2022 / Q2,13,الجوف,01,سكني,78.378,65.37373,0.026360244,0.007299833
2018,2018 / Q2,6,عسير,011,قطعة أرض سكني,84.63,62.15994,0.010664342,0.001929748
2017,2017 / Q2,1,الرياض,03,زراعي,129.21,3.60776,0,0
2021,2021 / Q2,3,المدينة المنوره,023,معرض/ محل تجاري,100,0.07853,0,0
2022,2022 / Q1,1,الرياض,024,مركز تجاري,96.673,0.07028,0,0
2015,2015 / Q4,3,المدينة المنوره,0,الرقم القياسي العام,99.597,100,-0.025441060,-0.001964066
2015,2015 / Q3,4,القصيم,0,الرقم القياسي العام,93.047,100,-0.088694749,-0.011085131
2021,2021 / Q4,5,المنطقة الشرقية,021,قطعة أرض تجاري,81.553,30.86673,0.007598409,-0.000882083
2017,2017 / Q4,10,جازان,02,تجاري,81.817,31.01851,-0.013147261,-0.005300719
2018,2018 / Q2,3,المدينة المنوره,021,قطعة أرض تجاري,98.343,30.86673,-0.001462122,-0.000954925
2019,2019 / Q2,12,الباحة,0,الرقم القياسي العام,78.9,100,-0.001139385,0.004583652
2018,2018 / Q3,1,الرياض,013,فيلا سكني,69.44,0.39854,-0.053473822,0.022876250
2017,2017 / Q4,8,حائل,01,سكني,85.087,65.37373,-0.018457208,0.013942348
2015,2015 / Q2,9,الحدود الشمالية,0,الرقم القياسي العام,97.557,100,-0.073242327,-0.024790827
2018,2018 / Q1,11,نجران,01,سكني,84.173,65.37373,-0.042367771,-0.009927426
2015,2015 / Q2,11,نجران,0,الرقم القياسي العام,96.127,100,-0.050062751,-0.021876940
2019,2019 / Q1,3,المدينة المنوره,031,أرض زراعية,92.75,3.60776,-0.000861790,-0.000829500
2022,2022 / Q1,12,الباحة,021,قطعة أرض تجاري,100.039,30.86673,0,0
2015,2015 / Q3,7,تبوك,031,أرض زراعية,103.787,3.60776,0.036729597,6.745037579e-05
2024,2024 / Q1,8,حائل,011,قطعة أرض سكني,86.895,62.15994,-0.046116185,0.001544473
2024,2024 / Q1,3,المدينة المنوره,01,سكني,90.551,65.37373,-0.000629084,0.001160914
2022,2022 / Q2,3,المدينة المنوره,02,تجاري,96.425,31.01851,-0.005845843,-0.005651058
2024,2024 / Q1,6,عسير,024,مركز تجاري,100,0.07028,0,0
2018,2018 / Q1,2,مكة المكرمة,0,الرقم القياسي العام,84.117,100,-3.566333809e-05,0.000880502
2019,2019 / Q2,11,نجران,011,قطعة أرض سكني,82.247,62.15994,-0.013824940,-0.008558651
2019,2019 / Q1,3,المدينة المنوره,03,زراعي,92.75,3.60776,-0.000861790,-0.000829500
2022,2022 / Q2,11,نجران,021,قطعة أرض تجاري,81.65,30.86673,0.006905907,-0.000978833
2023,2023 / Q4,6,عسير,031,أرض زراعية,91.77,3.60776,0,0
2015,2015 / Q4,1,الرياض,01,سكني,98.927,65.37373,-0.032404147,-0.025128847
2022,2022 / Q3,5,المنطقة الشرقية,02,تجاري,81.075,31.01851,-0.006750300,0.003055872
2017,2017 / Q2,6,عسير,03,زراعي,91.77,3.60776,-0.006388047,-0.002391564
2021,2021 / Q1,2,مكة المكرمة,015,بيت سكني,99.78,0.20994,0,0
2020,2020 / Q2,13,الجوف,03,زراعي,110.42,3.60776,-0.000995205,0
2020,2020 / Q4,8,حائل,031,أرض زراعية,96.898,3.60776,-0.009121587,-0.004643041
2021,2021 / Q3,1,الرياض,013,فيلا سكني,60.747,0.39854,-0.046342957,0.004132436
2015,2015 / Q4,9,الحدود الشمالية,02,تجاري,95.327,31.01851,0.009958999,-0.013106540
2020,2020 / Q3,6,عسير,031,أرض زراعية,91.798,3.60776,8.715546356e-05,-2.178649237e-05
2018,2018 / Q4,10,جازان,01,سكني,87.773,65.37373,0.089400521,0.072717940
2016,2016 / Q3,2,مكة المكرمة,013,فيلا سكني,95.643,0.39854,-0.104885353,-0.027128471
2017,2017 / Q4,1,الرياض,012,عمارة سكني,86.047,0.0265,-0.053315437,0.001326615
2022,2022 / Q3,2,مكة المكرمة,023,معرض/ محل تجاري,93.838,0.07853,0,0
2023,2023 / Q3,6,عسير,031,أرض زراعية,91.77,3.60776,-0.000359465,0
2022,2022 / Q1,3,المدينة المنوره,014,شقة سكني,91.502,2.57881,0.001543328,-0.000273143
2021,2021 / Q3,2,مكة المكرمة,012,عمارة سكني,100,0.0265,0,0
2018,2018 / Q4,9,الحدود الشمالية,011,قطعة أرض سكني,84.8,62.15994,0.011607239,0.007484852
2020,2020 / Q4,8,حائل,03,زراعي,96.898,3.60776,-0.009121587,-0.004643041
2023,2023 / Q3,99,المملكة,03,زراعي,92.332,3.60776,-0.003163293,-0.000476314
2023,2023 / Q4,1,الرياض,024,مركز تجاري,96.567,0.07028,-0.001096480,0
2019,2019 / Q4,2,مكة المكرمة,023,معرض/ محل تجاري,93.84,0.07853,0,0
2021,2021 / Q3,2,مكة المكرمة,013,فيلا سكني,85.274,0.39854,-0.060310534,-0.034335153
2019,2019 / Q3,13,الجوف,01,سكني,78.857,65.37373,-0.024855627,0.001524061
2015,2015 / Q3,12,الباحة,015,بيت سكني,100,0.20994,0,0
2017,2017 / Q3,99,المملكة,023,معرض/ محل تجاري,89.003,0.07853,-0.059632107,0.005649526
2019,2019 / Q2,13,الجوف,03,زراعي,110.53,3.60776,0.000633714,0
2016,2016 / Q3,9,الحدود الشمالية,01,سكني,88.147,65.37373,-0.103896632,-6.806348054e-05
2022,2022 / Q1,7,تبوك,03,زراعي,100.048,3.60776,-0.003773886,0
2016,2016 / Q3,8,حائل,023,معرض/ محل تجاري,92.18,0.07853,-0.055823005,-0.037917610
2022,2022 / Q2,2,مكة المكرمة,014,شقة سكني,77.596,2.57881,-0.020574054,0.009116327
2017,2017 / Q4,13,الجوف,031,أرض زراعية,110.46,3.60776,-0.002168022,-0.003545236
2021,2021 / Q2,99,المملكة,02,تجاري,73.398,31.01851,-0.004637917,-0.004583921
2021,2021 / Q1,4,القصيم,031,أرض زراعية,82.586,3.60776,-0.001016088,0
2021,2021 / Q2,11,نجران,0,الرقم القياسي العام,84.995,100,-0.009185969,-0.004217679
2015,2015 / Q1,5,المنطقة الشرقية,012,عمارة سكني,113.97,0.0265,0.259058772,0.006179924
2017,2017 / Q1,11,نجران,014,شقة سكني,102.07,2.57881,-0.015243608,-0.006550325
2023,2023 / Q2,2,مكة المكرمة,024,مركز تجاري,105.934,0.07028,-0.000169888,0
2020,2020 / Q3,4,القصيم,0,الرقم القياسي العام,80.18,100,0.014551436,-0.013497053
2015,2015 / Q3,4,القصيم,023,معرض/ محل تجاري,105.663,0.07853,0.034927569,0.000662923
2016,2016 / Q2,8,حائل,02,تجاري,92.373,31.01851,-0.100292198,-0.040649309
2021,2021 / Q2,2,مكة المكرمة,012,عمارة سكني,100,0.0265,0,0
2020,2020 / Q2,11,نجران,021,قطعة أرض تجاري,82.823,30.86673,-0.019648923,-0.005164979
2016,2016 / Q1,10,جازان,0,الرقم القياسي العام,92.133,100,-0.071024532,-0.028266166
2018,2018 / Q1,7,تبوك,013,فيلا سكني,110.757,0.39854,-0.002701316,-0.017475849
2019,2019 / Q4,7,تبوك,031,أرض زراعية,100.56,3.60776,0.005499450,0.000567147
2019,2019 / Q3,3,المدينة المنوره,0,الرقم القياسي العام,92.59,100,-0.011814679,-0.001832687
2019,2019 / Q4,9,الحدود الشمالية,02,تجاري,96.38,31.01851,0.030218165,0.006054280
2019,2019 / Q2,5,المنطقة الشرقية,0,الرقم القياسي العام,82.48,100,-0.038773060,0.005081462
2021,2021 / Q1,4,القصيم,014,شقة سكني,88.496,2.57881,-0.014114947,0.007364910
2020,2020 / Q3,1,الرياض,023,معرض/ محل تجاري,87.471,0.07853,0.046428999,0.014944943
2015,2015 / Q1,1,الرياض,013,فيلا سكني,90.173,0.39854,-0.192410686,-0.040477989
2019,2019 / Q2,4,القصيم,015,بيت سكني,91.37,0.20994,-0.025906183,-0.016924351
2023,2023 / Q3,7,تبوك,023,معرض/ محل تجاري,100,0.07853,0,0
2019,2019 / Q3,6,عسير,02,تجاري,91.443,31.01851,-0.014091644,0.012624165
2022,2022 / Q4,8,حائل,011,قطعة أرض سكني,91.195,62.15994,0.003388823,-0.003627345
2023,2023 / Q1,6,عسير,015,بيت سكني,90.323,0.20994,0.031626196,-0.001039628
2021,2021 / Q1,1,الرياض,012,عمارة سكني,81.066,0.0265,-0.014155418,-0.002252335
2017,2017 / Q4,2,مكة المكرمة,03,زراعي,95.943,3.60776,-0.000250086,0.000344073
2017,2017 / Q3,11,نجران,031,أرض زراعية,99.693,3.60776,-0.000140411,-0.000200576
2023,2023 / Q2,2,مكة المكرمة,014,شقة سكني,76.418,2.57881,-0.015181195,-0.024733269
2021,2021 / Q2,12,الباحة,021,قطعة أرض تجاري,100.039,30.86673,-0.000709220,0
2017,2017 / Q3,12,الباحة,014,شقة سكني,96.09,2.57881,0,0
2020,2020 / Q1,3,المدينة المنوره,021,قطعة أرض تجاري,96.797,30.86673,-0.003971888,0.000827156
2020,2020 / Q3,13,الجوف,02,تجاري,83.477,31.01851,0.004258749,0.000359510
2015,2015 / Q2,6,عسير,031,أرض زراعية,92.907,3.60776,-0.113059666,-0.002576573
