السنة,التاريخ,رمز المنطقة الإدارية,المنطقة الإدارية,رمز البند,البند,الرقم القياسي,الأهمية النسبية,نسبة التغير السنوي,نسبة التغير الربعي
2016,2016 / Q1,2,مكة المكرمة,014,شقة سكني,91.253,2.57881,-0.079554166,-0.021069118
2020,2020 / Q3,7,تبوك,014,شقة سكني,79.143,2.57881,0.012278884,0.014042820
2023,2023 / Q1,6,عسير,014,شقة سكني,91.235,2.57881,0.002483271,0.010902926
2018,2018 / Q1,5,المنطقة الشرقية,02,تجاري,87.49,31.01851,-0.012160285,-0.005230244
2019,2019 / Q4,6,عسير,015,بيت سكني,89.643,0.20994,-0.029627625,-0.018686371
2018,2018 / Q2,6,عسير,014,شقة سكني,87.963,2.57881,-0.002947077,-0.005955475
2018,2018 / Q2,2,مكة المكرمة,024,مركز تجاري,105.98,0.07028,0.010873712,0
2023,2023 / Q4,6,عسير,015,بيت سكني,89.874,0.20994,-0.006005508,0
2020,2020 / Q2,99,المملكة,03,زراعي,93.353,3.60776,0.002609816,-0.000471107
2022,2022 / Q2,8,حائل,015,بيت سكني,91.065,0.20994,0.010945947,0
2015,2015 / Q4,3,المدينة المنوره,011,قطعة أرض سكني,101.28,62.15994,-0.020379738,-0.002855174
2016,2016 / Q2,5,المنطقة الشرقية,012,عمارة سكني,113.97,0.0265,0,0
2020,2020 / Q2,5,المنطقة الشرقية,023,معرض/ محل تجاري,77.16,0.07853,-0.078279359,-0.013803681
2021,2021 / Q4,12,الباحة,0,الرقم القياسي العام,77.126,100,-0.059794468,-0.035732146
2017,2017 / Q2,8,حائل,021,قطعة أرض تجاري,81.83,30.86673,-0.113981615,-0.014571291
2023,2023 / Q3,12,الباحة,011,قطعة أرض سكني,74.942,62.15994,0.032571854,-0.000213453
2017,2017 / Q3,10,جازان,014,شقة سكني,68.76,2.57881,-0.229752436,-0.026241627
2019,2019 / Q2,1,الرياض,011,قطعة أرض سكني,81.687,62.15994,-0.084503570,0.010015208
2021,2021 / Q4,99,المملكة,013,فيلا سكني,82.797,0.39854,-0.062544582,-0.013569863
2015,2015 / Q3,10,جازان,02,تجاري,89.96,31.01851,-0.108574373,0.034581901
2016,2016 / Q2,3,المدينة المنوره,012,عمارة سكني,100,0.0265,0,0
2019,2019 / Q1,8,حائل,011,قطعة أرض سكني,87.653,62.15994,0.022872347,0.016419866
2021,2021 / Q2,7,تبوك,01,سكني,80.023,65.37373,0.004897467,0.009957846
2022,2022 / Q2,2,مكة المكرمة,021,قطعة أرض تجاري,72.622,30.86673,-0.021068949,-0.008505700
2017,2017 / Q2,13,الجوف,014,شقة سكني,107.19,2.57881,0,0
2018,2018 / Q3,12,الباحة,015,بيت سكني,100,0.20994,0,0
2016,2016 / Q4,12,الباحة,015,بيت سكني,100,0.20994,0,0
2015,2015 / Q4,5,المنطقة الشرقية,021,قطعة أرض تجاري,94.493,30.86673,-0.047862318,0.007248462
2020,2020 / Q1,6,عسير,0,الرقم القياسي العام,85.18,100,0.000857744,0.000822465
2019,2019 / Q3,7,تبوك,031,أرض زراعية,100.503,3.60776,0.004056066,0.004829034
2019,2019 / Q1,13,الجوف,01,سكني,78.703,65.37373,-0.042659044,-0.002585322
2023,2023 / Q3,10,جازان,01,سكني,102.505,65.37373,-0.059811421,-0.008559822
2015,2015 / Q3,3,المدينة المنوره,011,قطعة أرض سكني,101.57,62.15994,0.012389486,-0.009749439
2019,2019 / Q4,1,الرياض,03,زراعي,129.21,3.60776,0,0
2015,2015 / Q4,7,تبوك,0,الرقم القياسي العام,97.05,100,-0.044219027,0.017967840
2023,2023 / Q2,3,المدينة المنوره,013,فيلا سكني,85.278,0.39854,-0.006639642,-0.013762317
2019,2019 / Q2,4,القصيم,0,الرقم القياسي العام,78.873,100,-0.020089452,0.011801983
2019,2019 / Q2,1,الرياض,0,الرقم القياسي العام,75.253,100,-0.052742218,0.017069874
2023,2023 / Q1,13,الجوف,02,تجاري,82.735,31.01851,-0.009849446,-0.002640017
2021,2021 / Q2,5,المنطقة الشرقية,0,الرقم القياسي العام,81.333,100,0.005513865,0.002823535
2024,2024 / Q1,10,جازان,02,تجاري,67.756,31.01851,0.012432012,0
2015,2015 / Q1,99,المملكة,022,عمارة تجاري,100,0.00298,0,0
2023,2023 / Q1,8,حائل,031,أرض زراعية,97.067,3.60776,0.000432878,0.002012966
2021,2021 / Q1,4,القصيم,023,معرض/ محل تجاري,101.932,0.07853,0.013976345,0.002932090
2018,2018 / Q1,1,الرياض,021,قطعة أرض تجاري,67.877,30.86673,-0.088005697,-0.009572031
2016,2016 / Q1,10,جازان,02,تجاري,90.6,31.01851,0.023925500,0.011386470
2022,2022 / Q2,12,الباحة,014,شقة سكني,96.092,2.57881,0,0
2021,2021 / Q4,6,عسير,024,مركز تجاري,100,0.07028,0,0
2023,2023 / Q4,7,تبوك,01,سكني,81.242,65.37373,0.052821191,-0.008058411
2018,2018 / Q3,99,المملكة,024,مركز تجاري,100.24,0.07028,-0.016387008,0
2019,2019 / Q4,3,المدينة المنوره,014,شقة سكني,92.58,2.57881,0.009453404,0.018448236
2017,2017 / Q1,6,عسير,015,بيت سكني,91.42,0.20994,-0.020916111,-0.011600878
2024,2024 / Q1,11,نجران,01,سكني,79.349,65.37373,-0.004566382,0.000466512
2017,2017 / Q1,10,جازان,011,قطعة أرض سكني,88.467,62.15994,-0.057829324,-0.042077680
2015,2015 / Q3,10,جازان,011,قطعة أرض سكني,98.403,62.15994,0.039684301,-0.075594176
2019,2019 / Q1,9,الحدود الشمالية,021,قطعة أرض تجاري,93.273,30.86673,-0.006073975,-0.002289088
2022,2022 / Q1,7,تبوك,021,قطعة أرض تجاري,98.111,30.86673,0.016736445,0.006225386
2021,2021 / Q2,3,المدينة المنوره,031,أرض زراعية,92.89,3.60776,-0.000967950,-1.076530557e-05
2018,2018 / Q2,99,المملكة,023,معرض/ محل تجاري,90.29,0.07853,0.020191406,0.008342361
2017,2017 / Q1,11,نجران,03,زراعي,99.573,3.60776,-0.003741983,-0.000301196
2015,2015 / Q2,7,تبوك,023,معرض/ محل تجاري,100,0.07853,0,0
2016,2016 / Q4,3,المدينة المنوره,024,مركز تجاري,95.15,0.07028,0,0
2015,2015 / Q1,1,الرياض,014,شقة سكني,89.597,2.57881,-0.086769952,-0.100458822
2019,2019 / Q2,6,عسير,015,بيت سكني,92.25,0.20994,-0.001871828,-0.000465907
2019,2019 / Q1,13,الجوف,011,قطعة أرض سكني,78.657,62.15994,-0.042717879,-0.002536236
2015,2015 / Q2,12,الباحة,01,سكني,93.043,65.37373,-0.068265572,-0.035454008
2016,2016 / Q4,2,مكة المكرمة,0,الرقم القياسي العام,85.907,100,-0.098590810,-0.028058425
2017,2017 / Q1,9,الحدود الشمالية,02,تجاري,92.873,31.01851,-0.003829240,0.000862134
2023,2023 / Q2,10,جازان,0,الرقم القياسي العام,91.469,100,-0.013864482,-0.006764974
2021,2021 / Q4,9,الحدود الشمالية,02,تجاري,94.591,31.01851,0.002033920,0.005057642
2016,2016 / Q2,13,الجوف,011,قطعة أرض سكني,83.96,62.15994,-0.066872645,-0.048827461
2017,2017 / Q1,1,الرياض,03,زراعي,129.21,3.60776,0.072549182,0
2015,2015 / Q2,1,الرياض,01,سكني,102.42,65.37373,0.048343347,0.018223031
2020,2020 / Q3,99,المملكة,012,عمارة سكني,91.351,0.0265,-0.009100770,0.001030058
2021,2021 / Q2,11,نجران,021,قطعة أرض تجاري,81.09,30.86673,-0.020924139,-0.008655468
2022,2022 / Q3,3,المدينة المنوره,03,زراعي,92.555,3.60776,-0.003617143,0
2021,2021 / Q4,4,القصيم,03,زراعي,82.122,3.60776,-0.005618386,-0.002053688
2020,2020 / Q3,5,المنطقة الشرقية,015,بيت سكني,114.155,0.20994,-0.053911818,-0.003361271
2015,2015 / Q1,6,عسير,011,قطعة أرض سكني,97.697,62.15994,-0.000920368,-0.038349099
2016,2016 / Q1,99,المملكة,014,شقة سكني,93.747,2.57881,-0.046055376,-0.003115695
2023,2023 / Q1,3,المدينة المنوره,024,مركز تجاري,95.154,0.07028,0,0
2018,2018 / Q3,8,حائل,015,بيت سكني,94.68,0.20994,-0.007619986,0
2018,2018 / Q3,6,عسير,03,زراعي,91.81,3.60776,0.000435872,0
2017,2017 / Q4,5,المنطقة الشرقية,01,سكني,86.38,65.37373,-0.039613978,-0.011365067
2021,2021 / Q4,1,الرياض,023,معرض/ محل تجاري,87.478,0.07853,8.002652308e-05,0
2021,2021 / Q4,3,المدينة المنوره,02,تجاري,96.977,31.01851,0.000567467,0.000505530
2022,2022 / Q4,12,الباحة,031,أرض زراعية,106.832,3.60776,0,0
2021,2021 / Q3,12,الباحة,014,شقة سكني,96.092,2.57881,0,0
2018,2018 / Q3,9,الحدود الشمالية,01,سكني,84.427,65.37373,0.008721937,0.020352175
2020,2020 / Q4,10,جازان,01,سكني,98.309,65.37373,0.047433862,-1.017190520e-05
2023,2023 / Q1,13,الجوف,011,قطعة أرض سكني,78.341,62.15994,0.006811376,0.005958113
2022,2022 / Q2,10,جازان,011,قطعة أرض سكني,105.539,62.15994,0.000236935,0.044495908
2019,2019 / Q2,2,مكة المكرمة,031,أرض زراعية,95.907,3.60776,-0.001072805,0.000563363
2020,2020 / Q1,99,المملكة,02,تجاري,74.047,31.01851,-0.004971982,-0.007106749
2015,2015 / Q2,5,المنطقة الشرقية,02,تجاري,95.253,31.01851,-0.046421063,-0.019728311
2015,2015 / Q2,3,المدينة المنوره,02,تجاري,103.41,31.01851,0.044513803,-0.009890562
2020,2020 / Q4,2,مكة المكرمة,03,زراعي,95.738,3.60776,-0.001376865,-0.000501117
2016,2016 / Q1,3,المدينة المنوره,012,عمارة سكني,100,0.0265,0,0
2017,2017 / Q4,6,عسير,03,زراعي,91.783,3.60776,-0.002467123,0.000141658
2021,2021 / Q4,8,حائل,031,أرض زراعية,96.873,3.60776,-0.000258003,0.001126452
2015,2015 / Q4,5,المنطقة الشرقية,03,زراعي,103.747,3.60776,0.032133868,0.006539055
2023,2023 / Q1,6,عسير,013,فيلا سكني,101.87,0.39854,0,0
2020,2020 / Q4,2,مكة المكرمة,015,بيت سكني,99.78,0.20994,0.008286176,0
2021,2021 / Q1,5,المنطقة الشرقية,02,تجاري,81.25,31.01851,-0.010714721,0.003842400
2017,2017 / Q1,13,الجوف,031,أرض زراعية,110.7,3.60776,0.000994665,0
2016,2016 / Q2,99,المملكة,0,الرقم القياسي العام,92.943,100,-0.052153339,-0.020002109
2018,2018 / Q4,10,جازان,015,بيت سكني,100,0.20994,0,0
2020,2020 / Q3,99,المملكة,02,تجاري,73.242,31.01851,-0.024519532,-0.006753458
2015,2015 / Q1,10,جازان,03,زراعي,98.86,3.60776,0.001824078,0.001824078
2018,2018 / Q4,3,المدينة المنوره,021,قطعة أرض تجاري,97.643,30.86673,-0.008166831,-0.003673357
2019,2019 / Q3,2,مكة المكرمة,0,الرقم القياسي العام,80.277,100,-0.032072537,-0.006927521
2016,2016 / Q4,2,مكة المكرمة,015,بيت سكني,98.71,0.20994,-0.006711815,-0.000131682
2021,2021 / Q2,10,جازان,02,تجاري,70.373,31.01851,-0.069386406,-0.002438160
2020,2020 / Q4,12,الباحة,031,أرض زراعية,106.832,3.60776,-0.003990304,-0.002642020
2018,2018 / Q4,1,الرياض,024,مركز تجاري,87.893,0.07028,-0.066160221,-0.005285197
2016,2016 / Q3,3,المدينة المنوره,0,الرقم القياسي العام,96.98,100,-0.028188350,-0.010105134
2015,2015 / Q1,3,المدينة المنوره,015,بيت سكني,98.13,0.20994,-0.027192609,-0.004433533
2019,2019 / Q3,7,تبوك,0,الرقم القياسي العام,84.09,100,0.018371623,0.018815804
2019,2019 / Q3,13,الجوف,014,شقة سكني,107.19,2.57881,0,0
2022,2022 / Q3,6,عسير,013,فيلا سكني,101.87,0.39854,0,0
2021,2021 / Q4,10,جازان,015,بيت سكني,100,0.20994,0,0
2023,2023 / Q2,1,الرياض,013,فيلا سكني,59.054,0.39854,0.006888321,0.008763089
2023,2023 / Q1,5,المنطقة الشرقية,01,سكني,82.035,65.37373,-0.001302622,0.003240797
2023,2023 / Q2,4,القصيم,03,زراعي,81.366,3.60776,-0.001227506,-0.001227506
2017,2017 / Q3,1,الرياض,022,عمارة تجاري,102.29,0.00298,0,0
2018,2018 / Q2,3,المدينة المنوره,015,بيت سكني,94.093,0.20994,-0.025276330,-0.001210101
2022,2022 / Q4,3,المدينة المنوره,012,عمارة سكني,100,0.0265,0,0
2016,2016 / Q1,4,القصيم,03,زراعي,88.82,3.60776,-0.015222911,-0.003511606
2022,2022 / Q1,8,حائل,021,قطعة أرض تجاري,75.653,30.86673,0.018442982,0.003328824
2017,2017 / Q4,2,مكة المكرمة,031,أرض زراعية,95.943,3.60776,-0.000250086,0.000344073
2016,2016 / Q1,5,المنطقة الشرقية,021,قطعة أرض تجاري,94.087,30.86673,-0.031757793,-0.004296615
2015,2015 / Q1,2,مكة المكرمة,01,سكني,100.753,65.37373,0.024954222,-0.008209712
2015,2015 / Q3,1,الرياض,011,قطعة أرض سكني,101.85,62.15994,-0.003882755,-0.010684798
2020,2020 / Q2,12,الباحة,01,سكني,78.807,65.37373,0.044216245,0.001270535
2016,2016 / Q3,1,الرياض,02,تجاري,82.017,31.01851,-0.098516157,-0.039276092
2017,2017 / Q3,1,الرياض,021,قطعة أرض تجاري,69.353,30.86673,-0.153922167,-0.022963245
2016,2016 / Q3,99,المملكة,012,عمارة سكني,97.523,0.0265,-0.044828599,-0.019346989
2022,2022 / Q2,3,المدينة المنوره,011,قطعة أرض سكني,90.492,62.15994,-0.007305996,-0.001181028
2021,2021 / Q4,2,مكة المكرمة,014,شقة سكني,77.334,2.57881,-0.024028875,-0.012665015
2021,2021 / Q4,1,الرياض,011,قطعة أرض سكني,92.43,62.15994,0.043746330,0.008532647
2016,2016 / Q3,13,الجوف,011,قطعة أرض سكني,82.157,62.15994,-0.047565500,-0.021474512
2019,2019 / Q3,4,القصيم,031,أرض زراعية,79.87,3.60776,0.000125219,0
2018,2018 / Q1,4,القصيم,014,شقة سكني,84.583,2.57881,0.042818395,0.002679090
2016,2016 / Q4,5,المنطقة الشرقية,014,شقة سكني,95.683,2.57881,-0.054637250,-0.025899193
2023,2023 / Q1,4,القصيم,02,تجاري,76.265,31.01851,-0.034155670,-0.003176138
2017,2017 / Q4,2,مكة المكرمة,0,الرقم القياسي العام,84.043,100,-0.021697883,-0.000404391
2017,2017 / Q3,12,الباحة,011,قطعة أرض سكني,76.857,62.15994,-0.085830171,0.001354996
2018,2018 / Q4,3,المدينة المنوره,031,أرض زراعية,92.827,3.60776,-3.231713886e-05,-3.231713886e-05
2017,2017 / Q3,7,تبوك,014,شقة سكني,79.61,2.57881,0.003744657,-0.011215580
2022,2022 / Q3,9,الحدود الشمالية,01,سكني,84.164,65.37373,-0.009380775,-0.002878908
2019,2019 / Q3,99,المملكة,013,فيلا سكني,87.56,0.39854,-0.031448071,0.011202217
2015,2015 / Q3,1,الرياض,015,بيت سكني,84.427,0.20994,-0.145994335,-0.043461020
2017,2017 / Q3,10,جازان,02,تجاري,82.253,31.01851,-0.100371869,-0.017487488
2022,2022 / Q2,2,مكة المكرمة,011,قطعة أرض سكني,81.279,62.15994,0.013074910,-0.005554672
2016,2016 / Q2,2,مكة المكرمة,015,بيت سكني,98.743,0.20994,0.002029571,0.000912289
2015,2015 / Q2,9,الحدود الشمالية,011,قطعة أرض سكني,97.267,62.15994,-0.082300217,-0.027164618
2019,2019 / Q3,3,المدينة المنوره,031,أرض زراعية,92.827,3.60776,-3.231713886e-05,0.000830189
2016,2016 / Q1,99,المملكة,01,سكني,96.823,65.37373,-0.033152592,-0.003294113
2023,2023 / Q3,7,تبوك,013,فيلا سكني,97.156,0.39854,0.009087982,0.004144489
2021,2021 / Q1,4,القصيم,02,تجاري,78.488,31.01851,-0.028577794,0.009738714
2020,2020 / Q3,3,المدينة المنوره,011,قطعة أرض سكني,91.542,62.15994,0.005403624,-0.000600456
2018,2018 / Q4,7,تبوك,013,فيلا سكني,109.063,0.39854,-0.032503304,0.025635480
2017,2017 / Q4,2,مكة المكرمة,013,فيلا سكني,95.073,0.39854,0.010340064,-0.011787084
2015,2015 / Q1,1,الرياض,03,زراعي,120.47,3.60776,0.224288618,0.145914582
2017,2017 / Q3,6,عسير,011,قطعة أرض سكني,84.07,62.15994,-0.008690320,0.003976737
2019,2019 / Q4,9,الحدود الشمالية,022,عمارة تجاري,100,0.00298,0,0
2018,2018 / Q2,6,عسير,012,عمارة سكني,100,0.0265,0,0
2020,2020 / Q4,5,المنطقة الشرقية,011,قطعة أرض سكني,79.542,62.15994,-0.021142013,0.008315797
2020,2020 / Q1,5,المنطقة الشرقية,023,معرض/ محل تجاري,78.24,0.07853,-0.133938455,-0.026865672
2020,2020 / Q2,2,مكة المكرمة,031,أرض زراعية,95.88,3.60776,-0.000281523,-0.000208551
2020,2020 / Q1,4,القصيم,014,شقة سكني,89.763,2.57881,0.028130620,-0.005252834
2022,2022 / Q1,99,المملكة,023,معرض/ محل تجاري,90.422,0.07853,0.000697219,-0.003757038
2016,2016 / Q1,13,الجوف,031,أرض زراعية,110.59,3.60776,0.099555564,0.063498322
2023,2023 / Q1,8,حائل,03,زراعي,97.067,3.60776,0.000432878,0.002012966
2017,2017 / Q2,7,تبوك,031,أرض زراعية,100.71,3.60776,-0.004615674,-0.002476228
2017,2017 / Q3,4,القصيم,031,أرض زراعية,82.913,3.60776,0.025681309,0.000313680
2020,2020 / Q3,7,تبوك,02,تجاري,94.252,31.01851,-0.013377996,0.001434385
2019,2019 / Q3,6,عسير,023,معرض/ محل تجاري,83.31,0.07853,0,0
2016,2016 / Q1,9,الحدود الشمالية,022,عمارة تجاري,100,0.00298,0,0
2021,2021 / Q2,6,عسير,011,قطعة أرض سكني,82.987,62.15994,0.007735276,0.005196347
2021,2021 / Q3,8,حائل,031,أرض زراعية,96.764,3.60776,-0.006019517,-0.000609359
2021,2021 / Q3,2,مكة المكرمة,031,أرض زراعية,95.738,3.60776,-0.000501117,0
2020,2020 / Q4,12,الباحة,021,قطعة أرض تجاري,100.039,30.86673,0.017483727,0.000239964
2020,2020 / Q4,99,المملكة,014,شقة سكني,83.585,2.57881,-0.011799061,-0.002017814
2015,2015 / Q2,8,حائل,03,زراعي,99.813,3.60776,-0.005777295,0.000260555
2023,2023 / Q4,3,المدينة المنوره,01,سكني,90.446,65.37373,-0.001170598,0.000165872
2021,2021 / Q4,1,الرياض,022,عمارة تجاري,102.331,0.00298,0,0
2022,2022 / Q1,10,جازان,021,قطعة أرض تجاري,68.086,30.86673,-0.034857183,-0.010881092
2023,2023 / Q2,8,حائل,03,زراعي,96.89,3.60776,0.000402680,-0.001823483
2024,2024 / Q1,4,القصيم,0,الرقم القياسي العام,80.485,100,0.002553563,0.002441181
2015,2015 / Q4,11,نجران,01,سكني,94.453,65.37373,-0.046410904,0.020892780
2017,2017 / Q1,99,المملكة,022,عمارة تجاري,102.12,0.00298,0.003044888,0
2021,2021 / Q2,8,حائل,011,قطعة أرض سكني,94.333,62.15994,0.011863516,-0.012033682
2018,2018 / Q3,1,الرياض,015,بيت سكني,81.527,0.20994,-0.012236936,0.011037117
2020,2020 / Q1,6,عسير,011,قطعة أرض سكني,82.753,62.15994,-0.000241625,-0.000652119
2015,2015 / Q1,4,القصيم,023,معرض/ محل تجاري,106.537,0.07853,0.132167906,-0.018245989
2023,2023 / Q4,1,الرياض,014,شقة سكني,85.269,2.57881,0.081517465,0.001232915
2016,2016 / Q4,10,جازان,021,قطعة أرض تجاري,82.907,30.86673,-0.074492074,-0.093218856
2020,2020 / Q3,6,عسير,024,مركز تجاري,100,0.07028,0,0
2019,2019 / Q2,12,الباحة,021,قطعة أرض تجاري,97.39,30.86673,0.001542575,0
2015,2015 / Q4,1,الرياض,02,تجاري,91.183,31.01851,-0.101441706,0.002231260
2021,2021 / Q2,8,حائل,01,سكني,93.931,65.37373,0.012045726,-0.011242224
2017,2017 / Q3,10,جازان,0,الرقم القياسي العام,80.513,100,-0.105778735,-0.004291368
2022,2022 / Q2,12,الباحة,015,بيت سكني,100,0.20994,0,0
2022,2022 / Q4,1,الرياض,012,عمارة سكني,81.066,0.0265,0,0
2018,2018 / Q2,6,عسير,031,أرض زراعية,91.81,3.60776,0.000435872,0
2023,2023 / Q2,11,نجران,01,سكني,79.267,65.37373,-0.018158622,-0.005595072
2023,2023 / Q4,13,الجوف,023,معرض/ محل تجاري,100,0.07853,0,0
2016,2016 / Q4,12,الباحة,014,شقة سكني,96.09,2.57881,0,0
2016,2016 / Q2,6,عسير,015,بيت سكني,92.757,0.20994,-0.039882000,-0.006597196
2020,2020 / Q1,10,جازان,0,الرقم القياسي العام,91.747,100,0.059470882,0.037709387
2015,2015 / Q2,1,الرياض,03,زراعي,120.47,3.60776,0.217889746,0
2019,2019 / Q4,12,الباحة,03,زراعي,107.26,3.60776,0,0
2019,2019 / Q4,1,الرياض,021,قطعة أرض تجاري,66.693,30.86673,0.031920161,-0.010004899
2023,2023 / Q2,1,الرياض,014,شقة سكني,84.906,2.57881,0.073617925,0.058638704
2020,2020 / Q4,10,جازان,011,قطعة أرض سكني,98.902,62.15994,0.048279225,-0.000404277
2015,2015 / Q1,1,الرياض,012,عمارة سكني,103.417,0.0265,0.086347259,-0.030741258
2022,2022 / Q2,13,الجوف,021,قطعة أرض تجاري,83.365,30.86673,-0.000623374,-0.002082860
2015,2015 / Q2,9,الحدود الشمالية,012,عمارة سكني,101.68,0.0265,0.046165876,0
2017,2017 / Q2,12,الباحة,02,تجاري,97.1,31.01851,-0.002260584,0
2020,2020 / Q4,7,تبوك,031,أرض زراعية,100.427,3.60776,-0.001322593,0
2017,2017 / Q1,10,جازان,021,قطعة أرض تجاري,79.61,30.86673,-0.121302428,-0.039767450
2022,2022 / Q4,1,الرياض,031,أرض زراعية,124.031,3.60776,0,0
2023,2023 / Q3,99,المملكة,031,أرض زراعية,92.332,3.60776,-0.003163293,-0.000476314
2018,2018 / Q4,6,عسير,02,تجاري,91.55,31.01851,-0.012831572,-0.012938005
2023,2023 / Q2,13,الجوف,014,شقة سكني,76.909,2.57881,0,0
2016,2016 / Q3,99,المملكة,03,زراعي,94.57,3.60776,-0.010463535,-0.002320920
2020,2020 / Q1,2,مكة المكرمة,014,شقة سكني,79.083,2.57881,0.008415898,0.001139341
2020,2020 / Q2,99,المملكة,031,أرض زراعية,93.353,3.60776,0.002609816,-0.000471107
2020,2020 / Q1,99,المملكة,01,سكني,83.973,65.37373,0.020613294,0.007837254
2015,2015 / Q3,3,المدينة المنوره,02,تجاري,102.387,31.01851,0.014968724,-0.009892660
2020,2020 / Q4,5,المنطقة الشرقية,031,أرض زراعية,89.153,3.60776,-0.002729398,-0.007635882
2021,2021 / Q4,8,حائل,01,سكني,90.583,65.37373,-0.052716891,-0.015573379
2019,2019 / Q1,6,عسير,031,أرض زراعية,91.79,3.60776,-0.000217841,-7.625521531e-05
2016,2016 / Q3,4,القصيم,015,بيت سكني,89.7,0.20994,-0.081911507,-0.017954894
2020,2020 / Q4,1,الرياض,024,مركز تجاري,96.673,0.07028,3.103341264e-05,0
2018,2018 / Q3,7,تبوك,023,معرض/ محل تجاري,100,0.07853,0,0
2015,2015 / Q1,10,جازان,021,قطعة أرض تجاري,88.483,30.86673,-0.153815257,-0.016013701
2017,2017 / Q1,10,جازان,014,شقة سكني,78.827,2.57881,-0.160906081,0.000939647
2018,2018 / Q1,6,عسير,023,معرض/ محل تجاري,83.31,0.07853,0,0
2015,2015 / Q4,10,جازان,021,قطعة أرض تجاري,89.58,30.86673,-0.003814375,-0.004224100
2023,2023 / Q4,7,تبوك,014,شقة سكني,86.057,2.57881,0.022394621,-0.009780570
2018,2018 / Q1,9,الحدود الشمالية,0,الرقم القياسي العام,84.883,100,-0.022535698,-0.005040264
2023,2023 / Q1,3,المدينة المنوره,021,قطعة أرض تجاري,96.024,30.86673,-0.009837283,-0.000603651
2023,2023 / Q3,8,حائل,03,زراعي,96.722,3.60776,-0.000475364,-0.001733925
2023,2023 / Q1,1,الرياض,0,الرقم القياسي العام,83.061,100,0.030086191,-0.001718667
2020,2020 / Q3,99,المملكة,031,أرض زراعية,93.424,3.60776,0.003049173,0.000760554
2019,2019 / Q4,1,الرياض,02,تجاري,66.783,31.01851,0.031875773,-0.009888807
2018,2018 / Q3,12,الباحة,011,قطعة أرض سكني,75.29,62.15994,-0.020388514,0.002263046
2024,2024 / Q1,8,حائل,015,بيت سكني,91.065,0.20994,0,0
2015,2015 / Q2,5,المنطقة الشرقية,01,سكني,94.097,65.37373,-0.061470178,-0.018596162
2020,2020 / Q1,12,الباحة,031,أرض زراعية,107.26,3.60776,0,0
2016,2016 / Q3,9,الحدود الشمالية,0,الرقم القياسي العام,88.477,100,-0.098433822,-0.001838899
2016,2016 / Q1,8,حائل,011,قطعة أرض سكني,94.493,62.15994,-0.038659925,-0.025342960
2023,2023 / Q3,6,عسير,03,زراعي,91.77,3.60776,-0.000359465,0
2015,2015 / Q3,4,القصيم,014,شقة سكني,95.317,2.57881,-0.057452510,-0.019806053
2018,2018 / Q3,10,جازان,014,شقة سكني,57.97,2.57881,-0.156922629,-0.027071480
2023,2023 / Q2,99,المملكة,024,مركز تجاري,102.482,0.07028,-0.000380410,-0.000185364
2020,2020 / Q1,4,القصيم,0,الرقم القياسي العام,80.727,100,0.035585545,0.008671423
2020,2020 / Q3,1,الرياض,031,أرض زراعية,129.211,3.60776,7.739339060e-06,7.739339060e-06
2019,2019 / Q3,4,القصيم,014,شقة سكني,84.037,2.57881,0.025341630,-0.033279650
2017,2017 / Q3,1,الرياض,03,زراعي,129.21,3.60776,0,0
2020,2020 / Q2,6,عسير,011,قطعة أرض سكني,82.35,62.15994,-0.003629764,-0.004869914
2024,2024 / Q1,5,المنطقة الشرقية,023,معرض/ محل تجاري,90.6,0.07853,0,0
2021,2021 / Q3,13,الجوف,021,قطعة أرض تجاري,83.317,30.86673,-0.001701434,-0.001198796
2020,2020 / Q4,7,تبوك,01,سكني,79.889,65.37373,0.004476129,0.013884130
2016,2016 / Q4,1,الرياض,01,سكني,93.417,65.37373,-0.055697636,-0.058267891
2024,2024 / Q1,99,المملكة,015,بيت سكني,90.906,0.20994,-0.015955835,-0.009814066
2017,2017 / Q1,7,تبوك,0,الرقم القياسي العام,85.183,100,-0.101283986,-0.011373792
2019,2019 / Q3,2,مكة المكرمة,013,فيلا سكني,88.017,0.39854,-0.043989703,0.017067252
2015,2015 / Q4,2,مكة المكرمة,013,فيلا سكني,99.583,0.39854,-0.009351094,-0.068011231
2015,2015 / Q2,1,الرياض,011,قطعة أرض سكني,102.95,62.15994,0.054567059,0.020114943
2019,2019 / Q4,4,القصيم,014,شقة سكني,90.237,2.57881,0.060277063,0.073777027
2024,2024 / Q1,2,مكة المكرمة,013,فيلا سكني,81.657,0.39854,-0.029706382,-0.005226226
2016,2016 / Q4,3,المدينة المنوره,01,سكني,95.953,65.37373,-0.052035171,-0.013610617
2022,2022 / Q4,11,نجران,031,أرض زراعية,99.569,3.60776,0.000713582,-1.004318570e-05
2018,2018 / Q4,1,الرياض,022,عمارة تجاري,102.29,0.00298,0,0
2019,2019 / Q4,8,حائل,021,قطعة أرض تجاري,77.473,30.86673,-0.027820304,-0.006794610
2021,2021 / Q3,13,الجوف,03,زراعي,110.487,3.60776,0.000362165,0
2016,2016 / Q2,1,الرياض,02,تجاري,85.37,31.01851,-0.075882226,-0.025156155
2023,2023 / Q1,2,مكة المكرمة,01,سكني,81.859,65.37373,0.003444556,-0.004850592
2020,2020 / Q2,5,المنطقة الشرقية,012,عمارة سكني,113.97,0.0265,0,0
