السنة,التاريخ,رمز المنطقة الإدارية,المنطقة الإدارية,رمز البند,البند,الرقم القياسي,الأهمية النسبية,نسبة التغير السنوي,نسبة التغير الربعي
2024,2024 / Q2,1,الرياض,031,أرض زراعية,124.031,,0,0
2024,2024 / Q2,10,جازان,021,قطعة أرض تجاري,67.756,,0.010680191,0
2024,2024 / Q2,1,الرياض,02,تجاري,65.148,,-0.001716212,-1.534942977e-05
2024,2024 / Q2,12,الباحة,02,تجاري,95.451,,-0.029535565,0
2024,2024 / Q2,3,المدينة المنوره,014,شقة سكني,90.804,,0.005949018,0.005291943
2024,2024 / Q2,1,الرياض,015,بيت سكني,76.14,,-0.034626162,0.003783634
2024,2024 / Q2,13,الجوف,01,سكني,79.306,,0.002984697,0.029025938
2024,2024 / Q2,5,المنطقة الشرقية,013,فيلا سكني,98.504,,-0.021768491,-0.021768491
2024,2024 / Q2,12,الباحة,01,سكني,78.943,,0.046586857,0.050053206
2024,2024 / Q2,5,المنطقة الشرقية,023,معرض/ محل تجاري,90.602,,2.207505519e-05,2.207505519e-05
2024,2024 / Q2,13,الجوف,021,قطعة أرض تجاري,83.498,,0.005927282,0
2024,2024 / Q2,9,الحدود الشمالية,011,قطعة أرض سكني,94.003,,0.105228505,0.130835950
2024,2024 / Q2,10,جازان,01,سكني,104.67,,0.012380308,0.023097149
2024,2024 / Q2,9,الحدود الشمالية,01,سكني,94.169,,0.103379186,0.128515789
2024,2024 / Q2,3,المدينة المنوره,03,زراعي,93.212,,0.007000562,0.007054960
2024,2024 / Q2,13,الجوف,03,زراعي,109.712,,-0.006618799,-0.006618799
2024,2024 / Q2,3,المدينة المنوره,031,أرض زراعية,93.212,,0.007000562,0.007054960
2024,2024 / Q2,1,الرياض,014,شقة سكني,87.017,,0.024862789,0.016767545
2024,2024 / Q2,5,المنطقة الشرقية,02,تجاري,80.864,,-0.001420121,0
2024,2024 / Q2,4,القصيم,023,معرض/ محل تجاري,79.556,,-0.018735739,0.001863792
2024,2024 / Q2,6,عسير,014,شقة سكني,91.401,,0.003072837,0.004152797
2024,2024 / Q2,6,عسير,013,فيلا سكني,102.97,,0.010798076,-0.004226020
2024,2024 / Q2,7,تبوك,014,شقة سكني,87.559,,0.003346053,0.016957224
2024,2024 / Q2,12,الباحة,011,قطعة أرض سكني,78.542,,0.047813442,0.051376098
2024,2024 / Q2,5,المنطقة الشرقية,0,الرقم القياسي العام,83.423,,0.018819765,0.014384728
2024,2024 / Q2,3,المدينة المنوره,02,تجاري,95.986,,-0.002763579,0
2024,2024 / Q2,11,نجران,014,شقة سكني,96.036,,0.008951084,0.008951084
2024,2024 / Q2,13,الجوف,0,الرقم القياسي العام,83.932,,0.001658850,0.020710455
2024,2024 / Q2,7,تبوك,011,قطعة أرض سكني,84.356,,0.047055173,0.043544955
2024,2024 / Q2,2,مكة المكرمة,03,زراعي,96.289,,0.015803188,0.015803188
2024,2024 / Q2,11,نجران,0,الرقم القياسي العام,89.053,,0.066311441,0.066515767
2024,2024 / Q2,2,مكة المكرمة,011,قطعة أرض سكني,84.872,,0.035997217,0.013034137
2024,2024 / Q2,10,جازان,014,شقة سكني,81.524,,0.098928355,0.014383834
2024,2024 / Q2,12,الباحة,021,قطعة أرض تجاري,95.451,,-0.029535565,0
2024,2024 / Q2,11,نجران,031,أرض زراعية,112.84,,0.133284456,0.135954095
2024,2024 / Q2,1,الرياض,021,قطعة أرض تجاري,65.046,,-0.001703578,0
2024,2024 / Q2,11,نجران,02,تجاري,81.442,,-0.002229736,0
2024,2024 / Q2,7,تبوك,02,تجاري,103.405,,0.022192566,0
2024,2024 / Q2,8,حائل,015,بيت سكني,91.291,,0.002481744,0.002481744
2024,2024 / Q2,10,جازان,03,زراعي,79.865,,-0.042271256,0
2024,2024 / Q2,2,مكة المكرمة,023,معرض/ محل تجاري,93.865,,0.000287730,0.000287730
2024,2024 / Q2,4,القصيم,03,زراعي,82.984,,0.019885456,0.024886068
2024,2024 / Q2,7,تبوك,03,زراعي,97.852,,-0.008360611,0.005290897
2024,2024 / Q2,13,الجوف,031,أرض زراعية,109.712,,-0.006618799,-0.006618799
2024,2024 / Q2,10,جازان,015,بيت سكني,100,,0,0
2024,2024 / Q2,1,الرياض,03,زراعي,124.031,,0,0
2024,2024 / Q2,8,حائل,023,معرض/ محل تجاري,89.569,,0,0
2024,2024 / Q2,2,مكة المكرمة,01,سكني,84.663,,0.036101967,0.013357751
2024,2024 / Q2,7,تبوك,013,فيلا سكني,95.299,,-0.015048318,0.009994065
2024,2024 / Q2,7,تبوك,021,قطعة أرض تجاري,103.418,,0.022280653,0
2024,2024 / Q2,1,الرياض,012,عمارة سكني,79.274,,-0.002905478,0.000214492
2024,2024 / Q2,8,حائل,01,سكني,90.057,,-0.006968872,0.038396347
2024,2024 / Q2,2,مكة المكرمة,013,فيلا سكني,81.677,,-0.007726605,0.000244927
2024,2024 / Q2,13,الجوف,011,قطعة أرض سكني,79.311,,0.002984508,0.029090815
2024,2024 / Q2,9,الحدود الشمالية,012,عمارة سكني,104.544,,0,0
2024,2024 / Q2,4,القصيم,031,أرض زراعية,82.984,,0.019885456,0.024886068
2024,2024 / Q2,10,جازان,011,قطعة أرض سكني,104.976,,0.011426920,0.023207759
2024,2024 / Q2,2,مكة المكرمة,021,قطعة أرض تجاري,73.006,,-0.008259299,0.000287730
2024,2024 / Q2,99,المملكة,024,مركز تجاري,102.482,0.07028,0,0
2024,2024 / Q2,11,نجران,03,زراعي,112.84,,0.133284456,0.135954095
2024,2024 / Q2,99,المملكة,01,سكني,89.647,65.37373,0.027590555,0.016256107
2024,2024 / Q2,3,المدينة المنوره,011,قطعة أرض سكني,91.434,,0.008871235,0.008726543
2024,2024 / Q2,6,عسير,015,بيت سكني,88.975,,-0.014924216,-0.010002893
2024,2024 / Q2,4,القصيم,02,تجاري,75.789,,-0.002448174,5.278089332e-05
2024,2024 / Q2,5,المنطقة الشرقية,012,عمارة سكني,113.973,,0,0
2024,2024 / Q2,4,القصيم,021,قطعة أرض تجاري,75.703,,-0.002069602,0
2024,2024 / Q2,6,عسير,01,سكني,86.395,,0.007909750,0.006793922
2024,2024 / Q2,11,نجران,011,قطعة أرض سكني,84.222,,0.062858874,0.061760145
2024,2024 / Q2,2,مكة المكرمة,024,مركز تجاري,105.934,,0,0
2024,2024 / Q2,2,مكة المكرمة,012,عمارة سكني,100,,0,0
2024,2024 / Q2,6,عسير,012,عمارة سكني,100,,0,0
2024,2024 / Q2,6,عسير,031,أرض زراعية,92.345,,0.006265664,0.006265664
2024,2024 / Q2,2,مكة المكرمة,014,شقة سكني,80.387,,0.051938025,0.024651702
2024,2024 / Q2,9,الحدود الشمالية,0,الرقم القياسي العام,94.096,,0.088935436,0.111549502
2024,2024 / Q2,10,جازان,02,تجاري,67.756,,0.010680191,0
2024,2024 / Q2,12,الباحة,031,أرض زراعية,98.028,,-0.039553226,0
2024,2024 / Q2,99,المملكة,03,زراعي,93.771,3.60776,0.015101325,0.015871124
2024,2024 / Q2,9,الحدود الشمالية,021,قطعة أرض تجاري,93.524,,-0.006891572,0
2024,2024 / Q2,5,المنطقة الشرقية,01,سكني,84.621,,0.027802070,0.020070881
2024,2024 / Q2,4,القصيم,015,بيت سكني,85.942,,-0.020548179,0.008649727
2024,2024 / Q2,4,القصيم,014,شقة سكني,87.705,,0.030720053,0.008393216
2024,2024 / Q2,1,الرياض,011,قطعة أرض سكني,101.049,,0.021698027,0.017377647
2024,2024 / Q2,12,الباحة,0,الرقم القياسي العام,81.405,,0.033924353,0.042170757
2024,2024 / Q2,7,تبوك,01,سكني,84.991,,0.040357921,0.039619826
2024,2024 / Q2,13,الجوف,02,تجاري,83.516,,0.005913881,0
2024,2024 / Q2,6,عسير,02,تجاري,88.797,,-0.019911480,0
2024,2024 / Q2,6,عسير,0,الرقم القياسي العام,87.16,,0.004587262,0.005978625
2024,2024 / Q2,99,المملكة,012,عمارة سكني,90.124,0.0265,-0.001396122,0.000110971
2024,2024 / Q2,7,تبوك,0,الرقم القياسي العام,90.441,,0.032219407,0.026525470
2024,2024 / Q2,3,المدينة المنوره,021,قطعة أرض تجاري,95.987,,-0.002784271,0
2024,2024 / Q2,5,المنطقة الشرقية,031,أرض زراعية,90.508,,0.087666591,0.085462090
2024,2024 / Q2,13,الجوف,014,شقة سكني,76.909,,0,0
2024,2024 / Q2,3,المدينة المنوره,024,مركز تجاري,95.154,,0,0
2024,2024 / Q2,5,المنطقة الشرقية,011,قطعة أرض سكني,84.239,,0.030093668,0.019460009
2024,2024 / Q2,8,حائل,02,تجاري,75.844,,-0.004632728,0
2024,2024 / Q2,5,المنطقة الشرقية,014,شقة سكني,89.999,,-0.007794413,0.030751082
2024,2024 / Q2,3,المدينة المنوره,0,الرقم القياسي العام,92.655,,0.005720302,0.006408516
2024,2024 / Q2,9,الحدود الشمالية,022,عمارة تجاري,100,,0,0
2024,2024 / Q2,8,حائل,0,الرقم القياسي العام,88.12,,-0.005395156,0.030245636
2024,2024 / Q2,99,المملكة,014,شقة سكني,84.747,2.57881,0.028870085,0.021491249
2024,2024 / Q2,2,مكة المكرمة,015,بيت سكني,98.834,,0.000729025,-5.058731877e-05
2024,2024 / Q2,7,تبوك,023,معرض/ محل تجاري,100,,0,0
2024,2024 / Q2,3,المدينة المنوره,023,معرض/ محل تجاري,100,,0,0
2024,2024 / Q2,4,القصيم,011,قطعة أرض سكني,84.449,,0.032661596,0.037011113
2024,2024 / Q2,8,حائل,03,زراعي,97.893,,0.010351946,0.011155527
