id,field_id,value,count,percentage
1867,392,"خدمة إلكترونية",383,14.04
1868,393,"عقارات/افراغ",1169,42.87
1869,393,"عقارات/رهن العقارات",262,9.61
1870,393,"عقارات/تعديل صك",261,9.57
1871,393,"عقارات/فك رهن العقارات",168,6.16
1872,393,"عقارات/فرز صكوك",115,4.22
1873,393,"عقارات/تعديل صك بإضافة أو حذف عقار / مالك",104,3.81
1874,393,"عقارات/تسجيل ملكية عقار بدون صك",72,2.64
1875,393,"عقارات/حجز/فك حجز",66,2.42
1876,393,"عقارات/دمج عقارات",66,2.42
1877,393,"عقارات/تعريف الصكوك للفرز",57,2.09
1878,393,"عقارات/تسجيل صك قديم",49,1.8
1879,393,"عقارات/الحجز التحفظي على ممتلكات شخص",48,1.76
1880,393,"عقارات/فك الحجز التحفظي على ممتلكات شخص",44,1.61
1881,393,"عقارات/نقل شرح بانتقال ملكية",35,1.28
1882,393,"عقارات/منح",34,1.25
1883,393,"عقارات/ربط صك بالهوية العقارية",31,1.14
1884,393,"عقارات/مسجل عينيا",31,1.14
1885,393,"عقارات/تملك نصيب",29,1.06
1886,393,"عقارات/تعديل صك قديم",26,0.95
1887,393,"عقارات/تعويض أنقاض دون العقار",24,0.88
1888,393,"عقارات/منحة بديلة",20,0.73
1889,393,"عقارات/تعويضات",6,0.22
1890,393,"عقارات/دمج صكوك",3,0.11
1891,393,"عقارات/نقل شرح إلغاء وصية",3,0.11
1892,393,"عقارات/نقل شرح رهن بدون انتقال ملكية",2,0.07
1893,393,"عقارات/موافقة الجهة الحكومية على فك قيد صك",1,0.04
1894,393,"عقارات/نقل شرح إلغاء وقف",1,0.04
1895,397,"منطقة الرياض",789,25.71
1896,397,"منطقة الشرقية",467,15.22
1897,397,"الخدمات الرقمية",437,14.24
1898,397,"منطقة مكة المكرمه",362,11.8
1899,397,"منطقة عسير",212,6.91
1900,397,"منطقة القصيم",181,5.9
1901,397,"منطقة المدينة المنوره",152,4.95
1902,397,"منطقة حائل",131,4.27
1903,397,"منطقة تبوك",105,3.42
1904,397,"منطقة جازان",67,2.18
1905,397,"منطقة الجوف",52,1.69
1906,397,"منطقة الحدود الشمالية",52,1.69
1907,397,"منطقة نجران",35,1.14
1908,397,"منطقة الباحة",27,0.88
1909,399,"القطاع العام",1958,63.8
1910,399,"القطاع الخاص",1111,36.2
1911,400,"خدمة إلكترونية جزئيا",2697,87.88
1912,400,"خدمة إلكترونية",372,12.12
1913,401,"عقارات/افراغ",1218,39.69
1914,401,"عقارات/تعديل صك",343,11.18
1915,401,"عقارات/رهن العقارات",251,8.18
1916,401,"عقارات/فك رهن العقارات",182,5.93
1917,401,"عقارات/فرز صكوك",153,4.99
1918,401,"عقارات/تعديل صك بإضافة أو حذف عقار / مالك",142,4.63
1919,401,"عقارات/تسجيل ملكية عقار بدون صك",106,3.45
1920,401,"عقارات/دمج عقارات",100,3.26
1921,401,"عقارات/تعريف الصكوك للفرز",77,2.51
1922,401,"عقارات/حجز/فك حجز",67,2.18
1923,401,"عقارات/تسجيل صك قديم",52,1.69
1924,401,"عقارات/فك الحجز التحفظي على ممتلكات شخص",50,1.63
1925,401,"عقارات/الحجز التحفظي على ممتلكات شخص",46,1.5
1926,401,"عقارات/منح",41,1.34
1927,401,"عقارات/تعويض أنقاض دون العقار",41,1.34
1928,401,"عقارات/نقل شرح بانتقال ملكية",36,1.17
1929,401,"عقارات/ربط صك بالهوية العقارية",30,0.98
1930,401,"عقارات/مسجل عينيا",30,0.98
1931,401,"عقارات/تملك نصيب",29,0.94
1932,401,"عقارات/تعديل صك قديم",27,0.88
1933,401,"عقارات/منحة بديلة",21,0.68
1934,401,"عقارات/موافقة الجهة الحكومية على فك قيد صك",4,0.13
1935,401,"عقارات/نقل شرح إلغاء وقف",4,0.13
1936,401,"عقارات/رهن غير العقارات",3,0.1
1937,401,"عقارات/التعويض عن المباني",3,0.1
1938,401,"عقارات/تعويضات",3,0.1
1939,401,"عقارات/نقل شرح رهن بدون انتقال ملكية",3,0.1
1940,401,"عقارات/دمج صكوك",3,0.1
1941,401,"عقارات/دراسة صك",1,0.03
1942,401,"عقارات/نقل شرح إلغاء وصية",1,0.03
1943,401,"عقارات/إضافة تهميش على ضبط",1,0.03
1944,401,"عقارات/تجزئة عقار",1,0.03
1945,405,"منطقة الرياض",876,25.99
1946,405,"الخدمات الرقمية",503,14.93
1947,405,"منطقة الشرقية",486,14.42
1948,405,"منطقة مكة المكرمه",392,11.63
1949,405,"منطقة عسير",239,7.09
1950,405,"منطقة القصيم",185,5.49
1951,405,"منطقة المدينة المنوره",173,5.13
1952,405,"منطقة حائل",154,4.57
1953,405,"منطقة تبوك",94,2.79
1954,405,"منطقة جازان",81,2.4
1955,405,"منطقة الجوف",58,1.72
1956,405,"منطقة الحدود الشمالية",55,1.63
1957,405,"منطقة نجران",39,1.16
1958,405,"منطقة الباحة",35,1.04
1959,407,"القطاع العام",2117,62.82
1960,407,"القطاع الخاص",1253,37.18
1961,408,"خدمة إلكترونية جزئيا",2955,87.69
1962,408,"خدمة إلكترونية",415,12.31
1963,409,"عقارات/افراغ",1315,39.02
1964,409,"عقارات/تعديل صك",365,10.83
1965,409,"عقارات/رهن العقارات",302,8.96
1966,409,"عقارات/فك رهن العقارات",226,6.71
1967,409,"عقارات/فرز صكوك",162,4.81
1968,409,"عقارات/تعديل صك بإضافة أو حذف عقار / مالك",159,4.72
1969,409,"عقارات/تسجيل ملكية عقار بدون صك",108,3.2
1970,409,"عقارات/تعريف الصكوك للفرز",94,2.79
1971,409,"عقارات/دمج عقارات",93,2.76
1972,409,"عقارات/حجز/فك حجز",88,2.61
1973,409,"عقارات/الحجز التحفظي على ممتلكات شخص",49,1.45
1974,409,"عقارات/منح",48,1.42
1975,409,"عقارات/تسجيل صك قديم",47,1.39
1976,409,"عقارات/فك الحجز التحفظي على ممتلكات شخص",44,1.31
1977,409,"عقارات/تعويض أنقاض دون العقار",44,1.31
1978,409,"عقارات/تعديل صك قديم",43,1.28
1979,409,"عقارات/نقل شرح بانتقال ملكية",35,1.04
1980,409,"عقارات/تملك نصيب",31,0.92
1981,409,"عقارات/ربط صك بالهوية العقارية",31,0.92
1982,409,"عقارات/مسجل عينيا",31,0.92
1983,409,"عقارات/منحة بديلة",26,0.77
1984,409,"عقارات/تعويضات",9,0.27
1985,409,"عقارات/نقل شرح إلغاء وصية",4,0.12
1986,409,"عقارات/دمج صكوك",3,0.09
1987,409,"عقارات/موافقة الجهة الحكومية على فك قيد صك",3,0.09
1988,409,"عقارات/نقل شرح إلغاء وقف",2,0.06
1989,409,"عقارات/التعويض عن المباني",2,0.06
1990,409,"عقارات/رهن غير العقارات",2,0.06
1991,409,"عقارات/دراسة صك",2,0.06
1992,409,"عقارات/تجزئة عقار",1,0.03
1993,409,"عقارات/بيع زائدة مشاعة في تعديل صك",1,0.03
1994,413,"منطقة الرياض",631,26.5
1995,413,"الخدمات الرقمية",442,18.56
1996,413,"منطقة الشرقية",322,13.52
1997,413,"منطقة مكة المكرمه",299,12.56
1998,413,"منطقة عسير",148,6.22
1999,413,"منطقة المدينة المنوره",112,4.7
2000,413,"منطقة حائل",111,4.66
2001,413,"منطقة القصيم",92,3.86
2002,413,"منطقة تبوك",75,3.15
2003,413,"منطقة جازان",46,1.93
2004,413,"منطقة الحدود الشمالية",36,1.51
2005,413,"منطقة الجوف",32,1.34
2006,413,"منطقة نجران",19,0.8
2007,413,"منطقة الباحة",16,0.67
2008,415,"القطاع العام",1430,60.06
2009,415,"القطاع الخاص",951,39.94
2010,416,"خدمة إلكترونية جزئيا",2028,85.17
2011,416,"خدمة إلكترونية",353,14.83
2012,417,"عقارات/افراغ",934,39.23
2013,417,"عقارات/رهن العقارات",242,10.16
2014,417,"عقارات/تعديل صك",219,9.2
2015,417,"عقارات/فك رهن العقارات",148,6.22
2016,417,"عقارات/تعديل صك بإضافة أو حذف عقار / مالك",125,5.25
2017,417,"عقارات/فرز صكوك",114,4.79
2018,417,"عقارات/تسجيل ملكية عقار بدون صك",76,3.19
2019,417,"عقارات/تعريف الصكوك للفرز",64,2.69
2020,417,"عقارات/حجز/فك حجز",55,2.31
2021,417,"عقارات/دمج عقارات",53,2.23
2022,417,"عقارات/تسجيل صك قديم",44,1.85
2023,417,"عقارات/منح",40,1.68
2024,417,"عقارات/الحجز التحفظي على ممتلكات شخص",35,1.47
2025,417,"عقارات/تعديل صك قديم",33,1.39
2026,417,"عقارات/فك الحجز التحفظي على ممتلكات شخص",33,1.39
2027,417,"عقارات/ربط صك بالهوية العقارية",30,1.26
2028,417,"عقارات/مسجل عينيا",30,1.26
2029,417,"عقارات/تملك نصيب",29,1.22
2030,417,"عقارات/نقل شرح بانتقال ملكية",21,0.88
2031,417,"عقارات/تعويض أنقاض دون العقار",21,0.88
2032,417,"عقارات/منحة بديلة",18,0.76
2033,417,"عقارات/دمج صكوك",6,0.25
2034,417,"عقارات/دراسة صك",3,0.13
2035,417,"عقارات/نقل شرح رهن بدون انتقال ملكية",2,0.08
2036,417,"عقارات/موافقة الجهة الحكومية على فك قيد صك",2,0.08
2037,417,"عقارات/نقل شرح إلغاء وصية",2,0.08
2038,417,"عقارات/نقل شرح إلغاء وقف",1,0.04
2039,417,"عقارات/تعويضات",1,0.04
2040,421,"منطقة الرياض",881,26.51
2041,421,"الخدمات الرقمية",490,14.75
2042,421,"منطقة الشرقية",470,14.14
2043,421,"منطقة مكة المكرمه",432,13.0
2044,421,"منطقة عسير",231,6.95
2045,421,"منطقة القصيم",177,5.33
2046,421,"منطقة المدينة المنوره",155,4.66
2047,421,"منطقة حائل",152,4.57
2048,421,"منطقة تبوك",111,3.34
2049,421,"منطقة جازان",79,2.38
2050,421,"منطقة الحدود الشمالية",48,1.44
2051,421,"منطقة الجوف",41,1.23
2052,421,"منطقة نجران",30,0.9
2053,421,"منطقة الباحة",26,0.78
2054,423,"القطاع العام",2100,63.2
2055,423,"القطاع الخاص",1223,36.8
2056,424,"خدمة إلكترونية جزئيا",2886,86.85
2057,424,"خدمة إلكترونية",437,13.15
2058,425,"عقارات/افراغ",1299,39.09
2059,425,"عقارات/تعديل صك",353,10.62
2060,425,"عقارات/رهن العقارات",281,8.46
2061,425,"عقارات/فك رهن العقارات",201,6.05
2062,425,"عقارات/تعديل صك بإضافة أو حذف عقار / مالك",169,5.09
2063,425,"عقارات/فرز صكوك",157,4.72
2064,425,"عقارات/تسجيل ملكية عقار بدون صك",112,3.37
2065,425,"عقارات/حجز/فك حجز",95,2.86
2066,425,"عقارات/دمج عقارات",91,2.74
2067,425,"عقارات/تعريف الصكوك للفرز",84,2.53
2068,425,"عقارات/منح",64,1.93
2069,425,"عقارات/الحجز التحفظي على ممتلكات شخص",53,1.59
2070,425,"عقارات/تسجيل صك قديم",49,1.47
2071,425,"عقارات/فك الحجز التحفظي على ممتلكات شخص",47,1.41
2072,425,"عقارات/تعويض أنقاض دون العقار",46,1.38
2073,425,"عقارات/نقل شرح بانتقال ملكية",36,1.08
2074,425,"عقارات/تعديل صك قديم",33,0.99
2075,425,"عقارات/تملك نصيب",31,0.93
2076,425,"عقارات/ربط صك بالهوية العقارية",31,0.93
2077,425,"عقارات/مسجل عينيا",31,0.93
2078,425,"عقارات/منحة بديلة",31,0.93
2079,425,"عقارات/دمج صكوك",6,0.18
2080,425,"عقارات/نقل شرح إلغاء وصية",4,0.12
2081,425,"عقارات/موافقة الجهة الحكومية على فك قيد صك",4,0.12
2082,425,"عقارات/التعويض عن المباني",3,0.09
2083,425,"عقارات/دراسة صك",2,0.06
2084,425,"عقارات/تعويضات",2,0.06
2085,425,"عقارات/إضافة تهميش على ضبط",2,0.06
2086,425,"عقارات/تجزئة عقار",1,0.03
2087,425,"عقارات/نقل شرح رهن بدون انتقال ملكية",1,0.03
2088,425,"عقارات/استلام مبلغ بسبب عقار",1,0.03
2089,425,"عقارات/معالجة الصك الملغي",1,0.03
2090,425,"عقارات/نقل شرح وصية بدون انتقال ملكية",1,0.03
2091,425,"عقارات/نقل شرح إلغاء وقف",1,0.03
2092,429,"منطقة الرياض",808,25.73
2093,429,"الخدمات الرقمية",463,14.75
2094,429,"منطقة الشرقية",447,14.24
2095,429,"منطقة مكة المكرمه",413,13.15
2096,429,"منطقة عسير",210,6.69
2097,429,"منطقة القصيم",164,5.22
2098,429,"منطقة المدينة المنوره",162,5.16
2099,429,"منطقة حائل",152,4.84
2100,429,"منطقة تبوك",108,3.44
2101,429,"منطقة جازان",59,1.88
2102,429,"منطقة الحدود الشمالية",49,1.56
2103,429,"منطقة الباحة",38,1.21
2104,429,"منطقة الجوف",37,1.18
2105,429,"منطقة نجران",30,0.96
2106,431,"القطاع العام",1940,61.78
2107,431,"القطاع الخاص",1200,38.22
2108,432,"خدمة إلكترونية جزئيا",2752,87.64
2109,432,"خدمة إلكترونية",388,12.36
2110,433,"عقارات/افراغ",1260,40.13
2111,433,"عقارات/تعديل صك",322,10.25
2112,433,"عقارات/رهن العقارات",274,8.73
2113,433,"عقارات/فك رهن العقارات",195,6.21
2114,433,"عقارات/تعديل صك بإضافة أو حذف عقار / مالك",167,5.32
2115,433,"عقارات/فرز صكوك",135,4.3
2116,433,"عقارات/تسجيل ملكية عقار بدون صك",115,3.66
2117,433,"عقارات/دمج عقارات",75,2.39
2118,433,"عقارات/حجز/فك حجز",73,2.32
2119,433,"عقارات/تعريف الصكوك للفرز",68,2.17
2120,433,"عقارات/منح",67,2.13
2121,433,"عقارات/الحجز التحفظي على ممتلكات شخص",49,1.56
2122,433,"عقارات/فك الحجز التحفظي على ممتلكات شخص",46,1.46
2123,433,"عقارات/تعويض أنقاض دون العقار",46,1.46
2124,433,"عقارات/تسجيل صك قديم",40,1.27
2125,433,"عقارات/نقل شرح بانتقال ملكية",33,1.05
2126,433,"عقارات/تملك نصيب",32,1.02
2127,433,"عقارات/ربط صك بالهوية العقارية",31,0.99
2128,433,"عقارات/مسجل عينيا",31,0.99
2129,433,"عقارات/تعديل صك قديم",28,0.89
2130,433,"عقارات/منحة بديلة",28,0.89
2131,433,"عقارات/نقل شرح إلغاء وصية",6,0.19
2132,433,"عقارات/دمج صكوك",4,0.13
2133,433,"عقارات/موافقة الجهة الحكومية على فك قيد صك",2,0.06
2134,433,"عقارات/تعويضات",2,0.06
2135,433,"عقارات/دراسة صك",2,0.06
2136,433,"عقارات/نقل شرح رهن بدون انتقال ملكية",2,0.06
2137,433,"عقارات/استلام مبلغ بسبب عقار",2,0.06
2138,433,"عقارات/نقل شرح وصية بدون انتقال ملكية",1,0.03
2139,433,"عقارات/بيع زائدة مشاعة في تعديل صك",1,0.03
2140,433,"عقارات/نقل شرح إلغاء وقف",1,0.03
2141,433,"عقارات/إضافة تهميش على ضبط",1,0.03
2142,433,"عقارات/التعويض عن المباني",1,0.03
2143,437,"منطقة الرياض",807,25.86
2144,437,"الخدمات الرقمية",451,14.45
2145,437,"منطقة الشرقية",440,14.1
2146,437,"منطقة مكة المكرمه",413,13.23
2147,437,"منطقة عسير",206,6.6
2148,437,"منطقة المدينة المنوره",178,5.7
2149,437,"منطقة القصيم",158,5.06
2150,437,"منطقة حائل",146,4.68
2151,437,"منطقة تبوك",124,3.97
2152,437,"منطقة جازان",70,2.24
2153,437,"منطقة الجوف",37,1.19
2154,437,"منطقة الحدود الشمالية",34,1.09
2155,437,"منطقة نجران",33,1.06
2156,437,"منطقة الباحة",24,0.77
2157,439,"القطاع العام",1982,63.51
2158,439,"القطاع الخاص",1139,36.49
2159,440,"خدمة إلكترونية جزئيا",2729,87.44
2160,440,"خدمة إلكترونية",392,12.56
2161,441,"عقارات/افراغ",1198,38.39
2162,441,"عقارات/تعديل صك",330,10.57
2163,441,"عقارات/رهن العقارات",251,8.04
2164,441,"عقارات/فك رهن العقارات",193,6.18
2165,441,"عقارات/تعديل صك بإضافة أو حذف عقار / مالك",173,5.54
2166,441,"عقارات/فرز صكوك",141,4.52
2167,441,"عقارات/تسجيل ملكية عقار بدون صك",135,4.33
2168,441,"عقارات/حجز/فك حجز",93,2.98
2169,441,"عقارات/دمج عقارات",83,2.66
2170,441,"عقارات/منح",71,2.27
2171,441,"عقارات/تعريف الصكوك للفرز",70,2.24
2172,441,"عقارات/تعويض أنقاض دون العقار",54,1.73
2173,441,"عقارات/تسجيل صك قديم",46,1.47
2174,441,"عقارات/الحجز التحفظي على ممتلكات شخص",44,1.41
2175,441,"عقارات/فك الحجز التحفظي على ممتلكات شخص",42,1.35
2176,441,"عقارات/نقل شرح بانتقال ملكية",32,1.03
2177,441,"عقارات/ربط صك بالهوية العقارية",30,0.96
2178,441,"عقارات/منحة بديلة",30,0.96
2179,441,"عقارات/مسجل عينيا",29,0.93
2180,441,"عقارات/تملك نصيب",28,0.9
2181,441,"عقارات/تعديل صك قديم",28,0.9
2182,441,"عقارات/نقل شرح رهن بدون انتقال ملكية",6,0.19
2183,441,"عقارات/دمج صكوك",6,0.19
2184,441,"عقارات/تعويضات",2,0.06
2185,441,"عقارات/موافقة الجهة الحكومية على فك قيد صك",2,0.06
2186,441,"عقارات/دراسة صك",1,0.03
2187,441,"عقارات/تجزئة عقار",1,0.03
2188,441,"عقارات/نقل شرح إلغاء وصية",1,0.03
2189,441,"عقارات/نقل شرح إلغاء وقف",1,0.03
2190,445,"منطقة الرياض",862,26.37
2191,445,"الخدمات الرقمية",506,15.48
2192,445,"منطقة الشرقية",462,14.13
2193,445,"منطقة مكة المكرمه",399,12.21
2194,445,"منطقة عسير",241,7.37
2195,445,"منطقة المدينة المنوره",176,5.38
2196,445,"منطقة القصيم",165,5.05
2197,445,"منطقة حائل",156,4.77
2198,445,"منطقة تبوك",102,3.12
2199,445,"منطقة جازان",66,2.02
2200,445,"منطقة الحدود الشمالية",46,1.41
2201,445,"منطقة الجوف",40,1.22
2202,445,"منطقة نجران",29,0.89
2203,445,"منطقة الباحة",19,0.58
2204,447,"القطاع العام",2098,64.18
2205,447,"القطاع الخاص",1171,35.82
2206,448,"خدمة إلكترونية جزئيا",2867,87.7
2207,448,"خدمة إلكترونية",402,12.3
2208,449,"عقارات/افراغ",1261,38.57
2209,449,"عقارات/تعديل صك",337,10.31
2210,449,"عقارات/رهن العقارات",254,7.77
2211,449,"عقارات/تعديل صك بإضافة أو حذف عقار / مالك",208,6.36
2212,449,"عقارات/فك رهن العقارات",182,5.57
2213,449,"عقارات/فرز صكوك",160,4.89
2214,449,"عقارات/تسجيل ملكية عقار بدون صك",116,3.55
2215,449,"عقارات/دمج عقارات",98,3.0
2216,449,"عقارات/تعريف الصكوك للفرز",84,2.57
2217,449,"عقارات/حجز/فك حجز",82,2.51
2218,449,"عقارات/منح",72,2.2
2219,449,"عقارات/تسجيل صك قديم",57,1.74
2220,449,"عقارات/فك الحجز التحفظي على ممتلكات شخص",49,1.5
2221,449,"عقارات/الحجز التحفظي على ممتلكات شخص",48,1.47
2222,449,"عقارات/نقل شرح بانتقال ملكية",46,1.41
2223,449,"عقارات/تعويض أنقاض دون العقار",45,1.38
2224,449,"عقارات/تملك نصيب",33,1.01
2225,449,"عقارات/ربط صك بالهوية العقارية",31,0.95
2226,449,"عقارات/تعديل صك قديم",31,0.95
2227,449,"عقارات/مسجل عينيا",31,0.95
2228,449,"عقارات/منحة بديلة",24,0.73
2229,449,"عقارات/دمج صكوك",8,0.24
2230,449,"عقارات/نقل شرح رهن بدون انتقال ملكية",4,0.12
2231,449,"عقارات/دراسة صك",3,0.09
2232,449,"عقارات/نقل شرح إلغاء وقف",1,0.03
2233,449,"عقارات/موافقة الجهة الحكومية على فك قيد صك",1,0.03
2234,449,"عقارات/نقل شرح إلغاء وصية",1,0.03
2235,449,"عقارات/تعويضات",1,0.03
2236,449,"عقارات/التعويض عن المباني",1,0.03
2237,453,"منطقة الرياض",785,26.86
2238,453,"الخدمات الرقمية",475,16.25
2239,453,"منطقة الشرقية",429,14.68
2240,453,"منطقة مكة المكرمه",336,11.5
2241,453,"منطقة عسير",169,5.78
2242,453,"منطقة القصيم",162,5.54
2243,453,"منطقة المدينة المنوره",140,4.79
2244,453,"منطقة حائل",130,4.45
2245,453,"منطقة تبوك",102,3.49
2246,453,"منطقة جازان",58,1.98
2247,453,"منطقة الحدود الشمالية",40,1.37
2248,453,"منطقة الباحة",37,1.27
2249,453,"منطقة الجوف",31,1.06
2250,453,"منطقة نجران",29,0.99
2251,455,"القطاع العام",1865,63.8
2252,455,"القطاع الخاص",1058,36.2
2253,456,"خدمة إلكترونية جزئيا",2559,87.55
2254,456,"خدمة إلكترونية",364,12.45
2255,457,"عقارات/افراغ",1123,38.42
2256,457,"عقارات/تعديل صك",312,10.67
2257,457,"عقارات/رهن العقارات",248,8.48
2258,457,"عقارات/تعديل صك بإضافة أو حذف عقار / مالك",157,5.37
2259,457,"عقارات/فك رهن العقارات",154,5.27
2260,457,"عقارات/فرز صكوك",135,4.62
2261,457,"عقارات/تسجيل ملكية عقار بدون صك",108,3.69
2262,457,"عقارات/تعريف الصكوك للفرز",83,2.84
2263,457,"عقارات/دمج عقارات",81,2.77
2264,457,"عقارات/تسجيل صك قديم",62,2.12
2265,457,"عقارات/منح",56,1.92
2266,457,"عقارات/حجز/فك حجز",55,1.88
2267,457,"عقارات/نقل شرح بانتقال ملكية",52,1.78
2268,457,"عقارات/الحجز التحفظي على ممتلكات شخص",44,1.51
2269,457,"عقارات/فك الحجز التحفظي على ممتلكات شخص",44,1.51
2270,457,"عقارات/تعويض أنقاض دون العقار",39,1.33
2271,457,"عقارات/تملك نصيب",30,1.03
2272,457,"عقارات/ربط صك بالهوية العقارية",30,1.03
2273,457,"عقارات/مسجل عينيا",30,1.03
2274,457,"عقارات/تعديل صك قديم",28,0.96
2275,457,"عقارات/منحة بديلة",28,0.96
2276,457,"عقارات/دمج صكوك",10,0.34
2277,457,"عقارات/نقل شرح إلغاء وصية",3,0.1
2278,457,"عقارات/التعويض عن المباني",2,0.07
2279,457,"عقارات/نقل شرح وصية بدون انتقال ملكية",2,0.07
2280,457,"عقارات/موافقة الجهة الحكومية على فك قيد صك",2,0.07
2281,457,"عقارات/دراسة صك",2,0.07
2282,457,"عقارات/إضافة تهميش على ضبط",2,0.07
2283,457,"عقارات/نقل شرح إلغاء وقف",1,0.03
2284,461,"منطقة الرياض",826,25.76
2285,461,"الخدمات الرقمية",511,15.94
2286,461,"منطقة الشرقية",450,14.04
2287,461,"منطقة مكة المكرمه",395,12.32
2288,461,"منطقة عسير",198,6.18
2289,461,"منطقة القصيم",190,5.93
2290,461,"منطقة المدينة المنوره",167,5.21
2291,461,"منطقة حائل",132,4.12
2292,461,"منطقة تبوك",105,3.28
2293,461,"منطقة جازان",96,2.99
2294,461,"منطقة الجوف",45,1.4
2295,461,"منطقة الحدود الشمالية",43,1.34
2296,461,"منطقة نجران",33,1.03
2297,461,"منطقة الباحة",15,0.47
2298,463,"القطاع العام",2098,65.44
2299,463,"القطاع الخاص",1108,34.56
2300,464,"خدمة إلكترونية جزئيا",2835,88.43
2301,464,"خدمة إلكترونية",371,11.57
2302,465,"عقارات/افراغ",1215,37.9
2303,465,"عقارات/تعديل صك",359,11.2
2304,465,"عقارات/رهن العقارات",249,7.77
2305,465,"عقارات/تعديل صك بإضافة أو حذف عقار / مالك",222,6.92
2306,465,"عقارات/فرز صكوك",162,5.05
2307,465,"عقارات/فك رهن العقارات",154,4.8
2308,465,"عقارات/تسجيل ملكية عقار بدون صك",117,3.65
2309,465,"عقارات/دمج عقارات",104,3.24
2310,465,"عقارات/تعريف الصكوك للفرز",95,2.96
2311,465,"عقارات/منح",70,2.18
2312,465,"عقارات/تسجيل صك قديم",58,1.81
2313,465,"عقارات/نقل شرح بانتقال ملكية",55,1.72
2314,465,"عقارات/حجز/فك حجز",51,1.59
2315,465,"عقارات/الحجز التحفظي على ممتلكات شخص",47,1.47
2316,465,"عقارات/فك الحجز التحفظي على ممتلكات شخص",44,1.37
2317,465,"عقارات/تعويض أنقاض دون العقار",34,1.06
2318,465,"عقارات/تعديل صك قديم",32,1.0
2319,465,"عقارات/ربط صك بالهوية العقارية",31,0.97
2320,465,"عقارات/مسجل عينيا",31,0.97
2321,465,"عقارات/تملك نصيب",30,0.94
2322,465,"عقارات/منحة بديلة",22,0.69
2323,465,"عقارات/نقل شرح رهن بدون انتقال ملكية",6,0.19
2324,465,"عقارات/دمج صكوك",5,0.16
2325,465,"عقارات/التعويض عن المباني",3,0.09
2326,465,"عقارات/موافقة الجهة الحكومية على فك قيد صك",3,0.09
2327,465,"عقارات/نقل شرح إلغاء وصية",2,0.06
2328,465,"عقارات/رهن غير العقارات",2,0.06
2329,465,"عقارات/تعويضات",1,0.03
2330,465,"عقارات/دراسة صك",1,0.03
2331,465,"عقارات/نقل شرح إلغاء وقف",1,0.03
2332,469,"منطقة الرياض",713,26.01
2333,469,"الخدمات الرقمية",497,18.13
2334,469,"منطقة الشرقية",350,12.77
2335,469,"منطقة مكة المكرمه",304,11.09
2336,469,"منطقة القصيم",171,6.24
2337,469,"منطقة المدينة المنوره",166,6.06
2338,469,"منطقة عسير",153,5.58
2339,469,"منطقة حائل",118,4.3
2340,469,"منطقة تبوك",88,3.21
2341,469,"منطقة جازان",66,2.41
2342,469,"منطقة الجوف",49,1.79
2343,469,"منطقة الحدود الشمالية",41,1.5
2344,469,"منطقة نجران",19,0.69
2345,469,"منطقة الباحة",6,0.22
2346,471,"القطاع العام",1743,63.59
2347,471,"القطاع الخاص",998,36.41
2348,472,"خدمة إلكترونية جزئيا",2373,86.57
2349,472,"خدمة إلكترونية",368,13.43
2350,473,"عقارات/افراغ",998,36.41
2351,473,"عقارات/تعديل صك",302,11.02
2352,473,"عقارات/رهن العقارات",249,9.08
2353,473,"عقارات/تعديل صك بإضافة أو حذف عقار / مالك",165,6.02
2354,473,"عقارات/فك رهن العقارات",137,5.0
2355,473,"عقارات/تسجيل ملكية عقار بدون صك",130,4.74
2356,473,"عقارات/فرز صكوك",116,4.23
2357,473,"عقارات/منح",74,2.7
2358,473,"عقارات/تعريف الصكوك للفرز",73,2.66
2359,473,"عقارات/دمج عقارات",63,2.3
2360,473,"عقارات/حجز/فك حجز",55,2.01
2361,473,"عقارات/تسجيل صك قديم",52,1.9
2362,473,"عقارات/نقل شرح بانتقال ملكية",48,1.75
2363,473,"عقارات/الحجز التحفظي على ممتلكات شخص",46,1.68
2364,473,"عقارات/فك الحجز التحفظي على ممتلكات شخص",43,1.57
2365,473,"عقارات/تملك نصيب",31,1.13
2366,473,"عقارات/ربط صك بالهوية العقارية",31,1.13
2367,473,"عقارات/مسجل عينيا",31,1.13
2368,473,"عقارات/تعويض أنقاض دون العقار",30,1.09
2369,473,"عقارات/تعديل صك قديم",28,1.02
2370,473,"عقارات/منحة بديلة",22,0.8
2371,473,"عقارات/نقل شرح إلغاء وصية",4,0.15
2372,473,"عقارات/دراسة صك",3,0.11
2373,473,"عقارات/تعويضات",3,0.11
2374,473,"عقارات/دمج صكوك",2,0.07
2375,473,"عقارات/إضافة تهميش على ضبط",2,0.07
2376,473,"عقارات/موافقة الجهة الحكومية على فك قيد صك",2,0.07
2377,473,"عقارات/نقل شرح رهن بدون انتقال ملكية",1,0.04
2378,477,"منطقة الرياض",624,26.02
2379,477,"الخدمات الرقمية",455,18.97
2380,477,"منطقة الشرقية",310,12.93
2381,477,"منطقة مكة المكرمه",268,11.18
2382,477,"منطقة القصيم",132,5.5
2383,477,"منطقة المدينة المنوره",129,5.38
2384,477,"منطقة عسير",122,5.09
2385,477,"منطقة حائل",104,4.34
2386,477,"منطقة تبوك",99,4.13
2387,477,"منطقة جازان",52,2.17
2388,477,"منطقة الحدود الشمالية",37,1.54
2389,477,"منطقة الجوف",34,1.42
2390,477,"منطقة الباحة",17,0.71
