id,field_id,value,count,percentage
798,166,"الحدود الشمالية",8,0.47
799,167,"جده",382,22.46
800,167,"الرياض",367,21.58
801,167,"الدمام",324,19.05
802,167,"المدينة المنورة",135,7.94
803,167,"مكة المكرمة",118,6.94
804,167,"بريده",84,4.94
805,167,"جيزان",75,4.41
806,167,"حائل",40,2.35
807,167,"ابها",36,2.12
808,167,"حفر الباطن",29,1.7
809,167,"الاحساء",24,1.41
810,167,"سكاكا",20,1.18
811,167,"نجران",20,1.18
812,167,"تبوك",18,1.06
813,167,"الباحه",13,0.76
814,167,"الطائف",8,0.47
815,167,"عرعر",8,0.47
816,168,"احكام و قرارات",751,44.15
817,168,"أوراق تجارية",492,28.92
818,168,"عقود",181,10.64
819,168,"اخلاء",152,8.94
820,168,"أوراق تجارية إلكترونية",53,3.12
821,168,"مزاد",44,2.59
822,168,"محاضر",14,0.82
823,168,"عام",12,0.71
824,168,"نفقات",2,0.12
825,171,"مكة المكرمه",707,30.78
826,171,"الرياض",471,20.51
827,171,"الشرقية",462,20.11
828,171,"القصيم",144,6.27
829,171,"المدينة المنوره",141,6.14
830,171,"جازان",140,6.09
831,171,"عسير",82,3.57
832,171,"حائل",46,2.0
833,171,"الباحة",36,1.57
834,171,"الحدود الشمالية",22,0.96
835,171,"نجران",18,0.78
836,171,"تبوك",15,0.65
837,171,"الجوف",13,0.57
838,172,"جده",510,22.2
839,172,"الرياض",471,20.51
840,172,"الدمام",420,18.28
841,172,"بريده",144,6.27
842,172,"المدينة المنورة",141,6.14
843,172,"جيزان",140,6.09
844,172,"مكة المكرمة",117,5.09
845,172,"ابها",82,3.57
846,172,"الطائف",80,3.48
847,172,"حائل",46,2.0
848,172,"الباحه",36,1.57
849,172,"حفر الباطن",26,1.13
850,172,"عرعر",22,0.96
851,172,"نجران",18,0.78
852,172,"الاحساء",16,0.7
853,172,"تبوك",15,0.65
854,172,"سكاكا",13,0.57
855,173,"احكام و قرارات",1039,45.23
856,173,"أوراق تجارية",543,23.64
857,173,"عقود",315,13.71
858,173,"اخلاء",256,11.14
859,173,"أوراق تجارية إلكترونية",71,3.09
860,173,"مزاد",37,1.61
861,173,"محاضر",16,0.7
862,173,"عام",12,0.52
863,173,"نفقات",6,0.26
864,173,"صداق",2,0.09
865,176,"مكة المكرمه",697,31.91
866,176,"الرياض",439,20.1
867,176,"الشرقية",380,17.4
868,176,"جازان",161,7.37
869,176,"القصيم",141,6.46
870,176,"المدينة المنوره",87,3.98
871,176,"عسير",74,3.39
872,176,"حائل",56,2.56
873,176,"الجوف",42,1.92
874,176,"نجران",35,1.6
875,176,"الباحة",28,1.28
876,176,"الحدود الشمالية",24,1.1
877,176,"تبوك",20,0.92
878,177,"جده",533,24.4
879,177,"الرياض",439,20.1
880,177,"الدمام",303,13.87
881,177,"جيزان",161,7.37
882,177,"بريده",141,6.46
883,177,"مكة المكرمة",122,5.59
884,177,"المدينة المنورة",87,3.98
885,177,"ابها",74,3.39
886,177,"حائل",56,2.56
887,177,"الطائف",42,1.92
888,177,"سكاكا",42,1.92
889,177,"حفر الباطن",41,1.88
890,177,"الاحساء",36,1.65
891,177,"نجران",35,1.6
892,177,"الباحه",28,1.28
893,177,"عرعر",24,1.1
894,177,"تبوك",20,0.92
895,178,"احكام و قرارات",819,37.5
896,178,"أوراق تجارية",557,25.5
897,178,"عقود",379,17.35
898,178,"اخلاء",239,10.94
899,178,"أوراق تجارية إلكترونية",130,5.95
900,178,"مزاد",27,1.24
901,178,"عام",19,0.87
902,178,"محاضر",12,0.55
903,178,"نفقات",1,0.05
904,178,"أخرى",1,0.05
905,181,"الرياض",3189,60.8
906,181,"الخدمات الرقمية",1981,37.77
907,181,"عسير",29,0.55
908,181,"الشرقية",20,0.38
909,181,"حائل",9,0.17
910,181,"المدينة المنوره",7,0.13
911,181,"مكة المكرمه",4,0.08
912,181,"القصيم",3,0.06
913,181,"تبوك",2,0.04
914,181,"الحدود الشمالية",1,0.02
915,182,"الرياض",3189,60.8
916,182,"عام",1981,37.77
917,182,"ابها",29,0.55
918,182,"الدمام",20,0.38
919,182,"حائل",9,0.17
920,182,"العلا",7,0.13
921,182,"مكة المكرمة",4,0.08
922,182,"بريده",3,0.06
923,182,"تبوك",2,0.04
924,182,"عرعر",1,0.02
925,183,"القطاع العام",5245,100.0
926,184,"خدمة إلكترونية جزئيا",3264,62.23
927,184,"خدمة إلكترونية",1981,37.77
928,187,"الخدمات الرقمية",3147,51.82
929,187,"الرياض",2808,46.24
930,187,"تبوك",45,0.74
931,187,"الشرقية",23,0.38
932,187,"القصيم",15,0.25
933,187,"الحدود الشمالية",14,0.23
934,187,"عسير",8,0.13
935,187,"حائل",5,0.08
936,187,"مكة المكرمه",5,0.08
937,187,"المدينة المنوره",2,0.03
938,187,"الباحة",1,0.02
939,188,"عام",3147,51.82
940,188,"الرياض",2808,46.24
941,188,"تبوك",45,0.74
942,188,"الاحساء",22,0.36
943,188,"بريده",15,0.25
944,188,"عرعر",14,0.23
945,188,"ابها",8,0.13
946,188,"حائل",5,0.08
947,188,"مكة المكرمة",5,0.08
948,188,"العلا",2,0.03
949,188,"الدمام",1,0.02
950,188,"الباحه",1,0.02
951,189,"القطاع العام",6073,100.0
952,190,"خدمة إلكترونية",3147,51.82
953,190,"خدمة إلكترونية جزئيا",2926,48.18
954,193,"الرياض",4261,52.56
955,193,"الخدمات الرقمية",3385,41.75
956,193,"حائل",146,1.8
957,193,"تبوك",126,1.55
958,193,"الشرقية",82,1.01
959,193,"المدينة المنوره",48,0.59
960,193,"الباحة",39,0.48
961,193,"القصيم",7,0.09
962,193,"الحدود الشمالية",5,0.06
963,193,"عسير",5,0.06
964,193,"مكة المكرمه",2,0.02
965,193,"جازان",1,0.01
966,194,"الرياض",4261,52.56
967,194,"عام",3385,41.75
968,194,"حائل",146,1.8
969,194,"تبوك",126,1.55
970,194,"العلا",48,0.59
971,194,"الدمام",46,0.57
972,194,"الباحه",39,0.48
973,194,"الاحساء",36,0.44
974,194,"بريده",7,0.09
975,194,"عرعر",5,0.06
976,194,"ابها",5,0.06
977,194,"مكة المكرمة",2,0.02
978,194,"جيزان",1,0.01
979,195,"القطاع العام",8107,100.0
980,196,"خدمة إلكترونية جزئيا",4722,58.25
981,196,"خدمة إلكترونية",3385,41.75
982,199,"الخدمات الرقمية",5563,60.7
983,199,"الرياض",3295,35.96
984,199,"الشرقية",157,1.71
985,199,"تبوك",40,0.44
986,199,"حائل",34,0.37
987,199,"المدينة المنوره",34,0.37
988,199,"القصيم",12,0.13
989,199,"جازان",9,0.1
990,199,"الحدود الشمالية",9,0.1
991,199,"عسير",7,0.08
992,199,"الباحة",2,0.02
993,199,"مكة المكرمه",2,0.02
994,200,"عام",5563,60.7
995,200,"الرياض",3295,35.96
996,200,"الاحساء",152,1.66
997,200,"تبوك",40,0.44
998,200,"حائل",34,0.37
999,200,"العلا",34,0.37
1000,200,"بريده",12,0.13
1001,200,"جيزان",9,0.1
1002,200,"عرعر",9,0.1
1003,200,"ابها",7,0.08
1004,200,"الدمام",5,0.05
1005,200,"الباحه",2,0.02
1006,200,"مكة المكرمة",2,0.02
1007,201,"القطاع العام",9164,100.0
1008,202,"خدمة إلكترونية جزئيا",6314,68.9
1009,202,"خدمة إلكترونية",2850,31.1
1010,205,"الرياض",358,98.9
1011,205,"المدينة المنوره",2,0.55
1012,205,"مكة المكرمه",2,0.55
1013,206,"الرياض",358,98.9
1014,206,"المدينة المنورة",2,0.55
1015,206,"رابغ",2,0.55
1016,207,"القطاع العام",362,100.0
1017,208,"خدمة إلكترونية جزئيا",362,100.0
1018,211,"الرياض",317,98.45
1019,211,"المدينة المنوره",4,1.24
1020,211,"عسير",1,0.31
1021,212,"الرياض",317,98.45
1022,212,"المدينة المنورة",4,1.24
1023,212,"ابها",1,0.31
1024,213,"القطاع العام",322,100.0
1025,214,"خدمة إلكترونية جزئيا",322,100.0
1026,217,"الرياض",331,79.95
1027,217,"مكة المكرمه",82,19.81
1028,217,"المدينة المنوره",1,0.24
1029,218,"الرياض",331,79.95
1030,218,"القنفذه",82,19.81
1031,218,"المدينة المنورة",1,0.24
1032,219,"القطاع العام",414,100.0
1033,220,"خدمة إلكترونية جزئيا",414,100.0
1034,223,"الرياض",234,79.59
1035,223,"مكة المكرمه",60,20.41
1036,224,"الرياض",234,79.59
1037,224,"القنفذه",60,20.41
1038,225,"القطاع العام",294,100.0
1039,226,"خدمة إلكترونية جزئيا",294,100.0
1040,229,"الرياض",6,75.0
1041,229,"مكة المكرمه",1,12.5
1042,229,"الشرقية",1,12.5
1043,230,"الرياض",6,75.0
1044,230,"مكة المكرمة",1,12.5
1045,230,"الدمام",1,12.5
1046,231,"القطاع الخاص",5,62.5
1047,231,"القطاع العام",3,37.5
1048,232,"خدمة إلكترونية جزئيا",8,100.0
1049,235,"الرياض",10,76.92
1050,235,"الخدمات الرقمية",1,7.69
1051,235,"الشرقية",1,7.69
1052,235,"مكة المكرمه",1,7.69
1053,236,"الرياض",10,76.92
1054,236,"كتابة عدل مدمجة - افتراضية",1,7.69
1055,236,"الدمام",1,7.69
1056,236,"مكة المكرمة",1,7.69
1057,237,"القطاع العام",9,69.23
1058,237,"القطاع الخاص",4,30.77
1059,238,"خدمة إلكترونية جزئيا",13,100.0
1060,241,"الرياض",13,81.25
1061,241,"المدينة المنوره",2,12.5
1062,241,"الخدمات الرقمية",1,6.25
1063,242,"الرياض",13,81.25
1064,242,"العلا",2,12.5
1065,242,"كتابة عدل مدمجة - افتراضية",1,6.25
1066,243,"القطاع العام",16,100.0
1067,244,"خدمة إلكترونية جزئيا",16,100.0
1068,247,"الرياض",23,85.19
1069,247,"المدينة المنوره",2,7.41
1070,247,"الخدمات الرقمية",2,7.41
1071,248,"الرياض",23,85.19
1072,248,"العلا",2,7.41
1073,248,"كتابة عدل مدمجة - افتراضية",2,7.41
1074,249,"القطاع العام",24,88.89
1075,249,"القطاع الخاص",3,11.11
1076,250,"خدمة إلكترونية جزئيا",27,100.0
1077,253,"الرياض",3179,86.22
1078,253,"مكة المكرمه",404,10.96
1079,253,"جازان",35,0.95
1080,253,"عسير",25,0.68
1081,253,"القصيم",15,0.41
1082,253,"المدينة المنوره",10,0.27
1083,253,"الشرقية",7,0.19
1084,253,"الباحة",5,0.14
1085,253,"تبوك",4,0.11
1086,253,"حائل",3,0.08
1087,254,"الرياض",3173,86.06
1088,254,"جده",389,10.55
1089,254,"جيزان",35,0.95
1090,254,"ابها",25,0.68
1091,254,"بريده",15,0.41
1092,254,"مكة المكرمة",14,0.38
1093,254,"المدينة المنورة",10,0.27
1094,254,"الدمام",7,0.19
1095,254,"المزاحميه",6,0.16
1096,254,"الباحه",5,0.14
1097,254,"تبوك",4,0.11
1098,254,"حائل",3,0.08
1099,254,"الطائف",1,0.03
1100,255,"القطاع العام",3194,86.63
1101,255,"القطاع الخاص",493,13.37
1102,256,"خدمة إلكترونية جزئيا",3687,100.0
1103,259,"الرياض",2641,86.14
1104,259,"مكة المكرمه",312,10.18
1105,259,"جازان",40,1.3
1106,259,"القصيم",20,0.65
1107,259,"عسير",19,0.62
1108,259,"المدينة المنوره",14,0.46
1109,259,"الشرقية",8,0.26
1110,259,"الباحة",5,0.16
1111,259,"الخدمات الرقمية",4,0.13
1112,259,"حائل",2,0.07
1113,259,"تبوك",1,0.03
1114,260,"الرياض",2632,85.84
1115,260,"جده",304,9.92
1116,260,"جيزان",40,1.3
1117,260,"بريده",20,0.65
1118,260,"ابها",19,0.62
1119,260,"المدينة المنورة",12,0.39
1120,260,"المزاحميه",8,0.26
1121,260,"مكة المكرمة",7,0.23
1122,260,"الدمام",7,0.23
1123,260,"الباحه",5,0.16
1124,260,"حائل",2,0.07
1125,260,"كتابة عدل مدمجة - افتراضية",2,0.07
1126,260,"عام",2,0.07
1127,260,"العلا",2,0.07
1128,260,"الدرعيه",1,0.03
1129,260,"تبوك",1,0.03
1130,260,"الاحساء",1,0.03
1131,260,"الطائف",1,0.03
1132,261,"القطاع العام",2723,88.81
1133,261,"القطاع الخاص",343,11.19
1134,262,"خدمة إلكترونية جزئيا",3066,100.0
1135,265,"الرياض",3327,90.58
1136,265,"مكة المكرمه",251,6.83
1137,265,"جازان",32,0.87
1138,265,"عسير",22,0.6
1139,265,"الشرقية",12,0.33
1140,265,"القصيم",11,0.3
1141,265,"الباحة",9,0.25
1142,265,"المدينة المنوره",8,0.22
1143,265,"تبوك",1,0.03
1144,266,"الرياض",3325,90.53
1145,266,"جده",240,6.53
1146,266,"جيزان",32,0.87
1147,266,"ابها",22,0.6
1148,266,"الدمام",12,0.33
1149,266,"بريده",11,0.3
1150,266,"مكة المكرمة",9,0.25
1151,266,"الباحه",9,0.25
1152,266,"المدينة المنورة",7,0.19
1153,266,"الطائف",2,0.05
1154,266,"الدرعيه",1,0.03
1155,266,"تبوك",1,0.03
1156,266,"المزاحميه",1,0.03
1157,266,"ينبع",1,0.03
1158,267,"القطاع العام",3418,93.06
1159,267,"القطاع الخاص",255,6.94
1160,268,"خدمة إلكترونية جزئيا",3673,100.0
1161,271,"الرياض",2437,88.3
1162,271,"مكة المكرمه",191,6.92
1163,271,"عسير",41,1.49
1164,271,"جازان",39,1.41
1165,271,"الباحة",15,0.54
1166,271,"المدينة المنوره",13,0.47
1167,271,"القصيم",10,0.36
1168,271,"الشرقية",8,0.29
1169,271,"الخدمات الرقمية",5,0.18
1170,271,"الجوف",1,0.04
1171,272,"الرياض",2429,88.01
1172,272,"جده",181,6.56
1173,272,"ابها",41,1.49
1174,272,"جيزان",39,1.41
1175,272,"الباحه",15,0.54
1176,272,"المدينة المنورة",10,0.36
1177,272,"بريده",10,0.36
1178,272,"الدمام",8,0.29
1179,272,"الدرعيه",7,0.25
1180,272,"الطائف",6,0.22
1181,272,"مكة المكرمة",4,0.14
1182,272,"العلا",3,0.11
1183,272,"عام",3,0.11
1184,272,"كتابة عدل مدمجة - افتراضية",2,0.07
1185,272,"المزاحميه",1,0.04
1186,272,"سكاكا",1,0.04
1187,273,"القطاع العام",2567,93.01
1188,273,"القطاع الخاص",193,6.99
1189,274,"خدمة إلكترونية جزئيا",2760,100.0
1190,277,"منطقة الرياض",1510,28.94
1191,277,"منطقة الشرقية",727,13.93
1192,277,"منطقة مكة المكرمه",648,12.42
1193,277,"منطقة عسير",508,9.74
1194,277,"منطقة القصيم",346,6.63
1195,277,"منطقة المدينة المنوره",229,4.39
1196,277,"منطقة جازان",213,4.08
1197,277,"منطقة الجوف",198,3.79
1198,277,"منطقة حائل",198,3.79
1199,277,"منطقة تبوك",158,3.03
1200,277,"منطقة نجران",150,2.87
1201,277,"منطقة الباحة",123,2.36
1202,277,"منطقة الحدود الشمالية",123,2.36
1203,277,"كتابة العدل الإفتراضية - الرياض",87,1.67
1204,279,"القطاع العام",3897,74.68
1205,279,"القطاع الخاص",1321,25.32
1206,280,"خدمة إلكترونية جزئيا",4814,92.26
1207,280,"خدمة إلكترونية",404,7.74
1208,281,"عقارات/افراغ",2039,39.08
1209,281,"عقارات/تعديل صك",583,11.17
1210,281,"عقارات/رهن العقارات",463,8.87
1211,281,"عقارات/تسجيل ملكية عقار بدون صك",360,6.9
1212,281,"عقارات/فك رهن العقارات",357,6.84
1213,281,"عقارات/منح",317,6.08
1214,281,"عقارات/تسجيل صك قديم",241,4.62
1215,281,"عقارات/تعديل صك بإضافة أو حذف عقار / مالك",191,3.66
1216,281,"عقارات/فرز صكوك",115,2.2
1217,281,"عقارات/حجز/فك حجز",85,1.63
1218,281,"عقارات/تعريف الصكوك للفرز",72,1.38
1219,281,"عقارات/دمج عقارات",60,1.15
1220,281,"عقارات/منحة بديلة",56,1.07
1221,281,"عقارات/الحجز التحفظي على ممتلكات شخص",50,0.96
1222,281,"عقارات/فك الحجز التحفظي على ممتلكات شخص",41,0.79
1223,281,"عقارات/نقل شرح بانتقال ملكية",41,0.79
1224,281,"عقارات/تملك نصيب",32,0.61
1225,281,"عقارات/مسجل عينيا",31,0.59
1226,281,"عقارات/تعديل صك قديم",26,0.5
1227,281,"عقارات/ربط صك بالهوية العقارية",25,0.48
1228,281,"عقارات/تعويض أنقاض دون العقار",16,0.31
1229,281,"عقارات/تعويضات",7,0.13
1230,281,"عقارات/دمج صكوك",3,0.06
1231,281,"عقارات/نقل شرح إلغاء وصية",2,0.04
1232,281,"عقارات/نقل شرح رهن بدون انتقال ملكية",2,0.04
1233,281,"عقارات/رهن غير العقارات",1,0.02
1234,281,"عقارات/استلام مبلغ بسبب عقار",1,0.02
