المنطقة,المدينة,نوع القطاع,نوع الخدمة,نوع الوكالة,التاريخ ميلادي,التاريخ هجري,عدد الوكالات الصادرة
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,العقارات,2024/03/01,1445/08/20,"1,320"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,المطالبات والمحاكم,2024/03/01,1445/08/20,641
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,السيارات,2024/03/01,1445/08/20,559
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,البنوك والمصارف,2024/03/01,1445/08/20,436
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الجوازات,2024/03/01,1445/08/20,191
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الوزارات الحكومية,2024/03/01,1445/08/20,181
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,المرور,2024/03/01,1445/08/20,149
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الجهات الأمنية,2024/03/01,1445/08/20,107
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الأمانات والبلديات,2024/03/01,1445/08/20,88
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,شركات الاتصالات,2024/03/01,1445/08/20,88
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,السجلات التجارية,2024/03/01,1445/08/20,75
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الشركات والمؤسسات الأهلية,2024/03/01,1445/08/20,73
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,طلب الخدمات,2024/03/01,1445/08/20,72
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,وكالة خارج المملكة العربية السعودية فقط,2024/03/01,1445/08/20,70
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الجهات التعليمية,2024/03/01,1445/08/20,54
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,إدارة الأحوال المدنية,2024/03/01,1445/08/20,53
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,النكاح,2024/03/01,1445/08/20,49
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الرواتب والمستحقات,2024/03/01,1445/08/20,40
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2024/03/01,1445/08/20,37
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,التعويضات والمساعدات,2024/03/01,1445/08/20,36
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الهيئات الحكومية,2024/03/01,1445/08/20,34
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,المنح السكنية,2024/03/01,1445/08/20,31
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,إثباتات المحاكم,2024/03/01,1445/08/20,30
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,شركة الكهرباء,2024/03/01,1445/08/20,28
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,المنح الزراعية,2024/03/01,1445/08/20,27
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,وزارة الموارد البشرية والتنمية الاجتماعية,2024/03/01,1445/08/20,27
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,التنازل عن كامل الإرث,2024/03/01,1445/08/20,23
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,شبكة إيجار الإلكترونية,2024/03/01,1445/08/20,22
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الشركات,2024/03/01,1445/08/20,21
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,العقارات,2024/03/01,1445/08/20,20
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,المؤسسات الحكومية,2024/03/01,1445/08/20,20
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,مكتب الإستقدام,2024/03/01,1445/08/20,19
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,صندوق التنمية العقارية,2024/03/01,1445/08/20,18
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,العقارات,2024/03/01,1445/08/20,18
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,إنهائات المحاكم,2024/03/01,1445/08/20,15
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,استقدام العمالة,2024/03/01,1445/08/20,15
