المنطقة,المدينة,نوع القطاع,نوع الخدمة,نوع الوكالة,التاريخ ميلادي,التاريخ هجري,عدد الوكالات الصادرة
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,المطالبات والمحاكم,2024/05/01,1445/10/22,"3,127"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,العقارات,2024/05/01,1445/10/22,"2,795"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,البنوك والمصارف,2024/05/01,1445/10/22,"2,268"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,السيارات,2024/05/01,1445/10/22,"1,703"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الجوازات,2024/05/01,1445/10/22,"1,316"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,المرور,2024/05/01,1445/10/22,693
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الوزارات الحكومية,2024/05/01,1445/10/22,675
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الجهات الأمنية,2024/05/01,1445/10/22,602
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,السجلات التجارية,2024/05/01,1445/10/22,497
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الأمانات والبلديات,2024/05/01,1445/10/22,293
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,إدارة الأحوال المدنية,2024/05/01,1445/10/22,286
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,طلب الخدمات,2024/05/01,1445/10/22,260
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,وكالة خارج المملكة العربية السعودية فقط,2024/05/01,1445/10/22,211
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الشركات والمؤسسات الأهلية,2024/05/01,1445/10/22,208
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,وزارة الموارد البشرية والتنمية الاجتماعية,2024/05/01,1445/10/22,197
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,شركات الاتصالات,2024/05/01,1445/10/22,189
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2024/05/01,1445/10/22,188
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الرواتب والمستحقات,2024/05/01,1445/10/22,180
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2024/05/01,1445/10/22,148
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الشركات,2024/05/01,1445/10/22,139
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الهيئات الحكومية,2024/05/01,1445/10/22,124
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2024/05/01,1445/10/22,119
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,العقارات,2024/05/01,1445/10/22,108
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الجهات التعليمية,2024/05/01,1445/10/22,106
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,المؤسسات الحكومية,2024/05/01,1445/10/22,93
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,التعويضات والمساعدات,2024/05/01,1445/10/22,90
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,العقارات,2024/05/01,1445/10/22,85
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,المنح السكنية,2024/05/01,1445/10/22,83
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,شركة المياه,2024/05/01,1445/10/22,83
كتابة العدل الإفتراضية - الرياض,كتابة العدل الإفتراضية - الرياض,القطاع العام,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2024/05/01,1445/10/22,61
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,النكاح,2024/05/01,1445/10/22,60
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,استقدام العمالة,2024/05/01,1445/10/22,59
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,إثباتات المحاكم,2024/05/01,1445/10/22,58
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,مكتب الإستقدام,2024/05/01,1445/10/22,56
