المنطقة,المدينة,نوع القطاع,نوع الخدمة,نوع الوكالة,التاريخ ميلادي,التاريخ هجري,عدد الوكالات الصادرة
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,المطالبات والمحاكم,2026/02/01,1447/08/13,"5,054"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,العقارات,2026/02/01,1447/08/13,"2,720"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الجوازات,2026/02/01,1447/08/13,"2,417"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,البنوك والمصارف,2026/02/01,1447/08/13,"1,879"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,السيارات,2026/02/01,1447/08/13,"1,692"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الوزارات الحكومية,2026/02/01,1447/08/13,826
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,المرور,2026/02/01,1447/08/13,644
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,السجلات التجارية,2026/02/01,1447/08/13,520
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الشركات والمؤسسات الأهلية,2026/02/01,1447/08/13,458
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الجهات الأمنية,2026/02/01,1447/08/13,389
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,وكالة خارج المملكة العربية السعودية فقط,2026/02/01,1447/08/13,378
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الأمانات والبلديات,2026/02/01,1447/08/13,301
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,إدارة الأحوال المدنية,2026/02/01,1447/08/13,286
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الجهات التعليمية,2026/02/01,1447/08/13,258
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,وزارة الموارد البشرية والتنمية الاجتماعية,2026/02/01,1447/08/13,255
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,طلب الخدمات,2026/02/01,1447/08/13,220
