المنطقة,المدينة,نوع القطاع,نوع الخدمة,نوع الوكالة,التاريخ ميلادي,التاريخ هجري,عدد الوكالات الصادرة
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,المطالبات والمحاكم,2024/12/01,1446/05/29,"4,293"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,العقارات,2024/12/01,1446/05/29,"3,247"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,البنوك والمصارف,2024/12/01,1446/05/29,"2,342"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,السيارات,2024/12/01,1446/05/29,"1,947"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الجوازات,2024/12/01,1446/05/29,"1,561"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الوزارات الحكومية,2024/12/01,1446/05/29,819
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,المرور,2024/12/01,1446/05/29,567
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,السجلات التجارية,2024/12/01,1446/05/29,545
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الجهات الأمنية,2024/12/01,1446/05/29,412
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,إدارة الأحوال المدنية,2024/12/01,1446/05/29,320
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الأمانات والبلديات,2024/12/01,1446/05/29,318
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الشركات والمؤسسات الأهلية,2024/12/01,1446/05/29,265
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,وكالة خارج المملكة العربية السعودية فقط,2024/12/01,1446/05/29,243
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2024/12/01,1446/05/29,228
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,شركات الاتصالات,2024/12/01,1446/05/29,211
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,العوائد السنوية,2024/12/01,1446/05/29,207
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,وزارة الموارد البشرية والتنمية الاجتماعية,2024/12/01,1446/05/29,195
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الرواتب والمستحقات,2024/12/01,1446/05/29,193
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,طلب الخدمات,2024/12/01,1446/05/29,165
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الهيئات الحكومية,2024/12/01,1446/05/29,137
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2024/12/01,1446/05/29,135
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الجهات التعليمية,2024/12/01,1446/05/29,130
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,العقارات,2024/12/01,1446/05/29,128
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الشركات,2024/12/01,1446/05/29,115
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2024/12/01,1446/05/29,114
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,شركة الكهرباء,2024/12/01,1446/05/29,112
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,المنح الزراعية,2024/12/01,1446/05/29,93
كتابة العدل الإفتراضية - الرياض,كتابة العدل الإفتراضية - الرياض,القطاع العام,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2024/12/01,1446/05/29,86
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,تصديق الوكالات الخارجية,2024/12/01,1446/05/29,68
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,التعويضات والمساعدات,2024/12/01,1446/05/29,67
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,مكتب الإستقدام,2024/12/01,1446/05/29,64
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,شركة المياه,2024/12/01,1446/05/29,63
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,المؤسسات الحكومية,2024/12/01,1446/05/29,60
منطقة مكة المكرمه,مكة المكرمة,القطاع الخاص,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2024/12/01,1446/05/29,60
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,وكالة خارج المملكة العربية السعودية فقط,2024/12/01,1446/05/29,52
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,النكاح,2024/12/01,1446/05/29,52
