المنطقة,المدينة,نوع القطاع,نوع الخدمة,نوع الوكالة,التاريخ ميلادي,التاريخ هجري,عدد الوكالات الصادرة
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,المطالبات والمحاكم,2026/01/01,1447/07/12,"3,315"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,العقارات,2026/01/01,1447/07/12,"2,622"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,البنوك والمصارف,2026/01/01,1447/07/12,"1,242"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,السيارات,2026/01/01,1447/07/12,"1,201"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الجوازات,2026/01/01,1447/07/12,711
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الوزارات الحكومية,2026/01/01,1447/07/12,475
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,المرور,2026/01/01,1447/07/12,398
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الشركات والمؤسسات الأهلية,2026/01/01,1447/07/12,308
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2026/01/01,1447/07/12,289
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الجهات الأمنية,2026/01/01,1447/07/12,272
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,السجلات التجارية,2026/01/01,1447/07/12,271
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,وكالة خارج المملكة العربية السعودية فقط,2026/01/01,1447/07/12,229
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,إدارة الأحوال المدنية,2026/01/01,1447/07/12,204
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الأمانات والبلديات,2026/01/01,1447/07/12,200
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,طلب الخدمات,2026/01/01,1447/07/12,186
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,شركات الاتصالات,2026/01/01,1447/07/12,184
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2026/01/01,1447/07/12,159
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,وزارة الموارد البشرية والتنمية الاجتماعية,2026/01/01,1447/07/12,140
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الرواتب والمستحقات,2026/01/01,1447/07/12,139
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,شبكة إيجار الإلكترونية,2026/01/01,1447/07/12,136
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,العقارات,2026/01/01,1447/07/12,129
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2026/01/01,1447/07/12,124
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الجهات التعليمية,2026/01/01,1447/07/12,123
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الهيئات الحكومية,2026/01/01,1447/07/12,93
منطقة مكة المكرمه,مكة المكرمة,القطاع الخاص,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2026/01/01,1447/07/12,90
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الشركات,2026/01/01,1447/07/12,83
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,شركة الكهرباء,2026/01/01,1447/07/12,83
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2026/01/01,1447/07/12,80
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,شركة المياه,2026/01/01,1447/07/12,78
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,مكتب الإستقدام,2026/01/01,1447/07/12,71
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,العقارات,2026/01/01,1447/07/12,63
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,النكاح,2026/01/01,1447/07/12,61
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,تصديق الوكالات الخارجية,2026/01/01,1447/07/12,60
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,السجلات التجارية,2026/01/01,1447/07/12,58
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,العقارات,2026/01/01,1447/07/12,48
منطقة مكة المكرمه,الطائف,القطاع الخاص,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2026/01/01,1447/07/12,48
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,المؤسسات الحكومية,2026/01/01,1447/07/12,42
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,التعويضات والمساعدات,2026/01/01,1447/07/12,41
