المنطقة,المدينة,نوع القطاع,نوع الخدمة,نوع الوكالة,التاريخ ميلادي,التاريخ هجري,عدد الوكالات الصادرة
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,المطالبات والمحاكم,2025/07/01,1447/01/06,"4,391"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,العقارات,2025/07/01,1447/01/06,"2,893"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,البنوك والمصارف,2025/07/01,1447/01/06,"1,971"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,السيارات,2025/07/01,1447/01/06,"1,827"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الجوازات,2025/07/01,1447/01/06,"1,739"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الوزارات الحكومية,2025/07/01,1447/01/06,835
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,السجلات التجارية,2025/07/01,1447/01/06,723
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,المرور,2025/07/01,1447/01/06,591
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الجهات الأمنية,2025/07/01,1447/01/06,420
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الشركات والمؤسسات الأهلية,2025/07/01,1447/01/06,330
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,وكالة خارج المملكة العربية السعودية فقط,2025/07/01,1447/01/06,320
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الجهات التعليمية,2025/07/01,1447/01/06,310
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الأمانات والبلديات,2025/07/01,1447/01/06,308
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,إدارة الأحوال المدنية,2025/07/01,1447/01/06,300
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الرواتب والمستحقات,2025/07/01,1447/01/06,271
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,وزارة الموارد البشرية والتنمية الاجتماعية,2025/07/01,1447/01/06,246
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,العوائد السنوية,2025/07/01,1447/01/06,221
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,طلب الخدمات,2025/07/01,1447/01/06,199
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,شركات الاتصالات,2025/07/01,1447/01/06,176
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2025/07/01,1447/01/06,155
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2025/07/01,1447/01/06,141
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,العقارات,2025/07/01,1447/01/06,134
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الهيئات الحكومية,2025/07/01,1447/01/06,109
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2025/07/01,1447/01/06,108
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,شبكة إيجار الإلكترونية,2025/07/01,1447/01/06,106
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2025/07/01,1447/01/06,105
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الشركات,2025/07/01,1447/01/06,99
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,شركة الكهرباء,2025/07/01,1447/01/06,99
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,العقارات,2025/07/01,1447/01/06,99
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,شركة المياه,2025/07/01,1447/01/06,94
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,مكتب الإستقدام,2025/07/01,1447/01/06,87
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,المؤسسات الحكومية,2025/07/01,1447/01/06,71
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,التعويضات والمساعدات,2025/07/01,1447/01/06,63
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,النكاح,2025/07/01,1447/01/06,59
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,المنح الزراعية,2025/07/01,1447/01/06,58
منطقة مكة المكرمه,مكة المكرمة,القطاع الخاص,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2025/07/01,1447/01/06,58
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,تصديق الوكالات الخارجية,2025/07/01,1447/01/06,54
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,البنوك والمصارف,2025/07/01,1447/01/06,53
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,المنح السكنية,2025/07/01,1447/01/06,48
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,صندوق التنمية العقارية,2025/07/01,1447/01/06,48
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,السجلات التجارية,2025/07/01,1447/01/06,45
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,وكالة خارج المملكة العربية السعودية فقط,2025/07/01,1447/01/06,45
