المنطقة,المدينة,نوع القطاع,نوع الخدمة,نوع الوكالة,التاريخ ميلادي,التاريخ هجري,عدد الوكالات الصادرة
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,العقارات,2025/03/01,1446/09/01,"1,292"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,المطالبات والمحاكم,2025/03/01,1446/09/01,"1,219"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الجوازات,2025/03/01,1446/09/01,812
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,السيارات,2025/03/01,1446/09/01,774
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,البنوك والمصارف,2025/03/01,1446/09/01,589
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,المرور,2025/03/01,1446/09/01,278
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,السجلات التجارية,2025/03/01,1446/09/01,256
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الوزارات الحكومية,2025/03/01,1446/09/01,223
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الشركات والمؤسسات الأهلية,2025/03/01,1446/09/01,179
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,شركات الاتصالات,2025/03/01,1446/09/01,116
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الجهات الأمنية,2025/03/01,1446/09/01,106
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,إدارة الأحوال المدنية,2025/03/01,1446/09/01,87
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الأمانات والبلديات,2025/03/01,1446/09/01,81
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,وكالة خارج المملكة العربية السعودية فقط,2025/03/01,1446/09/01,79
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,طلب الخدمات,2025/03/01,1446/09/01,59
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,شبكة إيجار الإلكترونية,2025/03/01,1446/09/01,56
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الرواتب والمستحقات,2025/03/01,1446/09/01,54
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,شركة المياه,2025/03/01,1446/09/01,50
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,وزارة الموارد البشرية والتنمية الاجتماعية,2025/03/01,1446/09/01,49
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,مكتب الإستقدام,2025/03/01,1446/09/01,47
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,التعويضات والمساعدات,2025/03/01,1446/09/01,36
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الجهات التعليمية,2025/03/01,1446/09/01,35
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2025/03/01,1446/09/01,34
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2025/03/01,1446/09/01,33
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الشركات,2025/03/01,1446/09/01,31
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,إثباتات المحاكم,2025/03/01,1446/09/01,29
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,شركة الكهرباء,2025/03/01,1446/09/01,28
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,النكاح,2025/03/01,1446/09/01,23
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الهيئات الحكومية,2025/03/01,1446/09/01,22
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,صندوق التنمية العقارية,2025/03/01,1446/09/01,21
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,المنح السكنية,2025/03/01,1446/09/01,18
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,العقارات,2025/03/01,1446/09/01,16
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,المؤسسات الحكومية,2025/03/01,1446/09/01,16
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الحالات الاجتماعية,2025/03/01,1446/09/01,14
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,هيئة الزكاة والضريبة والجمارك,2025/03/01,1446/09/01,14
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,العقارات,2025/03/01,1446/09/01,14
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,استقدام العمالة,2025/03/01,1446/09/01,13
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,الشركات,2025/03/01,1446/09/01,12
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,التنازل عن كامل الإرث,2025/03/01,1446/09/01,12
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,المنح الزراعية,2025/03/01,1446/09/01,11
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,بنك التنمية الاجتماعية,2025/03/01,1446/09/01,10
