المنطقة,المدينة,نوع القطاع,نوع الخدمة,نوع الوكالة,التاريخ ميلادي,التاريخ هجري,عدد الوكالات الصادرة
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,المطالبات والمحاكم,2024/10/01,1446/03/28,"4,317"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,العقارات,2024/10/01,1446/03/28,"3,192"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,البنوك والمصارف,2024/10/01,1446/03/28,"2,513"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,السيارات,2024/10/01,1446/03/28,"2,232"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الجوازات,2024/10/01,1446/03/28,"1,688"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الوزارات الحكومية,2024/10/01,1446/03/28,"1,004"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,المرور,2024/10/01,1446/03/28,664
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,السجلات التجارية,2024/10/01,1446/03/28,610
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,العوائد السنوية,2024/10/01,1446/03/28,499
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الجهات الأمنية,2024/10/01,1446/03/28,468
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,المنح الزراعية,2024/10/01,1446/03/28,427
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الشركات والمؤسسات الأهلية,2024/10/01,1446/03/28,330
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الأمانات والبلديات,2024/10/01,1446/03/28,308
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,إدارة الأحوال المدنية,2024/10/01,1446/03/28,298
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,وزارة الموارد البشرية والتنمية الاجتماعية,2024/10/01,1446/03/28,258
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,شركات الاتصالات,2024/10/01,1446/03/28,239
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,وكالة خارج المملكة العربية السعودية فقط,2024/10/01,1446/03/28,221
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الرواتب والمستحقات,2024/10/01,1446/03/28,217
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الجهات التعليمية,2024/10/01,1446/03/28,200
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2024/10/01,1446/03/28,187
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,طلب الخدمات,2024/10/01,1446/03/28,176
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,العقارات,2024/10/01,1446/03/28,116
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2024/10/01,1446/03/28,115
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الهيئات الحكومية,2024/10/01,1446/03/28,103
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2024/10/01,1446/03/28,100
كتابة العدل الإفتراضية - الرياض,كتابة العدل الإفتراضية - الرياض,القطاع العام,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2024/10/01,1446/03/28,99
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الشركات,2024/10/01,1446/03/28,91
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,التعويضات والمساعدات,2024/10/01,1446/03/28,89
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,المؤسسات الحكومية,2024/10/01,1446/03/28,81
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,إثباتات المحاكم,2024/10/01,1446/03/28,76
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,شركة الكهرباء,2024/10/01,1446/03/28,72
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,العقارات,2024/10/01,1446/03/28,72
