المنطقة,المدينة,نوع القطاع,نوع الخدمة,نوع الوكالة,التاريخ ميلادي,التاريخ هجري,عدد الوكالات الصادرة
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,المطالبات والمحاكم,2025/12/01,1447/06/10,"4,690"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,العقارات,2025/12/01,1447/06/10,"3,155"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,البنوك والمصارف,2025/12/01,1447/06/10,"1,928"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الجوازات,2025/12/01,1447/06/10,"1,881"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,السيارات,2025/12/01,1447/06/10,"1,628"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الوزارات الحكومية,2025/12/01,1447/06/10,812
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,المرور,2025/12/01,1447/06/10,568
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,السجلات التجارية,2025/12/01,1447/06/10,523
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الشركات والمؤسسات الأهلية,2025/12/01,1447/06/10,376
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الجهات الأمنية,2025/12/01,1447/06/10,370
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,وكالة خارج المملكة العربية السعودية فقط,2025/12/01,1447/06/10,350
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الأمانات والبلديات,2025/12/01,1447/06/10,306
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,إدارة الأحوال المدنية,2025/12/01,1447/06/10,272
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,وزارة الموارد البشرية والتنمية الاجتماعية,2025/12/01,1447/06/10,241
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,طلب الخدمات,2025/12/01,1447/06/10,215
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2025/12/01,1447/06/10,214
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,شركات الاتصالات,2025/12/01,1447/06/10,212
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2025/12/01,1447/06/10,193
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2025/12/01,1447/06/10,163
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الرواتب والمستحقات,2025/12/01,1447/06/10,160
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الشركات,2025/12/01,1447/06/10,159
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,العقارات,2025/12/01,1447/06/10,148
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,شبكة إيجار الإلكترونية,2025/12/01,1447/06/10,129
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الهيئات الحكومية,2025/12/01,1447/06/10,120
