المنطقة,المدينة,نوع القطاع,نوع الخدمة,نوع الوكالة,التاريخ ميلادي,التاريخ هجري,عدد الوكالات الصادرة
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,العقارات,2025/04/01,1446/10/03,356
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,المطالبات والمحاكم,2025/04/01,1446/10/03,232
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,البنوك والمصارف,2025/04/01,1446/10/03,177
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,السيارات,2025/04/01,1446/10/03,162
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الجوازات,2025/04/01,1446/10/03,99
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الوزارات الحكومية,2025/04/01,1446/10/03,74
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الجهات الأمنية,2025/04/01,1446/10/03,63
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,شركات الاتصالات,2025/04/01,1446/10/03,54
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,النكاح,2025/04/01,1446/10/03,50
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,السجلات التجارية,2025/04/01,1446/10/03,32
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,طلب الخدمات,2025/04/01,1446/10/03,31
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الشركات والمؤسسات الأهلية,2025/04/01,1446/10/03,30
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,المرور,2025/04/01,1446/10/03,29
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,وكالة خارج المملكة العربية السعودية فقط,2025/04/01,1446/10/03,28
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,إدارة الأحوال المدنية,2025/04/01,1446/10/03,19
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,مكتب الإستقدام,2025/04/01,1446/10/03,18
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,إثباتات المحاكم,2025/04/01,1446/10/03,17
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,التعويضات والمساعدات,2025/04/01,1446/10/03,17
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الرواتب والمستحقات,2025/04/01,1446/10/03,16
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,شركة المياه,2025/04/01,1446/10/03,15
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الأمانات والبلديات,2025/04/01,1446/10/03,13
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,وزارة الموارد البشرية والتنمية الاجتماعية,2025/04/01,1446/10/03,12
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,المؤسسات الحكومية,2025/04/01,1446/10/03,11
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,المنح الزراعية,2025/04/01,1446/10/03,9
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2025/04/01,1446/10/03,9
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,العقارات,2025/04/01,1446/10/03,9
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2025/04/01,1446/10/03,9
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,التوكيل على الإقرارات,2025/04/01,1446/10/03,7
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,المنح السكنية,2025/04/01,1446/10/03,7
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الهيئات الحكومية,2025/04/01,1446/10/03,7
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,شبكة إيجار الإلكترونية,2025/04/01,1446/10/03,7
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,شركة الكهرباء,2025/04/01,1446/10/03,7
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,العقارات,2025/04/01,1446/10/03,7
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,هيئة الزكاة والضريبة والجمارك,2025/04/01,1446/10/03,6
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,العوائد السنوية,2025/04/01,1446/10/03,5
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,التنازل عن كامل الإرث,2025/04/01,1446/10/03,4
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الشركات,2025/04/01,1446/10/03,4
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,صندوق التنمية العقارية,2025/04/01,1446/10/03,4
