المنطقة,المدينة,نوع القطاع,نوع الخدمة,نوع الوكالة,التاريخ ميلادي,التاريخ هجري,عدد الوكالات الصادرة
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,العقارات,2025/08/01,1447/02/07,"1,455"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,المطالبات والمحاكم,2025/08/01,1447/02/07,794
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,السيارات,2025/08/01,1447/02/07,718
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,البنوك والمصارف,2025/08/01,1447/02/07,479
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,العوائد السنوية,2025/08/01,1447/02/07,386
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الجوازات,2025/08/01,1447/02/07,239
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الوزارات الحكومية,2025/08/01,1447/02/07,234
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,المرور,2025/08/01,1447/02/07,108
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الجهات الأمنية,2025/08/01,1447/02/07,107
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,السجلات التجارية,2025/08/01,1447/02/07,106
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,شركات الاتصالات,2025/08/01,1447/02/07,106
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الرواتب والمستحقات,2025/08/01,1447/02/07,102
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,إدارة الأحوال المدنية,2025/08/01,1447/02/07,85
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,وكالة خارج المملكة العربية السعودية فقط,2025/08/01,1447/02/07,84
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الشركات والمؤسسات الأهلية,2025/08/01,1447/02/07,82
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الأمانات والبلديات,2025/08/01,1447/02/07,74
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,شركة المياه,2025/08/01,1447/02/07,74
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,طلب الخدمات,2025/08/01,1447/02/07,63
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,شبكة إيجار الإلكترونية,2025/08/01,1447/02/07,46
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,النكاح,2025/08/01,1447/02/07,38
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,وزارة الموارد البشرية والتنمية الاجتماعية,2025/08/01,1447/02/07,36
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,إثباتات المحاكم,2025/08/01,1447/02/07,31
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,التعويضات والمساعدات,2025/08/01,1447/02/07,31
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الشركات,2025/08/01,1447/02/07,30
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الجهات التعليمية,2025/08/01,1447/02/07,29
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,شركة الكهرباء,2025/08/01,1447/02/07,28
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الهيئات الحكومية,2025/08/01,1447/02/07,27
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,المؤسسات الحكومية,2025/08/01,1447/02/07,24
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,مكتب الإستقدام,2025/08/01,1447/02/07,22
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,المنح الزراعية,2025/08/01,1447/02/07,20
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,صندوق التنمية العقارية,2025/08/01,1447/02/07,19
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,المنح السكنية,2025/08/01,1447/02/07,16
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2025/08/01,1447/02/07,16
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,العقارات,2025/08/01,1447/02/07,15
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,السجلات التجارية,2025/08/01,1447/02/07,13
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الحالات الاجتماعية,2025/08/01,1447/02/07,12
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,هيئة الزكاة والضريبة والجمارك,2025/08/01,1447/02/07,11
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,العقارات,2025/08/01,1447/02/07,11
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,التنازل عن كامل الإرث,2025/08/01,1447/02/07,10
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,التوكيل على الإقرارات,2025/08/01,1447/02/07,9
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,بنك التنمية الاجتماعية,2025/08/01,1447/02/07,7
منطقة الرياض,عرقه,القطاع الخاص,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2025/08/01,1447/02/07,7
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,إنهائات المحاكم,2025/08/01,1447/02/07,6
منطقة الباحة,قلوه,القطاع الخاص,خدمة إلكترونية جزئيا,العقارات,2025/08/01,1447/02/07,6
