المنطقة,المدينة,نوع القطاع,نوع الخدمة,نوع الوكالة,التاريخ ميلادي,التاريخ هجري,عدد الوكالات الصادرة
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,العقارات,2025/11/01,1447/05/10,"2,102"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الجوازات,2025/11/01,1447/05/10,"1,505"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,المطالبات والمحاكم,2025/11/01,1447/05/10,"1,148"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,السيارات,2025/11/01,1447/05/10,"1,147"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,البنوك والمصارف,2025/11/01,1447/05/10,770
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الوزارات الحكومية,2025/11/01,1447/05/10,416
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,السجلات التجارية,2025/11/01,1447/05/10,348
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,المرور,2025/11/01,1447/05/10,313
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الجهات الأمنية,2025/11/01,1447/05/10,222
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,شركات الاتصالات,2025/11/01,1447/05/10,211
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الشركات والمؤسسات الأهلية,2025/11/01,1447/05/10,209
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,وكالة خارج المملكة العربية السعودية فقط,2025/11/01,1447/05/10,206
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الأمانات والبلديات,2025/11/01,1447/05/10,196
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,إدارة الأحوال المدنية,2025/11/01,1447/05/10,160
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,وزارة الموارد البشرية والتنمية الاجتماعية,2025/11/01,1447/05/10,151
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,طلب الخدمات,2025/11/01,1447/05/10,137
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,شركة المياه,2025/11/01,1447/05/10,100
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الرواتب والمستحقات,2025/11/01,1447/05/10,99
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الجهات التعليمية,2025/11/01,1447/05/10,93
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,العوائد السنوية,2025/11/01,1447/05/10,78
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,شبكة إيجار الإلكترونية,2025/11/01,1447/05/10,77
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2025/11/01,1447/05/10,74
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,مكتب الإستقدام,2025/11/01,1447/05/10,73
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الهيئات الحكومية,2025/11/01,1447/05/10,67
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,الشركات,2025/11/01,1447/05/10,62
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,العقارات,2025/11/01,1447/05/10,58
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2025/11/01,1447/05/10,52
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,النكاح,2025/11/01,1447/05/10,43
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,إثباتات المحاكم,2025/11/01,1447/05/10,41
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,شركة الكهرباء,2025/11/01,1447/05/10,36
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,المنح الزراعية,2025/11/01,1447/05/10,32
منطقة مكة المكرمه,مكة المكرمة,القطاع الخاص,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2025/11/01,1447/05/10,31
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,التعويضات والمساعدات,2025/11/01,1447/05/10,28
