المنطقة,المدينة,نوع القطاع,نوع الخدمة,نوع الوكالة,التاريخ ميلادي,التاريخ هجري,عدد الوكالات الصادرة
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,المطالبات والمحاكم,2025/01/01,1446/07/01,"3,888"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,العقارات,2025/01/01,1446/07/01,"3,228"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,البنوك والمصارف,2025/01/01,1446/07/01,"2,063"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,السيارات,2025/01/01,1446/07/01,"1,622"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الجوازات,2025/01/01,1446/07/01,"1,498"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الوزارات الحكومية,2025/01/01,1446/07/01,696
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,السجلات التجارية,2025/01/01,1446/07/01,562
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,المرور,2025/01/01,1446/07/01,532
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الجهات الأمنية,2025/01/01,1446/07/01,371
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الشركات والمؤسسات الأهلية,2025/01/01,1446/07/01,356
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,إدارة الأحوال المدنية,2025/01/01,1446/07/01,296
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الأمانات والبلديات,2025/01/01,1446/07/01,267
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,وكالة خارج المملكة العربية السعودية فقط,2025/01/01,1446/07/01,246
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,شركات الاتصالات,2025/01/01,1446/07/01,216
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الجهات التعليمية,2025/01/01,1446/07/01,212
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,العقارات,2025/01/01,1446/07/01,200
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,وزارة الموارد البشرية والتنمية الاجتماعية,2025/01/01,1446/07/01,189
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2025/01/01,1446/07/01,181
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,طلب الخدمات,2025/01/01,1446/07/01,178
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,شبكة إيجار الإلكترونية,2025/01/01,1446/07/01,148
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الرواتب والمستحقات,2025/01/01,1446/07/01,143
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2025/01/01,1446/07/01,134
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2025/01/01,1446/07/01,128
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الشركات,2025/01/01,1446/07/01,126
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الهيئات الحكومية,2025/01/01,1446/07/01,108
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,مكتب الإستقدام,2025/01/01,1446/07/01,99
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,العقارات,2025/01/01,1446/07/01,98
كتابة العدل الإفتراضية - الرياض,كتابة العدل الإفتراضية - الرياض,القطاع العام,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2025/01/01,1446/07/01,93
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,المؤسسات الحكومية,2025/01/01,1446/07/01,78
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,شركة المياه,2025/01/01,1446/07/01,75
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,النكاح,2025/01/01,1446/07/01,66
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,التعويضات والمساعدات,2025/01/01,1446/07/01,64
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,المنح الزراعية,2025/01/01,1446/07/01,64
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,شركة الكهرباء,2025/01/01,1446/07/01,64
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,تصديق الوكالات الخارجية,2025/01/01,1446/07/01,60
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,صندوق التنمية العقارية,2025/01/01,1446/07/01,51
كتابة العدل الإفتراضية - الرياض,كتابة العدل الإفتراضية - الرياض,القطاع العام,خدمة إلكترونية جزئيا,البنوك والمصارف,2025/01/01,1446/07/01,45
كتابة العدل الإفتراضية - الرياض,كتابة العدل الإفتراضية - الرياض,القطاع العام,خدمة إلكترونية جزئيا,العقارات,2025/01/01,1446/07/01,41
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,إثباتات المحاكم,2025/01/01,1446/07/01,38
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,المنح السكنية,2025/01/01,1446/07/01,38
