المنطقة,المدينة,نوع القطاع,نوع الخدمة,نوع الوكالة,التاريخ ميلادي,التاريخ هجري,عدد الوكالات الصادرة
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,المطالبات والمحاكم,2023/11/01,1445/04/17,"3,143"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,العقارات,2023/11/01,1445/04/17,"2,802"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,البنوك والمصارف,2023/11/01,1445/04/17,"1,845"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,السيارات,2023/11/01,1445/04/17,"1,479"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الجوازات,2023/11/01,1445/04/17,"1,435"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,المرور,2023/11/01,1445/04/17,825
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الوزارات الحكومية,2023/11/01,1445/04/17,735
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الجهات الأمنية,2023/11/01,1445/04/17,550
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,السجلات التجارية,2023/11/01,1445/04/17,486
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,العوائد السنوية,2023/11/01,1445/04/17,326
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الأمانات والبلديات,2023/11/01,1445/04/17,290
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,طلب الخدمات,2023/11/01,1445/04/17,289
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,إدارة الأحوال المدنية,2023/11/01,1445/04/17,279
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,وزارة الموارد البشرية والتنمية الاجتماعية,2023/11/01,1445/04/17,224
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الشركات والمؤسسات الأهلية,2023/11/01,1445/04/17,207
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,المطالبات والمحاكم,2023/11/01,1445/04/17,202
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الرواتب والمستحقات,2023/11/01,1445/04/17,183
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,شركات الاتصالات,2023/11/01,1445/04/17,166
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,وكالة خارج المملكة العربية السعودية فقط,2023/11/01,1445/04/17,158
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية,الهيئات الحكومية,2023/11/01,1445/04/17,133
